"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"true","fullscreen","0","4377","0.0-0.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4463","0.0-1.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","48510","0.0-2.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","44045","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","101555","0.0-3.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","53040",""," ","key"," ","16.698172175007866","640","250","","","","","","",""
"","psychophysics","4","119500","0.0-4.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","17943",""," ","key"," ","16.667606511627902","500","250","inst","","","","","",""
"","psychophysics","5","132725","0.0-5.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","13220",""," ","key"," ","16.667527112232015","500","250","sample0","","","","","",""
"","psychophysics","6","137948","0.0-6.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","5223",""," ","key"," ","16.668830128205183","500","250","sample1","","","","","",""
"","psychophysics","7","169590","0.0-7.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","31636",""," ","key"," ","16.666712328767115","500","250","sample2","102","","","","",""
"","psychophysics","8","182527","0.0-8.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","12935",""," ","key"," ","16.6673122580645","500","250","sample3","102","","","","",""
"","psychophysics","9","201239","0.0-9.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","18708",""," ","key"," ","16.667517825311958","500","250","sample4","100","","","","",""
"","psychophysics","10","219655","0.0-10.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","18415",""," ","key"," ","16.666115036231886","500","250","sample5","","","","","",""
"","psychophysics","11","232912","0.0-11.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","13256",""," ","key"," ","16.667638539042834","500","250","sample6","498","","","","",""
"","psychophysics","12","275713","0.0-12.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","42800",""," ","key"," ","16.666455784963","500","250","inst","","","","","",""
"","psychophysics","13","283498","0.0-13.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","7784",""," ","key"," ","16.668221030042925","500","250","inst","","","","","",""
"","psychophysics","14","289946","0.0-14.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","6447",""," ","key"," ","16.66936787564764","500","250","inst","","","","","",""
"","psychophysics","15","304986","0.0-15.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","15039",""," ","key"," ","16.66669401330378","500","250","inst","","","","","",""
"","psychophysics","16","309162","0.0-16.0","60f1fa8f73bf9815c88dc8cb","64cab9df5be02cbe291a0187","","","","","4174",""," ","key"," ","16.669216867469917","500","250","inst","","","","","",""
