"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","start","jitterX","jitterY","parA"
"true","fullscreen","0","3652","0.0-0.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3697","0.0-1.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","7514","0.0-2.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3817","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","11820","0.0-3.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4301",""," ","key"," ","20.005795348837207","1720","250","","","","","","",""
"","psychophysics","4","16172","0.0-4.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4349",""," ","key"," ","20.005634259259264","500","250","inst","","","","","",""
"","psychophysics","5","20780","0.0-5.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4607",""," ","key"," ","20.00591739130435","500","250","sample0","","","","","",""
"","psychophysics","6","23900","0.0-6.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3119",""," ","key"," ","20.00565806451611","500","250","sample1","","","","","",""
"","psychophysics","7","43132","0.0-7.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","19230",""," ","key"," ","20.005716666666665","500","250","sample2","126","","","","",""
"","psychophysics","8","54892","0.0-8.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","11759",""," ","key"," ","20.0057597955707","500","250","sample3","100","","","","",""
"","psychophysics","9","66396","0.0-9.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","11503",""," ","key"," ","20.005675958188156","500","250","sample4","100","","","","",""
"","psychophysics","10","70860","0.0-10.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4463",""," ","key"," ","20.00559009009013","500","250","sample5","","","","","",""
"","psychophysics","11","83148","0.0-11.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","12287",""," ","key"," ","20.00574877650898","500","250","sample6","498","","","","",""
"","psychophysics","12","100444","0.0-12.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","17295",""," ","key"," ","20.005760416666664","500","250","inst","","","","","",""
"","psychophysics","13","104588","0.0-13.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4143",""," ","key"," ","20.00570873786404","500","250","inst","","","","","",""
"","psychophysics","14","107932","0.0-14.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3343",""," ","key"," ","20.005650602409606","500","250","inst","","","","","",""
"","psychophysics","15","110172","0.0-15.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","2239",""," ","key"," ","20.005729729729715","500","250","inst","","","","","",""
"","psychophysics","16","111900","0.0-16.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","1727",""," ","key"," ","20.005294117647026","500","250","inst","","","","","",""
"","psychophysics","17","124572","0.0-17.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","12671",""," ","key"," ","20.00576935229068","500","250","instPog0","190","1","190","0","0","160"
"","psychophysics","18","133676","0.0-18.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","9103",""," ","key"," ","20.005643171806145","500","250","instPog1","166","1","190","0","0","160"
"","psychophysics","19","139884","0.0-19.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6206",""," ","key"," ","20.005695792880196","500","250","instPog2","160","1","160","0","0","160"
"","psychophysics","20","144156","0.0-20.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4271",""," ","key"," ","20.005661971831014","500","250","inst","","","","","",""
"","psychophysics","21","152159","0.0-21.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005711779448646","500","250","pog","142","1","196","0","0","123"
"","psychophysics","22","160160","0.0-22.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.00581453634087","500","250","pog","205","1","177","0","0","190"
"","psychophysics","23","168161","0.0-23.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005746867167932","500","250","pog","204","1","202","0","0","187"
"","psychophysics","24","174860","0.0-24.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6698",""," ","key"," ","20.005783783783805","500","250","pog","165","1","175","0","0","150"
"","psychophysics","25","182862","0.0-25.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.00581203007516","500","250","pog","205","1","127","0","0","194"
"","psychophysics","26","190364","0.0-26.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7501",""," ","key"," ","20.00571122994652","500","250","pog","135","1","193","0","0","123"
"","psychophysics","27","198236","0.0-27.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7870",""," ","key"," ","20.005730279898238","500","250","pog","195","1","129","0","0","185"
"","psychophysics","28","205596","0.0-28.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7359",""," ","key"," ","20.005670299727537","500","250","pog","139","1","157","0","0","130"
"","psychophysics","29","210476","0.0-29.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4879",""," ","key"," ","20.00560905349799","500","250","pog","143","1","149","0","0","135"
"","psychophysics","30","217340","0.0-30.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6863",""," ","key"," ","20.00576315789471","500","250","pog","143","1","175","0","0","133"
"","psychophysics","31","223068","0.0-31.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5726",""," ","key"," ","20.005719298245527","500","250","pog","159","1","185","0","0","149"
"","psychophysics","32","228812","0.0-32.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5743",""," ","key"," ","20.00576223776229","500","250","pog","148","1","126","0","0","135"
"","psychophysics","33","235564","0.0-33.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6751",""," ","key"," ","20.005735905044567","500","250","pog","171","1","191","0","0","160"
"","psychophysics","34","243565","0.0-34.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005786967418494","500","250","pog","147","1","207","0","0","135"
"","psychophysics","35","250379","0.0-35.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6813",""," ","key"," ","20.00569911504425","500","250","pog","188","1","138","0","0","178"
"","psychophysics","36","280684","0.0-36.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","30303",""," ","key"," ","20.005739762219267","500","250","inst","","","","","",""
"","psychophysics","37","332268","0.0-37.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","51582",""," ","key"," ","20.00572924747865","500","250","instZol0","0","","0","0","0",""
"","psychophysics","38","341372","0.0-38.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","9103",""," ","key"," ","20.005729074889793","500","250","instZol1","1.5000000000000002","","-1.3","0","0",""
"","psychophysics","39","347260","0.0-39.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5885",""," ","key"," ","20.0056177474403","500","250","instZol2","1.0000000000000007","1","2","0","0",""
"","psychophysics","40","351244","0.0-40.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3983",""," ","key"," ","20.005666666666535","500","250","inst","","","","","",""
"","psychophysics","41","358348","0.0-41.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7101",""," ","key"," ","20.005759887005784","500","250","zol","1.4300000000000004","1","0.57","-27","-13",""
"","psychophysics","42","364876","0.0-42.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6526",""," ","key"," ","20.00578461538463","500","250","zol","1.2300000000000002","1","0.27","-7","10",""
"","psychophysics","43","372044","0.0-43.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7164",""," ","key"," ","20.005860335195525","500","250","zol","0.8999999999999999","1","0.2","12","-8",""
"","psychophysics","44","380046","0.0-44.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.00568421052627","500","250","zol","1.19","1","-0.49","28","22",""
"","psychophysics","45","388048","0.0-45.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005744360902295","500","250","zol","1.02","1","0.28","26","29",""
"","psychophysics","46","394332","0.0-46.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6282",""," ","key"," ","20.005693290734847","500","250","zol","1.14","1","0.56","-12","-22",""
"","psychophysics","47","401084","0.0-47.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6750",""," ","key"," ","20.00567261904767","500","250","zol","1.12","1","0.58","10","-3",""
"","psychophysics","48","408172","0.0-48.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7086",""," ","key"," ","20.00573728813564","500","250","zol","1.0899999999999999","1","-0.69","-13","5",""
"","psychophysics","49","414876","0.0-49.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6701",""," ","key"," ","20.005730538922126","500","250","zol","1.29","1","-0.19","-30","9",""
"","psychophysics","50","422880","0.0-50.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005696741854603","500","250","zol","1.28","1","-0.48","20","-12",""
"","psychophysics","51","422908","0.0-51.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","26",""," ","key"," ","NaN","500","250","zol","0.56","1","-0.56","24","30",""
"","psychophysics","52","430911","0.0-52.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","null","","null","key","null","20.005716791979847","500","250","zol","1.12","1","-0.72","19","23",""
"","psychophysics","53","437900","0.0-53.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6987",""," ","key"," ","20.005693409742186","500","250","zol","1.4100000000000004","1","-0.51","-28","-20",""
"","psychophysics","54","443660","0.0-54.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5758",""," ","key"," ","20.005651567944362","500","250","zol","1.4100000000000004","1","-0.41","-7","-19",""
"","psychophysics","55","451020","0.0-55.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7357",""," ","key"," ","20.00571311475414","500","250","zol","1.3400000000000003","1","-0.64","-27","21",""
"","psychophysics","56","453212","0.0-56.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","2190",""," ","key"," ","20.005577981651445","500","250","inst","","","","","",""
"","psychophysics","57","456300","0.0-57.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3087",""," ","key"," ","20.00573202614365","500","250","instEB0","40","","40","0","0","40"
"","psychophysics","58","460812","0.0-58.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4511",""," ","key"," ","20.00566666666677","500","250","instEB1","30","1","30","0","0","70"
"","psychophysics","59","467725","0.0-59.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6910",""," ","key"," ","20.00562209302328","500","250","instEB2","61","1","60","0","0","40"
"","psychophysics","60","479996","0.0-60.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","12269",""," ","key"," ","20.00576835236545","500","250","instEB3","74","1","45","0","0","65"
"","psychophysics","61","488124","0.0-61.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","8127",""," ","key"," ","20.005706172839474","500","250","instEB4","54","1","40","0","0","40"
"","psychophysics","62","490652","0.0-62.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","2527",""," ","key"," ","20.005783999999984","500","250","inst","","","","","",""
"","psychophysics","63","497948","0.0-63.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","7292",""," ","key"," ","20.00579120879123","500","250","eb","40","1","36","0","0","28"
"","psychophysics","64","503052","0.0-64.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5102",""," ","key"," ","20.00568897637798","500","250","eb","45","1","28","0","0","39"
"","psychophysics","65","507788","0.0-65.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4734",""," ","key"," ","20.005724576271042","500","250","eb","46","1","27","0","0","43"
"","psychophysics","66","512412","0.0-66.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4622",""," ","key"," ","20.005760869565016","500","250","eb","51","1","37","0","0","47"
"","psychophysics","67","517084","0.0-67.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4670",""," ","key"," ","20.00564806866949","500","250","eb","34","1","44","0","0","28"
"","psychophysics","68","521852","0.0-68.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","4766",""," ","key"," ","20.005818565400663","500","250","eb","34","1","42","0","0","28"
"","psychophysics","69","528204","0.0-69.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","6350",""," ","key"," ","20.005804416403684","500","250","eb","52","1","39","0","0","43"
"","psychophysics","70","534140","0.0-70.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5934",""," ","key"," ","20.005783050847477","500","250","eb","35","1","47","0","0","26"
"","psychophysics","71","538092","0.0-71.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","3950",""," ","key"," ","20.00566497461889","500","250","eb","50","1","47","0","0","44"
"","psychophysics","72","543244","0.0-72.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5150",""," ","key"," ","20.005753906249993","500","250","eb","31","1","27","0","0","28"
"","psychophysics","73","549228","0.0-73.0","5f5eb22e58c9fb7782a6e90c","64dbc2ac0ce655347ddd5dd7","","","","","5981",""," ","key"," ","20.005687919463305","500","250","eb","54","1","34","0","0","50"
