"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","version","parA"
"true","fullscreen","0","3199","0.0-0.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3296","0.0-1.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","7167","0.0-2.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3870","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","15380","0.0-3.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","8210",""," ","key"," ","16.659791075050705","768","250","","","","","","",""
"","psychophysics","4","17457","0.0-4.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","2075",""," ","key"," ","16.661774193548396","500","250","inst","","","","","",""
"","psychophysics","5","21271","0.0-5.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3812",""," ","key"," ","16.65996929824562","500","250","sample0","","","","","",""
"","psychophysics","6","22970","0.0-6.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1698",""," ","key"," ","16.661247524752476","500","250","sample1","","","","","",""
"","psychophysics","7","32829","0.0-7.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","9856",""," ","key"," ","16.661369491525427","500","250","sample2","114","","","","",""
"","psychophysics","8","36057","0.0-8.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3227",""," ","key"," ","16.6617823834197","500","250","sample3","82","","","","",""
"","psychophysics","9","46980","0.0-9.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","10919",""," ","key"," ","16.661183206106866","500","250","sample4","102","","","","",""
"","psychophysics","10","52619","0.0-10.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","5636",""," ","key"," ","16.660270029673587","500","250","sample5","","","","","",""
"","psychophysics","11","59330","0.0-11.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","6710",""," ","key"," ","16.66160945273633","500","250","sample6","504","","","","",""
"","psychophysics","12","61110","0.0-12.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1779",""," ","key"," ","16.659028301886757","500","250","inst","","","","","",""
"","psychophysics","13","65743","0.0-13.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4632",""," ","key"," ","16.66103610108302","500","250","inst","","","","","",""
"","psychophysics","14","67191","0.0-14.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1447",""," ","key"," ","16.66372093023258","500","250","inst","","","","","",""
"","psychophysics","15","68031","0.0-15.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","839",""," ","key"," ","16.664428571428587","500","250","inst","","","","","",""
"","psychophysics","16","69693","0.0-16.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1661",""," ","key"," ","16.66370707070702","500","250","inst","","","","","",""
"","psychophysics","17","72723","0.0-17.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3028",""," ","key"," ","16.661928176795627","500","250","instZol0","0","0","0","0","",""
"","psychophysics","18","88153","0.0-18.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","15427",""," ","key"," ","16.661020540540527","500","250","instZol1","-0.09999999999999998","0","0","-1.3","",""
"","psychophysics","19","105020","0.0-19.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","16866",""," ","key"," ","16.661032640949557","500","250","instZol2","-0.6999999999999993","0","0","2","2",""
"","psychophysics","20","107118","0.0-20.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","2097",""," ","key"," ","16.661951999999932","500","250","inst","","","","","",""
"","psychophysics","21","115123","0.0-21.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","null","","null","key","null","16.66155208333333","500","250","zol","0.9699999999999999","19","28","-0.37","2",""
"","psychophysics","22","122459","0.0-22.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","7334",""," ","key"," ","16.661070615034184","500","250","zol","-0.57","-5","-22","0.37","2",""
"","psychophysics","23","130461","0.0-23.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","null","","null","key","null","16.66150939457202","500","250","zol","-0.24999999999999992","-12","-21","-0.45","2",""
"","psychophysics","24","135841","0.0-24.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","5379",""," ","key"," ","16.661419254658338","500","250","zol","-0.12","19","6","-0.58","2",""
"","psychophysics","25","143061","0.0-25.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","7218",""," ","key"," ","16.661694444444407","500","250","zol","-0.56","2","9","-0.24","2",""
"","psychophysics","26","146508","0.0-26.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3441",""," ","key"," ","16.662271844660122","500","250","zol","-0.58","-18","29","-0.02","2",""
"","psychophysics","27","150283","0.0-27.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3770",""," ","key"," ","16.66215044247778","500","250","zol","-0.9799999999999999","-10","2","0.18","2",""
"","psychophysics","28","158017","0.0-28.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","7732",""," ","key"," ","16.662006479481686","500","250","zol","-0.7899999999999999","27","19","-0.21","2",""
"","psychophysics","29","161721","0.0-29.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3702",""," ","key"," ","16.6625113122171","500","250","zol","-0.6499999999999999","-26","13","0.25","2",""
"","psychophysics","30","167500","0.0-30.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","5775",""," ","key"," ","16.661439306358403","500","250","zol","-0.6","18","1","-0.2","2",""
"","psychophysics","31","172056","0.0-31.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4555",""," ","key"," ","16.662728937729003","500","250","zol","-0.8799999999999999","-12","-2","0.48","2",""
"","psychophysics","32","178786","0.0-32.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","6724",""," ","key"," ","16.661032258064463","500","250","zol","-0.9199999999999999","-30","-11","0.22","2",""
"","psychophysics","33","183210","0.0-33.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4420",""," ","key"," ","16.661170454545452","500","250","zol","-1.0799999999999998","6","18","0.28","2",""
"","psychophysics","34","187634","0.0-34.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4421",""," ","key"," ","16.66211320754725","500","250","zol","-0.9199999999999999","-26","22","0.22","2",""
"","psychophysics","35","193034","0.0-35.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","5398",""," ","key"," ","16.660678018575865","500","250","zol","-1.2700000000000002","8","7","0.67","2",""
"","psychophysics","36","195239","0.0-36.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","2204",""," ","key"," ","16.662022900763404","500","250","inst","","","","","",""
"","psychophysics","37","200932","0.0-37.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","5691",""," ","key"," ","16.661187683284446","500","250","instPzPre","50","","","50","0","50"
"","psychophysics","38","202691","0.0-38.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1757",""," ","key"," ","16.66169230769251","500","250","instPz0","50","","","50","2","50"
"","psychophysics","39","220846","0.0-39.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","18152",""," ","key"," ","16.661166207529853","500","250","instPz1","44","","","25","2","50"
"","psychophysics","40","221007","0.0-40.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","159",""," ","key"," ","16.681000000001706","500","250","instPz2","20","","","20","2","35"
"","psychophysics","41","242595","0.0-41.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","21587",""," ","key"," ","16.66120772200774","500","250","instPz3","68","","","30","2","100"
"","psychophysics","42","254185","0.0-42.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","11588",""," ","key"," ","16.66120605187321","500","250","instPz4","68","","","30","2","100"
"","psychophysics","43","255507","0.0-43.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","1320",""," ","key"," ","16.66255696202537","500","250","inst","","","","","",""
"","psychophysics","44","262270","0.0-44.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","6760",""," ","key"," ","16.661349009900984","500","250","pz","32","","","48","2","52"
"","psychophysics","45","268988","0.0-45.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","6714",""," ","key"," ","16.66214143920594","500","250","pz","34","","","55","2","50"
"","psychophysics","46","273774","0.0-46.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4783",""," ","key"," ","16.66087762237762","500","250","pz","26","","","42","2","42"
"","psychophysics","47","277728","0.0-47.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3952",""," ","key"," ","16.6617076271184","500","250","pz","16","","","34","2","24"
"","psychophysics","48","282443","0.0-48.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4712",""," ","key"," ","16.661893617021207","500","250","pz","30","","","43","2","47"
"","psychophysics","49","286849","0.0-49.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4403",""," ","key"," ","16.661738636363722","500","250","pz","32","","","26","2","59"
"","psychophysics","50","290528","0.0-50.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3677",""," ","key"," ","16.66149315068479","500","250","pz","18","","","22","2","25"
"","psychophysics","51","293256","0.0-51.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","2721",""," ","key"," ","16.663018404907888","500","250","pz","26","","","25","2","49"
"","psychophysics","52","297321","0.0-52.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","4064",""," ","key"," ","16.662670781893162","500","250","pz","22","","","36","2","28"
"","psychophysics","53","301207","0.0-53.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","3884",""," ","key"," ","16.663168103448196","500","250","pz","20","","","35","2","22"
"","psychophysics","54","304202","0.0-54.0","60fdd69df07af0302d9ce2de","64dbc2fe0ce655347ddd5dff","","","","","2992",""," ","key"," ","16.663681564245806","500","250","pz","26","","","29","2","39"
