"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"","psychophysics","11","82395","0.0-11.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","16608",""," ","key"," ","16.66188955823293","500","250","sample6","502","","","","",""
"","psychophysics","12","89817","0.0-12.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7412",""," ","key"," ","16.662195505618","500","250","inst","","","","","",""
"","psychophysics","13","94482","0.0-13.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4663",""," ","key"," ","16.661075268817214","500","250","inst","","","","","",""
"","psychophysics","14","97825","0.0-14.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3340",""," ","key"," ","16.66188944723618","500","250","inst","","","","","",""
"","psychophysics","15","99434","0.0-15.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1606",""," ","key"," ","16.659416666666704","500","250","inst","","","","","",""
"","psychophysics","16","101323","0.0-16.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1880",""," ","key"," ","16.66137500000007","500","250","inst","","","","","",""
"","psychophysics","17","105174","0.0-17.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3847",""," ","key"," ","16.662796536796534","500","250","instBr0","NaN","","0","0","0","300"
"","psychophysics","18","112583","0.0-18.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7408",""," ","key"," ","16.660923250564345","500","250","instBr1","NaN","","0","0","-40","300"
"","psychophysics","19","127296","0.0-19.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","14709",""," ","key"," ","16.661959183673467","500","250","instBr","-24","1","0","0","40","300"
"","psychophysics","20","130124","0.0-20.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2824",""," ","key"," ","16.663254437869803","500","250","inst","","","","","",""
"","psychophysics","21","137621","0.0-21.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7492",""," ","key"," ","16.66222494432073","500","250","br","-38","1","-30","-21","47","298"
"","psychophysics","22","142238","0.0-22.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4614",""," ","key"," ","16.66235507246376","500","250","br","-31","1","-28","-6","-29","249"
"","psychophysics","23","150242","0.0-23.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","null","","null","key","null","16.662275000000044","500","250","br","-23","1","17","4","14","208"
"","psychophysics","24","150416","0.0-24.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","171",""," ","key"," ","16.64866666666866","500","250","br","38","1","20","-17","38","250"
"","psychophysics","25","154911","0.0-25.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4486",""," ","key"," ","16.663360594795606","500","250","br","-22","1","14","-5","46","294"
"","psychophysics","26","157949","0.0-26.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3035",""," ","key"," ","16.66087845303871","500","250","br","-29","1","-24","19","-4","218"
"","psychophysics","27","163377","0.0-27.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5425",""," ","key"," ","16.662615384615314","500","250","br","-15","1","30","-3","48","202"
"","psychophysics","28","166164","0.0-28.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2784",""," ","key"," ","16.66265662650596","500","250","br","-24","1","0","1","25","217"
"","psychophysics","29","169114","0.0-29.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2947",""," ","key"," ","16.66350000000007","500","250","br","-35","1","7","15","20","276"
"","psychophysics","30","170894","0.0-30.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1777",""," ","key"," ","16.664443396226524","500","250","br","-35","1","8","-11","-33","277"
"","psychophysics","31","173916","0.0-31.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3019",""," ","key"," ","16.661138888888914","500","250","br","-19","1","30","-4","41","227"
"","psychophysics","32","180030","0.0-32.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","6110",""," ","key"," ","16.662631147541028","500","250","br","-23","1","-19","-11","38","200"
"","psychophysics","33","185263","0.0-33.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5229",""," ","key"," ","16.66273482428111","500","250","br","-19","1","-18","19","22","202"
"","psychophysics","34","190771","0.0-34.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5503",""," ","key"," ","16.66247878787875","500","250","br","-16","1","-27","16","28","243"
"","psychophysics","35","194518","0.0-35.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3745",""," ","key"," ","16.660473214285698","500","250","br","-15","1","12","14","27","234"
"","psychophysics","36","196777","0.0-36.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2256",""," ","key"," ","16.661731343283517","500","250","inst","","","","","",""
"","psychophysics","37","204193","0.0-37.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7411",""," ","key"," ","16.661417977528103","500","250","instPz0","43","2","","","50","50"
"","psychophysics","38","209630","0.0-38.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5434",""," ","key"," ","16.66043076923072","500","250","instPz1","45","2","","","25","50"
"","psychophysics","39","212415","0.0-39.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2783",""," ","key"," ","16.661325301204812","500","250","instPz2","24","2","","","15","25"
"","psychophysics","40","216372","0.0-40.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3954",""," ","key"," ","16.662189873417777","500","250","instPz3","49","2","","","25","50"
"","psychophysics","41","218613","0.0-41.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2239",""," ","key"," ","16.787848484848368","500","250","instPz4","24","2","","","15","30"
"","psychophysics","42","219927","0.0-42.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1312",""," ","key"," ","16.666551282051397","500","250","inst","","","","","",""
"","psychophysics","43","225678","0.0-43.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5748",""," ","key"," ","16.661348837209264","500","250","pz","25","2","","","51","29"
"","psychophysics","44","230634","0.0-44.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4953",""," ","key"," ","16.718300675675767","500","250","pz","37","2","","","37","42"
"","psychophysics","45","233636","0.0-45.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3001",""," ","key"," ","16.66353072625697","500","250","pz","46","2","","","29","59"
"","psychophysics","46","236111","0.0-46.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2472",""," ","key"," ","16.66380272108842","500","250","pz","48","2","","","29","57"
"","psychophysics","47","239209","0.0-47.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3095",""," ","key"," ","16.663102702702698","500","250","pz","37","2","","","28","52"
"","psychophysics","48","242621","0.0-48.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3407",""," ","key"," ","16.66328431372548","500","250","pz","18","2","","","44","27"
"","psychophysics","49","247518","0.0-49.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4894",""," ","key"," ","16.66036518771329","500","250","pz","19","2","","","43","29"
"","psychophysics","50","251401","0.0-50.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3880",""," ","key"," ","16.660249999999937","500","250","pz","22","2","","","33","39"
"","psychophysics","51","255850","0.0-51.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4447",""," ","key"," ","16.66284586466169","500","250","pz","12","2","","","54","21"
"","psychophysics","52","259846","0.0-52.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3993",""," ","key"," ","16.661589958158977","500","250","pz","27","2","","","54","44"
"","psychophysics","53","263183","0.0-53.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3335",""," ","key"," ","16.661728643216268","500","250","pz","27","2","","","31","45"
"","psychophysics","54","267464","0.0-54.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4278",""," ","key"," ","16.662953125000058","500","250","pz","17","2","","","47","22"
"","psychophysics","55","272283","0.0-55.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4817",""," ","key"," ","16.660826388888786","500","250","pz","25","2","","","45","33"
"","psychophysics","56","275352","0.0-56.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3064",""," ","key"," ","16.661641304347658","500","250","pz","23","2","","","44","31"
"","psychophysics","57","278215","0.0-57.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2860",""," ","key"," ","16.662576470588444","500","250","pz","28","2","","","22","41"
"","psychophysics","58","279265","0.0-58.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1045",""," ","key"," ","16.667225806451885","500","250","inst","","","","","",""
"","psychophysics","59","281034","0.0-59.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1765",""," ","key"," ","16.661057142857352","500","250","instZol0","0","","0","0","0",""
"","psychophysics","60","286999","0.0-60.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5961",""," ","key"," ","16.66075977653622","500","250","instZol1","0.30000000000000004","","0","0","-1.3",""
"","psychophysics","61","293981","0.0-61.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","6981",""," ","key"," ","16.662449760765504","500","250","instZol2","0.5000000000000007","1","0","0","2",""
"","psychophysics","62","294755","0.0-62.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","773",""," ","key"," ","16.671133333333355","500","250","inst","","","","","",""
"","psychophysics","63","298296","0.0-63.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3534",""," ","key"," ","16.663212264151056","500","250","zol","1.08","1","30","1","-0.68",""
"","psychophysics","64","303343","0.0-64.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5045",""," ","key"," ","16.66152649006609","500","250","zol","0.5599999999999999","1","23","21","0.04",""
"","psychophysics","65","309235","0.0-65.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5888",""," ","key"," ","16.66183806818183","500","250","zol","0.71","1","-20","18","0.39",""
"","psychophysics","66","311405","0.0-66.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2164",""," ","key"," ","16.66525581395371","500","250","zol","0.84","1","21","-23","-0.54",""
"","psychophysics","67","314005","0.0-67.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2596",""," ","key"," ","16.663535483870955","500","250","zol","0.7","1","14","-1","-0.4",""
"","psychophysics","68","317717","0.0-68.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3706",""," ","key"," ","16.66305855855866","500","250","zol","1.2100000000000002","1","0","1","-0.51",""
"","psychophysics","69","322190","0.0-69.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4468",""," ","key"," ","16.663018656716467","500","250","zol","0.34","1","15","11","0.16",""
"","psychophysics","70","326177","0.0-70.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3983",""," ","key"," ","16.66259243697473","500","250","zol","0.55","1","-1","29","0.45",""
"","psychophysics","71","334181","0.0-71.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","null","","null","key","null","16.661361169102328","500","250","zol","0.16999999999999996","1","11","-8","0.63",""
"","psychophysics","72","336510","0.0-72.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2324",""," ","key"," ","16.660474820144177","500","250","zol","1.6100000000000005","1","23","-14","-0.61",""
"","psychophysics","73","339722","0.0-73.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3206",""," ","key"," ","16.66169270833325","500","250","zol","0.4","1","8","4","0",""
"","psychophysics","74","341675","0.0-74.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1950",""," ","key"," ","16.660422413793576","500","250","zol","0.44999999999999996","1","-14","-22","0.75",""
"","psychophysics","75","343047","0.0-75.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1367",""," ","key"," ","16.661395061728086","500","250","zol","0.83","1","9","7","-0.53",""
"","psychophysics","76","346172","0.0-76.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3121",""," ","key"," ","16.662096256684364","500","250","zol","0.47","1","11","-3","0.53",""
"","psychophysics","77","348501","0.0-77.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2327",""," ","key"," ","16.661446043165824","500","250","zol","0.8499999999999999","1","-22","-20","-0.35",""
"","psychophysics","78","349415","0.0-78.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","912",""," ","key"," ","16.66822222222173","500","250","inst","","","","","",""
"","psychophysics","79","354495","0.0-79.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5077",""," ","key"," ","16.662588815789558","500","250","instEB0","40","","0","0","40","40"
"","psychophysics","80","384058","0.0-80.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","29562",""," ","key"," ","16.661545403271315","500","250","instEB1","68","1","0","0","30","70"
"","psychophysics","81","391675","0.0-81.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7615",""," ","key"," ","16.66137719298243","500","250","instEB2","44","1","0","0","60","40"
"","psychophysics","82","397517","0.0-82.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5839",""," ","key"," ","16.661102857142854","500","250","instEB3","71","1","0","0","45","65"
"","psychophysics","83","399979","0.0-83.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2460",""," ","key"," ","16.656897260274018","500","250","instEB4","52","1","0","0","40","40"
"","psychophysics","84","400673","0.0-84.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","691",""," ","key"," ","16.669707317072785","500","250","inst","","","","","",""
"","psychophysics","85","402952","0.0-85.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2276",""," ","key"," ","16.66554411764724","500","250","eb","56","1","0","0","51","49"
"","psychophysics","86","407383","0.0-86.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4423",""," ","key"," ","16.661747169811367","500","250","eb","28","1","0","0","53","26"
"","psychophysics","87","410611","0.0-87.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3225",""," ","key"," ","16.664155440414362","500","250","eb","64","1","0","0","39","52"
"","psychophysics","88","413179","0.0-88.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2565",""," ","key"," ","16.659450980392208","500","250","eb","42","1","0","0","54","37"
"","psychophysics","89","416267","0.0-89.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3086",""," ","key"," ","16.663451086956584","500","250","eb","38","1","0","0","45","34"
"","psychophysics","90","418071","0.0-90.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1801",""," ","key"," ","16.66793457943909","500","250","eb","46","1","0","0","49","36"
"","psychophysics","91","422166","0.0-91.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4090",""," ","key"," ","16.66375102040819","500","250","eb","55","1","0","0","28","50"
"","psychophysics","92","425067","0.0-92.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2899",""," ","key"," ","16.662161849711005","500","250","eb","45","1","0","0","38","41"
"","psychophysics","93","428265","0.0-93.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3195",""," ","key"," ","16.663523560209462","500","250","eb","52","1","0","0","25","47"
"","psychophysics","94","431704","0.0-94.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3437",""," ","key"," ","16.660048543689186","500","250","eb","26","1","0","0","36","24"
"","psychophysics","95","434902","0.0-95.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3195",""," ","key"," ","16.661689473684312","500","250","eb","34","1","0","0","39","31"
"","psychophysics","96","438320","0.0-96.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3414",""," ","key"," ","16.66341951219507","500","250","eb","39","1","0","0","34","36"
"","psychophysics","97","440929","0.0-97.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2606",""," ","key"," ","16.66301290322576","500","250","eb","45","1","0","0","31","41"
"","psychophysics","98","444566","0.0-98.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3634",""," ","key"," ","16.663046082949283","500","250","eb","57","1","0","0","33","54"
"","psychophysics","99","446820","0.0-99.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2249",""," ","key"," ","16.662066666666348","500","250","eb","48","1","0","0","43","40"
"","psychophysics","100","447813","0.0-100.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","991",""," ","key"," ","16.66067241379341","500","250","inst","","","","","",""
"","psychophysics","101","455394","0.0-101.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","7577",""," ","key"," ","16.662317180616697","500","250","instPog0","340","2","0","0","370","340"
"","psychophysics","102","459932","0.0-102.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4534",""," ","key"," ","16.66288970588229","500","250","instPog1","332","2","0","0","370","340"
"","psychophysics","103","464762","0.0-103.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4828",""," ","key"," ","16.660076124567432","500","250","instPog2","330","2","0","0","340","340"
"","psychophysics","104","465395","0.0-104.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","632",""," ","key"," ","16.649810810810948","500","250","inst","","","","","",""
"","psychophysics","105","468884","0.0-105.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3487",""," ","key"," ","16.660798076923058","500","250","pog","320","2","0","0","334","342"
"","psychophysics","106","472298","0.0-106.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3411",""," ","key"," ","16.66111274509789","500","250","pog","344","2","0","0","370","355"
"","psychophysics","107","475131","0.0-107.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2835",""," ","key"," ","16.662337278106495","500","250","pog","340","2","0","0","360","356"
"","psychophysics","108","477020","0.0-108.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1887",""," ","key"," ","16.66372566371672","500","250","pog","337","2","0","0","323","379"
"","psychophysics","109","481661","0.0-109.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4639",""," ","key"," ","16.662202166064958","500","250","pog","282","2","0","0","354","305"
"","psychophysics","110","485989","0.0-110.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4327",""," ","key"," ","16.663030888030796","500","250","pog","313","2","0","0","291","337"
"","psychophysics","111","489333","0.0-111.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3341",""," ","key"," ","16.663469999999798","500","250","pog","295","2","0","0","371","310"
"","psychophysics","112","491847","0.0-112.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2513",""," ","key"," ","16.66133333333341","500","250","pog","346","2","0","0","324","380"
"","psychophysics","113","495332","0.0-113.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3483",""," ","key"," ","16.662423076923005","500","250","pog","298","2","0","0","300","303"
"","psychophysics","114","499936","0.0-114.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4602",""," ","key"," ","16.6624399999999","500","250","pog","333","2","0","0","289","373"
"","psychophysics","115","501928","0.0-115.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1990",""," ","key"," ","16.659865546218285","500","250","pog","344","2","0","0","346","358"
"","psychophysics","116","507170","0.0-116.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5240",""," ","key"," ","16.661444089456705","500","250","pog","332","2","0","0","288","376"
"","psychophysics","117","512250","0.0-117.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5078",""," ","key"," ","16.661740131578927","500","250","pog","305","2","0","0","391","333"
"","psychophysics","118","514886","0.0-118.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2634",""," ","key"," ","16.66020382165606","500","250","pog","348","2","0","0","340","377"
"","psychophysics","119","518865","0.0-119.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3977",""," ","key"," ","16.663025210083983","500","250","pog","331","2","0","0","307","377"
"","psychophysics","120","519681","0.0-120.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","814",""," ","key"," ","16.666645833333558","500","250","inst","","","","","",""
"","psychophysics","121","524867","0.0-121.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","5184",""," ","key"," ","16.66065806451614","500","250","instEB4","45","2","0","0","40","40"
"","psychophysics","122","528930","0.0-122.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4062",""," ","key"," ","16.663337448559638","500","250","inst","","","","","",""
"","psychophysics","123","532408","0.0-123.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3475",""," ","key"," ","16.663475961538026","500","250","eb","51","2","0","0","26","43"
"","psychophysics","124","536589","0.0-124.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4174",""," ","key"," ","16.660256000000054","500","250","eb","32","2","0","0","53","28"
"","psychophysics","125","538837","0.0-125.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2246",""," ","key"," ","16.661059701492064","500","250","eb","46","2","0","0","36","39"
"","psychophysics","126","542553","0.0-126.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3713",""," ","key"," ","16.661932126696883","500","250","eb","26","2","0","0","37","24"
"","psychophysics","127","546536","0.0-127.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3977",""," ","key"," ","16.662886554622308","500","250","eb","43","2","0","0","52","39"
"","psychophysics","128","549397","0.0-128.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2856",""," ","key"," ","16.66250292397627","500","250","eb","28","2","0","0","32","25"
"","psychophysics","129","552026","0.0-129.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2624",""," ","key"," ","16.664445859872423","500","250","eb","35","2","0","0","31","31"
"","psychophysics","130","555494","0.0-130.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3465",""," ","key"," ","16.661072463767855","500","250","eb","61","2","0","0","45","53"
"","psychophysics","131","559998","0.0-131.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4500",""," ","key"," ","16.662825925925883","500","250","eb","37","2","0","0","31","33"
"","psychophysics","132","562996","0.0-132.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2995",""," ","key"," ","16.65966292134855","500","250","eb","60","2","0","0","27","53"
"","psychophysics","133","566450","0.0-133.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3450",""," ","key"," ","16.662753623188134","500","250","eb","31","2","0","0","31","27"
"","psychophysics","134","567841","0.0-134.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","1388",""," ","key"," ","16.663243902439717","500","250","eb","31","2","0","0","31","28"
"","psychophysics","135","572090","0.0-135.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4246",""," ","key"," ","16.6635393700787","500","250","eb","41","2","0","0","53","38"
"","psychophysics","136","575868","0.0-136.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3773",""," ","key"," ","16.662199115044277","500","250","eb","58","2","0","0","38","52"
"","psychophysics","137","579360","0.0-137.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3489",""," ","key"," ","16.661574162679287","500","250","eb","27","2","0","0","33","26"
"","psychophysics","138","580141","0.0-138.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","779",""," ","key"," ","16.656466666665963","500","250","inst","","","","","",""
"","psychophysics","139","590151","0.0-139.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","10000",""," ","key"," ","16.662014999999858","500","250","instPz4","40","1","","","15","30"
"","psychophysics","140","590823","0.0-140.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","670",""," ","key"," ","16.66992500000051","500","250","inst","","","","","",""
"","psychophysics","141","593503","0.0-141.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2679",""," ","key"," ","16.661112499999582","500","250","pz","49","1","","","36","39"
"","psychophysics","142","597313","0.0-142.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","3807",""," ","key"," ","16.661511013215605","500","250","pz","73","1","","","32","51"
"","psychophysics","143","600008","0.0-143.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2692",""," ","key"," ","16.663857142856745","500","250","pz","76","1","","","45","58"
"","psychophysics","144","604858","0.0-144.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4849",""," ","key"," ","16.66165517241381","500","250","pz","31","1","","","57","22"
"","psychophysics","145","609474","0.0-145.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","4613",""," ","key"," ","16.662847826086942","500","250","pz","51","1","","","58","37"
"","psychophysics","146","612314","0.0-146.0","614eb489b0a5f38772bab599","64cab28611180e0471e3202d","","","","","2838",""," ","key"," ","16.65972941176459","500","250","pz","58","1","","","55","54"
