"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"","psychophysics","137","1066181","0.0-137.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.66231524008365","500","250","zol","-1.2100000000000002","0.21","","2","-11","-24"
"","psychophysics","138","1071701","0.0-138.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5512",""," ","key"," ","16.662438066465235","500","250","zol","-0.73","-0.27","","2","-12","-27"
"","psychophysics","139","1077030","0.0-139.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5324",""," ","key"," ","16.66238050314498","500","250","zol","-0.47","-0.53","","2","17","18"
"","psychophysics","140","1078191","0.0-140.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1155",""," ","key"," ","16.66308695652212","500","250","inst","","","","","",""
"","psychophysics","141","1091585","0.0-141.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","13390",""," ","key"," ","16.662306351182984","500","250","instPz1","49","25","50","1","",""
"","psychophysics","142","1100687","0.0-142.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","9098",""," ","key"," ","16.662289908257048","500","250","instPz2","23","35","20","1","",""
"","psychophysics","143","1104305","0.0-143.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3610",""," ","key"," ","16.662856481482137","500","250","instPz3","100","100","30","1","",""
"","psychophysics","144","1111913","0.0-144.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7608",""," ","key"," ","16.698452747252944","500","250","instPz4","40","100","30","1","",""
"","psychophysics","145","1113547","0.0-145.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1632",""," ","key"," ","16.661329896906967","500","250","inst","","","","","",""
"","psychophysics","146","1118928","0.0-146.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5380",""," ","key"," ","16.66329192546607","500","250","pz","73","38","53","1","",""
"","psychophysics","147","1124921","0.0-147.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5992",""," ","key"," ","16.662144846796554","500","250","pz","63","34","57","1","",""
"","psychophysics","148","1128987","0.0-148.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4061",""," ","key"," ","16.662674897119455","500","250","pz","64","60","54","1","",""
"","psychophysics","149","1133224","0.0-149.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4231",""," ","key"," ","16.66240316205529","500","250","pz","48","26","39","1","",""
"","psychophysics","150","1140274","0.0-150.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7045",""," ","key"," ","16.66223933649309","500","250","pz","31","51","22","1","",""
"","psychophysics","151","1146768","0.0-151.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6489",""," ","key"," ","16.662226221080065","500","250","pz","53","54","40","1","",""
"","psychophysics","152","1152535","0.0-152.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5761",""," ","key"," ","16.66234492753646","500","250","pz","70","60","60","1","",""
"","psychophysics","153","1156954","0.0-153.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4414",""," ","key"," ","16.662825757575884","500","250","pz","51","36","42","1","",""
"","psychophysics","154","1161787","0.0-154.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4831",""," ","key"," ","16.66243252595226","500","250","pz","64","55","53","1","",""
"","psychophysics","155","1165901","0.0-155.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4105",""," ","key"," ","16.662390243901864","500","250","pz","37","22","32","1","",""
"","psychophysics","156","1170397","0.0-156.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4491",""," ","key"," ","16.66240892193339","500","250","pz","51","52","38","1","",""
"","psychophysics","157","1176624","0.0-157.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6222",""," ","key"," ","16.66244235924937","500","250","pz","65","59","58","1","",""
"","psychophysics","158","1180767","0.0-158.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4140",""," ","key"," ","16.662174089068948","500","250","pz","53","36","48","1","",""
"","psychophysics","159","1184826","0.0-159.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4054",""," ","key"," ","16.662374485597404","500","250","pz","43","57","35","1","",""
"","psychophysics","160","1190924","0.0-160.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6096",""," ","key"," ","16.66233972602728","500","250","pz","59","20","48","1","",""
"","psychophysics","161","1192013","0.0-161.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1085",""," ","key"," ","16.66193750000093","500","250","inst","","","","","",""
"","psychophysics","162","1198148","0.0-162.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6133",""," ","key"," ","16.66207356948205","500","250","instPog0","340","370","340","2","0","0"
"","psychophysics","163","1208640","0.0-163.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","10490",""," ","key"," ","16.662483306836325","500","250","instPog1","344","370","340","2","0","0"
"","psychophysics","164","1213244","0.0-164.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4602",""," ","key"," ","16.662192727272313","500","250","instPog2","324","340","340","2","0","0"
"","psychophysics","165","1214994","0.0-165.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1748",""," ","key"," ","16.663586538461878","500","250","inst","","","","","",""
"","psychophysics","166","1219017","0.0-166.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4016",""," ","key"," ","16.66247717842278","500","250","pog","362","398","369","2","0","0"
"","psychophysics","167","1221587","0.0-167.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2567",""," ","key"," ","16.662137254902156","500","250","pog","334","358","342","2","0","0"
"","psychophysics","168","1223803","0.0-168.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2203",""," ","key"," ","16.663045454546314","500","250","pog","328","320","337","2","0","0"
"","psychophysics","169","1229998","0.0-169.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6193",""," ","key"," ","16.662425876010808","500","250","pog","361","343","377","2","0","0"
"","psychophysics","170","1235022","0.0-170.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5023",""," ","key"," ","16.662400000000684","500","250","pog","336","312","357","2","0","0"
"","psychophysics","171","1238051","0.0-171.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3021",""," ","key"," ","16.66194475138205","500","250","pog","320","348","339","2","0","0"
"","psychophysics","172","1241346","0.0-172.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3291",""," ","key"," ","16.663065989848064","500","250","pog","297","325","318","2","0","0"
"","psychophysics","173","1244135","0.0-173.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2784",""," ","key"," ","16.662313253011455","500","250","pog","319","319","338","2","0","0"
"","psychophysics","174","1248278","0.0-174.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4137",""," ","key"," ","16.662858870967607","500","250","pog","345","357","363","2","0","0"
"","psychophysics","175","1252682","0.0-175.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4400",""," ","key"," ","16.66222813688201","500","250","pog","302","310","321","2","0","0"
"","psychophysics","176","1256893","0.0-176.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4192",""," ","key"," ","16.662507936508128","500","250","pog","313","299","331","2","0","0"
"","psychophysics","177","1261745","0.0-177.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4848",""," ","key"," ","16.66223793103488","500","250","pog","301","281","321","2","0","0"
"","psychophysics","178","1265441","0.0-178.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3690",""," ","key"," ","16.662787330316853","500","250","pog","360","356","371","2","0","0"
"","psychophysics","179","1270143","0.0-179.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4701",""," ","key"," ","16.66282918149509","500","250","pog","364","336","377","2","0","0"
"","psychophysics","180","1274015","0.0-180.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3871",""," ","key"," ","16.66284913793086","500","250","pog","375","393","377","2","0","0"
"","psychophysics","181","1275522","0.0-181.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1506",""," ","key"," ","16.66213483145994","500","250","inst","","","","","",""
"","psychophysics","182","1290489","0.0-182.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","14964",""," ","key"," ","16.66234559643237","500","250","instBr3","-12","40","300","1","0","0"
"","psychophysics","183","1291429","0.0-183.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","934",""," ","key"," ","16.66319642857083","500","250","inst","","","","","",""
"","psychophysics","184","1295903","0.0-184.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4469",""," ","key"," ","16.66225468164854","500","250","br","-15","17","231","1","-15","29"
"","psychophysics","185","1303907","0.0-185.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.662343750000097","500","250","br","-18","-29","226","1","-30","3"
"","psychophysics","186","1308267","0.0-186.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4354",""," ","key"," ","16.662296153845876","500","250","br","-21","-19","280","1","-30","-24"
"","psychophysics","187","1314321","0.0-187.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6051",""," ","key"," ","16.66258126721761","500","250","br","-13","-22","259","1","26","-23"
"","psychophysics","188","1318178","0.0-188.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3850",""," ","key"," ","16.662904347825553","500","250","br","-10","9","224","1","19","-16"
"","psychophysics","189","1320927","0.0-189.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2744",""," ","key"," ","16.66238414634036","500","250","br","-16","-13","295","1","-10","2"
"","psychophysics","190","1325389","0.0-190.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4457",""," ","key"," ","16.66222471910117","500","250","br","-7","6","229","1","-2","17"
"","psychophysics","191","1328614","0.0-191.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3219",""," ","key"," ","16.662083333333914","500","250","br","-19","-30","246","1","-1","21"
"","psychophysics","192","1332569","0.0-192.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3946",""," ","key"," ","16.66253586497869","500","250","br","-16","-4","282","1","20","13"
"","psychophysics","193","1338631","0.0-193.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6056",""," ","key"," ","16.66221763085402","500","250","br","-11","27","247","1","13","-9"
"","psychophysics","194","1342314","0.0-194.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3677",""," ","key"," ","16.662054545454556","500","250","br","-14","-22","286","1","16","-27"
"","psychophysics","195","1347331","0.0-195.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5012",""," ","key"," ","16.662423333333184","500","250","br","-16","20","288","1","-21","-26"
"","psychophysics","196","1350263","0.0-196.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2926",""," ","key"," ","16.662502857143327","500","250","br","-16","-18","274","1","-7","-27"
"","psychophysics","197","1355388","0.0-197.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5120",""," ","key"," ","16.662029411764724","500","250","br","-16","11","208","1","7","-3"
"","psychophysics","198","1359209","0.0-198.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3816",""," ","key"," ","16.662633187773","500","250","br","-16","15","273","1","-18","-23"
"","psychophysics","199","1360381","0.0-199.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1169",""," ","key"," ","16.66273913043551","500","250","inst","","","","","",""
"","psychophysics","200","1374295","0.0-200.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","13909",""," ","key"," ","16.6622637889688","500","250","instEB4","52","40","40","1","0","0"
"","psychophysics","201","1380257","0.0-201.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5959",""," ","key"," ","16.66229691876735","500","250","inst","","","","","",""
"","psychophysics","202","1385121","0.0-202.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4859",""," ","key"," ","16.662329896907657","500","250","eb","54","34","48","1","0","0"
"","psychophysics","203","1388912","0.0-203.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3786",""," ","key"," ","16.66360619468965","500","250","eb","50","53","45","1","0","0"
"","psychophysics","204","1395402","0.0-204.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6489",""," ","key"," ","16.661722365038344","500","250","eb","62","36","54","1","0","0"
"","psychophysics","205","1401122","0.0-205.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5719",""," ","key"," ","16.661827485380034","500","250","eb","48","48","40","1","0","0"
"","psychophysics","206","1406178","0.0-206.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5053",""," ","key"," ","16.66229801324492","500","250","eb","57","49","52","1","0","0"
"","psychophysics","207","1410450","0.0-207.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4266",""," ","key"," ","16.662500000000364","500","250","eb","52","43","39","1","0","0"
"","psychophysics","208","1415808","0.0-208.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5353",""," ","key"," ","16.66230312500047","500","250","eb","32","42","27","1","0","0"
"","psychophysics","209","1419800","0.0-209.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3985",""," ","key"," ","16.662384937238727","500","250","eb","50","38","40","1","0","0"
"","psychophysics","210","1422879","0.0-210.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3073",""," ","key"," ","16.66253804347893","500","250","eb","47","33","32","1","0","0"
"","psychophysics","211","1428082","0.0-211.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5199",""," ","key"," ","16.661897106109624","500","250","eb","45","32","38","1","0","0"
"","psychophysics","212","1430160","0.0-212.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2077",""," ","key"," ","16.66134677419341","500","250","eb","47","51","38","1","0","0"
"","psychophysics","213","1434902","0.0-213.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4738",""," ","key"," ","16.662162544169586","500","250","eb","61","38","54","1","0","0"
"","psychophysics","214","1439268","0.0-214.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4361",""," ","key"," ","16.662800766283226","500","250","eb","32","28","26","1","0","0"
"","psychophysics","215","1443411","0.0-215.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4134",""," ","key"," ","16.66216129032264","500","250","eb","59","35","46","1","0","0"
"","psychophysics","216","1447271","0.0-216.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3857",""," ","key"," ","16.662593073593612","500","250","eb","49","29","36","1","0","0"
