"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","version","jitterX","jitterY","parA"
"true","fullscreen","0","3596","0.0-0.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3723","0.0-1.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","6179","0.0-2.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","2453","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","13950","0.0-3.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","7764",""," ","key"," ","8.328918542336549","900","250","","","","","","",""
"","psychophysics","4","17240","0.0-4.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","3284",""," ","key"," ","8.333901015228427","500","250","inst","","","","","",""
"","psychophysics","5","25692","0.0-5.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","8450",""," ","key"," ","8.333000000000002","500","250","sample0","","","","","",""
"","psychophysics","6","31727","0.0-6.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","6032",""," ","key"," ","8.333489626556013","500","250","sample1","","","","","",""
"","psychophysics","7","49573","0.0-7.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","17841",""," ","key"," ","8.333332087809433","500","250","sample2","100","","","","",""
"","psychophysics","8","59549","0.0-8.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","9974",""," ","key"," ","8.333296822742474","500","250","sample3","98","","","","",""
"","psychophysics","9","67892","0.0-9.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","8338",""," ","key"," ","8.333355000000003","500","250","sample4","100","","","","",""
"","psychophysics","10","71855","0.0-10.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","3960",""," ","key"," ","8.333000000000006","500","250","sample5","","","","","",""
"","psychophysics","11","84382","0.0-11.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","12524",""," ","key"," ","8.330462050599197","500","250","sample6","502","","","","",""
"","psychophysics","12","92272","0.0-12.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","7885",""," ","key"," ","8.333375923970427","500","250","inst","","","","","",""
"","psychophysics","13","97226","0.0-13.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","4952",""," ","key"," ","8.332999999999995","500","250","inst","","","","","",""
"","psychophysics","14","103155","0.0-14.0","60fec5f2165a4ff41aafa0bb","64dbc1f5d52d9c2c206f0aa2","","","","","5928",""," ","key"," ","8.333500000000004","500","250","inst","","","","","",""
