"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"true","fullscreen","0","8559","0.0-0.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","","","","","","","","","","","","","","",""
"true","preload","1","8827","0.0-1.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","10488","0.0-2.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","1660","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","15919","0.0-3.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","5421",""," ","key"," ","16.821130030959754","960","250","","","","","","",""
"","psychophysics","4","18838","0.0-4.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","2918",""," ","key"," ","16.66635057471264","500","250","inst","","","","","",""
"","psychophysics","5","22692","0.0-5.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","3852",""," ","key"," ","16.965466367713","500","250","sample0","","","","","",""
"","psychophysics","6","26031","0.0-6.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","3337",""," ","key"," ","16.920106598984763","500","250","sample1","","","","","",""
"","psychophysics","7","39830","0.0-7.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","13797",""," ","key"," ","16.974171182266012","500","250","sample2","96","","","","",""
"","psychophysics","8","44510","0.0-8.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","4678",""," ","key"," ","16.969189090909097","500","250","sample3","124","","","","",""
"","psychophysics","9","55022","0.0-9.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","10511",""," ","key"," ","16.772974399999995","500","250","sample4","100","","","","",""
"","psychophysics","10","58686","0.0-10.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","3662",""," ","key"," ","16.819990783410148","500","250","sample5","","","","","",""
"","psychophysics","11","75165","0.0-11.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","16478",""," ","key"," ","16.836714723926388","500","250","sample6","504","","","","",""
"","psychophysics","12","79878","0.0-12.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","4711",""," ","key"," ","16.845605734767023","500","250","inst","","","","","",""
"","psychophysics","13","85090","0.0-13.0","55cb79e0fdf99b3c26ae4bca","64dbc2dd29bf075cd8f3c6f7","","","","","5210",""," ","key"," ","16.828577922077937","500","250","inst","","","","","",""
