"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"true","fullscreen","0","4011","0.0-0.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4105","0.0-1.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","11338","0.0-2.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","7231","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","35098","0.0-3.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","23752",""," ","key"," ","16.71603096410978","683","250","","","","","","",""
"","psychophysics","4","40586","0.0-4.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","5486",""," ","key"," ","16.725321100917434","500","250","inst","","","","","",""
"","psychophysics","5","45321","0.0-5.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","4733",""," ","key"," ","16.725319148936148","500","250","sample0","","","","","",""
"","psychophysics","6","48266","0.0-6.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2942",""," ","key"," ","16.72525714285713","500","250","sample1","","","","","",""
"","psychophysics","7","71561","0.0-7.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","23294",""," ","key"," ","16.725287356321843","500","250","sample2","96","","","","",""
"","psychophysics","8","86345","0.0-8.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","14781",""," ","key"," ","16.72530011325027","500","250","sample3","100","","","","",""
"","psychophysics","9","103370","0.0-9.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","17022",""," ","key"," ","16.725250737463128","500","250","sample4","100","","","","",""
"","psychophysics","10","109321","0.0-10.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","5949",""," ","key"," ","16.725352112676056","500","250","sample5","","","","","",""
"","psychophysics","11","121289","0.0-11.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","11965",""," ","key"," ","16.72532212885155","500","250","sample6","500","","","","",""
"","psychophysics","12","127577","0.0-12.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","6286",""," ","key"," ","16.725280000000026","500","250","inst","","","","","",""
"","psychophysics","13","133577","0.0-13.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","5998",""," ","key"," ","16.725139664804445","500","250","inst","","","","","",""
"","psychophysics","14","141593","0.0-14.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","8013",""," ","key"," ","16.725313807531403","500","250","inst","","","","","",""
"","psychophysics","15","144411","0.0-15.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2816",""," ","key"," ","16.72535714285706","500","250","inst","","","","","",""
"","psychophysics","16","146618","0.0-16.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2205",""," ","key"," ","16.72538461538475","500","250","inst","","","","","",""
"","psychophysics","17","152425","0.0-17.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","5801",""," ","key"," ","16.7253602305475","500","250","instBr0","0","","0","0","0","300"
"","psychophysics","18","164841","0.0-18.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","12413",""," ","key"," ","16.725317139001376","500","250","instBr1","0","","0","0","-40","300"
"","psychophysics","19","182856","0.0-19.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","18014",""," ","key"," ","16.725278810408916","500","250","instBr3","-18","1","0","0","40","300"
"","psychophysics","20","185768","0.0-20.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2905",""," ","key"," ","16.725317919075035","500","250","inst","","","","","",""
"","psychophysics","21","192792","0.0-21.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","7018",""," ","key"," ","16.725346062052537","500","250","br","-14","1","-23","-2","26","207"
"","psychophysics","22","200809","0.0-22.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","null","","null","key","null","16.72530271398744","500","250","br","-15","1","18","13","-13","273"
"","psychophysics","23","201129","0.0-23.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","318",""," ","key"," ","16.725555555555427","500","250","br","-18","1","-3","9","-18","259"
"","psychophysics","24","206265","0.0-24.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","5133",""," ","key"," ","16.725163398692885","500","250","br","-13","1","30","-24","-4","205"
"","psychophysics","25","211211","0.0-25.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","4943",""," ","key"," ","16.72535593220333","500","250","br","-18","1","30","12","-7","254"
"","psychophysics","26","213513","0.0-26.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2299",""," ","key"," ","16.725441176470614","500","250","br","-16","1","26","-15","-15","218"
"","psychophysics","27","220217","0.0-27.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","6702",""," ","key"," ","16.725350000000034","500","250","br","-16","1","-16","12","19","241"
"","psychophysics","28","222457","0.0-28.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2238",""," ","key"," ","16.725413533834445","500","250","br","-23","1","20","28","-23","283"
"","psychophysics","29","225017","0.0-29.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","2558",""," ","key"," ","16.72526315789487","500","250","br","-16","1","4","-2","-16","231"
"","psychophysics","30","229849","0.0-30.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","4830",""," ","key"," ","16.7253472222222","500","250","br","-12","1","11","16","-3","211"
"","psychophysics","31","233001","0.0-31.0","5b6cd50f9ee1a50001c5f481","64dbc304faa0c2726c199aa4","","","","","3150",""," ","key"," ","16.725347593582963","500","250","br","-11","1","8","20","-10","223"
