"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","block","event","resp","target"
"3948.199999988079",""," ","psychophysics","21","9361847","0.0-5.0-0.16","6","5","key"," ","16.66844491525632","720","200","no_feedback","trial","39","42"
"3144.400000035763",""," ","psychophysics","22","9364997","0.0-5.0-0.17","6","5","key"," ","16.666999999998495","720","200","no_feedback","trial","35","36"
"6780.399999976158",""," ","psychophysics","23","9371781","0.0-5.0-0.18","6","5","key"," ","16.667532019707114","720","200","no_feedback","trial","64","69"
"3666",""," ","psychophysics","24","9375452","0.0-5.0-0.19","6","5","key"," ","16.667000000001018","720","200","no_feedback","trial","35","38"
"3878.099999964237","Great.  We Are Going To Run A Final 20 Trials With Feedback.<br>Use the Feedback To Improve Your Adjustments.","0","html-button-response","25","9379333","0.0-6.0","6","5","","","","","","","","",""
"7230.600000023842",""," ","psychophysics","26","9386568","0.0-7.0-0.0","6","5","key"," ","16.66773502304206","720","200","feedback","trial","64","64"
"1832.5",""," ","psychophysics","27","9388404","0.0-7.0-1.0","6","5","key"," ","16.666999999997675","720","250","feedback","feedback","",""
"5595.900000035763",""," ","psychophysics","28","9394003","0.0-7.0-0.1","6","5","key"," ","16.668017910443137","720","200","feedback","trial","55","58"
"989.5",""," ","psychophysics","29","9394997","0.0-7.0-1.1","6","5","key"," ","16.666999999979705","720","250","feedback","feedback","",""
"7302.5",""," ","psychophysics","30","9402309","0.0-7.0-0.2","6","5","key"," ","16.66749315068432","720","200","feedback","trial","73","66"
"1242.1000000238419",""," ","psychophysics","31","9403554","0.0-7.0-1.2","6","5","key"," ","16.667000000012685","720","250","feedback","feedback","",""
"3213.2999999523163",""," ","psychophysics","32","9406770","0.0-7.0-0.3","6","5","key"," ","16.66699999999643","720","200","feedback","trial","20","23"
"821.6999999880791",""," ","psychophysics","33","9407595","0.0-7.0-1.3","6","5","key"," ","16.667000000015832","720","250","feedback","feedback","",""
"5516",""," ","psychophysics","34","9413115","0.0-7.0-0.4","6","5","key"," ","16.668030211482524","720","200","feedback","trial","52","52"
"918.1999999880791",""," ","psychophysics","35","9414037","0.0-7.0-1.4","6","5","key"," ","16.667000000020145","720","250","feedback","feedback","",""
"4963.600000023842",""," ","psychophysics","36","9419003","0.0-7.0-0.5","6","5","key"," ","16.666999999998193","720","200","feedback","trial","37","39"
"963.8000000119209",""," ","psychophysics","37","9419971","0.0-7.0-1.5","6","5","key"," ","16.670789473673754","720","250","feedback","feedback","",""
"3778.800000011921",""," ","psychophysics","38","9423752","0.0-7.0-0.6","6","5","key"," ","16.66700000000244","720","200","feedback","trial","41","37"
"754.5",""," ","psychophysics","39","9424510","0.0-7.0-1.6","6","5","key"," ","16.667000000026416","720","250","feedback","feedback","",""
"6982.699999988079",""," ","psychophysics","40","9431496","0.0-7.0-0.7","6","5","key"," ","16.667815789473398","720","200","feedback","trial","73","70"
"797.5",""," ","psychophysics","41","9432298","0.0-7.0-1.7","6","5","key"," ","16.667000000028217","720","250","feedback","feedback","",""
"2021.300000011921",""," ","psychophysics","42","9434323","0.0-7.0-0.8","6","5","key"," ","16.667000000003323","720","200","feedback","trial","23","27"
"723",""," ","psychophysics","43","9435056","0.0-7.0-1.8","6","5","key"," ","16.666999999996882","720","250","feedback","feedback","",""
"6479.399999976158",""," ","psychophysics","44","9441538","0.0-7.0-0.9","6","5","key"," ","16.667556701031195","720","200","feedback","trial","56","54"
"844.8000000119209",""," ","psychophysics","45","9442386","0.0-7.0-1.9","6","5","key"," ","16.666999999992548","720","250","feedback","feedback","",""
"7614.600000023842",""," ","psychophysics","46","9450008","0.0-7.0-0.10","6","5","key"," ","16.66774780701911","720","200","feedback","trial","78","68"
"1061.800000011921",""," ","psychophysics","47","9451073","0.0-7.0-1.10","6","5","key"," ","16.666999999995507","720","250","feedback","feedback","",""
"2871.5",""," ","psychophysics","48","9453948","0.0-7.0-0.11","6","5","key"," ","16.667000000000176","720","200","feedback","trial","28","29"
"636.2999999523163",""," ","psychophysics","49","9454588","0.0-7.0-1.11","6","5","key"," ","16.666999999972944","720","250","feedback","feedback","",""
"4179.700000047684",""," ","psychophysics","50","9458771","0.0-7.0-0.12","6","5","key"," ","16.667","720","200","feedback","trial","39","47"
"846.4000000357628",""," ","psychophysics","51","9459621","0.0-7.0-1.12","6","5","key"," ","16.671319999992846","720","250","feedback","feedback","",""
"5031.400000035763",""," ","psychophysics","52","9464655","0.0-7.0-0.13","6","5","key"," ","16.667000000003068","720","200","feedback","trial","29","28"
"829.8999999761581",""," ","psychophysics","53","9465488","0.0-7.0-1.13","6","5","key"," ","16.667000000003952","720","250","feedback","feedback","",""
"7545.5",""," ","psychophysics","54","9473036","0.0-7.0-0.14","6","5","key"," ","16.667754424781233","720","200","feedback","trial","38","37"
"856.8000000119209",""," ","psychophysics","55","9473896","0.0-7.0-1.14","6","5","key"," ","16.666999999992548","720","250","feedback","feedback","",""
"9690.600000023842",""," ","psychophysics","56","9483590","0.0-7.0-0.15","6","5","key"," ","16.667371772803534","720","200","feedback","trial","67","64"
"858.8999999761581",""," ","psychophysics","57","9484452","0.0-7.0-1.15","6","5","key"," ","16.66699999998159","720","250","feedback","feedback","",""
"4866.799999952316",""," ","psychophysics","58","9489321","0.0-7.0-0.16","6","5","key"," ","16.66700000000343","720","200","feedback","trial","47","48"
"680.1999999880791",""," ","psychophysics","59","9490005","0.0-7.0-1.16","6","5","key"," ","16.672399999992923","720","250","feedback","feedback","",""
"7880.5",""," ","psychophysics","60","9497889","0.0-7.0-0.17","6","5","key"," ","16.666999999998072","720","200","feedback","trial","67","67"
"784",""," ","psychophysics","61","9498677","0.0-7.0-1.17","6","5","key"," ","16.667000000000648","720","250","feedback","feedback","",""
"5786.300000011921",""," ","psychophysics","62","9504466","0.0-7.0-0.18","6","5","key"," ","16.667985549132002","720","200","feedback","trial","52","53"
"721.6999999880791",""," ","psychophysics","63","9505193","0.0-7.0-1.18","6","5","key"," ","16.666999999996882","720","250","feedback","feedback","",""
"6365.699999988079",""," ","psychophysics","64","9511562","0.0-7.0-0.19","6","5","key"," ","16.66756692912987","720","200","feedback","trial","67","68"
"614.6000000238419",""," ","psychophysics","65","9512180","0.0-7.0-1.19","6","5","key"," ","16.667000000002897","720","250","feedback","feedback","",""
