"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","block","event","resp","target"
"1568",""," ","psychophysics","47","402094","0.0-7.0-1.10","5","4","key"," ","16.666666666666668","896","250","feedback","feedback","",""
"14269.999999999942",""," ","psychophysics","48","416369","0.0-7.0-0.11","5","4","key"," ","16.66588785046729","896","200","feedback","trial","32","33"
"1237",""," ","psychophysics","49","417608","0.0-7.0-1.11","5","4","key"," ","16.671232876712327","896","250","feedback","feedback","",""
"11410",""," ","psychophysics","50","429019","0.0-7.0-0.12","5","4","key"," ","16.666666666666668","896","200","feedback","trial","41","41"
"1116.0000000000582",""," ","psychophysics","51","430140","0.0-7.0-1.12","5","4","key"," ","16.666666666666668","896","250","feedback","feedback","",""
"18342.00000000006",""," ","psychophysics","52","448486","0.0-7.0-0.13","5","4","key"," ","16.667272727272728","896","200","feedback","trial","57","56"
"1087.0000000000582",""," ","psychophysics","53","449575","0.0-7.0-1.13","5","4","key"," ","16.671875","896","250","feedback","feedback","",""
"1244",""," ","psychophysics","54","450823","0.0-7.0-0.14","5","4","key"," ","16.66216216216216","896","200","feedback","trial","10","65"
"16725",""," ","psychophysics","55","467554","0.0-7.0-1.14","5","4","key"," ","16.666999002991027","896","250","feedback","feedback","",""
"9346",""," ","psychophysics","56","476903","0.0-7.0-0.15","5","4","key"," ","16.666071428571428","896","200","feedback","trial","44","44"
"1364",""," ","psychophysics","57","478271","0.0-7.0-1.15","5","4","key"," ","16.666666666666668","896","250","feedback","feedback","",""
"10373",""," ","psychophysics","58","488647","0.0-7.0-0.16","5","4","key"," ","16.6682769726248","896","200","feedback","trial","36","37"
"2963",""," ","psychophysics","59","491621","0.0-7.0-1.16","5","4","key"," ","16.662921348314608","896","250","feedback","feedback","",""
"12805.999999999942",""," ","psychophysics","60","504429","0.0-7.0-0.17","5","4","key"," ","16.666232073011734","896","200","feedback","trial","42","43"
"4638",""," ","psychophysics","61","509071","0.0-7.0-1.17","5","4","key"," ","16.658273381294965","896","250","feedback","feedback","",""
"13264",""," ","psychophysics","62","522339","0.0-7.0-0.18","5","4","key"," ","16.667924528301885","896","200","feedback","trial","68","69"
"1713",""," ","psychophysics","63","524054","0.0-7.0-1.18","5","4","key"," ","16.65686274509804","896","250","feedback","feedback","",""
"14279",""," ","psychophysics","64","538337","0.0-7.0-0.19","5","4","key"," ","16.66588785046729","896","200","feedback","trial","29","28"
"3470",""," ","psychophysics","65","541810","0.0-7.0-1.19","5","4","key"," ","16.666666666666668","896","250","feedback","feedback","",""
