"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"true","fullscreen","0","3508","0.0-0.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","","","","","","","","","","","","","",""
"true","preload","1","3513","0.0-1.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","5804","0.0-2.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2283","key"," "," ","16.66983211678832","500","250","inst","","","","","",""
"","psychophysics","3","8786","0.0-3.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2978","key"," "," ","16.67060674157303","500","250","sample1","","","","","",""
"","psychophysics","4","21561","0.0-4.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","12770","key"," "," ","16.668316339869282","500","250","sample2","102","","","","",""
"","psychophysics","5","26835","0.0-5.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","5266","key"," "," ","16.66916139240506","500","250","sample3","100","","","","",""
"","psychophysics","6","34546","0.0-6.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","7706","key"," "," ","16.668286334056393","500","250","sample4","102","","","","",""
"","psychophysics","7","38612","0.0-7.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4057","key"," "," ","16.668979423868304","500","250","sample5","","","","","",""
"","psychophysics","8","45384","0.0-8.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","6765","key"," "," ","16.66882019704433","500","250","sample7","502","","","","",""
"","psychophysics","9","48073","0.0-9.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2685","key"," "," ","16.668218750000005","500","250","inst","","","","","",""
"","psychophysics","10","52543","0.0-10.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4466","key"," "," ","16.66841198501873","500","250","inst","","","","","",""
"","psychophysics","11","55459","0.0-11.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2899","key"," "," ","16.66884482758617","500","250","inst","","","","","",""
"","psychophysics","12","56716","0.0-12.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1252","key"," "," ","16.668600000000055","500","250","inst","","","","","",""
"","psychophysics","13","58430","0.0-13.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1710","key"," "," ","16.670900990098996","500","250","inst","","","","","",""
"","psychophysics","14","62032","0.0-14.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3593","key"," "," ","16.66917209302327","500","250","instBr0","NaN","","0","0","0","300"
"","psychophysics","15","68417","0.0-15.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","6378","key"," "," ","16.66840992167101","500","250","instBr1","NaN","","0","0","-40","300"
"","psychophysics","16","78427","0.0-16.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","10004","key"," "," ","16.66810183639399","500","250","instBr","-19","1","0","0","40","300"
"","psychophysics","17","80561","0.0-17.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2131","key"," "," ","16.667645669291318","500","250","inst","","","","","",""
"","psychophysics","18","83644","0.0-18.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3079","key"," "," ","16.6691521739131","500","250","br","-24","1","-16","23","8","300"
"","psychophysics","19","87758","0.0-19.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4110","key"," "," ","16.668333333333347","500","250","br","-12","1","0","15","32","300"
"","psychophysics","20","90571","0.0-20.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2809","key"," "," ","16.668196428571417","500","250","br","-16","1","-3","-8","33","300"
"","psychophysics","21","94716","0.0-21.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4142","key"," "," ","16.668975708502","500","250","br","-21","1","25","7","-50","300"
"","psychophysics","22","100602","0.0-22.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","5880","key"," "," ","16.66945454545455","500","250","br","-22","1","-28","27","29","300"
"","psychophysics","23","105189","0.0-23.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4582","key"," "," ","16.669120000000007","500","250","br","-12","1","-11","27","43","300"
"","psychophysics","24","108752","0.0-24.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3558","key"," "," ","16.668523584905657","500","250","br","-23","1","23","-20","-22","300"
"","psychophysics","25","112490","0.0-25.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3732","key"," "," ","16.66932142857143","500","250","br","-28","1","3","-3","-44","300"
"","psychophysics","26","119486","0.0-26.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","6992","key"," "," ","16.668631578947398","500","250","br","-26","1","-2","17","27","300"
"","psychophysics","27","123551","0.0-27.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4059","key"," "," ","16.669271604938277","500","250","br","-21","1","6","14","2","300"
"","psychophysics","28","128331","0.0-28.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4774","key"," "," ","16.66919930069931","500","250","br","-28","1","-29","2","8","300"
"","psychophysics","29","129986","0.0-29.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1651","key"," "," ","16.668357142857253","500","250","br","-27","1","-17","24","-27","300"
"","psychophysics","30","131071","0.0-30.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1079","key"," "," ","16.67190625000012","500","250","br","-22","1","11","16","-22","300"
"","psychophysics","31","132284","0.0-31.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1208","key"," "," ","16.67179166666675","500","250","br","-18","1","6","-17","-18","300"
"","psychophysics","32","136370","0.0-32.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4082","key"," "," ","16.668336065573744","500","250","br","-19","1","9","7","20","300"
"","psychophysics","33","138754","0.0-33.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2378","key"," "," ","16.670302816901543","500","250","inst","","","","","",""
"","psychophysics","34","145799","0.0-34.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","7035","key"," "," ","16.668810426540315","500","250","instPz0","51","1","","","50","50"
"","psychophysics","35","149421","0.0-35.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3616","key"," "," ","16.668791666666678","500","250","instPz1","52","1","","","25","50"
"","psychophysics","36","152699","0.0-36.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3270","key"," "," ","16.669265306122334","500","250","instPz2","27","1","","","15","25"
"","psychophysics","37","159537","0.0-37.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","6830","key"," "," ","16.668814180929125","500","250","instPz3","58","1","","","25","50"
"","psychophysics","38","162482","0.0-38.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2936","key"," "," ","16.66867613636367","500","250","instPz4","44","1","","","15","30"
"","psychophysics","39","164870","0.0-39.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2384","key"," "," ","16.66795070422547","500","250","inst","","","","","",""
"","psychophysics","40","167380","0.0-40.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2505","key"," "," ","16.669726666666683","500","250","pz","38","1","","","37","31"
"","psychophysics","41","172023","0.0-41.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4639","key"," "," ","16.66818772563173","500","250","pz","32","1","","","48","20"
"","psychophysics","42","173587","0.0-42.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1557","key"," "," ","16.6710860215053","500","250","pz","26","1","","","26","21"
"","psychophysics","43","183302","0.0-43.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","9705","key"," "," ","16.66869415807564","500","250","pz","80","1","","","47","59"
"","psychophysics","44","187061","0.0-44.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3755","key"," "," ","16.668026785714314","500","250","pz","75","1","","","49","45"
"","psychophysics","45","189108","0.0-45.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2040","key"," "," ","16.670467213114684","500","250","pz","60","1","","","57","37"
"","psychophysics","46","193098","0.0-46.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3983","key"," "," ","16.6693430962343","500","250","pz","77","1","","","33","54"
"","psychophysics","47","196728","0.0-47.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3626","key"," "," ","16.668083333333385","500","250","pz","71","1","","","37","58"
"","psychophysics","48","201045","0.0-48.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4310","key"," "," ","16.669344961240277","500","250","pz","38","1","","","40","25"
"","psychophysics","49","204550","0.0-49.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3499","key"," "," ","16.66954285714282","500","250","pz","72","1","","","54","56"
"","psychophysics","50","209216","0.0-50.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4660","key"," "," ","16.669340501792163","500","250","pz","74","1","","","48","53"
"","psychophysics","51","211570","0.0-51.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2350","key"," "," ","16.67096428571427","500","250","pz","43","1","","","43","29"
"","psychophysics","52","220464","0.0-52.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","8890","key"," "," ","16.668385338345875","500","250","pz","32","1","","","52","23"
"","psychophysics","53","222549","0.0-53.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2076","key"," "," ","16.668346774193548","500","250","pz","51","1","","","51","31"
"","psychophysics","54","226202","0.0-54.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3646","key"," "," ","16.669360730593592","500","250","pz","45","1","","","59","22"
"","psychophysics","55","234140","0.0-55.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","7934","key"," "," ","16.66870736842105","500","250","inst","","","","","",""
"","psychophysics","56","238295","0.0-56.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4151","key"," "," ","16.66791532258069","500","250","instZol0","0","","0","0","0",""
"","psychophysics","57","246143","0.0-57.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","7844","key"," "," ","16.668770212765928","500","250","instZol1","2.7755575615628914e-17","","0","0","-1.3",""
"","psychophysics","58","261834","0.0-58.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","15680","key"," "," ","16.68635250266239","500","250","instZol2","2.3000000000000016","1","0","0","2",""
"","psychophysics","59","263176","0.0-59.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","1336","key"," "," ","16.671399999999995","500","250","inst","","","","","",""
"","psychophysics","60","273049","0.0-60.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","9860","key"," "," ","16.66875634517764","500","250","zol","1.6700000000000004","1","4","-5","0.33",""
"","psychophysics","61","281762","0.0-61.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","8699","key"," "," ","16.668743295019105","500","250","zol","1.7500000000000004","1","1","21","-0.35",""
"","psychophysics","62","287109","0.0-62.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","5340","key"," "," ","16.669028124999933","500","250","zol","1.7300000000000006","1","23","-27","-0.03",""
"","psychophysics","63","293129","0.0-63.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","6013","key"," "," ","16.667591666666624","500","250","zol","1.6800000000000004","1","2","-10","0.22",""
"","psychophysics","64","298594","0.0-64.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","5459","key"," "," ","16.668232415902104","500","250","zol","1.26","1","-8","-18","0.74",""
"","psychophysics","65","301828","0.0-65.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","3227","key"," "," ","16.66700000000015","500","250","zol","2.0300000000000007","1","-23","11","-0.53",""
"","psychophysics","66","304434","0.0-66.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2598","key"," "," ","16.66793548387077","500","250","zol","2.0800000000000005","1","-15","11","-0.28",""
"","psychophysics","67","306524","0.0-67.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2084","key"," "," ","16.66986290322553","500","250","zol","1.5100000000000005","1","-8","11","-0.21",""
"","psychophysics","68","310846","0.0-68.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","4313","key"," "," ","16.669637065637016","500","250","zol","2.550000000000001","1","11","-9","-0.15",""
"","psychophysics","69","313569","0.0-69.0","60fe229a550418f2f7e5d541","64b444678b01f6122abd2d5e","","","","","2716","key"," "," ","16.66695679012358","500","250","zol","2.0000000000000004","1","-17","7","-0.3",""
