"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"true","fullscreen","0","3251","0.0-0.0","DIIYA","TEST","","","","","","","","","","","","","","","","","",""
"true","preload","1","3253","0.0-1.0","DIIYA","TEST","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","9195","0.0-2.0","DIIYA","TEST","","","","","5936","key"," "," ","16.66767787114846","500","250","inst","","","","","",""
"","psychophysics","3","14244","0.0-3.0","DIIYA","TEST","","","","","5047","key"," "," ","16.666741721854304","500","250","sample1","","","","","",""
"","psychophysics","4","53132","0.0-4.0","DIIYA","TEST","","","","","38881","key"," "," ","16.70299828104856","500","250","sample2","30","","","","",""
"","psychophysics","5","60249","0.0-5.0","DIIYA","TEST","","","","","7113","key"," "," ","16.666622065727697","500","250","sample3","154","","","","",""
"","psychophysics","6","77026","0.0-6.0","DIIYA","TEST","","","","","16774","key"," "," ","16.667112437810943","500","250","sample4","100","","","","",""
"","psychophysics","7","82585","0.0-7.0","DIIYA","TEST","","","","","5560","key"," "," ","16.667408408408416","500","250","sample5","","","","","",""
"","psychophysics","8","95108","0.0-8.0","DIIYA","TEST","","","","","12520","key"," "," ","16.667246666666664","500","250","sample7","500","","","","",""
"","psychophysics","9","102245","0.0-9.0","DIIYA","TEST","","","","","7131","key"," "," ","16.667653395784516","500","250","inst","","","","","",""
"","psychophysics","10","108548","0.0-10.0","DIIYA","TEST","","","","","6297","key"," "," ","16.668574074074048","500","250","inst","","","","","",""
"","psychophysics","11","116714","0.0-11.0","DIIYA","TEST","","","","","8163","key"," "," ","16.66669734151329","500","250","inst","","","","","",""
"","psychophysics","12","120157","0.0-12.0","DIIYA","TEST","","","","","3440","key"," "," ","16.66848780487802","500","250","inst","","","","","",""
"","psychophysics","13","122547","0.0-13.0","DIIYA","TEST","","","","","2387","key"," "," ","16.664769230769167","500","250","inst","","","","","",""
"","psychophysics","14","132137","0.0-14.0","DIIYA","TEST","","","","","9586","key"," "," ","16.667242160278725","500","250","instPz0","53","50","50","2","",""
"","psychophysics","15","147107","0.0-15.0","DIIYA","TEST","","","","","14971","key"," "," ","16.66743812709028","500","250","instPz1","51","25","50","2","",""
"","psychophysics","16","162437","0.0-16.0","DIIYA","TEST","","","","","15323","key"," "," ","16.66729053318824","500","250","instPz2","25","15","25","2","",""
"","psychophysics","17","197353","0.0-17.0","DIIYA","TEST","","","","","34914","key"," "," ","16.667223018147077","500","250","instPz3","44","25","50","2","",""
"","psychophysics","18","211800","0.0-18.0","DIIYA","TEST","","","","","14446","key"," "," ","16.66669053117782","500","250","instPz4","23","15","30","2","",""
"","psychophysics","19","214044","0.0-19.0","DIIYA","TEST","","","","","2242","key"," "," ","16.666425373134377","500","250","inst","","","","","",""
"","psychophysics","20","218934","0.0-20.0","DIIYA","TEST","","","","","4888","key"," "," ","16.66651027397265","500","250","pz","28","60","34","2","",""
"","psychophysics","21","226792","0.0-21.0","DIIYA","TEST","","","","","7857","key"," "," ","16.666834042553152","500","250","pz","46","55","56","2","",""
"","psychophysics","22","235022","0.0-22.0","DIIYA","TEST","","","","","8225","key"," "," ","16.66701419878294","500","250","pz","17","55","21","2","",""
"","psychophysics","23","240717","0.0-23.0","DIIYA","TEST","","","","","5694","key"," "," ","16.667099706744867","500","250","pz","26","46","34","2","",""
"","psychophysics","24","244978","0.0-24.0","DIIYA","TEST","","","","","4258","key"," "," ","16.6664392156862","500","250","pz","21","58","24","2","",""
"","psychophysics","25","250981","0.0-25.0","DIIYA","TEST","","","","","6001","key"," "," ","16.66707520891368","500","250","pz","31","49","36","2","",""
"","psychophysics","26","255547","0.0-26.0","DIIYA","TEST","","","","","4565","key"," "," ","16.66687545787546","500","250","pz","20","36","21","2","",""
"","psychophysics","27","259840","0.0-27.0","DIIYA","TEST","","","","","4290","key"," "," ","16.667296875000034","500","250","pz","18","21","20","2","",""
"","psychophysics","28","265345","0.0-28.0","DIIYA","TEST","","","","","5503","key"," "," ","16.666706060606078","500","250","pz","44","35","57","2","",""
"","psychophysics","29","267219","0.0-29.0","DIIYA","TEST","","","","","1871","key"," "," ","16.67018918918922","500","250","pz","40","40","53","2","",""
"","psychophysics","30","273656","0.0-30.0","DIIYA","TEST","","","","","6436","key"," "," ","16.66655844155844","500","250","pz","23","30","28","2","",""
"","psychophysics","31","285741","0.0-31.0","DIIYA","TEST","","","","","12084","key"," "," ","16.667104972375686","500","250","pz","27","54","29","2","",""
"","psychophysics","32","289587","0.0-32.0","DIIYA","TEST","","","","","3844","key"," "," ","16.668065217391426","500","250","pz","26","50","30","2","",""
"","psychophysics","33","293951","0.0-33.0","DIIYA","TEST","","","","","4362","key"," "," ","16.667252873563186","500","250","pz","40","41","51","2","",""
"","psychophysics","34","300575","0.0-34.0","DIIYA","TEST","","","","","6622","key"," "," ","16.6666843434343","500","250","pz","39","58","49","2","",""
"","psychophysics","35","316921","0.0-35.0","DIIYA","TEST","","","","","16345","key"," "," ","16.667074489795926","500","250","inst","","","","","",""
"","psychophysics","36","320675","0.0-36.0","DIIYA","TEST","","","","","3752","key"," "," ","16.668312499999956","500","250","instEB0","40","40","40","","0","0"
"","psychophysics","37","322452","0.0-37.0","DIIYA","TEST","","","","","1776","key"," "," ","16.670245283018613","500","250","instEB1","30","30","70","2","0","0"
"","psychophysics","38","341844","0.0-38.0","DIIYA","TEST","","","","","19390","key"," "," ","16.667217728055054","500","250","instEB2","43","60","40","2","0","0"
"","psychophysics","39","353282","0.0-39.0","DIIYA","TEST","","","","","11433","key"," "," ","16.66723323615153","500","250","instEB3","72","45","65","2","0","0"
"","psychophysics","40","364210","0.0-40.0","DIIYA","TEST","","","","","10926","key"," "," ","16.6669495412844","500","250","instEB4","46","40","40","2","0","0"
"","psychophysics","41","365731","0.0-41.0","DIIYA","TEST","","","","","1519","key"," "," ","16.66839560439585","500","250","inst","","","","","",""
"","psychophysics","42","369697","0.0-42.0","DIIYA","TEST","","","","","3963","key"," "," ","16.666670886075906","500","250","eb","63","28","53","2","0","0"
"","psychophysics","43","381574","0.0-43.0","DIIYA","TEST","","","","","11874","key"," "," ","16.66717018284108","500","250","eb","44","40","41","2","0","0"
"","psychophysics","44","386854","0.0-44.0","DIIYA","TEST","","","","","5278","key"," "," ","16.666075949367215","500","250","eb","55","42","48","2","0","0"
"","psychophysics","45","405669","0.0-45.0","DIIYA","TEST","","","","","18814","key"," "," ","16.666957446808492","500","250","eb","39","39","34","2","0","0"
"","psychophysics","46","422350","0.0-46.0","DIIYA","TEST","","","","","16679","key"," "," ","16.66714500000002","500","250","eb","55","33","50","2","0","0"
"","psychophysics","47","434229","0.0-47.0","DIIYA","TEST","","","","","11877","key"," "," ","16.666821378340344","500","250","eb","40","46","32","2","0","0"
"","psychophysics","48","447440","0.0-48.0","DIIYA","TEST","","","","","13203","key"," "," ","16.66711742424245","500","250","eb","60","24","53","2","0","0"
"","psychophysics","49","463074","0.0-49.0","DIIYA","TEST","","","","","15632","key"," "," ","16.66713020277484","500","250","eb","48","24","39","2","0","0"
"","psychophysics","50","465944","0.0-50.0","DIIYA","TEST","","","","","2868","key"," "," ","16.668461988303928","500","250","eb","31","37","27","2","0","0"
"","psychophysics","51","472555","0.0-51.0","DIIYA","TEST","","","","","6610","key"," "," ","16.667207594936762","500","250","eb","54","29","48","2","0","0"
"","psychophysics","52","485633","0.0-52.0","DIIYA","TEST","","","","","13075","key"," "," ","16.666933673469373","500","250","eb","60","42","52","2","0","0"
"","psychophysics","53","492867","0.0-53.0","DIIYA","TEST","","","","","7232","key"," "," ","16.667471131639754","500","250","eb","31","38","26","2","0","0"
"","psychophysics","54","499614","0.0-54.0","DIIYA","TEST","","","","","6745","key"," "," ","16.666336633663395","500","250","eb","40","48","35","2","0","0"
"","psychophysics","55","511466","0.0-55.0","DIIYA","TEST","","","","","11853","key"," "," ","16.6675676056338","500","250","eb","32","26","26","2","0","0"
"","psychophysics","56","522679","0.0-56.0","DIIYA","TEST","","","","","11212","key"," "," ","16.667459821428565","500","250","eb","33","43","27","2","0","0"
"","psychophysics","57","544037","0.0-57.0","DIIYA","TEST","","","","","21356","key"," "," ","16.667260937500032","500","250","inst","","","","","",""
"","psychophysics","58","556781","0.0-58.0","DIIYA","TEST","","","","","12737","key"," "," ","16.666962041884826","500","250","instBr0","NaN","0","300","","0","0"
"","psychophysics","59","564872","0.0-59.0","DIIYA","TEST","","","","","8089","key"," "," ","16.667074226804278","500","250","instBr1","NaN","-40","300","","0","0"
"","psychophysics","60","603264","0.0-60.0","DIIYA","TEST","","","","","38389","key"," "," ","16.667019113814074","500","250","instBr","31","40","300","2","0","0"
"","psychophysics","61","604809","0.0-61.0","DIIYA","TEST","","","","","1543","key"," "," ","16.66827173913075","500","250","inst","","","","","",""
"","psychophysics","62","608030","0.0-62.0","DIIYA","TEST","","","","","3220","key"," "," ","16.66829687499982","500","250","br","27","-8","300","2","-19","-21"
"","psychophysics","63","613920","0.0-63.0","DIIYA","TEST","","","","","5888","key"," "," ","16.667153409090876","500","250","br","26","16","300","2","-11","27"
"","psychophysics","64","622423","0.0-64.0","DIIYA","TEST","","","","","8494","key"," "," ","16.66732023575632","500","250","br","29","-11","300","2","9","27"
"","psychophysics","65","627234","0.0-65.0","DIIYA","TEST","","","","","4806","key"," "," ","16.667572916666863","500","250","br","26","-14","300","2","-10","14"
"","psychophysics","66","630655","0.0-66.0","DIIYA","TEST","","","","","3419","key"," "," ","16.66886764705893","500","250","br","32","9","300","2","26","9"
"","psychophysics","67","634465","0.0-67.0","DIIYA","TEST","","","","","3809","key"," "," ","16.6674035087717","500","250","br","20","-27","300","2","-6","-6"
"","psychophysics","68","640667","0.0-68.0","DIIYA","TEST","","","","","6197","key"," "," ","16.667814016172404","500","250","br","26","46","300","2","-18","0"
"","psychophysics","69","652114","0.0-69.0","DIIYA","TEST","","","","","11444","key"," "," ","16.66771574344034","500","250","br","24","32","300","2","5","-21"
"","psychophysics","70","657595","0.0-70.0","DIIYA","TEST","","","","","5479","key"," "," ","16.66909756097572","500","250","br","25","-35","300","2","3","-23"
"","psychophysics","71","665073","0.0-71.0","DIIYA","TEST","","","","","7476","key"," "," ","16.668051454138585","500","250","br","23","4","300","2","-19","13"
"","psychophysics","72","669771","0.0-72.0","DIIYA","TEST","","","","","4695","key"," "," ","16.66824555160143","500","250","br","23","-7","300","2","-2","15"
"","psychophysics","73","673595","0.0-73.0","DIIYA","TEST","","","","","3822","key"," "," ","16.665262008733503","500","250","br","31","23","300","2","-26","-23"
"","psychophysics","74","677585","0.0-74.0","DIIYA","TEST","","","","","3986","key"," "," ","16.668390756302234","500","250","br","30","46","300","2","14","9"
"","psychophysics","75","682274","0.0-75.0","DIIYA","TEST","","","","","4689","key"," "," ","16.66758571428571","500","250","br","27","-28","300","2","-26","28"
"","psychophysics","76","684543","0.0-76.0","DIIYA","TEST","","","","","2263","key"," "," ","16.66839259259265","500","250","br","23","-10","300","2","19","-3"
"","psychophysics","77","688274","0.0-77.0","DIIYA","TEST","","","","","3725","key"," "," ","16.668632286995432","500","250","inst","","","","","",""
"","psychophysics","78","706090","0.0-78.0","DIIYA","TEST","","","","","17813","key"," "," ","16.667263108614222","500","250","instPog0","366.5","349.5","319.5","2","0","0"
"","psychophysics","79","801383","0.0-79.0","DIIYA","TEST","","","","","95296","key"," "," ","16.670007172848134","500","250","instPog1","432.5","349.5","319.5","2","0","0"
"","psychophysics","80","877953","0.0-80.0","DIIYA","TEST","","","","","76564","key"," "," ","16.667085782712835","500","250","instPog2","401.5","349.5","319.5","2","0","0"
"","psychophysics","81","880118","0.0-81.0","DIIYA","TEST","","","","","2163","key"," "," ","16.668434108527155","500","250","inst","","","","","",""
"","psychophysics","82","899719","0.0-82.0","DIIYA","TEST","","","","","19599","key"," "," ","16.667048510638303","500","250","pog","373.5","343.5","293.5","2","0","0"
"","psychophysics","83","930682","0.0-83.0","DIIYA","TEST","","","","","30959","key"," "," ","16.667032327586263","500","250","pog","412.5","340.5","336.5","2","0","0"
"","psychophysics","84","933575","0.0-84.0","DIIYA","TEST","","","","","2889","key"," "," ","16.66715028901743","500","250","pog","405.5","399.5","325.5","2","0","0"
"","psychophysics","85","974193","0.0-85.0","DIIYA","TEST","","","","","40617","key"," "," ","16.66707594417076","500","250","pog","405.5","322.5","330.5","2","0","0"
"","psychophysics","86","993099","0.0-86.0","DIIYA","TEST","","","","","18910","key"," "," ","16.99694784172654","500","250","pog","448.5","322.5","356.5","2","0","0"
"","psychophysics","87","1011943","0.0-87.0","DIIYA","TEST","","","","","18842","key"," "," ","16.66706997342779","500","250","pog","432.5","332.5","339.5","2","0","0"
"","psychophysics","88","1020865","0.0-88.0","DIIYA","TEST","","","","","8920","key"," "," ","16.66717790262159","500","250","pog","385.5","378.5","304.5","2","0","0"
"","psychophysics","89","1048738","0.0-89.0","DIIYA","TEST","","","","","27866","key"," "," ","16.667075956937815","500","250","pog","407.5","326.5","331.5","2","0","0"
"","psychophysics","90","1056033","0.0-90.0","DIIYA","TEST","","","","","7293","key"," "," ","16.66680733944928","500","250","pog","413.5","256.5","325.5","2","0","0"
"","psychophysics","91","1063186","0.0-91.0","DIIYA","TEST","","","","","7151","key"," "," ","16.66734813084112","500","250","pog","402.5","330.5","307.5","2","0","0"
"","psychophysics","92","1075161","0.0-92.0","DIIYA","TEST","","","","","11972","key"," "," ","16.666816155988823","500","250","pog","425.5","389.5","333.5","2","0","0"
"","psychophysics","93","1082630","0.0-93.0","DIIYA","TEST","","","","","7467","key"," "," ","16.667778523489876","500","250","pog","382.5","322.5","288.5","2","0","0"
"","psychophysics","94","1097556","0.0-94.0","DIIYA","TEST","","","","","14924","key"," "," ","16.667433519553207","500","250","pog","391.5","266.5","297.5","2","0","0"
"","psychophysics","95","1114153","0.0-95.0","DIIYA","TEST","","","","","16598","key"," "," ","16.667473366834344","500","250","pog","396.5","306.5","317.5","2","0","0"
"","psychophysics","96","1123966","0.0-96.0","DIIYA","TEST","","","","","9810","key"," "," ","16.666875638841578","500","250","pog","392.5","368.5","301.5","2","0","0"
"","psychophysics","97","1132916","0.0-97.0","DIIYA","TEST","","","","","8945","key"," "," ","16.667652985074994","500","250","inst","","","","","",""
"","psychophysics","98","1133288","0.0-98.0","DIIYA","TEST","","","","","366","key"," "," ","16.66359090908769","500","250","instZol0","0","0","","","0","0"
"","psychophysics","99","1241797","0.0-99.0","DIIYA","TEST","","","","","108504","key"," "," ","16.669627688998144","500","250","instZol1","0.09999999999999931","-1.3","","","0","0"
"","psychophysics","100","1288432","0.0-100.0","DIIYA","TEST","","","","","46631","key"," "," ","16.66708401859136","500","250","instZol2","-0.8999999999999992","2","","2","0","0"
"","psychophysics","101","1289319","0.0-101.0","DIIYA","TEST","","","","","885","key"," "," ","16.673923076922968","500","250","inst","","","","","",""
"","psychophysics","102","1341055","0.0-102.0","DIIYA","TEST","","","","","51736","key"," "," ","16.66713402061855","500","250","zol","-1.11","-0.39","","2","-5","-24"
"","psychophysics","103","1368740","0.0-103.0","DIIYA","TEST","","","","","27681","key"," "," ","16.667041566265123","500","250","zol","-1.02","0.72","","2","-5","28"
"","psychophysics","104","1382346","0.0-104.0","DIIYA","TEST","","","","","13601","key"," "," ","16.66723435582833","500","250","zol","-1.0699999999999998","-0.73","","2","18","-13"
"","psychophysics","105","1414765","0.0-105.0","DIIYA","TEST","","","","","32413","key"," "," ","16.667145576131617","500","250","zol","-1.0599999999999998","0.16","","2","19","-19"
"","psychophysics","106","1424517","0.0-106.0","DIIYA","TEST","","","","","9750","key"," "," ","16.667419520548023","500","250","zol","-0.7799999999999999","-0.12","","2","29","-10"
"","psychophysics","107","1437349","0.0-107.0","DIIYA","TEST","","","","","12829","key"," "," ","16.666780234070167","500","250","zol","-0.7400000000000001","0.64","","2","-1","-12"
"","psychophysics","108","1466826","0.0-108.0","DIIYA","TEST","","","","","29476","key"," "," ","16.66712613122175","500","250","zol","-0.47999999999999987","-0.62","","2","27","-15"
"","psychophysics","109","1472186","0.0-109.0","DIIYA","TEST","","","","","5357","key"," "," ","16.667309374999604","500","250","zol","-0.9899999999999998","-0.41","","2","-9","-25"
"","psychophysics","110","1477741","0.0-110.0","DIIYA","TEST","","","","","5548","key"," "," ","16.666954954955365","500","250","zol","-0.3500000000000001","-0.15","","2","-26","24"
"","psychophysics","111","1482333","0.0-111.0","DIIYA","TEST","","","","","4590","key"," "," ","16.666864963503297","500","250","zol","-1.2500000000000002","0.65","","2","29","-27"
"","psychophysics","112","1491010","0.0-112.0","DIIYA","TEST","","","","","8667","key"," "," ","16.66734807692298","500","250","zol","-1.7400000000000007","-0.16","","2","9","8"
"","psychophysics","113","1496484","0.0-113.0","DIIYA","TEST","","","","","5472","key"," "," ","16.6669816513758","500","250","zol","-1.5500000000000005","0.55","","2","28","1"
"","psychophysics","114","1502741","0.0-114.0","DIIYA","TEST","","","","","6254","key"," "," ","16.667207999999945","500","250","zol","-1.6500000000000004","0.35","","2","1","-3"
"","psychophysics","115","1506762","0.0-115.0","DIIYA","TEST","","","","","4018","key"," "," ","16.667512499999916","500","250","zol","-1.3100000000000003","-0.29","","2","5","-13"
"","psychophysics","116","1509608","0.0-116.0","DIIYA","TEST","","","","","2843","key"," "," ","16.66574117647046","500","250","zol","-1.9900000000000007","0.49","","2","-17","-25"
