"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","version","start","jitterX","jitterY","parA"
"true","fullscreen","0","2892","0.0-0.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","","","","","","","","","","","","","",""
"true","preload","1","2903","0.0-1.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","7790","0.0-2.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","4856","key"," "," ","16.764150684931504","500","250","inst","","","","","",""
"","psychophysics","3","13262","0.0-3.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","5469","key"," "," ","16.6527256097561","500","250","sample1","","","","","",""
"","psychophysics","4","29624","0.0-4.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","16354","key"," "," ","16.653234454638124","500","250","sample2","100","","","","",""
"","psychophysics","5","34187","0.0-5.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","4559","key"," "," ","16.651945054945042","500","250","sample3","100","","","","",""
"","psychophysics","6","42792","0.0-6.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","8602","key"," "," ","16.65283720930233","500","250","sample4","100","","","","",""
"","psychophysics","7","47129","0.0-7.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","4333","key"," "," ","16.65287644787645","500","250","sample5","","","","","",""
"","psychophysics","8","53718","0.0-8.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","6586","key"," "," ","16.695038071065994","500","250","sample7","500","","","","",""
"","psychophysics","9","58162","0.0-9.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","4441","key"," "," ","16.652815789473674","500","250","inst","","","","","",""
"","psychophysics","10","61969","0.0-10.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","3804","key"," "," ","16.728402654867253","500","250","inst","","","","","",""
"","psychophysics","11","65463","0.0-11.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","3485","key"," "," ","16.654794258373165","500","250","inst","","","","","",""
"","psychophysics","12","67254","0.0-12.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","1788","key"," "," ","16.654439252336395","500","250","inst","","","","","",""
"","psychophysics","13","68417","0.0-13.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","1161","key"," "," ","16.647132352941245","500","250","inst","","","","","",""
"","psychophysics","14","95396","0.0-14.0","6413672a835333b90d961eaa","64b441730ffc3584095effa2","","","","","26975","key"," "," ","16.653029629629636","500","250","instPog0","160","1","190","0","0","160"
