pid task resp start version parA rt time_elapsed
5dd4189ef30aa640b4e9c094 zol -1.29 0.09 2 NA 11178 1236377
5dd4189ef30aa640b4e9c094 zol -1.3 0.7 2 NA 8638 1245027
5dd4189ef30aa640b4e9c094 zol -1.19 0.09 2 NA 10977 1256023
5dd4189ef30aa640b4e9c094 zol -1.37 -0.23 2 NA 8397 1264434
5dd4189ef30aa640b4e9c094 zol -1.25 0.45 2 NA 8391 1272833
5dd4189ef30aa640b4e9c094 zol -0.7 -0.6 2 NA 13936 1286777
5dd4189ef30aa640b4e9c094 zol -1.05 -0.05 2 NA 8894 1295680
5dd4189ef30aa640b4e9c094 zol -1.54 -0.26 2 NA 8233 1303926
5dd4189ef30aa640b4e9c094 zol -1.32 -0.18 2 NA 12391 1316324
5dd4189ef30aa640b4e9c094 zol -1.34 0.04 2 NA 5956 1322293
5dd4189ef30aa640b4e9c094 zol -1.33 0.53 2 NA 7847 1330147
5dd4189ef30aa640b4e9c094 pz 50 48 1 38 5011 1356427
5dd4189ef30aa640b4e9c094 pz 89 44 1 60 30452 1386884
5dd4189ef30aa640b4e9c094 pz 31 27 1 31 4943 1391837
5dd4189ef30aa640b4e9c094 pz 39 47 1 20 9513 1401355
5dd4189ef30aa640b4e9c094 pz 37 45 1 22 5430 1406790
5dd4189ef30aa640b4e9c094 pz 47 47 1 39 3946 1410745
5dd4189ef30aa640b4e9c094 pz 26 23 1 22 5076 1415831
5dd4189ef30aa640b4e9c094 pz 41 31 1 41 6256 1422092
5dd4189ef30aa640b4e9c094 pz 46 43 1 37 5147 1427244
5dd4189ef30aa640b4e9c094 pz 37 50 1 23 11883 1439137
5dd4189ef30aa640b4e9c094 pz 69 38 1 50 7885 1447031
5dd4189ef30aa640b4e9c094 pz 54 54 1 40 2311 1449351
5dd4189ef30aa640b4e9c094 pz 65 22 1 51 8235 1457596
5dd4189ef30aa640b4e9c094 pz 33 54 1 24 6622 1464223
5dd4189ef30aa640b4e9c094 pz 54 37 1 44 5477 1469705
5dd4189ef30aa640b4e9c094 eb 39 52 2 32 13640 1506402
5dd4189ef30aa640b4e9c094 eb 53 43 2 51 8263 1514671
5dd4189ef30aa640b4e9c094 eb 27 49 2 25 8602 1523287
5dd4189ef30aa640b4e9c094 eb 35 33 2 32 5785 1529087
5dd4189ef30aa640b4e9c094 eb 40 38 2 34 5925 1535025
5dd4189ef30aa640b4e9c094 eb 39 40 2 32 3671 1538711
5dd4189ef30aa640b4e9c094 eb 28 37 2 24 8935 1547651
5dd4189ef30aa640b4e9c094 eb 46 50 2 38 7746 1555411
5dd4189ef30aa640b4e9c094 eb 29 47 2 27 9410 1564827
5dd4189ef30aa640b4e9c094 eb 47 47 2 40 3567 1568400
5dd4189ef30aa640b4e9c094 eb 47 38 2 42 9864 1578270
5dd4189ef30aa640b4e9c094 eb 53 32 2 51 9543 1587819
5dd4189ef30aa640b4e9c094 eb 47 29 2 42 8994 1596819
5dd4189ef30aa640b4e9c094 eb 55 48 2 51 4522 1601348
5dd4189ef30aa640b4e9c094 eb 44 30 2 40 10837 1612199
5dd4189ef30aa640b4e9c094 pog 182 209 1 178 11320 1672778
5dd4189ef30aa640b4e9c094 pog 134 112 1 134 14134 1686917
5dd4189ef30aa640b4e9c094 pog 146 200 1 142 19250 1706171
5dd4189ef30aa640b4e9c094 pog 201 210 1 198 7376 1713551
5dd4189ef30aa640b4e9c094 pog 202 114 1 196 11489 1725044
5dd4189ef30aa640b4e9c094 pog 194 165 1 188 8232 1733280
5dd4189ef30aa640b4e9c094 pog 168 168 1 164 4059 1737348
5dd4189ef30aa640b4e9c094 pog 188 210 1 182 8724 1746075
5dd4189ef30aa640b4e9c094 pog 207 151 1 200 5052 1751132
5dd4189ef30aa640b4e9c094 pog 177 178 1 170 6457 1757597
5dd4189ef30aa640b4e9c094 pog 169 133 1 164 9508 1767109
5dd4189ef30aa640b4e9c094 pog 153 93 1 150 6943 1774061
5dd4189ef30aa640b4e9c094 pog 158 120 1 155 6851 1780916
5dd4189ef30aa640b4e9c094 pog 171 87 1 166 7948 1788872
5dd4189ef30aa640b4e9c094 pog 198 122 1 191 7598 1796475
5f5128c3aa1c4e30e4506d2c br -22 13 1 300 7687 156489
5f5128c3aa1c4e30e4506d2c br -18 -44 1 300 8384 164874
5f5128c3aa1c4e30e4506d2c br -17 -19 1 300 8698 173580
5f5128c3aa1c4e30e4506d2c br -20 -24 1 300 7117 180702
5f5128c3aa1c4e30e4506d2c br -11 -20 1 300 12057 192763
5f5128c3aa1c4e30e4506d2c br -20 -23 1 300 15402 208170
5f5128c3aa1c4e30e4506d2c br -22 9 1 300 6573 214747
5f5128c3aa1c4e30e4506d2c br -20 -35 1 300 6956 221706
5f5128c3aa1c4e30e4506d2c br -14 44 1 300 9482 231196
5f5128c3aa1c4e30e4506d2c br -18 -16 1 300 6650 237851
5f5128c3aa1c4e30e4506d2c br -18 2 1 300 7213 245067
5f5128c3aa1c4e30e4506d2c br -16 -5 1 300 5726 250796
5f5128c3aa1c4e30e4506d2c br -21 -48 1 300 9337 260138
5f5128c3aa1c4e30e4506d2c br -21 8 1 300 7021 267163
5f5128c3aa1c4e30e4506d2c br -14 -11 1 300 4601 271771
5f5128c3aa1c4e30e4506d2c pog 416.5 326.5 2 333.5 23402 334670
5f5128c3aa1c4e30e4506d2c pog 431.5 324.5 2 342.5 26425 361098
5f5128c3aa1c4e30e4506d2c pog 405.5 356.5 2 308.5 11694 372795
5f5128c3aa1c4e30e4506d2c pog 425.5 329.5 2 326.5 17658 390458
5f5128c3aa1c4e30e4506d2c pog 440.5 261.5 2 344.5 16201 406666
5f5128c3aa1c4e30e4506d2c pog 412.5 375.5 2 315.5 9805 416474
5f5128c3aa1c4e30e4506d2c pog 455.5 322.5 2 351.5 30890 447371
5f5128c3aa1c4e30e4506d2c pog 377.5 246.5 2 289.5 20572 467946
5f5128c3aa1c4e30e4506d2c pog 444.5 381.5 2 354.5 21628 489579
5f5128c3aa1c4e30e4506d2c pog 413.5 384.5 2 328.5 10618 500202
5f5128c3aa1c4e30e4506d2c pog 436.5 328.5 2 339.5 23874 524079
5f5128c3aa1c4e30e4506d2c pog 425.5 357.5 2 326.5 15316 539402
5f5128c3aa1c4e30e4506d2c pog 460.5 252.5 2 358.5 18432 557838
5f5128c3aa1c4e30e4506d2c pog 442.5 263.5 2 332.5 18505 576346
5f5128c3aa1c4e30e4506d2c pog 409.5 396.5 2 306.5 33947 610298
5f5128c3aa1c4e30e4506d2c eb 40 47 1 34 7831 665353
5f5128c3aa1c4e30e4506d2c eb 54 33 1 49 10556 675914
5f5128c3aa1c4e30e4506d2c eb 41 51 1 34 6666 682585
5f5128c3aa1c4e30e4506d2c eb 54 30 1 47 9023 691611
5f5128c3aa1c4e30e4506d2c eb 55 28 1 52 6555 698174
5f5128c3aa1c4e30e4506d2c eb 45 38 1 38 5428 703611
5f5128c3aa1c4e30e4506d2c eb 45 29 1 40 5436 709053
5f5128c3aa1c4e30e4506d2c eb 29 25 1 27 5191 714248
5f5128c3aa1c4e30e4506d2c eb 58 47 1 51 8527 722778
5f5128c3aa1c4e30e4506d2c eb 40 52 1 32 7325 730105
5f5128c3aa1c4e30e4506d2c eb 46 49 1 40 5163 735273
5f5128c3aa1c4e30e4506d2c eb 45 26 1 40 8814 744095
5f5128c3aa1c4e30e4506d2c eb 54 39 1 48 8148 752249
5f5128c3aa1c4e30e4506d2c eb 37 34 1 30 6955 759208
5f5128c3aa1c4e30e4506d2c eb 54 41 1 45 11404 770617
5f5128c3aa1c4e30e4506d2c zol -0.4 0.5 2 NA 31135 852221
5f5128c3aa1c4e30e4506d2c zol -1.27 -0.73 2 NA 14097 866329
5f5128c3aa1c4e30e4506d2c zol -0.25 0.05 2 NA 30760 897097
5f5128c3aa1c4e30e4506d2c zol -0.04 0.04 2 NA 14217 911320
5f5128c3aa1c4e30e4506d2c zol -0.1 0 2 NA 10517 921848
5f5128c3aa1c4e30e4506d2c zol -0.00999999999999998 -0.29 2 NA 12507 934362
5f5128c3aa1c4e30e4506d2c zol -0.54 -0.06 2 NA 20135 954505
5f5128c3aa1c4e30e4506d2c zol -0.5 -0.7 2 NA 8505 963021
5f5128c3aa1c4e30e4506d2c zol -0.67 -0.53 2 NA 8194 971225
5f5128c3aa1c4e30e4506d2c zol -0.61 0.71 2 NA 11734 982968
5f5128c3aa1c4e30e4506d2c zol -0.24 -0.46 2 NA 9082 992056
5f5128c3aa1c4e30e4506d2c zol -0.39 0.49 2 NA 20375 1012441
5f5128c3aa1c4e30e4506d2c zol 0.07 -0.27 2 NA 25112 1037562
5f5128c3aa1c4e30e4506d2c zol -0.22 0.12 2 NA 33301 1070872
5f5128c3aa1c4e30e4506d2c zol -0.53 0.53 2 NA 7641 1078525
5f5128c3aa1c4e30e4506d2c pz 67 39 1 43 7803 1126488
5f5128c3aa1c4e30e4506d2c pz 82 39 1 55 12940 1139432
5f5128c3aa1c4e30e4506d2c pz 62 22 1 45 5949 1145384
5f5128c3aa1c4e30e4506d2c pz 75 37 1 54 8587 1153976
5f5128c3aa1c4e30e4506d2c pz 65 28 1 49 5628 1159608
5f5128c3aa1c4e30e4506d2c pz 81 35 1 58 8154 1167768
5f5128c3aa1c4e30e4506d2c pz 75 43 1 54 5164 1172936
5f5128c3aa1c4e30e4506d2c pz 42 25 1 26 4732 1177672
5f5128c3aa1c4e30e4506d2c pz 88 56 1 59 11047 1188729
5f5128c3aa1c4e30e4506d2c pz 54 21 1 45 7995 1196730
5f5128c3aa1c4e30e4506d2c pz 67 37 1 47 6513 1203246
5f5128c3aa1c4e30e4506d2c pz 46 24 1 29 4966 1208216
5f5128c3aa1c4e30e4506d2c pz 82 55 1 53 6716 1214936
5f5128c3aa1c4e30e4506d2c pz 56 46 1 47 6891 1221832
5f5128c3aa1c4e30e4506d2c pz 47 26 1 36 5132 1226968
5f5128c3aa1c4e30e4506d2c br 26 -45 2 300 7577 1252023
5f5128c3aa1c4e30e4506d2c br 28 -25 2 300 7060 1259085
5f5128c3aa1c4e30e4506d2c br 29 -38 2 300 6200 1265288
5f5128c3aa1c4e30e4506d2c br 37 10 2 300 3938 1269229
5f5128c3aa1c4e30e4506d2c br 25 15 2 300 4823 1274056
5f5128c3aa1c4e30e4506d2c br 27 -35 2 300 9515 1283578
5f5128c3aa1c4e30e4506d2c br 32 26 2 300 5258 1288840
5f5128c3aa1c4e30e4506d2c br 33 45 2 300 5143 1293992
5f5128c3aa1c4e30e4506d2c br 24 -45 2 300 11706 1305704
5f5128c3aa1c4e30e4506d2c br 28 -34 2 300 13421 1319129
5f5128c3aa1c4e30e4506d2c br 37 -47 2 300 8907 1328040
5f5128c3aa1c4e30e4506d2c br 28 44 2 300 5147 1333194
5f5128c3aa1c4e30e4506d2c br 25 9 2 300 6393 1339593
5f5128c3aa1c4e30e4506d2c br 33 38 2 300 6073 1345672
5f5128c3aa1c4e30e4506d2c br 31 -32 2 300 4798 1350473
5f5128c3aa1c4e30e4506d2c zol 0.83 0.07 1 NA 32879 1403548
5f5128c3aa1c4e30e4506d2c zol 0.23 -0.03 1 NA 24453 1428007
5f5128c3aa1c4e30e4506d2c zol 0.62 -0.52 1 NA 20759 1448777
5f5128c3aa1c4e30e4506d2c zol 0.68 -0.38 1 NA 15750 1464536
5f5128c3aa1c4e30e4506d2c zol 0.41 0.69 1 NA 17621 1482168
5f5128c3aa1c4e30e4506d2c zol 0.32 -0.12 1 NA 23466 1505640
5f5128c3aa1c4e30e4506d2c zol 0.24 0.56 1 NA 20935 1526584
5f5128c3aa1c4e30e4506d2c zol -0.37 0.37 1 NA 2234 1528824
5f5128c3aa1c4e30e4506d2c zol 0.23 0.07 1 NA 13995 1542829
5f5128c3aa1c4e30e4506d2c zol 0.39 -0.39 1 NA 20483 1563320
5f5128c3aa1c4e30e4506d2c zol 0.69 -0.29 1 NA 20762 1584092
5f5128c3aa1c4e30e4506d2c zol 0.68 0.12 1 NA 24979 1609080
5f5128c3aa1c4e30e4506d2c zol 0.34 0.26 1 NA 17738 1626823
5f5128c3aa1c4e30e4506d2c zol 0.58 0.02 1 NA 30151 1656983
5f5128c3aa1c4e30e4506d2c zol 0.16 0.24 1 NA 16890 1673879
5f5128c3aa1c4e30e4506d2c pz 43 54 2 58 11561 1717223
5f5128c3aa1c4e30e4506d2c pz 33 25 2 46 4745 1721975
5f5128c3aa1c4e30e4506d2c pz 30 21 2 41 4537 1726519
5f5128c3aa1c4e30e4506d2c pz 35 27 2 57 4621 1731144
5f5128c3aa1c4e30e4506d2c pz 15 48 2 20 9546 1740696
5f5128c3aa1c4e30e4506d2c pz 22 54 2 29 5051 1745751
5f5128c3aa1c4e30e4506d2c pz 34 37 2 49 5100 1750855
5f5128c3aa1c4e30e4506d2c pz 32 29 2 44 4985 1755847
5f5128c3aa1c4e30e4506d2c pz 18 30 2 23 6110 1761961
5f5128c3aa1c4e30e4506d2c pz 29 34 2 43 5097 1767063
5f5128c3aa1c4e30e4506d2c pz 27 49 2 40 11900 1778967
5f5128c3aa1c4e30e4506d2c pz 42 52 2 59 5997 1784968
5f5128c3aa1c4e30e4506d2c pz 22 45 2 28 7773 1792745
5f5128c3aa1c4e30e4506d2c pz 14 52 2 20 6920 1799671
5f5128c3aa1c4e30e4506d2c pz 32 33 2 52 5904 1805579
5f5128c3aa1c4e30e4506d2c eb 52 41 2 49 5704 1823767
5f5128c3aa1c4e30e4506d2c eb 35 32 2 31 8604 1832376
5f5128c3aa1c4e30e4506d2c eb 43 28 2 41 7208 1839591
5f5128c3aa1c4e30e4506d2c eb 49 31 2 43 9178 1848777
5f5128c3aa1c4e30e4506d2c eb 57 53 2 50 6602 1855383
5f5128c3aa1c4e30e4506d2c eb 59 31 2 53 13482 1868869
5f5128c3aa1c4e30e4506d2c eb 46 38 2 41 9984 1878855
5f5128c3aa1c4e30e4506d2c eb 55 25 2 52 7368 1886231
5f5128c3aa1c4e30e4506d2c eb 27 44 2 25 10267 1896502
5f5128c3aa1c4e30e4506d2c eb 36 29 2 33 6657 1903164
5f5128c3aa1c4e30e4506d2c eb 56 53 2 51 16567 1919735
5f5128c3aa1c4e30e4506d2c eb 37 29 2 35 6747 1926487
5f5128c3aa1c4e30e4506d2c eb 51 45 2 46 4216 1930712
5f5128c3aa1c4e30e4506d2c eb 55 52 2 46 3048 1933767
5f5128c3aa1c4e30e4506d2c eb 57 54 2 51 3419 1937191
5f5128c3aa1c4e30e4506d2c pog 193 131 1 187 24775 2001575
5f5128c3aa1c4e30e4506d2c pog 200 212 1 185 7406 2008986
5f5128c3aa1c4e30e4506d2c pog 171 192 1 153 11145 2020134
5f5128c3aa1c4e30e4506d2c pog 180 153 1 159 11617 2031755
5f5128c3aa1c4e30e4506d2c pog 181 159 1 165 4984 2036741
5f5128c3aa1c4e30e4506d2c pog 171 184 1 158 5635 2042380
5f5128c3aa1c4e30e4506d2c pog 172 89 1 166 12296 2054679
5f5128c3aa1c4e30e4506d2c pog 181 97 1 185 10062 2064744
5f5128c3aa1c4e30e4506d2c pog 171 92 1 163 9901 2074650
5f5128c3aa1c4e30e4506d2c pog 161 128 1 150 6859 2081513
5f5128c3aa1c4e30e4506d2c pog 188 222 1 178 11851 2093367
5f5128c3aa1c4e30e4506d2c pog 146 190 1 131 12813 2106182
5f5128c3aa1c4e30e4506d2c pog 205 216 1 199 12862 2119046
5f5128c3aa1c4e30e4506d2c pog 166 102 1 163 14829 2133878
5f5128c3aa1c4e30e4506d2c pog 162 213 1 150 8028 2141910
5f95c66b95185d4515eeec8d br 41 -40 2 300 3266 55007
5f95c66b95185d4515eeec8d br 37 -36 2 300 2852 57897
5f95c66b95185d4515eeec8d br 30 0 2 300 2909 60812
5f95c66b95185d4515eeec8d br 32 -3 2 300 3107 63925
5f95c66b95185d4515eeec8d br 32 31 2 300 3133 67066
5f95c66b95185d4515eeec8d br 32 -8 2 300 3700 70776
5f95c66b95185d4515eeec8d br 39 18 2 300 1878 72666
5f95c66b95185d4515eeec8d br 29 -30 2 300 4187 76891
5f95c66b95185d4515eeec8d br 34 29 2 300 2221 79121
5f95c66b95185d4515eeec8d br 35 3 2 300 2263 81394
5f95c66b95185d4515eeec8d br 33 3 2 300 1117 82524
5f95c66b95185d4515eeec8d br 40 17 2 300 3423 85953
5f95c66b95185d4515eeec8d br 34 -24 2 300 3345 89304
5f95c66b95185d4515eeec8d br 39 -21 2 300 2935 92243
5f95c66b95185d4515eeec8d br 29 38 2 300 2265 94513
5f95c66b95185d4515eeec8d pog 216 225 1 175 5720 115664
5f95c66b95185d4515eeec8d pog 222 101 1 189 8037 123708
5f95c66b95185d4515eeec8d pog 203 103 1 175 68768 192484
5f95c66b95185d4515eeec8d pog 194 206 1 163 3542 196031
5f95c66b95185d4515eeec8d pog 205 83 1 177 7307 203343
5f95c66b95185d4515eeec8d pog 152 131 1 128 4233 207580
5f95c66b95185d4515eeec8d pog 153 175 1 120 3106 210688
5f95c66b95185d4515eeec8d pog 161 173 1 133 4747 215437
5f95c66b95185d4515eeec8d pog 201 238 1 168 3162 218610
5f95c66b95185d4515eeec8d pog 163 125 1 129 3875 222490
5f95c66b95185d4515eeec8d pog 244 115 1 200 9665 232159
5f95c66b95185d4515eeec8d pog 197 150 1 162 5364 237528
5f95c66b95185d4515eeec8d pog 164 220 1 120 3555 241087
5f95c66b95185d4515eeec8d pog 178 132 1 140 3050 244138
5f95c66b95185d4515eeec8d pog 170 119 1 129 3045 247187
5f95c66b95185d4515eeec8d pz 26 31 2 41 3386 270544
5f95c66b95185d4515eeec8d pz 26 52 2 44 3019 273599
5f95c66b95185d4515eeec8d pz 28 51 2 37 2403 276014
5f95c66b95185d4515eeec8d pz 27 30 2 57 1865 277886
5f95c66b95185d4515eeec8d pz 25 45 2 48 2226 280114
5f95c66b95185d4515eeec8d pz 27 46 2 34 2443 282569
5f95c66b95185d4515eeec8d pz 30 50 2 46 3825 286400
5f95c66b95185d4515eeec8d pz 35 58 2 57 3149 289555
5f95c66b95185d4515eeec8d pz 30 29 2 49 3008 292576
5f95c66b95185d4515eeec8d pz 28 50 2 39 2568 295149
5f95c66b95185d4515eeec8d pz 33 49 2 54 2135 297291
5f95c66b95185d4515eeec8d pz 24 55 2 27 4199 301502
5f95c66b95185d4515eeec8d pz 17 38 2 20 2002 303518
5f95c66b95185d4515eeec8d pz 22 58 2 42 2824 306343
5f95c66b95185d4515eeec8d pz 26 46 2 40 2185 308533
5f95c66b95185d4515eeec8d eb 48 24 2 40 3289 332415
5f95c66b95185d4515eeec8d eb 32 45 2 29 2024 334441
5f95c66b95185d4515eeec8d eb 48 48 2 39 1295 335740
5f95c66b95185d4515eeec8d eb 39 42 2 33 1727 337472
5f95c66b95185d4515eeec8d eb 27 38 2 28 1822 339298
5f95c66b95185d4515eeec8d eb 46 27 2 44 2308 341610
5f95c66b95185d4515eeec8d eb 43 34 2 34 3074 344689
5f95c66b95185d4515eeec8d eb 29 41 2 27 1792 346483
5f95c66b95185d4515eeec8d eb 55 38 2 47 1929 348414
5f95c66b95185d4515eeec8d eb 37 52 2 27 3351 351770
5f95c66b95185d4515eeec8d eb 58 30 2 49 2789 354564
5f95c66b95185d4515eeec8d eb 57 34 2 42 3169 357746
5f95c66b95185d4515eeec8d eb 66 35 2 49 4735 362482
5f95c66b95185d4515eeec8d eb 33 45 2 30 3524 366009
5f95c66b95185d4515eeec8d eb 62 53 2 51 1930 367942
5f95c66b95185d4515eeec8d zol 1.32 -0.62 1 NA 16274 392289
5f95c66b95185d4515eeec8d zol 2.16 -0.46 1 NA 3838 396153
5f95c66b95185d4515eeec8d zol 2.28 -0.68 1 NA 2282 398438
5f95c66b95185d4515eeec8d zol 2.35 0.05 1 NA 2122 400579
5f95c66b95185d4515eeec8d zol 2.24 0.36 1 NA 2169 402761
5f95c66b95185d4515eeec8d zol 1.24 0.06 1 NA 3788 406555
5f95c66b95185d4515eeec8d zol 1.8 -0.2 1 NA 1843 408408
5f95c66b95185d4515eeec8d zol 1.8 0.6 1 NA 2017 410444
5f95c66b95185d4515eeec8d zol 1.88 -0.48 1 NA 1879 412338
5f95c66b95185d4515eeec8d zol 1.36 0.14 1 NA 3293 415643
5f95c66b95185d4515eeec8d zol 1.23 0.67 1 NA 2154 417805
5f95c66b95185d4515eeec8d zol 1.96 -0.16 1 NA 1750 419574
5f95c66b95185d4515eeec8d zol 2.16 0.04 1 NA 1975 421568
5f95c66b95185d4515eeec8d zol 2.59 -0.39 1 NA 1783 423373
5f95c66b95185d4515eeec8d zol 2.81 -0.31 1 NA 2016 425407
5f95c66b95185d4515eeec8d br -20 28 1 300 2789 431346
5f95c66b95185d4515eeec8d br -11 44 1 300 3044 434392
5f95c66b95185d4515eeec8d br -23 7 1 300 2020 436417
5f95c66b95185d4515eeec8d br -31 -3 1 300 1927 438355
5f95c66b95185d4515eeec8d br -37 3 1 300 2258 440651
5f95c66b95185d4515eeec8d br -8 -39 1 300 2156 442816
5f95c66b95185d4515eeec8d br -17 27 1 300 2661 445484
5f95c66b95185d4515eeec8d br -10 42 1 300 2615 448104
5f95c66b95185d4515eeec8d br -23 19 1 300 2330 450445
5f95c66b95185d4515eeec8d br -4 -33 1 300 2091 452538
5f95c66b95185d4515eeec8d br -32 10 1 300 2181 454721
5f95c66b95185d4515eeec8d br -9 50 1 300 3421 458151
5f95c66b95185d4515eeec8d br -18 17 1 300 2253 460413
5f95c66b95185d4515eeec8d br -14 23 1 300 2077 462500
5f95c66b95185d4515eeec8d br -17 -17 1 300 1261 463765
5f95c66b95185d4515eeec8d pog 361.5 394.5 2 283.5 3706 472273
5f95c66b95185d4515eeec8d pog 349.5 328.5 2 285.5 2803 475083
5f95c66b95185d4515eeec8d pog 374.5 271.5 2 329.5 5324 480418
5f95c66b95185d4515eeec8d pog 343.5 329.5 2 294.5 2461 482883
5f95c66b95185d4515eeec8d pog 387.5 259.5 2 337.5 7364 490254
5f95c66b95185d4515eeec8d pog 408.5 246.5 2 352.5 8611 498874
5f95c66b95185d4515eeec8d pog 367.5 286.5 2 309.5 5134 504025
5f95c66b95185d4515eeec8d pog 382.5 359.5 2 319.5 3142 507176
5f95c66b95185d4515eeec8d pog 402.5 327.5 2 348.5 6919 514099
5f95c66b95185d4515eeec8d pog 378.5 356.5 2 329.5 2573 516683
5f95c66b95185d4515eeec8d pog 380.5 363.5 2 332.5 4586 521275
5f95c66b95185d4515eeec8d pog 405.5 380.5 2 355.5 4256 525541
5f95c66b95185d4515eeec8d pog 369.5 363.5 2 286.5 1916 527461
5f95c66b95185d4515eeec8d pog 383.5 354.5 2 324.5 6308 533775
5f95c66b95185d4515eeec8d pog 433.5 382.5 2 351.5 7983 541759
5f95c66b95185d4515eeec8d pz 74 43 1 48 8548 552798
5f95c66b95185d4515eeec8d pz 75 38 1 48 2392 555195
5f95c66b95185d4515eeec8d pz 75 52 1 48 1956 557159
5f95c66b95185d4515eeec8d pz 31 45 1 22 2173 559341
5f95c66b95185d4515eeec8d pz 46 32 1 33 1729 561076
5f95c66b95185d4515eeec8d pz 55 42 1 36 3701 564783
5f95c66b95185d4515eeec8d pz 41 28 1 24 2233 567026
5f95c66b95185d4515eeec8d pz 84 40 1 57 3448 570488
5f95c66b95185d4515eeec8d pz 76 30 1 42 2889 573380
5f95c66b95185d4515eeec8d pz 38 60 1 25 2570 575957
5f95c66b95185d4515eeec8d pz 50 26 1 30 2094 578060
5f95c66b95185d4515eeec8d pz 40 56 1 24 2229 580295
5f95c66b95185d4515eeec8d pz 100 30 1 57 8907 589216
5f95c66b95185d4515eeec8d pz 96 23 1 51 5527 594749
5f95c66b95185d4515eeec8d pz 78 35 1 53 2967 597725
5f95c66b95185d4515eeec8d eb 39 26 1 34 4957 605610
5f95c66b95185d4515eeec8d eb 54 41 1 42 1960 607574
5f95c66b95185d4515eeec8d eb 61 35 1 45 2364 609942
5f95c66b95185d4515eeec8d eb 55 31 1 45 2124 612072
5f95c66b95185d4515eeec8d eb 33 27 1 25 1926 614000
5f95c66b95185d4515eeec8d eb 42 37 1 30 2008 616012
5f95c66b95185d4515eeec8d eb 51 36 1 35 1786 617805
5f95c66b95185d4515eeec8d eb 48 47 1 41 3716 621525
5f95c66b95185d4515eeec8d eb 44 25 1 47 3222 624749
5f95c66b95185d4515eeec8d eb 60 49 1 54 1652 626403
5f95c66b95185d4515eeec8d eb 33 34 1 28 1488 627893
5f95c66b95185d4515eeec8d eb 55 27 1 48 2199 630095
5f95c66b95185d4515eeec8d eb 39 32 1 26 2193 632297
5f95c66b95185d4515eeec8d eb 39 28 1 28 1868 634172
5f95c66b95185d4515eeec8d eb 48 30 1 33 2438 636614
5f95c66b95185d4515eeec8d zol -2.02 0.52 2 NA 9985 649476
5f95c66b95185d4515eeec8d zol -1.97 -0.13 2 NA 2622 652115
5f95c66b95185d4515eeec8d zol -1.77 -0.63 2 NA 2482 654619
5f95c66b95185d4515eeec8d zol -2.6 0 2 NA 5258 659900
5f95c66b95185d4515eeec8d zol -1.68 -0.62 2 NA 4530 664448
5f95c66b95185d4515eeec8d zol -1.81 -0.19 2 NA 2613 667076
5f95c66b95185d4515eeec8d zol -2.05 0.05 2 NA 2850 669937
5f95c66b95185d4515eeec8d zol -2.56 0.36 2 NA 2899 672850
5f95c66b95185d4515eeec8d zol -1.69 -0.61 2 NA 4168 677035
5f95c66b95185d4515eeec8d zol -2.11 -0.69 2 NA 5399 682452
5f95c66b95185d4515eeec8d zol -1.93 -0.67 2 NA 2508 684976
5f95c66b95185d4515eeec8d zol -2.32 0.02 2 NA 2286 687271
5f95c66b95185d4515eeec8d zol -2.68 0.48 2 NA 2678 689955
5f95c66b95185d4515eeec8d zol -2.83 0.23 2 NA 3322 693286
5f95c66b95185d4515eeec8d zol -1.87 0.37 2 NA 6515 699809
60fe229a550418f2f7e5d541 br -24 8 1 300 3079 83644
60fe229a550418f2f7e5d541 br -12 32 1 300 4110 87758
60fe229a550418f2f7e5d541 br -16 33 1 300 2809 90571
60fe229a550418f2f7e5d541 br -21 -50 1 300 4142 94716
60fe229a550418f2f7e5d541 br -22 29 1 300 5880 100602
60fe229a550418f2f7e5d541 br -12 43 1 300 4582 105189
60fe229a550418f2f7e5d541 br -23 -22 1 300 3558 108752
60fe229a550418f2f7e5d541 br -28 -44 1 300 3732 112490
60fe229a550418f2f7e5d541 br -26 27 1 300 6992 119486
60fe229a550418f2f7e5d541 br -21 2 1 300 4059 123551
60fe229a550418f2f7e5d541 br -28 8 1 300 4774 128331
60fe229a550418f2f7e5d541 br -27 -27 1 300 1651 129986
60fe229a550418f2f7e5d541 br -22 -22 1 300 1079 131071
60fe229a550418f2f7e5d541 br -18 -18 1 300 1208 132284
60fe229a550418f2f7e5d541 br -19 20 1 300 4082 136370
60fe229a550418f2f7e5d541 pz 38 37 1 31 2505 167380
60fe229a550418f2f7e5d541 pz 32 48 1 20 4639 172023
60fe229a550418f2f7e5d541 pz 26 26 1 21 1557 173587
60fe229a550418f2f7e5d541 pz 80 47 1 59 9705 183302
60fe229a550418f2f7e5d541 pz 75 49 1 45 3755 187061
60fe229a550418f2f7e5d541 pz 60 57 1 37 2040 189108
60fe229a550418f2f7e5d541 pz 77 33 1 54 3983 193098
60fe229a550418f2f7e5d541 pz 71 37 1 58 3626 196728
60fe229a550418f2f7e5d541 pz 38 40 1 25 4310 201045
60fe229a550418f2f7e5d541 pz 72 54 1 56 3499 204550
60fe229a550418f2f7e5d541 pz 74 48 1 53 4660 209216
60fe229a550418f2f7e5d541 pz 43 43 1 29 2350 211570
60fe229a550418f2f7e5d541 pz 32 52 1 23 8890 220464
60fe229a550418f2f7e5d541 pz 51 51 1 31 2076 222549
60fe229a550418f2f7e5d541 pz 45 59 1 22 3646 226202
