"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"","psychophysics","53","414549","0.0-53.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","15607","key"," "," ","16.66599999999999","500","250","eb","50","31","46","2","0","0"
"","psychophysics","54","420004","0.0-54.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5452","key"," "," ","16.66599999999994","500","250","eb","41","49","37","2","0","0"
"","psychophysics","55","426438","0.0-55.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6430","key"," "," ","16.665999999999933","500","250","eb","45","42","44","2","0","0"
"","psychophysics","56","430755","0.0-56.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4315","key"," "," ","16.665999999999922","500","250","eb","49","45","47","2","0","0"
"","psychophysics","57","431986","0.0-57.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1227","key"," "," ","16.665999999999432","500","250","inst","","","","","",""
"","psychophysics","58","434238","0.0-58.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2248","key"," "," ","16.666000000000047","500","250","instZol0","0","0","","","0","0"
"","psychophysics","59","449492","0.0-59.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","15241","key"," "," ","16.666876367614904","500","250","instZol1","0.20000000000000004","-1.3","","","0","0"
"","psychophysics","60","470886","0.0-60.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","21389","key"," "," ","16.666624318004708","500","250","instZol2","-0.8999999999999992","2","","2","0","0"
"","psychophysics","61","472089","0.0-61.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1201","key"," "," ","16.66600000000031","500","250","inst","","","","","",""
"","psychophysics","62","479188","0.0-62.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7088","key"," "," ","16.66788470588241","500","250","zol","-0.8099999999999999","0.51","","2","5","-29"
"","psychophysics","63","491654","0.0-63.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","12461","key"," "," ","16.665999999999972","500","250","zol","-0.8599999999999999","-0.54","","2","-26","-10"
"","psychophysics","64","506090","0.0-64.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","14432","key"," "," ","16.66692601156063","500","250","zol","-1.4800000000000002","0.38","","2","-5","-16"
"","psychophysics","65","514423","0.0-65.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8329","key"," "," ","16.665999999999947","500","250","zol","-1.27","-0.03","","2","-16","24"
"","psychophysics","66","535877","0.0-66.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","21449","key"," "," ","16.66724572317266","500","250","zol","-0.9299999999999998","-0.67","","2","-4","25"
"","psychophysics","67","547070","0.0-67.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11188","key"," "," ","16.66599999999991","500","250","zol","-1.2100000000000002","-0.69","","2","16","-30"
"","psychophysics","68","567778","0.0-68.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","20704","key"," "," ","16.6666446414182","500","250","zol","-1.17","-0.73","","2","-20","-7"
"","psychophysics","69","577238","0.0-69.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9453","key"," "," ","16.667412698412818","500","250","zol","-0.8599999999999999","-0.54","","2","-7","0"
"","psychophysics","70","584858","0.0-70.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7617","key"," "," ","16.665999999999993","500","250","zol","-1.2700000000000002","-0.43","","2","-10","8"
"","psychophysics","71","591524","0.0-71.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6662","key"," "," ","16.66600000000014","500","250","zol","-1.1400000000000001","0.54","","2","2","15"
"","psychophysics","72","598836","0.0-72.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7308","key"," "," ","16.6678287671232","500","250","zol","-1.4600000000000002","-0.14","","2","24","20"
"","psychophysics","73","611412","0.0-73.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","12572","key"," "," ","16.665999999999872","500","250","zol","-1.15","0.35","","2","-19","-9"
"","psychophysics","74","616495","0.0-74.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5079","key"," "," ","16.668634868421098","500","250","zol","-0.91","0.51","","2","-11","19"
"","psychophysics","75","622423","0.0-75.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5924","key"," "," ","16.665999999999816","500","250","zol","-1.2400000000000002","-0.16","","2","-14","1"
"","psychophysics","76","625689","0.0-76.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3261","key"," "," ","16.665999999999976","500","250","zol","-1.19","0.59","","2","8","29"
"","psychophysics","77","626772","0.0-77.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1080","key"," "," ","16.665999999999258","500","250","inst","","","","","",""
"","psychophysics","78","628904","0.0-78.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2127","key"," "," ","16.665999999999503","500","250","instBr0","NaN","0","300","","0","0"
"","psychophysics","79","640644","0.0-79.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11731","key"," "," ","16.667139402560554","500","250","instBr1","NaN","-40","300","","0","0"
"","psychophysics","80","654396","0.0-80.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","13749","key"," "," ","16.665999999999983","500","250","instBr","23","40","300","2","0","0"
"","psychophysics","81","655381","0.0-81.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","980","key"," "," ","16.679793103447523","500","250","inst","","","","","",""
"","psychophysics","82","669587","0.0-82.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","14206","key"," "," ","16.666000000000036","500","250","br","25","-50","300","2","7","28"
"","psychophysics","83","674590","0.0-83.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5005","key"," "," ","16.665999999999872","500","250","br","18","-24","300","2","19","-13"
"","psychophysics","84","678463","0.0-84.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3872","key"," "," ","16.66945258620675","500","250","br","24","-1","300","2","18","-1"
"","psychophysics","85","683098","0.0-85.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4636","key"," "," ","16.666000000000274","500","250","br","27","7","300","2","8","26"
"","psychophysics","86","688790","0.0-86.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5692","key"," "," ","16.666000000000086","500","250","br","29","-28","300","2","-1","-23"
"","psychophysics","87","690894","0.0-87.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2103","key"," "," ","16.666","500","250","br","25","-3","300","2","24","14"
"","psychophysics","88","699174","0.0-88.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8279","key"," "," ","16.667614919354815","500","250","br","24","-50","300","2","-23","-29"
"","psychophysics","89","706448","0.0-89.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7273","key"," "," ","16.665999999999915","500","250","br","27","44","300","2","16","-12"
"","psychophysics","90","707981","0.0-90.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1529","key"," "," ","16.666000000000317","500","250","br","24","-6","300","2","27","-6"
"","psychophysics","91","715855","0.0-91.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7865","key"," "," ","16.66769491525424","500","250","br","24","49","300","2","-16","3"
"","psychophysics","92","718111","0.0-92.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2255","key"," "," ","16.66600000000048","500","250","br","22","-12","300","2","-11","30"
"","psychophysics","93","722727","0.0-93.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4615","key"," "," ","16.66599999999997","500","250","br","22","-21","300","2","-4","29"
"","psychophysics","94","730436","0.0-94.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7700","key"," "," ","16.665999999999833","500","250","br","26","50","300","2","-16","17"
"","psychophysics","95","735302","0.0-95.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4865","key"," "," ","28.366175438596713","500","250","br","24","-25","300","2","-18","11"
"","psychophysics","96","744876","0.0-96.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9572","key"," "," ","16.66600000000003","500","250","br","23","38","300","2","-3","-4"
"","psychophysics","97","745809","0.0-97.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","930","key"," "," ","16.666000000000086","500","250","inst","","","","","",""
"","psychophysics","98","759970","0.0-98.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","14159","key"," "," ","16.666938751472355","500","250","instPog0","366.5","349.5","319.5","2","0","0"
"","psychophysics","99","773212","0.0-99.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","13240","key"," "," ","16.666000000000043","500","250","instPog1","414.5","349.5","319.5","2","0","0"
"","psychophysics","100","795958","0.0-100.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","22738","key"," "," ","16.667174486803486","500","250","instPog2","394.5","349.5","319.5","2","0","0"
"","psychophysics","101","796970","0.0-101.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1010","key"," "," ","16.66600000000132","500","250","inst","","","","","",""
"","psychophysics","102","800320","0.0-102.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3348","key"," "," ","16.665999999999766","500","250","pog","378.5","382.5","292.5","2","0","0"
"","psychophysics","103","808885","0.0-103.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8564","key"," "," ","16.66599999999988","500","250","pog","404.5","365.5","340.5","2","0","0"
"","psychophysics","104","826307","0.0-104.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","17422","key"," "," ","16.666767241379294","500","250","pog","381.5","255.5","317.5","2","0","0"
"","psychophysics","105","839722","0.0-105.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","13411","key"," "," ","16.666996268656735","500","250","pog","385.5","250.5","337.5","2","0","0"
"","psychophysics","106","843888","0.0-106.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4163","key"," "," ","16.66600000000013","500","250","pog","380.5","350.5","311.5","2","0","0"
"","psychophysics","107","855789","0.0-107.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11899","key"," "," ","16.667123422159868","500","250","pog","370.5","315.5","300.5","2","0","0"
"","psychophysics","108","867993","0.0-108.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","12201","key"," "," ","16.66599999999987","500","250","pog","399.5","279.5","348.5","2","0","0"
"","psychophysics","109","869834","0.0-109.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1840","key"," "," ","16.666000000000086","500","250","pog","393.5","393.5","311.5","2","0","0"
"","psychophysics","110","873885","0.0-110.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4044","key"," "," ","16.666000000000086","500","250","pog","379.5","370.5","312.5","2","0","0"
"","psychophysics","111","880372","0.0-111.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6485","key"," "," ","16.668064432989773","500","250","pog","404.5","357.5","347.5","2","0","0"
"","psychophysics","112","886368","0.0-112.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5995","key"," "," ","16.666000000000114","500","250","pog","365.5","340.5","287.5","2","0","0"
"","psychophysics","113","889474","0.0-113.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3104","key"," "," ","16.665999999999798","500","250","pog","363.5","344.5","308.5","2","0","0"
"","psychophysics","114","895382","0.0-114.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5906","key"," "," ","16.668269121813292","500","250","pog","412.5","371.5","352.5","2","0","0"
"","psychophysics","115","904412","0.0-115.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9029","key"," "," ","16.66599999999997","500","250","pog","371.5","290.5","299.5","2","0","0"
"","psychophysics","116","915563","0.0-116.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11148","key"," "," ","16.667199101796427","500","250","pog","380.5","263.5","320.5","2","0","0"
"","psychophysics","117","917007","0.0-117.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1442","key"," "," ","16.666000000000825","500","250","inst","","","","","",""
"","psychophysics","118","922570","0.0-118.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5560","key"," "," ","16.66600000000015","500","250","instPog0","160","190","160","1","0","0"
"","psychophysics","119","930894","0.0-119.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8322","key"," "," ","16.665999999999894","500","250","instPog1","161","190","160","1","0","0"
"","psychophysics","120","935653","0.0-120.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4757","key"," "," ","16.6688105263155","500","250","instPog2","167","190","160","1","0","0"
"","psychophysics","121","936769","0.0-121.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1114","key"," "," ","16.666000000000086","500","250","inst","","","","","",""
"","psychophysics","122","939545","0.0-122.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2774","key"," "," ","16.666000000000086","500","250","pog","151","161","146","1","0","0"
"","psychophysics","123","948278","0.0-123.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8721","key"," "," ","16.665999999999944","500","250","pog","138","203","122","1","0","0"
"","psychophysics","124","958270","0.0-124.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9990","key"," "," ","16.66733555926534","500","250","pog","166","139","162","1","0","0"
"","psychophysics","125","965793","0.0-125.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7519","key"," "," ","16.666000000000157","500","250","pog","186","125","176","1","0","0"
"","psychophysics","126","970909","0.0-126.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5114","key"," "," ","16.66599999999991","500","250","pog","192","216","177","1","0","0"
"","psychophysics","127","977291","0.0-127.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6380","key"," "," ","16.668094240837544","500","250","pog","190","158","175","1","0","0"
"","psychophysics","128","985056","0.0-128.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7763","key"," "," ","16.666000000000132","500","250","pog","170","215","153","1","0","0"
"","psychophysics","129","988207","0.0-129.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3148","key"," "," ","16.665999999999915","500","250","pog","148","157","128","1","0","0"
"","psychophysics","130","992669","0.0-130.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4460","key"," "," ","16.665999999999727","500","250","pog","177","202","159","1","0","0"
"","psychophysics","131","999554","0.0-131.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6884","key"," "," ","16.66794660194179","500","250","pog","179","130","146","1","0","0"
"","psychophysics","132","1010397","0.0-132.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10841","key"," "," ","16.665999999999904","500","250","pog","219","166","191","1","0","0"
"","psychophysics","133","1017393","0.0-133.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6992","key"," "," ","16.667909307876016","500","250","pog","176","223","154","1","0","0"
"","psychophysics","134","1036158","0.0-134.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","18761","key"," "," ","16.66671199999998","500","250","pog","174","174","162","1","0","0"
"","psychophysics","135","1038195","0.0-135.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2036","key"," "," ","16.666000000000086","500","250","pog","179","171","168","1","0","0"
"","psychophysics","136","1045850","0.0-136.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7638","key"," "," ","16.66600000000004","500","250","pog","161","103","146","1","0","0"
"","psychophysics","137","1046684","0.0-137.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","832","key"," "," ","16.665999999999222","500","250","inst","","","","","",""
"","psychophysics","138","1054534","0.0-138.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7849","key"," "," ","16.66599999999979","500","250","instBr","-22","40","300","1","0","0"
"","psychophysics","139","1055370","0.0-139.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","831","key"," "," ","16.68234693877665","500","250","inst","","","","","",""
"","psychophysics","140","1057504","0.0-140.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2132","key"," "," ","16.665999999999503","500","250","br","-24","-26","300","1","23","8"
"","psychophysics","141","1064793","0.0-141.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7279","key"," "," ","16.66599999999984","500","250","br","-14","41","300","1","21","28"
"","psychophysics","142","1068054","0.0-142.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3258","key"," "," ","16.666000000000572","500","250","br","-16","-35","300","1","-12","-29"
"","psychophysics","143","1075738","0.0-143.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7680","key"," "," ","16.66739999999991","500","250","br","-26","46","300","1","-3","28"
"","psychophysics","144","1078999","0.0-144.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3261","key"," "," ","16.666000000000572","500","250","br","-17","0","300","1","-7","9"
"","psychophysics","145","1082870","0.0-145.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3869","key"," "," ","16.66599999999958","500","250","br","-22","9","300","1","1","24"
"","psychophysics","146","1092160","0.0-146.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9287","key"," "," ","16.66600000000016","500","250","br","-27","45","300","1","7","18"
"","psychophysics","147","1098912","0.0-147.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6750","key"," "," ","16.66785891089095","500","250","br","-33","-30","300","1","6","-4"
