"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"true","fullscreen","0","3131","0.0-0.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","","","","","","","","","","","","","",""
"true","preload","1","3136","0.0-1.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","5672","0.0-2.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2522","key"," "," ","16.666","500","250","inst","","","","","",""
"","psychophysics","3","8280","0.0-3.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2607","key"," "," ","16.665999999999997","500","250","sample1","","","","","",""
"","psychophysics","4","21912","0.0-4.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","13628","key"," "," ","16.666980416156672","500","250","sample2","102","","","","",""
"","psychophysics","5","32394","0.0-5.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10480","key"," "," ","16.666000000000004","500","250","sample3","100","","","","",""
"","psychophysics","6","45811","0.0-6.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","13415","key"," "," ","16.666996268656717","500","250","sample4","102","","","","",""
"","psychophysics","7","51589","0.0-7.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5771","key"," "," ","17.06046153846152","500","250","sample5","","","","","",""
"","psychophysics","8","63192","0.0-8.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11600","key"," "," ","16.66715395683453","500","250","sample7","500","","","","",""
"","psychophysics","9","67019","0.0-9.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","3824","key"," "," ","16.66600000000001","500","250","inst","","","","","",""
"","psychophysics","10","72377","0.0-10.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5355","key"," "," ","16.665999999999986","500","250","inst","","","","","",""
"","psychophysics","11","77803","0.0-11.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5424","key"," "," ","16.668464615384583","500","250","inst","","","","","",""
"","psychophysics","12","79188","0.0-12.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1383","key"," "," ","16.665999999999922","500","250","inst","","","","","",""
"","psychophysics","13","80887","0.0-13.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1696","key"," "," ","16.666000000000032","500","250","inst","","","","","",""
"","psychophysics","14","86576","0.0-14.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5686","key"," "," ","16.666000000000007","500","250","instPz0","50","50","50","2","",""
"","psychophysics","15","101827","0.0-15.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","15249","key"," "," ","16.666876367614872","500","250","instPz1","47","25","50","2","",""
"","psychophysics","16","110934","0.0-16.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9099","key"," "," ","16.665999999999997","500","250","instPz2","24","15","25","2","",""
"","psychophysics","17","126161","0.0-17.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","15221","key"," "," ","16.666879385964915","500","250","instPz3","46","25","50","2","",""
"","psychophysics","18","136488","0.0-18.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10325","key"," "," ","16.66729240710822","500","250","instPz4","27","15","30","2","",""
"","psychophysics","19","139156","0.0-19.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2666","key"," "," ","16.666","500","250","inst","","","","","",""
"","psychophysics","20","154444","0.0-20.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","15286","key"," "," ","16.666875545851536","500","250","pz","27","47","28","2","",""
"","psychophysics","21","162780","0.0-21.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8335","key"," "," ","16.666000000000004","500","250","pz","30","37","28","2","",""
"","psychophysics","22","171922","0.0-22.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9137","key"," "," ","16.66600000000004","500","250","pz","34","59","32","2","",""
"","psychophysics","23","176676","0.0-23.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4751","key"," "," ","16.66881690140841","500","250","pz","33","33","32","2","",""
"","psychophysics","24","185984","0.0-24.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9305","key"," "," ","16.665999999999993","500","250","pz","31","22","32","2","",""
"","psychophysics","25","196233","0.0-25.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10247","key"," "," ","16.667304560260597","500","250","pz","22","38","24","2","",""
"","psychophysics","26","203185","0.0-26.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6945","key"," "," ","16.66600000000003","500","250","pz","40","23","43","2","",""
"","psychophysics","27","210702","0.0-27.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7514","key"," "," ","16.66599999999996","500","250","pz","25","44","27","2","",""
"","psychophysics","28","219505","0.0-28.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8797","key"," "," ","16.66751802656542","500","250","pz","34","57","35","2","",""
"","psychophysics","29","225208","0.0-29.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5700","key"," "," ","16.666","500","250","pz","34","47","33","2","",""
"","psychophysics","30","235573","0.0-30.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10361","key"," "," ","16.667289855072443","500","250","pz","49","36","51","2","",""
"","psychophysics","31","245652","0.0-31.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","10076","key"," "," ","16.665999999999993","500","250","pz","51","60","52","2","",""
"","psychophysics","32","252221","0.0-32.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","6566","key"," "," ","16.666000000000032","500","250","pz","18","50","21","2","",""
"","psychophysics","33","259884","0.0-33.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7660","key"," "," ","16.66774291938999","500","250","pz","21","58","21","2","",""
"","psychophysics","34","267070","0.0-34.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7184","key"," "," ","16.665999999999944","500","250","pz","60","57","59","2","",""
"","psychophysics","35","271807","0.0-35.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4735","key"," "," ","16.66600000000001","500","250","inst","","","","","",""
"","psychophysics","36","274154","0.0-36.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2342","key"," "," ","17.030948905109845","500","250","instEB0","40","40","40","","0","0"
"","psychophysics","37","283504","0.0-37.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","9343","key"," "," ","16.66743214285712","500","250","instEB1","69","30","70","2","0","0"
"","psychophysics","38","294837","0.0-38.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11330","key"," "," ","16.66717820324001","500","250","instEB2","41","60","40","2","0","0"
"","psychophysics","39","307722","0.0-39.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","12881","key"," "," ","16.666000000000004","500","250","instEB3","70","45","65","2","0","0"
"","psychophysics","40","316105","0.0-40.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8379","key"," "," ","16.667597609561792","500","250","instEB4","43","40","40","2","0","0"
"","psychophysics","41","333428","0.0-41.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","17322","key"," "," ","16.66599999999996","500","250","inst","","","","","",""
"","psychophysics","42","337719","0.0-42.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4288","key"," "," ","16.669112840466923","500","250","eb","36","27","31","2","0","0"
"","psychophysics","43","339438","0.0-43.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","1716","key"," "," ","16.66600000000029","500","250","eb","31","28","25","2","0","0"
"","psychophysics","44","344086","0.0-44.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4645","key"," "," ","16.66600000000016","500","250","eb","48","43","47","2","0","0"
"","psychophysics","45","351354","0.0-45.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7265","key"," "," ","16.666000000000047","500","250","eb","54","25","52","2","0","0"
"","psychophysics","46","362439","0.0-46.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","11080","key"," "," ","16.66720481927716","500","250","eb","35","52","30","2","0","0"
"","psychophysics","47","368203","0.0-47.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","5759","key"," "," ","16.666000000000054","500","250","eb","49","54","43","2","0","0"
"","psychophysics","48","376970","0.0-48.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","8764","key"," "," ","16.6675276190476","500","250","eb","46","54","41","2","0","0"
"","psychophysics","49","383975","0.0-49.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7003","key"," "," ","16.666000000000007","500","250","eb","56","24","50","2","0","0"
"","psychophysics","50","388222","0.0-50.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","4243","key"," "," ","16.66599999999996","500","250","eb","45","43","41","2","0","0"
"","psychophysics","51","396053","0.0-51.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","7827","key"," "," ","16.667707889125737","500","250","eb","25","39","24","2","0","0"
"","psychophysics","52","398939","0.0-52.0","63e84e3cf268c03296055d60","64b4412020cdcda348116b39","","","","","2883","key"," "," ","16.66599999999981","500","250","eb","39","39","40","2","0","0"
