"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","start","version","jitterX","jitterY","parA"
"true","fullscreen","0","7862","0.0-0.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","","","","","","","","","","","","","",""
"true","preload","1","7866","0.0-1.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","14035","0.0-2.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","6146","key"," "," ","16.666667567567565","500","250","inst","","","","","",""
"","psychophysics","3","22277","0.0-3.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","8241","key"," "," ","16.666261133603236","500","250","sample1","","","","","",""
"","psychophysics","4","45741","0.0-4.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","23460","key"," "," ","16.666607396870553","500","250","sample2","102","","","","",""
"","psychophysics","5","50916","0.0-5.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","5170","key"," "," ","16.667067741935476","500","250","sample3","70","","","","",""
"","psychophysics","6","71464","0.0-6.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","20541","key"," "," ","16.666475649350655","500","250","sample4","102","","","","",""
"","psychophysics","7","85344","0.0-7.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","13876","key"," "," ","16.666753309265946","500","250","sample5","","","","","",""
"","psychophysics","8","124568","0.0-8.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","39219","key"," "," ","16.666719082022947","500","250","sample7","496","","","","",""
"","psychophysics","9","133208","0.0-9.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","8637","key"," "," ","16.666655705996117","500","250","inst","","","","","",""
"","psychophysics","10","140030","0.0-10.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","6820","key"," "," ","16.666290953545175","500","250","inst","","","","","",""
"","psychophysics","11","146774","0.0-11.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","6743","key"," "," ","16.666071960297757","500","250","inst","","","","","",""
"","psychophysics","12","149112","0.0-12.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","2336","key"," "," ","16.667316546762468","500","250","inst","","","","","",""
"","psychophysics","13","151936","0.0-13.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","2820","key"," "," ","16.667994082840256","500","250","inst","","","","","",""
"","psychophysics","14","158016","0.0-14.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","6078","key"," "," ","16.666571428571462","500","250","instEB0","40","40","","0","0","40"
"","psychophysics","15","177694","0.0-15.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","19675","key"," "," ","16.66658439355385","500","250","instEB1","70","30","1","0","0","70"
"","psychophysics","16","219976","0.0-16.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","42280","key"," "," ","16.666767350157738","500","250","instEB2","41","60","1","0","0","40"
"","psychophysics","17","263743","0.0-17.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","43760","key"," "," ","16.666747809523805","500","250","instEB3","68","45","1","0","0","65"
"","psychophysics","18","296631","0.0-18.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","32881","key"," "," ","16.666762797769916","500","250","instEB4","41","40","1","0","0","40"
"","psychophysics","19","300360","0.0-19.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","3726","key"," "," ","16.666770270270472","500","250","inst","","","","","",""
"","psychophysics","20","329583","0.0-20.0","63ef9843b07ad9b01c938c51","64b4417ae48a9004cde04e46","","","","","29217","key"," "," ","16.666784940102687","500","250","eb","27","42","1","0","0","27"
