"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","version","jitterX","jitterY","start","parA"
"true","fullscreen","0","2951","0.0-0.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","","","","","","","","","","","","","",""
"true","preload","1","2953","0.0-1.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","false","[]","[]","[]","","","","","","","","","","","","","",""
"","psychophysics","2","6913","0.0-2.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3948","key"," "," ","16.644810924369747","500","250","inst","","","","","",""
"","psychophysics","3","8675","0.0-3.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","1759","key"," "," ","16.64768571428571","500","250","sample1","","","","","",""
"","psychophysics","4","10187","0.0-4.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","1510","key"," "," ","16.65142222222221","500","250","sample2","130","","","","",""
"","psychophysics","5","18131","0.0-5.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","7942","key"," "," ","16.651048319327735","500","250","sample3","114","","","","",""
"","psychophysics","6","24298","0.0-6.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","6165","key"," "," ","16.69819293478261","500","250","sample4","100","","","","",""
"","psychophysics","7","26757","0.0-7.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2441","key"," "," ","16.651088435374145","500","250","sample5","","","","","",""
"","psychophysics","8","35309","0.0-8.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","8544","key"," "," ","16.650365234374995","500","250","sample7","504","","","","",""
"","psychophysics","9","36750","0.0-9.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","1420","key"," "," ","16.654813953488354","500","250","inst","","","","","",""
"","psychophysics","10","37628","0.0-10.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","871","key"," "," ","16.650607843137337","500","250","inst","","","","","",""
"","psychophysics","11","38298","0.0-11.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","657","key"," "," ","16.664424999999937","500","250","inst","","","","","",""
"","psychophysics","12","38976","0.0-12.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","671","key"," "," ","16.652384615384783","500","250","inst","","","","","",""
"","psychophysics","13","39535","0.0-13.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","549","key"," "," ","16.66472727272732","500","250","inst","","","","","",""
"","psychophysics","14","42440","0.0-14.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2890","key"," "," ","16.654150289017327","500","250","instBr0","NaN","","0","0","0","300"
"","psychophysics","15","46086","0.0-15.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3633","key"," "," ","16.650155963302737","500","250","instBr1","NaN","","0","0","-40","300"
"","psychophysics","16","50555","0.0-16.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","4464","key"," "," ","16.65106716417912","500","250","instBr","38","2","0","0","40","300"
"","psychophysics","17","51736","0.0-17.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","1174","key"," "," ","16.655371428571378","500","250","inst","","","","","",""
"","psychophysics","18","55007","0.0-18.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3266","key"," "," ","16.650133333333322","500","250","br","41","2","-8","23","-40","300"
"","psychophysics","19","57897","0.0-19.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2852","key"," "," ","16.74838953488371","500","250","br","37","2","-7","28","-36","300"
"","psychophysics","20","60812","0.0-20.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2909","key"," "," ","16.654017241379304","500","250","br","30","2","-30","-4","0","300"
"","psychophysics","21","63925","0.0-21.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3107","key"," "," ","16.651569892473095","500","250","br","32","2","-30","-13","-3","300"
"","psychophysics","22","67066","0.0-22.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3133","key"," "," ","16.654160427807494","500","250","br","32","2","-28","0","31","300"
"","psychophysics","23","70776","0.0-23.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","3700","key"," "," ","16.64998198198199","500","250","br","32","2","2","-16","-8","300"
"","psychophysics","24","72666","0.0-24.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","1878","key"," "," ","16.650840707964587","500","250","br","39","2","-16","-30","18","300"
"","psychophysics","25","76891","0.0-25.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","4187","key"," "," ","16.653218253968273","500","250","br","29","2","-25","-13","-30","300"
"","psychophysics","26","79121","0.0-26.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2221","key"," "," ","16.6504060150376","500","250","br","34","2","-22","12","29","300"
"","psychophysics","27","81394","0.0-27.0","5f95c66b95185d4515eeec8d","64b4439ef2d556b565220e1e","","","","","2263","key"," "," ","16.651227941176437","500","250","br","35","2","-10","-24","3","300"
