108,331,15,17,16,33,16,333,16
100,334,16,17,17,33,17,340,25
101,333,16,17,17,33,16,334,16
100,333,17,16,17,34,17,333,16
99,334,16,17,17,33,16,334,17
100,333,16,16,17,33,16,325,25
100,333,16,17,17,33,16,334,16
106,327,16,16,17,33,16,333,16
100,333,16,17,17,33,16,334,16
101,332,17,17,17,34,16,333,16
100,334,16,16,17,34,17,333,17
100,334,17,17,17,33,17,334,16
100,334,16,17,17,33,16,334,17
100,334,16,17,16,34,16,333,16
100,334,16,17,16,34,16,334,16
100,333,17,17,17,34,16,334,16
100,333,16,17,16,33,16,334,16
100,333,16,17,17,33,17,334,16
101,334,16,17,17,33,16,333,16
100,334,16,17,16,34,16,334,16
100,334,16,17,17,33,17,334,16
100,333,16,17,17,33,16,334,16
100,333,16,16,17,34,16,333,17
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,17,333,16
100,342,24,17,17,34,16,333,16
100,333,16,17,16,33,17,334,16
100,333,16,17,17,34,16,334,17
100,334,16,17,17,33,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,325,25
100,334,16,17,17,33,17,334,16
100,333,16,17,17,33,16,334,17
100,334,16,17,17,33,17,334,16
100,333,16,17,17,34,16,334,16
100,333,17,17,17,33,16,333,16
100,337,29,17,17,33,16,333,17
100,333,16,17,17,34,16,334,16
100,333,17,17,16,34,16,334,16
100,333,16,17,17,33,17,334,16
100,334,17,16,17,42,25,334,16
100,333,16,17,17,33,16,334,16
100,334,16,17,16,33,17,334,16
101,334,16,17,17,33,16,334,16
101,333,16,17,17,33,17,333,17
100,334,16,17,17,33,16,333,17
100,334,16,17,17,34,16,334,17
100,333,16,17,16,34,16,334,17
101,333,16,17,17,34,16,333,17
100,333,16,17,16,33,16,334,16
100,333,17,17,17,33,16,334,16
100,333,17,16,17,33,17,334,16
100,333,17,17,17,33,17,334,16
100,333,17,16,17,33,17,334,17
100,333,17,17,17,33,17,334,16
100,333,16,17,16,34,16,334,17
101,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,17,334,16
100,333,16,17,17,33,16,334,16
100,334,16,17,16,34,17,333,17
100,333,16,17,17,33,16,334,16
100,333,17,17,16,33,16,334,16
101,332,17,16,17,34,17,333,16
100,333,16,17,17,33,17,334,16
100,333,16,17,17,33,16,334,17
100,333,16,17,17,33,17,334,16
100,334,16,16,17,33,16,334,16
101,333,16,17,17,33,16,333,16
100,333,16,17,17,33,16,334,16
100,333,16,16,17,33,16,334,17
100,333,16,17,17,33,16,334,16
100,333,17,17,16,34,17,333,17
100,333,16,17,17,33,16,342,25
100,334,17,16,17,33,16,334,16
100,334,16,17,16,41,26,332,17
100,334,16,17,17,34,16,334,16
100,333,17,17,17,33,17,334,16
100,333,17,17,17,33,17,333,16
100,333,17,17,17,33,17,334,16
100,333,17,17,17,33,16,334,16
100,341,25,17,17,33,17,333,16
100,333,16,17,17,33,17,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,334,16
100,333,16,17,17,33,16,334,16
100,333,17,16,17,33,16,333,16
100,333,16,17,16,33,17,333,16
100,334,16,17,17,33,16,334,16
100,334,16,17,17,33,17,333,16
100,333,16,17,17,33,16,333,16
100,333,16,17,17,34,17,333,17
100,333,17,17,16,33,17,333,17
100,333,17,17,17,33,16,334,16
100,333,17,17,17,33,16,333,17
100,333,17,17,17,33,17,333,17
100,333,17,16,17,33,17,333,17
