108,333,16,17,17,34,16,334,17
98,333,16,17,17,33,17,333,16
101,333,17,17,16,33,17,334,16
100,333,16,16,17,34,16,333,17
100,334,17,17,17,33,16,334,16
100,333,16,17,16,33,16,334,16
100,333,16,16,17,33,17,333,17
100,333,16,17,17,33,17,333,17
100,333,17,16,17,33,17,333,17
100,357,26,17,17,39,28,334,16
100,333,17,17,16,34,17,333,17
100,334,16,16,16,34,16,333,17
108,326,16,17,17,33,17,334,17
100,333,16,17,17,33,17,333,16
101,333,16,16,17,34,16,334,16
101,334,16,16,17,33,16,334,17
100,333,17,16,16,34,16,333,17
101,333,16,17,17,33,17,333,17
100,333,16,17,17,33,16,333,16
101,334,16,17,16,33,17,334,16
101,333,17,16,17,33,17,333,16
100,333,16,17,17,34,16,333,17
100,333,16,16,17,33,16,334,17
99,334,16,17,16,34,16,333,18
101,334,17,16,17,34,16,334,16
101,332,17,17,17,33,16,334,17
100,333,17,17,16,33,16,334,16
100,333,17,17,17,33,17,333,17
100,332,17,16,16,33,17,333,17
100,333,17,16,17,34,16,333,17
100,334,16,17,17,34,16,333,17
99,334,16,17,16,35,16,334,17
99,334,17,17,16,33,16,334,16
101,333,17,17,17,33,17,334,16
100,333,16,16,17,34,16,333,17
100,333,16,17,17,34,16,333,17
100,333,16,17,17,33,17,333,16
100,333,17,16,17,34,16,334,16
101,334,17,16,17,33,17,334,16
100,334,16,16,17,34,16,333,17
100,333,17,17,17,33,17,334,16
101,333,17,17,17,33,16,334,16
100,333,17,16,17,33,17,333,17
101,333,17,16,17,33,17,333,17
99,333,16,17,18,174,24,333,16
100,334,16,17,17,34,17,333,17
100,333,17,17,17,34,17,333,17
107,326,17,17,17,34,16,334,16
100,333,17,17,16,33,17,334,16
101,333,17,16,17,33,17,333,17
100,333,16,16,16,33,17,333,17
100,333,16,16,17,33,17,334,16
100,333,16,16,17,33,17,334,16
101,333,17,16,16,34,17,334,16
100,334,16,17,16,34,16,334,16
100,334,16,17,17,33,18,332,16
100,333,16,17,17,33,16,334,16
100,332,17,17,17,34,16,333,17
100,333,17,16,17,33,17,334,16
101,332,17,17,16,33,17,451,15
101,333,17,17,17,33,17,332,17
100,334,17,17,16,34,16,333,17
100,333,17,17,16,34,17,333,17
100,334,17,17,16,33,17,333,16
100,334,16,17,17,33,16,334,17
100,333,17,16,17,33,17,333,17
100,334,16,17,17,33,16,333,17
100,333,16,17,17,33,16,333,17
100,334,16,17,17,34,16,333,16
101,333,17,17,17,34,16,334,16
100,333,16,17,17,33,17,334,17
101,333,16,16,16,33,16,334,16
100,333,16,17,17,33,17,333,16
100,334,17,16,17,33,17,333,17
100,333,16,16,17,33,17,334,16
100,333,16,17,16,34,16,333,16
100,334,16,17,16,34,17,334,16
100,334,16,17,17,33,16,333,17
100,334,16,17,16,33,17,333,17
100,334,17,16,17,34,16,333,16
100,333,16,16,17,34,17,333,16
101,333,16,17,17,33,17,333,16
100,333,17,16,17,33,16,333,16
101,332,17,17,17,33,17,333,17
100,333,17,16,16,34,16,333,16
101,333,17,16,16,34,16,333,16
100,334,16,17,17,33,17,333,16
103,331,16,17,17,33,17,334,16
101,333,16,16,17,33,17,334,17
101,333,16,17,17,33,17,333,17
101,332,17,16,16,34,17,393,23
100,334,17,17,16,34,17,333,16
100,334,17,17,16,34,16,333,16
100,333,16,17,17,33,17,333,16
101,333,17,16,17,34,16,334,17
100,334,16,17,17,33,16,333,17
100,334,16,17,17,32,17,335,16
100,334,16,16,17,33,16,334,16
100,333,17,16,16,34,17,333,16
101,333,16,17,17,32,17,334,17
