107,332,16,17,33,32,18,333,16
100,334,16,17,16,33,17,333,17
99,333,16,17,17,33,16,334,16
100,332,17,16,15,35,16,334,16
100,334,16,16,16,34,16,334,16
99,333,17,16,17,33,16,333,17
100,333,17,17,16,32,17,332,17
99,333,17,17,16,33,15,332,18
99,334,16,17,33,32,16,335,16
102,332,17,17,17,34,16,333,17
101,332,17,17,16,33,17,333,17
100,334,17,17,17,33,16,333,17
99,334,17,16,17,34,15,333,17
99,334,15,16,17,34,15,333,16
100,333,15,18,16,34,16,333,17
100,333,16,16,17,33,17,333,17
100,333,17,16,17,32,17,333,16
99,333,16,17,16,33,16,334,17
100,332,17,16,17,33,17,333,16
100,333,17,17,15,34,17,333,16
100,333,16,17,16,32,18,333,16
99,333,17,16,17,33,16,334,16
99,335,31,17,17,34,15,334,17
101,333,16,16,16,33,17,333,17
100,333,17,16,18,33,16,333,17
100,333,17,17,17,32,17,334,16
101,333,16,17,17,33,17,333,17
100,334,16,17,17,33,17,333,16
101,332,17,16,16,33,18,333,17
100,333,17,16,17,33,17,332,16
99,333,17,16,17,33,18,332,17
99,333,17,16,18,33,17,335,31
101,333,16,18,16,33,18,334,15
100,333,17,16,17,32,16,334,16
100,333,17,17,16,34,15,334,16
101,333,16,17,16,32,18,334,16
99,334,17,16,17,33,16,333,18
100,333,17,16,16,33,17,332,17
100,334,16,16,17,33,17,333,16
99,333,17,16,17,33,17,333,16
100,333,16,17,16,34,16,332,16
100,333,16,17,17,33,16,333,17
99,333,16,17,16,33,17,333,17
99,333,16,17,17,33,17,333,17
100,333,17,15,18,33,16,334,16
100,334,17,16,16,33,17,333,16
101,332,16,17,17,32,16,334,16
100,332,16,17,16,33,17,333,17
101,332,17,17,17,33,17,333,17
100,334,16,16,17,34,16,333,16
101,334,17,15,18,33,17,332,17
100,334,16,17,16,33,17,333,16
99,333,16,17,16,35,17,333,17
99,334,17,32,17,34,17,333,17
100,333,16,17,16,34,16,333,17
100,333,17,17,17,34,16,335,16
100,333,17,15,17,34,15,334,16
100,333,16,17,16,32,17,335,16
100,333,17,16,17,32,18,333,16
101,333,16,17,16,33,17,333,16
99,333,16,17,17,32,17,334,16
100,334,17,16,16,33,17,334,17
100,333,16,16,17,33,16,334,17
100,333,16,16,18,34,16,333,16
101,334,16,16,16,34,15,334,16
101,333,16,16,17,34,16,334,17
100,334,16,15,17,33,16,333,16
99,333,17,16,16,34,16,332,16
100,333,17,16,17,32,17,333,33
100,333,16,16,17,34,16,333,16
100,333,17,17,16,33,16,334,16
101,333,17,17,16,32,17,334,17
99,333,16,16,17,33,16,332,16
99,333,16,16,17,33,17,334,15
101,333,16,17,17,33,16,334,16
100,334,16,16,17,34,16,335,15
100,334,17,16,16,35,16,333,16
100,332,17,16,17,33,16,334,17
99,333,17,33,17,33,16,333,17
101,333,17,16,18,32,18,333,16
100,333,16,17,16,34,16,334,17
100,334,15,15,18,34,16,333,17
100,332,17,16,17,33,16,333,16
100,333,16,17,17,33,18,333,16
99,334,16,17,16,32,17,332,16
100,333,17,16,16,34,16,333,16
100,333,17,16,16,35,34,332,16
100,332,17,15,17,34,16,333,17
100,334,17,15,17,34,16,334,17
100,334,16,17,16,33,17,332,16
100,334,16,16,16,32,18,333,16
101,332,16,16,18,33,17,332,17
99,333,16,17,16,34,16,332,16
100,334,17,16,17,33,17,333,16
100,333,16,17,17,33,16,332,17
100,333,15,17,17,32,18,333,17
99,333,17,16,16,33,17,333,17
101,333,17,16,18,33,17,333,16
100,333,17,16,17,33,16,334,15
99,334,16,17,16,34,16,334,16
