107,331,16,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,15,334,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,17,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,15
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,15,334,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,332,18,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,17,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,17,16,33,16,333,16
100,333,17,16,16,33,16,333,16
99,334,17,16,16,33,16,333,16
100,333,16,16,15,34,16,333,16
100,333,16,16,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,16,16,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,17,17,16,33,16,333,16
100,333,17,16,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,16,17,16,33,16,334,16
100,333,17,17,16,33,16,333,16
100,333,17,17,16,34,16,333,16
100,333,16,17,16,33,16,333,16
100,333,17,17,16,33,16,333,16
100,333,17,17,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,16,17,16,33,16,333,16
100,333,16,17,16,34,16,333,16
100,333,16,17,16,34,16,333,16
100,333,17,17,16,34,16,333,16
100,333,17,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,333,16
100,333,17,17,16,34,16,334,16
100,333,17,17,16,33,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,333,16
100,333,17,17,16,34,16,333,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,33,16,333,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,333,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,17,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,33,17,334,16
100,333,16,17,16,34,16,333,16
100,333,16,17,16,33,16,334,16
100,333,16,17,16,33,16,334,16
100,333,16,17,16,33,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,33,16,334,16
100,333,16,17,16,34,16,333,16
101,333,16,17,16,33,16,333,16
100,333,17,17,16,34,16,334,16
100,333,16,17,16,33,16,334,16
100,333,17,17,16,34,16,334,16
100,333,17,16,17,34,16,334,16
100,333,17,17,16,34,16,333,16
100,333,17,17,16,33,16,334,16
100,333,16,17,16,34,16,333,16
100,333,16,17,16,33,16,334,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,34,16,332,17
100,333,16,17,16,33,16,333,16
100,333,16,17,16,34,16,334,16
100,333,16,17,16,33,16,333,16
