91,33,33,33,100
100,33,33,33,101
101,32,33,34,102
100,34,33,34,102
102,31,33,32,99
100,34,33,33,100
100,33,33,34,100
103,31,33,33,100
100,32,33,33,101
100,33,32,34,99
100,33,33,33,100
100,33,33,33,99
102,31,32,33,101
101,32,33,34,101
103,31,33,33,103
99,33,34,33,100
99,33,33,33,103
100,33,33,34,100
102,30,34,33,103
101,33,32,33,99
100,34,33,33,100
100,33,33,34,100
99,34,33,35,99
100,33,33,34,99
100,33,34,33,98
101,32,34,34,100
100,33,34,32,101
100,34,33,33,100
100,32,32,33,102
103,31,33,33,100
99,33,34,33,100
100,33,33,34,102
102,31,33,33,100
101,33,33,33,101
100,33,34,32,101
101,33,33,32,101
99,33,33,33,100
99,33,33,34,99
99,34,33,33,100
101,33,34,33,99
99,34,32,35,100
102,32,32,34,102
101,33,33,33,100
102,32,32,33,100
99,34,33,33,101
102,31,32,33,99
101,32,33,33,102
101,32,34,33,100
100,33,33,33,100
100,32,34,32,100
100,33,33,32,100
100,33,33,34,100
100,34,32,32,100
100,33,32,34,100
100,33,33,34,102
103,31,33,33,103
100,33,33,34,100
102,31,33,33,99
102,29,34,34,102
103,31,33,32,102
102,31,34,32,103
102,31,33,33,100
100,32,34,32,103
102,31,33,33,100
99,34,33,33,101
102,32,33,33,100
100,33,32,34,99
99,33,35,32,101
101,33,32,35,102
101,32,32,32,100
102,31,33,33,102
101,33,33,34,102
103,31,33,33,102
103,31,33,34,99
100,34,32,32,100
99,34,35,32,99
102,32,32,34,102
100,33,34,33,100
100,33,32,33,101
101,33,33,34,101
102,32,31,35,102
103,31,35,31,101
103,31,33,33,102
100,33,32,33,100
100,33,33,33,101
102,31,33,33,100
102,31,33,33,101
100,33,33,33,101
102,31,33,33,103
102,31,32,33,101
100,33,33,33,100
102,31,32,33,102
103,30,34,33,101
102,31,32,34,102
103,31,32,34,99
100,33,33,34,99
100,33,32,32,104
100,33,32,34,102
100,33,33,34,102
101,33,33,34,99
