102,332,16,16,16,33,16,332,18
100,333,16,17,15,34,16,334,15
100,332,16,17,17,33,17,333,16
100,333,16,17,32,32,18,332,32
101,333,16,18,16,32,16,333,18
99,335,15,16,17,33,17,333,15
98,333,32,16,17,32,15,332,17
100,331,17,17,17,33,16,334,16
100,332,17,17,16,33,15,332,17
101,333,33,16,17,33,15,333,16
99,332,16,17,17,33,31,822,25
102,333,16,16,17,33,16,333,16
100,333,33,16,17,34,16,332,17
100,333,16,16,17,33,32,333,15
101,333,17,16,16,33,16,333,15
99,332,15,17,16,34,15,334,16
100,333,16,16,17,32,17,333,16
99,334,16,16,16,32,18,333,16
100,330,17,16,17,33,16,335,17
101,333,16,15,16,33,16,334,15
101,331,16,17,16,32,16,333,17
100,333,16,16,17,33,17,333,17
99,334,17,16,15,33,17,333,15
99,331,17,16,16,33,16,333,16
100,333,16,17,16,34,16,333,16
100,332,16,17,16,34,16,332,18
100,333,16,16,16,33,16,333,16
100,332,15,16,16,34,16,332,16
99,333,16,16,16,33,16,333,15
100,333,16,16,17,32,18,333,16
99,332,15,17,16,32,16,334,16
100,333,15,17,17,33,17,332,16
101,332,15,17,17,34,16,333,15
99,332,16,16,16,33,16,332,16
100,333,16,16,15,34,16,332,15
99,333,16,16,16,33,16,331,17
99,332,17,17,17,32,17,333,16
100,331,16,17,16,32,17,333,15
100,332,16,16,16,34,16,333,16
100,332,16,16,16,33,16,334,15
101,333,16,17,16,33,16,333,16
100,333,16,16,17,33,15,334,16
100,331,18,17,16,33,16,333,16
101,333,15,16,17,33,16,333,16
100,332,16,16,17,33,17,333,15
100,333,16,17,16,33,15,334,16
100,333,16,16,17,33,16,333,17
98,333,15,17,17,34,16,333,16
100,333,16,17,16,33,17,333,16
99,333,15,17,16,32,18,333,17
100,332,16,17,16,34,16,332,15
101,333,16,16,15,34,15,334,15
101,332,15,17,16,32,17,333,16
100,333,16,17,16,33,16,334,15
99,333,17,17,16,33,16,334,16
100,333,16,17,17,33,17,333,15
100,332,16,17,17,33,16,333,16
101,332,16,17,16,33,15,333,32
100,331,17,32,15,34,15,334,16
100,332,16,17,16,32,16,333,17
101,333,16,16,17,34,15,334,16
99,332,15,16,15,35,16,334,16
100,333,16,17,16,33,17,333,16
100,332,17,16,15,34,17,333,16
99,333,16,17,16,33,15,334,16
100,333,16,17,16,33,16,333,17
100,332,16,16,16,32,17,333,16
99,333,16,17,17,33,16,333,17
100,332,16,15,17,33,16,333,15
99,333,16,17,16,33,16,334,15
100,333,16,16,16,33,15,334,16
99,332,16,17,16,34,16,333,16
99,333,16,17,16,33,16,334,16
100,332,15,17,16,33,17,333,16
100,332,16,17,16,33,16,332,15
100,333,16,17,17,33,16,333,16
100,332,16,17,16,34,17,332,33
100,332,16,17,16,33,16,332,15
99,334,17,16,17,32,17,333,16
100,332,16,15,17,34,16,333,16
99,333,16,16,16,33,17,334,16
100,333,16,16,16,34,16,333,16
100,332,16,17,16,34,15,334,16
100,333,16,17,16,34,16,333,17
100,332,16,16,16,34,16,333,16
101,333,16,16,17,32,17,334,16
100,333,16,16,16,34,17,333,16
100,332,15,16,17,34,16,333,16
101,333,15,16,17,34,15,334,16
100,332,15,17,16,33,16,332,16
101,333,15,16,16,34,15,334,16
100,333,15,16,16,34,17,333,15
100,333,16,17,16,34,15,334,15
100,333,16,33,16,32,16,333,15
100,332,16,17,16,33,16,333,15
101,332,15,18,16,34,16,332,16
100,333,15,18,16,33,16,333,16
100,331,17,17,17,33,16,333,16
100,331,17,16,17,32,17,333,17
101,333,16,16,16,33,15,334,16
