"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"31952","{""pid"":""4286""}","survey-text","0","31967","0.0-0.0","4286","","","","","","","","","","","",""
"1469"," ","psychophysics","1","33445","0.0-1.0","4286","key"," ","16.685056179775295","500","250","inst","","","","","",""
"1805"," ","psychophysics","2","35252","0.0-2.0","4286","key"," ","16.68593457943929","500","250","sample1","","","","","",""
"9693"," ","psychophysics","3","44948","0.0-3.0","4286","key"," ","16.68304655172414","500","250","sample2","100","","","","",""
"5678"," ","psychophysics","4","50629","0.0-4.0","4286","key"," ","16.683235294117654","500","250","sample3","100","","","","",""
"5901"," ","psychophysics","5","56532","0.0-5.0","4286","key"," ","16.68397727272728","500","250","sample4","100","","","","",""
"2348"," ","psychophysics","6","58884","0.0-6.0","4286","key"," ","16.683000000000018","500","250","sample5","","","","","",""
"6476"," ","psychophysics","7","65364","0.0-7.0","4286","key"," ","16.682824742268046","500","250","sample7","502","","","","",""
"3263"," ","psychophysics","8","68630","0.0-8.0","4286","key"," ","16.683076923076907","500","250","inst","","","","","",""
"5932"," ","psychophysics","9","74565","0.0-9.0","4286","key"," ","16.68379378531072","500","250","inst","","","","","",""
"2958"," ","psychophysics","10","77525","0.0-10.0","4286","key"," ","16.68369491525421","500","250","inst","","","","","",""
"1582"," ","psychophysics","11","79108","0.0-11.0","4286","key"," ","16.68476595744668","500","250","inst","","","","","",""
"1150"," ","psychophysics","12","80261","0.0-12.0","4286","key"," ","16.68795588235298","500","250","inst","","","","","",""
"2606"," ","psychophysics","13","82869","0.0-13.0","4286","key"," ","16.68379354838708","500","250","instBr0","-15","0","0","0","300",""
"4077"," ","psychophysics","14","86948","0.0-14.0","4286","key"," ","16.683545081967228","500","250","instBr1","-14","0","0","-40","300",""
"3454"," ","psychophysics","15","90405","0.0-15.0","4286","key"," ","16.68358737864079","500","250","instBr2","-15","0","0","40","300",""
"7149"," ","psychophysics","16","97556","0.0-16.0","4286","key"," ","16.68342388758782","500","250","instBr3","-5","0","0","40","300",""
