"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"28941","{""pid"":""4231""}","survey-text","0","28953","0.0-0.0","4231","","","","","","","","","","","",""
"3757"," ","psychophysics","1","32719","0.0-1.0","4231","key"," ","16.68299115044246","500","250","inst","","","","","",""
"2365"," ","psychophysics","2","35087","0.0-2.0","4231","key"," ","16.682283687943244","500","250","sample1","","","","","",""
"12542"," ","psychophysics","3","47631","0.0-3.0","4231","key"," ","16.68312782956058","500","250","sample2","100","","","","",""
"5118"," ","psychophysics","4","52751","0.0-4.0","4231","key"," ","16.682598039215687","500","250","sample3","100","","","","",""
"7726"," ","psychophysics","5","60479","0.0-5.0","4231","key"," ","16.683060606060607","500","250","sample4","102","","","","",""
"4206"," ","psychophysics","6","64687","0.0-6.0","4231","key"," ","16.683115537848604","500","250","sample5","","","","","",""
"7470"," ","psychophysics","7","72159","0.0-7.0","4231","key"," ","16.68332885906041","500","250","sample7","500","","","","",""
"2302"," ","psychophysics","8","74463","0.0-8.0","4231","key"," ","16.682467153284616","500","250","inst","","","","","",""
"4542"," ","psychophysics","9","79007","0.0-9.0","4231","key"," ","16.68334317343174","500","250","inst","","","","","",""
"7821"," ","psychophysics","10","86831","0.0-10.0","4231","key"," ","16.683455128205136","500","250","inst","","","","","",""
"1644"," ","psychophysics","11","88479","0.0-11.0","4231","key"," ","16.683224489795975","500","250","inst","","","","","",""
"1374"," ","psychophysics","12","89855","0.0-12.0","4231","key"," ","16.682902439024474","500","250","inst","","","","","",""
"3054"," ","psychophysics","13","92911","0.0-13.0","4231","key"," ","16.681439560439546","500","250","instBr0","-15","0","0","0","300",""
"3726"," ","psychophysics","14","96639","0.0-14.0","4231","key"," ","16.68264414414417","500","250","instBr1","-15","0","0","-40","300",""
"3742"," ","psychophysics","15","100383","0.0-15.0","4231","key"," ","16.683700892857164","500","250","instBr2","-6","0","0","40","300",""
"4366"," ","psychophysics","16","104751","0.0-16.0","4231","key"," ","16.682211538461537","500","250","instBr3","-17","0","0","40","300",""
"1469"," ","psychophysics","17","106223","0.0-17.0","4231","key"," ","16.683772727272796","500","250","inst","","","","","",""
