"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"20059","{""pid"":""4238""}","survey-text","0","20071","0.0-0.0","4238","","","","","","","","","","","",""
"24229"," ","psychophysics","1","44309","0.0-1.0","4238","key"," ","16.683368203716448","500","250","inst","","","","","",""
"4012"," ","psychophysics","2","48324","0.0-2.0","4238","key"," ","16.683516666666673","500","250","sample1","","","","","",""
"12158"," ","psychophysics","3","60484","0.0-3.0","4238","key"," ","16.68310439560439","500","250","sample2","104","","","","",""
"5326"," ","psychophysics","4","65812","0.0-4.0","4238","key"," ","16.68414779874212","500","250","sample3","100","","","","",""
"7310"," ","psychophysics","5","73124","0.0-5.0","4238","key"," ","16.683377574370706","500","250","sample4","102","","","","",""
"5021"," ","psychophysics","6","78149","0.0-6.0","4238","key"," ","16.682325581395364","500","250","sample5","","","","","",""
"6941"," ","psychophysics","7","85092","0.0-7.0","4238","key"," ","16.682877108433736","500","250","sample7","500","","","","",""
"3854"," ","psychophysics","8","88948","0.0-8.0","4238","key"," ","16.682821739130492","500","250","inst","","","","","",""
"4510"," ","psychophysics","9","93460","0.0-9.0","4238","key"," ","16.682583643122697","500","250","inst","","","","","",""
"5726"," ","psychophysics","10","99188","0.0-10.0","4238","key"," ","16.682897959183705","500","250","inst","","","","","",""
"1646"," ","psychophysics","11","100836","0.0-11.0","4238","key"," ","16.68388659793814","500","250","inst","","","","","",""
"1547"," ","psychophysics","12","102388","0.0-12.0","4238","key"," ","16.686097826086947","500","250","inst","","","","","",""
"3228"," ","psychophysics","13","105620","0.0-13.0","4238","key"," ","16.683901554404155","500","250","instBr0","-15","0","0","0","300",""
"8446"," ","psychophysics","14","114069","0.0-14.0","4238","key"," ","16.682984189723342","500","250","instBr1","-17","0","0","-40","300",""
"5293"," ","psychophysics","15","119363","0.0-15.0","4238","key"," ","16.68231012658228","500","250","instBr2","-16","0","0","40","300",""
"9101"," ","psychophysics","16","128467","0.0-16.0","4238","key"," ","16.68298165137613","500","250","instBr3","-13","0","0","40","300",""
"1726"," ","psychophysics","17","130195","0.0-17.0","4238","key"," ","16.6833921568628","500","250","inst","","","","","",""
"8398"," ","psychophysics","18","138595","0.0-18.0","4238","key"," ","16.683399602385688","500","250","br","-8","15","21","21","300",""
"4462"," ","psychophysics","19","143059","0.0-19.0","4238","key"," ","16.68327067669173","500","250","br","-9","-23","5","14","300",""
"4524"," ","psychophysics","20","147587","0.0-20.0","4238","key"," ","16.68287453874531","500","250","br","-5","19","27","22","300",""
"6862"," ","psychophysics","21","154451","0.0-21.0","4238","key"," ","16.68407317073171","500","250","br","-13","5","-23","42","300",""
"9790"," ","psychophysics","22","164243","0.0-22.0","4238","key"," ","16.68361092150169","500","250","br","-6","26","-4","43","300",""
"6078"," ","psychophysics","23","170324","0.0-23.0","4238","key"," ","16.683489010988954","500","250","br","-17","-6","-20","31","300",""
"4046"," ","psychophysics","24","174371","0.0-24.0","4238","key"," ","16.68351452282151","500","250","br","-5","3","17","43","300",""
