"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"5972059","{""pid"":""bm4255""}","survey-text","0","5972060","0.0-0.0","bm4255","","","","","","","","","","","",""
"2590"," ","psychophysics","1","5974659","0.0-1.0","bm4255","key"," ","16.683057692307884","500","250","inst","","","","","",""
"3101"," ","psychophysics","2","5977763","0.0-2.0","bm4255","key"," ","16.683205405401218","500","250","sample1","","","","","",""
"32319"," ","psychophysics","3","6010084","0.0-3.0","bm4255","key"," ","16.68332111512666","500","250","sample2","128","","","","",""
"5788"," ","psychophysics","4","6015875","0.0-4.0","bm4255","key"," ","16.68350867052008","500","250","sample3","70","","","","",""
"4302"," ","psychophysics","5","6020179","0.0-5.0","bm4255","key"," ","16.684330739298336","500","250","sample4","130","","","","",""
"4478"," ","psychophysics","6","6024659","0.0-6.0","bm4255","key"," ","16.683584269662894","500","250","sample5","","","","","",""
"4366"," ","psychophysics","7","6029027","0.0-7.0","bm4255","key"," ","16.68261302681818","500","250","sample7","450","","","","",""
"12014"," ","psychophysics","8","6041043","0.0-8.0","bm4255","key"," ","16.683414464534074","500","250","inst","","","","","",""
"4367"," ","psychophysics","9","6045412","0.0-9.0","bm4255","key"," ","16.684145593869417","500","250","inst","","","","","",""
"5758"," ","psychophysics","10","6051171","0.0-10.0","bm4255","key"," ","16.68380232558174","500","250","inst","","","","","",""
"1806"," ","psychophysics","11","6052979","0.0-11.0","bm4255","key"," ","16.685203703698114","500","250","inst","","","","","",""
"2062"," ","psychophysics","12","6055043","0.0-12.0","bm4255","key"," ","16.683155737710415","500","250","inst","","","","","",""
"5276"," ","psychophysics","13","6060323","0.0-13.0","bm4255","key"," ","16.68316455696167","500","250","instBr0","-15","0","0","0","300",""
"11950"," ","psychophysics","14","6072275","0.0-14.0","bm4255","key"," ","16.683090909091117","500","250","instBr1","-17","0","0","-40","300",""
"8974"," ","psychophysics","15","6081251","0.0-15.0","bm4255","key"," ","16.682798882681023","500","250","instBr2","-14","0","0","40","300",""
"18222"," ","psychophysics","16","6099475","0.0-16.0","bm4255","key"," ","16.683264652014653","500","250","instBr3","-19","0","0","40","300",""
"2702"," ","psychophysics","17","6102179","0.0-17.0","bm4255","key"," ","16.684428571428388","500","250","inst","","","","","",""
"10542"," ","psychophysics","18","6112723","0.0-18.0","bm4255","key"," ","16.68314896988876","500","250","br","-11","16","-26","-33","300",""
"1278"," ","psychophysics","19","6114003","0.0-19.0","bm4255","key"," ","16.685333333325882","500","250","br","-7","2","-26","-7","300",""
"5197"," ","psychophysics","20","6119203","0.0-20.0","bm4255","key"," ","16.684051446943062","500","250","br","-18","-9","4","-33","300",""
"4414"," ","psychophysics","21","6123619","0.0-21.0","bm4255","key"," ","16.684242424241155","500","250","br","-15","-5","1","37","300",""
