"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"8506","{""pid"":""mahbod123""}","survey-text","0","8519","0.0-0.0","mahbod123","","","","","","","","","","","",""
"2142"," ","psychophysics","1","10667","0.0-1.0","mahbod123","key"," ","16.805578124999997","500","250","inst","","","","","",""
"3248"," ","psychophysics","2","13917","0.0-2.0","mahbod123","key"," ","16.682695876288665","500","250","sample1","","","","","",""
"14964"," ","psychophysics","3","28884","0.0-3.0","mahbod123","key"," ","16.68350446428571","500","250","sample2","100","","","","",""
"5817"," ","psychophysics","4","34705","0.0-4.0","mahbod123","key"," ","16.683008620689648","500","250","sample3","100","","","","",""
"9822"," ","psychophysics","5","44528","0.0-5.0","mahbod123","key"," ","16.683086734693877","500","250","sample4","100","","","","",""
"3840"," ","psychophysics","6","48370","0.0-6.0","mahbod123","key"," ","16.685668122270727","500","250","sample5","","","","","",""
"6871"," ","psychophysics","7","55247","0.0-7.0","mahbod123","key"," ","16.68455717761556","500","250","sample7","500","","","","",""
"2913"," ","psychophysics","8","58168","0.0-8.0","mahbod123","key"," ","16.682965714285714","500","250","inst","","","","","",""
"4905"," ","psychophysics","9","63075","0.0-9.0","mahbod123","key"," ","16.681450511945396","500","250","inst","","","","","",""
"6329"," ","psychophysics","10","69407","0.0-10.0","mahbod123","key"," ","16.683912698412698","500","250","inst","","","","","",""
"3345"," ","psychophysics","11","72758","0.0-11.0","mahbod123","key"," ","16.684970000000032","500","250","inst","","","","","",""
"2515"," ","psychophysics","12","75277","0.0-12.0","mahbod123","key"," ","16.68441333333331","500","250","inst","","","","","",""
"2959"," ","psychophysics","13","78240","0.0-13.0","mahbod123","key"," ","16.682457627118715","500","250","instBr0","-15","0","0","0","300",""
"9621"," ","psychophysics","14","87862","0.0-14.0","mahbod123","key"," ","16.6842939130435","500","250","instBr1","-13","0","0","-40","300",""
"4943"," ","psychophysics","15","92812","0.0-15.0","mahbod123","key"," ","16.684520270270276","500","250","instBr2","-13","0","0","40","300",""
"15399"," ","psychophysics","16","108215","0.0-16.0","mahbod123","key"," ","16.683366594360084","500","250","instBr3","-16","0","0","40","300",""
"1395"," ","psychophysics","17","109614","0.0-17.0","mahbod123","key"," ","16.68867469879522","500","250","inst","","","","","",""
"10205"," ","psychophysics","18","119822","0.0-18.0","mahbod123","key"," ","16.683486088379706","500","250","br","-17","-16","11","11","300",""
"7507"," ","psychophysics","19","127330","0.0-19.0","mahbod123","key"," ","16.682440979955484","500","250","br","-15","-13","17","-36","300",""
"1378"," ","psychophysics","20","128709","0.0-20.0","mahbod123","key"," ","16.68518292682924","500","250","inst","","","","","",""
"2217"," ","psychophysics","21","130929","0.0-21.0","mahbod123","key"," ","16.68623484848473","500","250","instEB0","40","0","0","40","40",""
"10070"," ","psychophysics","22","141001","0.0-22.0","mahbod123","key"," ","16.682878938640155","500","250","instEB1","73","0","0","30","70",""
"16923"," ","psychophysics","23","157926","0.0-23.0","mahbod123","key"," ","16.683299111549854","500","250","instEB2","46","0","0","60","40",""
"7513"," ","psychophysics","24","165442","0.0-24.0","mahbod123","key"," ","16.68323333333337","500","250","instEB3","66","0","0","45","65",""
"5632"," ","psychophysics","25","171077","0.0-25.0","mahbod123","key"," ","16.684895833333332","500","250","instEB4","69","0","0","45","65",""
"825"," ","psychophysics","26","171903","0.0-26.0","mahbod123","key"," ","16.69438775510192","500","250","inst","","","","","",""
"7941"," ","psychophysics","27","179846","0.0-27.0","mahbod123","key"," ","16.683406315789448","500","250","eb","58","0","0","34","48",""
"10581"," ","psychophysics","28","190429","0.0-28.0","mahbod123","key"," ","16.682467614533977","500","250","eb","55","0","0","42","47",""
"807"," ","psychophysics","29","191237","0.0-29.0","mahbod123","key"," ","16.67693750000035","500","250","inst","","","","","",""
"5250"," ","psychophysics","30","196490","0.0-30.0","mahbod123","key"," ","16.683658146964813","500","250","instBis0","152","0","0","110","150",""
"9106"," ","psychophysics","31","205603","0.0-31.0","mahbod123","key"," ","16.684027472527458","500","250","instBis1","138","0","0","110","150",""
"16312"," ","psychophysics","32","221919","0.0-32.0","mahbod123","key"," ","16.68326714431934","500","250","instBis2","122","-9","1","164","120",""
"501"," ","psychophysics","33","222423","0.0-33.0","mahbod123","key"," ","16.681344827586898","500","250","inst","","","","","",""
"7983"," ","psychophysics","34","230408","0.0-34.0","mahbod123","key"," ","16.683652719665318","500","250","bis","229","15","-19","137","249",""
"6243"," ","psychophysics","35","236655","0.0-35.0","mahbod123","key"," ","16.682270777479875","500","250","bis","134","8","-16","276","163",""
"484"," ","psychophysics","36","237141","0.0-36.0","mahbod123","key"," ","16.68821428571391","500","250","inst","","","","","",""
"2088"," ","psychophysics","37","239231","0.0-37.0","mahbod123","key"," ","16.685822580645056","500","250","instZol0","0","0","0","0","",""
"6938"," ","psychophysics","38","246174","0.0-38.0","mahbod123","key"," ","16.68351682692313","500","250","instZol1","-2.498001805406602e-16","0","0","-1.3","",""
"57281"," ","psychophysics","39","303463","0.0-39.0","mahbod123","key"," ","16.683463869463875","500","250","instZol2","-2.2","0","0","2","",""
"499"," ","psychophysics","40","303965","0.0-40.0","mahbod123","key"," ","16.68409999999955","500","250","inst","","","","","",""
"6415"," ","psychophysics","41","310384","0.0-41.0","mahbod123","key"," ","16.681864229765115","500","250","zol","-1.4000000000000001","3","-29","-0.7","",""
"5085"," ","psychophysics","42","315471","0.0-42.0","mahbod123","key"," ","16.68430263157892","500","250","zol","-1.6","11","-24","0.5","",""
"505"," ","psychophysics","43","315976","0.0-43.0","mahbod123","key"," ","16.666600000000713","500","250","inst","","","","","",""
"5787"," ","psychophysics","44","321767","0.0-44.0","mahbod123","key"," ","16.684277456647425","500","250","instPz0","49","","","50","50",""
"3707"," ","psychophysics","45","325476","0.0-45.0","mahbod123","key"," ","16.681864253393577","500","250","instPz1","47","","","25","50",""
"2341"," ","psychophysics","46","327819","0.0-46.0","mahbod123","key"," ","16.68525179856115","500","250","instPz2","25","","","15","25",""
"3166"," ","psychophysics","47","331000","0.0-47.0","mahbod123","key"," ","16.68269999999994","500","250","instPz3","27","","","15","25",""
"4869"," ","psychophysics","48","335872","0.0-48.0","mahbod123","key"," ","16.68483505154643","500","250","instPz4","36","","","15","30",""
"559"," ","psychophysics","49","336433","0.0-49.0","mahbod123","key"," ","16.683969696969584","500","250","inst","","","","","",""
"4207"," ","psychophysics","50","340643","0.0-50.0","mahbod123","key"," ","16.68417131474109","500","250","pz","36","","","15","29",""
"5038"," ","psychophysics","51","345682","0.0-51.0","mahbod123","key"," ","16.683574750830545","500","250","pz","43","","","15","35",""
"517"," ","psychophysics","52","346200","0.0-52.0","mahbod123","key"," ","16.68703333333251","500","250","inst","","","","","",""
"15075"," ","psychophysics","53","361278","0.0-53.0","mahbod123","key"," ","16.683815060908067","500","250","instTilt0","-7","","","-5","-5","2"
"5801"," ","psychophysics","54","367080","0.0-54.0","mahbod123","key"," ","16.68371469740637","500","250","instTilt1","-9","","","5","-5","2"
"8265"," ","psychophysics","55","375348","0.0-55.0","mahbod123","key"," ","16.683117408906924","500","250","instTilt2","-7","","","5","-5","2"
"5595"," ","psychophysics","56","380948","0.0-56.0","mahbod123","key"," ","16.684740298507396","500","250","instTilt","9","","","","9","2"
"10720"," ","psychophysics","57","391669","0.0-57.0","mahbod123","key"," ","16.683309968847347","500","250","instTilt","8","","","","9","1"
"624"," ","psychophysics","58","392296","0.0-58.0","mahbod123","key"," ","16.681166666666588","500","250","inst","","","","","",""
"6202"," ","psychophysics","59","398501","0.0-59.0","mahbod123","key"," ","16.684040431266794","500","250","tilt","-7","","","","-1","1"
"8229"," ","psychophysics","60","406732","0.0-60.0","mahbod123","key"," ","16.683079107505016","500","250","tilt","0","","","","-3","0"
"695"," ","psychophysics","61","407429","0.0-61.0","mahbod123","key"," ","16.688749999999708","500","250","inst","","","","","",""
"12655"," ","psychophysics","62","420087","0.0-62.0","mahbod123","key"," ","16.683680738786254","500","250","instPog0","160","0","0","190","160",""
"4119"," ","psychophysics","63","424208","0.0-63.0","mahbod123","key"," ","16.683878048780475","500","250","instPog1","172","0","0","190","160",""
"6203"," ","psychophysics","64","430412","0.0-64.0","mahbod123","key"," ","16.683636118598425","500","250","instPog2","172","0","0","190","160",""
"471"," ","psychophysics","65","430885","0.0-65.0","mahbod123","key"," ","16.678037037035985","500","250","inst","","","","","",""
"6927"," ","psychophysics","66","437814","0.0-66.0","mahbod123","key"," ","16.683240963855383","500","250","pog","205","0","0","212","196",""
"3436"," ","psychophysics","67","441252","0.0-67.0","mahbod123","key"," ","16.680956097561072","500","250","pog","191","0","0","177","188",""
"486"," ","psychophysics","68","441739","0.0-68.0","mahbod123","key"," ","16.67292857142872","500","250","inst","","","","","",""
"3603"," ","psychophysics","69","445344","0.0-69.0","mahbod123","key"," ","16.683204651162907","500","250","instML0","2","0","0","0","150","150"
"4647"," ","psychophysics","70","449994","0.0-70.0","mahbod123","key"," ","16.681902877697905","500","250","instML1","0","0","0","-60","120","180"
"5404"," ","psychophysics","71","455403","0.0-71.0","mahbod123","key"," ","16.684925696594338","500","250","instML2","12","0","0","60","180","120"
"22674"," ","psychophysics","72","478081","0.0-72.0","mahbod123","key"," ","16.683272459499236","500","250","instML3","18","0","0","-60","120","180"
"444"," ","psychophysics","73","478527","0.0-73.0","mahbod123","key"," ","16.691999999998817","500","250","inst","","","","","",""
"5598"," ","psychophysics","74","484128","0.0-74.0","mahbod123","key"," ","16.682570149253795","500","250","ml","9","0","0","3","112","109"
"8745"," ","psychophysics","75","492874","0.0-75.0","mahbod123","key"," ","16.682856596558356","500","250","ml","24","0","0","66","195","129"
