"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"3995","{""pid"":""test 234""}","survey-text","0","4003","0.0-0.0","test 234","","","","","","","","","","","",""
"1207"," ","psychophysics","1","5216","0.0-1.0","test 234","key"," ","8.333000000000002","500","250","inst","","","","","",""
"1515"," ","psychophysics","2","6733","0.0-2.0","test 234","key"," ","8.333","500","250","sample1","","","","","",""
"1015"," ","psychophysics","3","7751","0.0-3.0","test 234","key"," ","8.333000000000006","500","250","sample2","126","","","","",""
"500"," ","psychophysics","4","8253","0.0-4.0","test 234","key"," ","8.332999999999993","500","250","sample3","70","","","","",""
"528"," ","psychophysics","5","8783","0.0-5.0","test 234","key"," ","8.33300000000001","500","250","sample4","130","","","","",""
"1948"," ","psychophysics","6","10738","0.0-6.0","test 234","key"," ","8.332999999999995","500","250","sample5","","","","","",""
"795"," ","psychophysics","7","11535","0.0-7.0","test 234","key"," ","8.332999999999997","500","250","sample7","450","","","","",""
"533"," ","psychophysics","8","12070","0.0-8.0","test 234","key"," ","8.332999999999998","500","250","inst","","","","","",""
"347"," ","psychophysics","9","12422","0.0-9.0","test 234","key"," ","8.332999999999993","500","250","inst","","","","","",""
"336"," ","psychophysics","10","12761","0.0-10.0","test 234","key"," ","8.333000000000037","500","250","inst","","","","","",""
"400"," ","psychophysics","11","13165","0.0-11.0","test 234","key"," ","8.333000000000007","500","250","inst","","","","","",""
"357"," ","psychophysics","12","13526","0.0-12.0","test 234","key"," ","8.332999999999975","500","250","inst","","","","","",""
"3415"," ","psychophysics","13","16944","0.0-13.0","test 234","key"," ","8.333000000000006","500","250","instBr0","-17","0","0","0","300",""
"418"," ","psychophysics","14","17365","0.0-14.0","test 234","key"," ","8.332999999999956","500","250","instBr1","-55","0","0","-40","300",""
"442"," ","psychophysics","15","17812","0.0-15.0","test 234","key"," ","8.332999999999956","500","250","instBr2","25","0","0","40","300",""
"4236"," ","psychophysics","16","22050","0.0-16.0","test 234","key"," ","8.3347628458498","500","250","instBr3","0","0","0","40","300",""
