"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"7950","{""pid"":""9999""}","survey-text","0","7962","0.0-0.0","9999","","","","","","","","","","","",""
"1557"," ","psychophysics","1","9529","0.0-1.0","9999","key"," ","16.66604255319149","500","250","inst","","","","","",""
"4158"," ","psychophysics","2","13690","0.0-2.0","9999","key"," ","16.66640322580645","500","250","sample1","","","","","",""
"22010"," ","psychophysics","3","35706","0.0-3.0","9999","key"," ","16.6662","500","250","sample2","100","","","","",""
"10281"," ","psychophysics","4","45992","0.0-4.0","9999","key"," ","16.666184764991897","500","250","sample3","100","","","","",""
"16439"," ","psychophysics","5","62434","0.0-5.0","9999","key"," ","16.666286294416246","500","250","sample4","100","","","","",""
"7354"," ","psychophysics","6","69792","0.0-6.0","9999","key"," ","16.666247165532884","500","250","sample5","","","","","",""
"8096"," ","psychophysics","7","77891","0.0-7.0","9999","key"," ","16.666214432989694","500","250","sample7","500","","","","",""
"3231"," ","psychophysics","8","81125","0.0-8.0","9999","key"," ","16.666248704663264","500","250","inst","","","","","",""
"7918"," ","psychophysics","9","89045","0.0-9.0","9999","key"," ","16.66630379746834","500","250","inst","","","","","",""
"4929"," ","psychophysics","10","93977","0.0-10.0","9999","key"," ","16.666322033898314","500","250","inst","","","","","",""
"2368"," ","psychophysics","11","96347","0.0-11.0","9999","key"," ","16.66620567375885","500","250","inst","","","","","",""
"2281"," ","psychophysics","12","98630","0.0-12.0","9999","key"," ","16.666213235294087","500","250","inst","","","","","",""
"4028"," ","psychophysics","13","102661","0.0-13.0","9999","key"," ","16.666244813277956","500","250","instBr0","-15","0","0","0","300",""
"9407"," ","psychophysics","14","112070","0.0-14.0","9999","key"," ","16.66625222024868","500","250","instBr1","-16","0","0","-40","300",""
"6608"," ","psychophysics","15","118682","0.0-15.0","9999","key"," ","16.66627272727272","500","250","instBr2","-19","0","0","40","300",""
"12839"," ","psychophysics","16","131523","0.0-16.0","9999","key"," ","16.666245454545443","500","250","instBr3","-15","0","0","40","300",""
"2208"," ","psychophysics","17","133734","0.0-17.0","9999","key"," ","16.66626717557243","500","250","inst","","","","","",""
"6558"," ","psychophysics","18","140298","0.0-18.0","9999","key"," ","16.666208651399508","500","250","br","-20","-8","-19","-30","300",""
"5185"," ","psychophysics","19","145485","0.0-19.0","9999","key"," ","16.666277419354845","500","250","br","-12","-9","12","30","300",""
"1360"," ","psychophysics","20","146848","0.0-20.0","9999","key"," ","16.666197530864192","500","250","inst","","","","","",""
"4706"," ","psychophysics","21","151556","0.0-21.0","9999","key"," ","16.66622340425532","500","250","instEB0","40","0","0","40","40",""
"12033"," ","psychophysics","22","163591","0.0-22.0","9999","key"," ","16.66623300970877","500","250","instEB1","69","0","0","30","70",""
"10300"," ","psychophysics","23","173894","0.0-23.0","9999","key"," ","16.666262560777962","500","250","instEB2","43","0","0","60","40",""
"10439"," ","psychophysics","24","184336","0.0-24.0","9999","key"," ","16.66623520000004","500","250","instEB3","65","0","0","45","65",""
"6500"," ","psychophysics","25","190839","0.0-25.0","9999","key"," ","16.666223076923128","500","250","instEB4","65","0","0","45","65",""
"2650"," ","psychophysics","26","193491","0.0-26.0","9999","key"," ","16.666303797468434","500","250","inst","","","","","",""
"10723"," ","psychophysics","27","204217","0.0-27.0","9999","key"," ","16.666257009345784","500","250","eb","38","0","0","50","28",""
"6834"," ","psychophysics","28","211055","0.0-28.0","9999","key"," ","16.666212195121943","500","250","eb","53","0","0","37","48",""
"1209"," ","psychophysics","29","212268","0.0-29.0","9999","key"," ","16.66621126760573","500","250","inst","","","","","",""
"9253"," ","psychophysics","30","221525","0.0-30.0","9999","key"," ","16.666241441441432","500","250","instBis0","150","0","0","110","150",""
"10566"," ","psychophysics","31","232093","0.0-31.0","9999","key"," ","16.666238546603463","500","250","instBis1","120","0","0","110","150",""
"529805"," ","psychophysics","32","761899","0.0-32.0","9999","key"," ","16.666242198313828","500","250","instBis2","175","16","0","193","186",""
"1848"," ","psychophysics","33","763750","0.0-33.0","9999","key"," ","16.66620000000006","500","250","inst","","","","","",""
"5073"," ","psychophysics","34","768826","0.0-34.0","9999","key"," ","16.666292763157752","500","250","bis","206","30","1","226","239",""
"5425"," ","psychophysics","35","774253","0.0-35.0","9999","key"," ","16.666114197530852","500","250","bis","187","16","1","263","191",""
"1517"," ","psychophysics","36","775776","0.0-36.0","9999","key"," ","16.666362637363548","500","250","inst","","","","","",""
"4308"," ","psychophysics","37","780088","0.0-37.0","9999","key"," ","16.666365758754615","500","250","instZol0","0","0","0","0","",""
"29017"," ","psychophysics","38","809110","0.0-38.0","9999","key"," ","16.666229753015486","500","250","instZol1","0.09999999999999981","0","0","-1.3","",""
"40518"," ","psychophysics","39","849631","0.0-39.0","9999","key"," ","16.66625390946506","500","250","instZol2","-1.4999999999999996","0","0","2","",""
"825"," ","psychophysics","40","850458","0.0-40.0","9999","key"," ","16.66628571428425","500","250","inst","","","","","",""
"25060"," ","psychophysics","41","875521","0.0-41.0","9999","key"," ","16.66622488356621","500","250","zol","-1.6300000000000006","0","-25","-0.47","",""
"20375"," ","psychophysics","42","895899","0.0-42.0","9999","key"," ","16.693591468416745","500","250","zol","-1.7300000000000004","12","18","0.63","",""
