"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"28791","{""pid"":""4282""}","survey-text","0","28804","0.0-0.0","4282","","","","","","","","","","","",""
"4989"," ","psychophysics","1","33803","0.0-1.0","4282","key"," ","16.684310000000004","500","250","inst","","","","","",""
"2973"," ","psychophysics","2","36778","0.0-2.0","4282","key"," ","16.68285310734462","500","250","sample1","","","","","",""
"12670"," ","psychophysics","3","49450","0.0-3.0","4282","key"," ","16.682993412384718","500","250","sample2","102","","","","",""
"7518"," ","psychophysics","4","56970","0.0-4.0","4282","key"," ","16.683168888888886","500","250","sample3","102","","","","",""
"7485"," ","psychophysics","5","64458","0.0-5.0","4282","key"," ","16.682939597315432","500","250","sample4","106","","","","",""
"3772"," ","psychophysics","6","68234","0.0-6.0","4282","key"," ","16.682570796460137","500","250","sample5","","","","","",""
"5806"," ","psychophysics","7","74042","0.0-7.0","4282","key"," ","16.682927953890477","500","250","sample7","502","","","","",""
"4013"," ","psychophysics","8","78057","0.0-8.0","4282","key"," ","16.683537499999996","500","250","inst","","","","","",""
"3022"," ","psychophysics","9","81082","0.0-9.0","4282","key"," ","16.683199999999974","500","250","inst","","","","","",""
"4094"," ","psychophysics","10","85178","0.0-10.0","4282","key"," ","16.684008196721315","500","250","inst","","","","","",""
"2364"," ","psychophysics","11","87546","0.0-11.0","4282","key"," ","16.684184397163026","500","250","inst","","","","","",""
"1503"," ","psychophysics","12","89051","0.0-12.0","4282","key"," ","16.685533333333378","500","250","inst","","","","","",""
"2764"," ","psychophysics","13","91818","0.0-13.0","4282","key"," ","16.68439024390247","500","250","instBr0","-15","0","0","0","300",""
"6252"," ","psychophysics","14","98074","0.0-14.0","4282","key"," ","16.684010695187144","500","250","instBr1","-17","0","0","-40","300",""
"5292"," ","psychophysics","15","103370","0.0-15.0","4282","key"," ","16.683820189274428","500","250","instBr2","-14","0","0","40","300",""
"8189"," ","psychophysics","16","111561","0.0-16.0","4282","key"," ","16.683659183673445","500","250","instBr3","-13","0","0","40","300",""
"1438"," ","psychophysics","17","113001","0.0-17.0","4282","key"," ","16.684988235293968","500","250","inst","","","","","",""
"5454"," ","psychophysics","18","118458","0.0-18.0","4282","key"," ","16.683720858895693","500","250","br","-13","-26","-16","32","300",""
"3614"," ","psychophysics","19","122073","0.0-19.0","4282","key"," ","16.68390277777777","500","250","br","-21","-30","-8","-49","300",""
"3774"," ","psychophysics","20","125849","0.0-20.0","4282","key"," ","16.684448888888905","500","250","br","-17","20","-10","-8","300",""
"4990"," ","psychophysics","21","130841","0.0-21.0","4282","key"," ","16.68393624161067","500","250","br","-15","11","-4","11","300",""
"3486"," ","psychophysics","22","134330","0.0-22.0","4282","key"," ","16.6833157894738","500","250","br","-16","4","-5","17","300",""
"3053"," ","psychophysics","23","137385","0.0-23.0","4282","key"," ","16.682846153846103","500","250","br","-17","-28","-14","2","300",""
"3967"," ","psychophysics","24","141354","0.0-24.0","4282","key"," ","16.68399578059067","500","250","br","-26","27","-16","-29","300",""
"1837"," ","psychophysics","25","143193","0.0-25.0","4282","key"," ","16.681972477064413","500","250","br","-24","-21","8","-24","300",""
"3438"," ","psychophysics","26","146633","0.0-26.0","4282","key"," ","16.683502439024473","500","250","br","-15","-21","14","17","300",""
