"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","parA","parB"
"1045271","{""pid"":""4230""}","survey-text","0","1045268","0.0-0.0","4230","","","","","","","","","","","",""
"9602"," ","psychophysics","1","1054876","0.0-1.0","4230","key"," ","16.68339930555582","500","250","inst","","","","","",""
"4301"," ","psychophysics","2","1059179","0.0-2.0","4230","key"," ","16.683241245135708","500","250","sample1","","","","","",""
"16992"," ","psychophysics","3","1076172","0.0-3.0","4230","key"," ","16.683555992141553","500","250","sample2","100","","","","",""
"7260"," ","psychophysics","4","1083435","0.0-4.0","4230","key"," ","16.684018433179325","500","250","sample3","102","","","","",""
"9005"," ","psychophysics","5","1092443","0.0-5.0","4230","key"," ","16.68403153988863","500","250","sample4","100","","","","",""
"6158"," ","psychophysics","6","1098602","0.0-6.0","4230","key"," ","16.683807065217557","500","250","sample5","","","","","",""
"9774"," ","psychophysics","7","1108379","0.0-7.0","4230","key"," ","16.6835487179486","500","250","sample7","498","","","","",""
"7454"," ","psychophysics","8","1115835","0.0-8.0","4230","key"," ","16.682979820627665","500","250","inst","","","","","",""
"7950"," ","psychophysics","9","1123787","0.0-9.0","4230","key"," ","16.683289915966476","500","250","inst","","","","","",""
"3790"," ","psychophysics","10","1127579","0.0-10.0","4230","key"," ","16.682305309735032","500","250","inst","","","","","",""
"2878"," ","psychophysics","11","1130459","0.0-11.0","4230","key"," ","16.683573099415565","500","250","inst","","","","","",""
"2589"," ","psychophysics","12","1133051","0.0-12.0","4230","key"," ","16.682974193548603","500","250","inst","","","","","",""
"5806"," ","psychophysics","13","1138859","0.0-13.0","4230","key"," ","16.683374639769603","500","250","instBr0","-15","0","0","0","300",""
"7181"," ","psychophysics","14","1146042","0.0-14.0","4230","key"," ","16.68370465116283","500","250","instBr1","-15","0","0","-40","300",""
"3935"," ","psychophysics","15","1149980","0.0-15.0","4230","key"," ","16.683778723404604","500","250","instBr2","-15","0","0","40","300",""
"7580"," ","psychophysics","16","1157562","0.0-16.0","4230","key"," ","16.683373068432605","500","250","instBr3","-27","0","0","40","300",""
"1775"," ","psychophysics","17","1159338","0.0-17.0","4230","key"," ","16.686292452829942","500","250","inst","","","","","",""
