"rt","response_type","key_press","response","avg_frame_time","center_x","center_y","back","targ","trial_type","trial_index","time_elapsed","internal_node_id","resp","pid","sid"
"5282","key"," "," ","16.662460567823345","500","250","0","0.28","psychophysics","0","5291","0.0-0.0","0.1999999999999998","null","null"
"3414","key"," "," ","16.70935960591133","500","250","0","0.4","psychophysics","1","8710","0.0-1.0","0.2899999999999998","null","null"
"3509","key"," "," ","16.695238095238096","500","250","0","0.74","psychophysics","2","12224","0.0-2.0","0.6500000000000001","null","null"
