"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"21963",""," ","psychophysics","22","247004","0.0-22.0","5","16","key"," ","16.665907365223994","500","250","1","5","54","53"
"7649",""," ","psychophysics","23","254654","0.0-23.0","5","16","key"," ","16.663755458515283","500","250","1","0","24","31"
"15404",""," ","psychophysics","24","270060","0.0-24.0","5","16","key"," ","16.666305525460455","500","250","1","5","57","54"
"9720",""," ","psychophysics","25","279785","0.0-25.0","5","16","key"," ","16.665523156089193","500","250","1","0","29","38"
"18881",""," ","psychophysics","26","298668","0.0-26.0","5","16","key"," ","16.66696113074205","500","250","1","5","59","57"
"13839",""," ","psychophysics","27","312511","0.0-27.0","5","16","key"," ","16.665862484921593","500","250","1","0","33","46"
"9844",""," ","psychophysics","28","322359","0.0-28.0","5","16","key"," ","16.66271186440678","500","250","1","5","36","38"
"2879",""," ","psychophysics","29","325239","0.0-29.0","5","16","key"," ","16.674418604651162","500","250","","","",""
"3105",""," ","psychophysics","30","328346","0.0-30.0","5","16","key"," ","16.67027027027027","500","250","","","",""
"1417",""," ","psychophysics","31","329775","0.0-31.0","5","16","key"," ","16.658823529411766","500","250","","","",""
"48890",""," ","psychophysics","32","378666","0.0-32.0","5","16","key"," ","16.666212069553357","500","250","2","0","59","61"
"4492.999999999942",""," ","psychophysics","33","383161","0.0-33.0","5","16","key"," ","16.66417910447761","500","250","","","",""
"10024",""," ","psychophysics","34","393200","0.0-34.0","5","16","key"," ","16.664451827242527","500","250","2","0","34","37"
"4166.999999999942",""," ","psychophysics","35","397371","0.0-35.0","5","16","key"," ","16.666666666666668","500","250","","","",""
"10213",""," ","psychophysics","36","407587","0.0-36.0","5","16","key"," ","16.666666666666668","500","250","2","0","35","37"
"2279",""," ","psychophysics","37","409868","0.0-37.0","5","16","key"," ","16.669117647058822","500","250","","","",""
"10813",""," ","psychophysics","38","420683","0.0-38.0","5","16","key"," ","16.666666666666668","500","250","2","0","53","54"
"3267.000000000058",""," ","psychophysics","39","423953","0.0-39.0","5","16","key"," ","16.661538461538463","500","250","","","",""
"8336",""," ","psychophysics","40","432290","0.0-40.0","5","16","key"," ","16.665330661322646","500","250","2","0","49","53"
"4849",""," ","psychophysics","41","437142","0.0-41.0","5","16","key"," ","16.66551724137931","500","250","","","",""
"3864",""," ","psychophysics","42","441008","0.0-42.0","5","16","key"," ","16.666666666666668","500","250","2","0","24","26"
"3544.000000000058",""," ","psychophysics","43","444554","0.0-43.0","5","16","key"," ","16.669811320754718","500","250","","","",""
"5509.000000000058",""," ","psychophysics","44","450065","0.0-44.0","5","16","key"," ","16.666666666666668","500","250","2","0","35","35"
"2224.000000000058",""," ","psychophysics","45","452291","0.0-45.0","5","16","key"," ","16.786259541984734","500","250","","","",""
"3372",""," ","psychophysics","46","455665","0.0-46.0","5","16","key"," ","16.663366336633665","500","250","2","0","20","24"
"4515",""," ","psychophysics","47","460184","0.0-47.0","5","16","key"," ","16.66296296296296","500","250","","","",""
"6522",""," ","psychophysics","48","466708","0.0-48.0","5","16","key"," ","16.664102564102564","500","250","2","0","34","36"
"1704",""," ","psychophysics","49","468414","0.0-49.0","5","16","key"," ","16.666666666666668","500","250","","","",""
"4207.000000000058",""," ","psychophysics","50","472625","0.0-50.0","5","16","key"," ","16.669322709163346","500","250","2","0","27","31"
"2090",""," ","psychophysics","51","474717","0.0-51.0","5","16","key"," ","16.656","500","250","","","",""
"7840",""," ","psychophysics","52","482564","0.0-52.0","5","16","key"," ","16.66595744680851","500","250","2","0","51","50"
"1836",""," ","psychophysics","53","484403","0.0-53.0","5","16","key"," ","16.6697247706422","500","250","","","",""
"4842",""," ","psychophysics","54","489248","0.0-54.0","5","16","key"," ","16.66551724137931","500","250","2","0","22","28"
"1946.9999999999418",""," ","psychophysics","55","491197","0.0-55.0","5","16","key"," ","16.655172413793103","500","250","","","",""
"8232",""," ","psychophysics","56","499431","0.0-56.0","5","16","key"," ","16.66531440162272","500","250","2","0","36","37"
"1140",""," ","psychophysics","57","500574","0.0-57.0","5","16","key"," ","16.671641791044777","500","250","","","",""
"4239.000000000058",""," ","psychophysics","58","504831","0.0-58.0","5","16","key"," ","16.67058823529412","500","250","2","0","22","24"
"1331",""," ","psychophysics","59","506164","0.0-59.0","5","16","key"," ","16.670886075949365","500","250","","","",""
"4468",""," ","psychophysics","60","510635","0.0-60.0","5","16","key"," ","16.670411985018728","500","250","2","0","30","29"
"1376",""," ","psychophysics","61","512013","0.0-61.0","5","16","key"," ","16.658536585365855","500","250","","","",""
"3481.999999999942",""," ","psychophysics","62","515497","0.0-62.0","5","16","key"," ","16.658653846153847","500","250","","","",""
"739",""," ","psychophysics","63","516238","0.0-63.0","5","16","key"," ","16.674418604651162","500","250","","","",""
"5779",""," ","psychophysics","64","522018","0.0-64.0","5","16","key"," ","16.667630057803468","500","250","3","5","40","35"
"7917",""," ","psychophysics","65","529939","0.0-65.0","5","16","key"," ","16.666666666666668","500","250","3","0","48","52"
"3578",""," ","psychophysics","66","533520","0.0-66.0","5","16","key"," ","16.66822429906542","500","250","3","5","27","25"
"5625",""," ","psychophysics","67","539147","0.0-67.0","5","16","key"," ","16.664688427299705","500","250","3","0","60","59"
"9197",""," ","psychophysics","68","548347","0.0-68.0","5","16","key"," ","16.669691470054445","500","250","3","5","59","48"
"2007",""," ","psychophysics","69","550356","0.0-69.0","5","16","key"," ","16.672268907563026","500","250","3","0","23","20"
"8188",""," ","psychophysics","70","558546","0.0-70.0","5","16","key"," ","16.665987780040734","500","250","3","5","53","44"
"4732",""," ","psychophysics","71","563280","0.0-71.0","5","16","key"," ","16.72695035460993","500","250","3","0","34","34"
"5981",""," ","psychophysics","72","569263","0.0-72.0","5","16","key"," ","16.664804469273744","500","250","3","5","53","44"
"5282",""," ","psychophysics","73","574547","0.0-73.0","5","16","key"," ","16.670886075949365","500","250","3","0","38","42"
"6733",""," ","psychophysics","74","581284","0.0-74.0","5","16","key"," ","16.667493796526056","500","250","3","5","49","42"
"4844",""," ","psychophysics","75","586130","0.0-75.0","5","16","key"," ","16.66551724137931","500","250","3","0","40","45"
"6127.000000000116",""," ","psychophysics","76","592258","0.0-76.0","5","16","key"," ","16.666666666666668","500","250","3","5","46","40"
"6309",""," ","psychophysics","77","598570","0.0-77.0","5","16","key"," ","16.658730158730158","500","250","3","0","34","41"
"2724",""," ","psychophysics","78","601296","0.0-78.0","5","16","key"," ","16.662576687116566","500","250","3","5","35","27"
