"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"6635","Set You Browser to Full Screen Please.<br><br>","0","html-button-response","0","6636","0.0-0.0","5","16","","","","","","","","",""
"3094",""," ","psychophysics","1","9734","0.0-1.0","5","16","key"," ","16.668478260869566","500","250","","","",""
"5552.999999999998",""," ","psychophysics","2","15291","0.0-2.0","5","16","key"," ","16.654654654654653","500","250","","","",""
"2845",""," ","psychophysics","3","18139","0.0-3.0","5","16","key"," ","16.66470588235294","500","250","","","",""
"9182",""," ","psychophysics","4","27322","0.0-4.0","5","16","key"," ","16.665454545454544","500","250","","","",""
"97",""," ","psychophysics","5","27422","0.0-5.0","5","16","key"," ","16.6","500","250","","","",""
"4715",""," ","psychophysics","6","32138","0.0-6.0","5","16","key"," ","16.666666666666668","500","250","","","",""
"3418.9999999999964",""," ","psychophysics","7","35562","0.0-7.0","5","16","key"," ","16.666666666666668","500","250","","","",""
"7793",""," ","psychophysics","8","43357","0.0-8.0","5","16","key"," ","16.66595289079229","500","250","","","",""
"25514.000000000015",""," ","psychophysics","9","68872","0.0-9.0","5","16","key"," ","16.666666666666668","500","250","1","0","36","35"
"23379",""," ","psychophysics","10","92254","0.0-10.0","5","16","key"," ","16.666191155492154","500","250","1","5","49","46"
"8712.999999999985",""," ","psychophysics","11","100971","0.0-11.0","5","16","key"," ","16.668582375478927","500","250","1","0","23","29"
"7233",""," ","psychophysics","12","108207","0.0-12.0","5","16","key"," ","16.66743648960739","500","250","1","5","29","33"
"5500",""," ","psychophysics","13","113709","0.0-13.0","5","16","key"," ","16.66565349544073","500","250","1","0","22","28"
"17478",""," ","psychophysics","14","131189","0.0-14.0","5","16","key"," ","16.666984732824428","500","250","1","5","46","43"
"30566",""," ","psychophysics","15","161757","0.0-15.0","5","16","key"," ","16.666121112929623","500","250","1","0","42","47"
"7875",""," ","psychophysics","16","169636","0.0-16.0","5","16","key"," ","16.66737288135593","500","250","1","5","21","23"
"6871",""," ","psychophysics","17","176509","0.0-17.0","5","16","key"," ","16.669099756690997","500","250","1","0","44","50"
"7818.000000000029",""," ","psychophysics","18","184329","0.0-18.0","5","16","key"," ","16.666666666666668","500","250","1","5","40","40"
"7625",""," ","psychophysics","19","191957","0.0-19.0","5","16","key"," ","16.667396061269148","500","250","1","0","34","46"
"18433",""," ","psychophysics","20","210391","0.0-20.0","5","16","key"," ","16.666968325791856","500","250","1","5","55","51"
"14645",""," ","psychophysics","21","225038","0.0-21.0","5","16","key"," ","16.667425968109338","500","250","1","0","49","60"
