"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"3590","Set You Browser to Full Screen Please.<br><br>","0","html-button-response","0","3593","0.0-0.0","11","18","","","","","","","","",""
"1303",""," ","psychophysics","1","4913","0.0-1.0","11","18","key"," ","16.753246753246753","500","250","","","",""
"3635",""," ","psychophysics","2","8551","0.0-2.0","11","18","key"," ","16.637614678899084","500","250","","","",""
"4305",""," ","psychophysics","3","12858","0.0-3.0","11","18","key"," ","16.635658914728683","500","250","","","",""
"4211.999999999998",""," ","psychophysics","4","17074","0.0-4.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"2764",""," ","psychophysics","5","19840","0.0-5.0","11","18","key"," ","16.654545454545456","500","250","","","",""
"4285",""," ","psychophysics","6","24127","0.0-6.0","11","18","key"," ","16.6640625","500","250","","","",""
"2019",""," ","psychophysics","7","26149","0.0-7.0","11","18","key"," ","16.669421487603305","500","250","","","",""
"2285",""," ","psychophysics","8","28435","0.0-8.0","11","18","key"," ","16.669117647058822","500","250","","","",""
"11935.000000000007",""," ","psychophysics","9","40373","0.0-9.0","11","18","key"," ","16.665734265734265","500","250","1","0","52","56"
"9391",""," ","psychophysics","10","49768","0.0-10.0","11","18","key"," ","16.66607460035524","500","250","1","5","32","38"
"11796",""," ","psychophysics","11","61566","0.0-11.0","11","18","key"," ","16.664780763790663","500","250","1","0","32","51"
"339048556",""," ","psychophysics","12","339238462","0.0-12.0","11","18","key"," ","7339.666190414339","500","250","1","5","25","18"
"10026",""," ","psychophysics","13","339248518","0.0-13.0","11","18","key"," ","16.64451827242525","500","250","1","0","60","67"
"5149.000000059605",""," ","psychophysics","14","339253674","0.0-14.0","11","18","key"," ","16.66883116883117","500","250","1","5","22","24"
"4978",""," ","psychophysics","15","339258663","0.0-15.0","11","18","key"," ","16.63545150501672","500","250","1","0","26","30"
"3345",""," ","psychophysics","16","339262012","0.0-16.0","11","18","key"," ","16.665","500","250","1","5","23","24"
"4766",""," ","psychophysics","17","339266781","0.0-17.0","11","18","key"," ","16.666666666666668","500","250","1","0","53","51"
"3242",""," ","psychophysics","18","339270028","0.0-18.0","11","18","key"," ","16.649484536082475","500","250","1","5","22","29"
"4482",""," ","psychophysics","19","339274514","0.0-19.0","11","18","key"," ","16.66417910447761","500","250","1","0","25","33"
"6355",""," ","psychophysics","20","339280872","0.0-20.0","11","18","key"," ","16.66578947368421","500","250","1","5","56","62"
"8665",""," ","psychophysics","21","339289544","0.0-21.0","11","18","key"," ","16.657692307692308","500","250","1","0","60","80"
"3000.9999999403954",""," ","psychophysics","22","339292549","0.0-22.0","11","18","key"," ","16.675977653631286","500","250","1","5","21","26"
"4255",""," ","psychophysics","23","339296808","0.0-23.0","11","18","key"," ","16.673228346456693","500","250","1","0","31","40"
"4607",""," ","psychophysics","24","339301423","0.0-24.0","11","18","key"," ","16.655797101449274","500","250","1","5","35","40"
"5851",""," ","psychophysics","25","339307282","0.0-25.0","11","18","key"," ","16.666666666666668","500","250","1","0","35","36"
"6106",""," ","psychophysics","26","339313394","0.0-26.0","11","18","key"," ","16.66393442622951","500","250","1","5","50","57"
"7608",""," ","psychophysics","27","339321004","0.0-27.0","11","18","key"," ","16.73951434878587","500","250","1","0","55","70"
"3199",""," ","psychophysics","28","339324207","0.0-28.0","11","18","key"," ","16.664921465968586","500","250","1","5","22","24"
"78",""," ","psychophysics","29","339324292","0.0-29.0","11","18","key"," ","15.2","500","250","","","",""
"6810",""," ","psychophysics","30","339331105","0.0-30.0","11","18","key"," ","16.665847665847664","500","250","","","",""
