"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"1397",""," ","psychophysics","31","339332505","0.0-31.0","11","18","key"," ","16.662650602409638","500","250","","","",""
"4657",""," ","psychophysics","32","339337165","0.0-32.0","11","18","key"," ","16.663082437275985","500","250","2","0","30","39"
"5582",""," ","psychophysics","33","339342756","0.0-33.0","11","18","key"," ","16.661676646706585","500","250","","","",""
"6327",""," ","psychophysics","34","339349087","0.0-34.0","11","18","key"," ","16.65699208443272","500","250","2","0","52","62"
"2105",""," ","psychophysics","35","339351194","0.0-35.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"3796",""," ","psychophysics","36","339354995","0.0-36.0","11","18","key"," ","16.665198237885463","500","250","2","0","37","38"
"1920.0000000596046",""," ","psychophysics","37","339356921","0.0-37.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"5813",""," ","psychophysics","38","339362743","0.0-38.0","11","18","key"," ","16.66189111747851","500","250","2","0","59","66"
"1863",""," ","psychophysics","39","339364608","0.0-39.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"3144",""," ","psychophysics","40","339367754","0.0-40.0","11","18","key"," ","16.668449197860962","500","250","2","0","24","28"
"1951",""," ","psychophysics","41","339369710","0.0-41.0","11","18","key"," ","16.775862068965516","500","250","","","",""
"5426",""," ","psychophysics","42","339375143","0.0-42.0","11","18","key"," ","16.664615384615384","500","250","2","0","52","60"
"2053",""," ","psychophysics","43","339377200","0.0-43.0","11","18","key"," ","16.66393442622951","500","250","","","",""
"3347",""," ","psychophysics","44","339380551","0.0-44.0","11","18","key"," ","16.665","500","250","2","0","28","29"
"1351.9999999403954",""," ","psychophysics","45","339381910","0.0-45.0","11","18","key"," ","16.62962962962963","500","250","","","",""
"6058",""," ","psychophysics","46","339387970","0.0-46.0","11","18","key"," ","16.662983425414364","500","250","2","0","45","49"
"1160",""," ","psychophysics","47","339389136","0.0-47.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"4536",""," ","psychophysics","48","339393675","0.0-48.0","11","18","key"," ","16.66176470588235","500","250","2","0","38","42"
"1112.9999999403954",""," ","psychophysics","49","339394794","0.0-49.0","11","18","key"," ","16.696969696969695","500","250","","","",""
"4515",""," ","psychophysics","50","339399312","0.0-50.0","11","18","key"," ","16.666666666666668","500","250","2","0","49","53"
"1461",""," ","psychophysics","51","339400777","0.0-51.0","11","18","key"," ","16.67816091954023","500","250","","","",""
"15525",""," ","psychophysics","52","339416304","0.0-52.0","11","18","key"," ","16.666666666666668","500","250","2","0","57","59"
"1074",""," ","psychophysics","53","339417385","0.0-53.0","11","18","key"," ","16.578125","500","250","","","",""
"3588",""," ","psychophysics","54","339420984","0.0-54.0","11","18","key"," ","16.665116279069768","500","250","2","0","35","38"
"886",""," ","psychophysics","55","339421873","0.0-55.0","11","18","key"," ","16.641509433962263","500","250","","","",""
"6580",""," ","psychophysics","56","339428456","0.0-56.0","11","18","key"," ","16.66497461928934","500","250","2","0","49","48"
"1773.0000000596046",""," ","psychophysics","57","339430235","0.0-57.0","11","18","key"," ","16.666666666666668","500","250","","","",""
"3057",""," ","psychophysics","58","339433300","0.0-58.0","11","18","key"," ","16.666666666666668","500","250","2","0","29","26"
"1320",""," ","psychophysics","59","339434623","0.0-59.0","11","18","key"," ","16.670886075949365","500","250","","","",""
"5240",""," ","psychophysics","60","339439867","0.0-60.0","11","18","key"," ","16.664536741214057","500","250","2","0","20","25"
"1137",""," ","psychophysics","61","339441011","0.0-61.0","11","18","key"," ","16.61764705882353","500","250","","","",""
"1794",""," ","psychophysics","62","339442809","0.0-62.0","11","18","key"," ","16.66355140186916","500","250","","","",""
"2846.0000000596046",""," ","psychophysics","63","339445658","0.0-63.0","11","18","key"," ","16.66470588235294","500","250","","","",""
"7979",""," ","psychophysics","64","339453640","0.0-64.0","11","18","key"," ","16.669456066945607","500","250","3","5","57","66"
"16262.999999940395",""," ","psychophysics","65","339469910","0.0-65.0","11","18","key"," ","16.666666666666668","500","250","3","0","29","34"
"5117.000000059605",""," ","psychophysics","66","339475034","0.0-66.0","11","18","key"," ","16.887417218543046","500","250","3","5","37","41"
"7065",""," ","psychophysics","67","339482108","0.0-67.0","11","18","key"," ","16.66509433962264","500","250","3","0","47","50"
"7969",""," ","psychophysics","68","339490080","0.0-68.0","11","18","key"," ","16.666666666666668","500","250","3","5","37","40"
"3240",""," ","psychophysics","69","339493324","0.0-69.0","11","18","key"," ","16.65979381443299","500","250","3","0","25","35"
"3243",""," ","psychophysics","70","339496570","0.0-70.0","11","18","key"," ","16.65979381443299","500","250","3","5","22","25"
"4556",""," ","psychophysics","71","339501132","0.0-71.0","11","18","key"," ","16.66176470588235","500","250","3","0","42","51"
"6735.000000059605",""," ","psychophysics","72","339507870","0.0-72.0","11","18","key"," ","16.665841584158414","500","250","3","5","53","59"
"7175",""," ","psychophysics","73","339515050","0.0-73.0","11","18","key"," ","16.664335664335663","500","250","3","0","58","77"
"5836",""," ","psychophysics","74","339520897","0.0-74.0","11","18","key"," ","16.662857142857142","500","250","3","5","53","58"
"7839",""," ","psychophysics","75","339528742","0.0-75.0","11","18","key"," ","16.661702127659574","500","250","3","0","52","64"
"3878",""," ","psychophysics","76","339532628","0.0-76.0","11","18","key"," ","16.66810344827586","500","250","3","5","48","48"
"3647",""," ","psychophysics","77","339536279","0.0-77.0","11","18","key"," ","16.665137614678898","500","250","3","0","23","28"
"7498.999999940395",""," ","psychophysics","78","339543781","0.0-78.0","11","18","key"," ","16.665924276169264","500","250","3","5","60","58"
