"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"2942","Set You Browser to Full Screen Please.<br><br>","0","html-button-response","0","2946","0.0-0.0","13","20","","","","","","","","",""
"3645",""," ","psychophysics","1","6600","0.0-1.0","13","20","key"," ","16.579908675799086","500","250","","","",""
"11778",""," ","psychophysics","2","18390","0.0-2.0","13","20","key"," ","16.650636492220652","500","250","","","",""
"4914.999999999996",""," ","psychophysics","3","23309","0.0-3.0","13","20","key"," ","16.594594594594593","500","250","","","",""
"15359.000000000007",""," ","psychophysics","4","38672","0.0-4.0","13","20","key"," ","16.66015200868621","500","250","","","",""
"11058",""," ","psychophysics","5","49735","0.0-5.0","13","20","key"," ","16.6355421686747","500","250","","","",""
"5142",""," ","psychophysics","6","54881","0.0-6.0","13","20","key"," ","16.614886731391586","500","250","","","",""
"8022",""," ","psychophysics","7","62919","0.0-7.0","13","20","key"," ","16.645228215767634","500","250","","","",""
"5899.000000000015",""," ","psychophysics","8","68833","0.0-8.0","13","20","key"," ","16.628169014084506","500","250","","","",""
"21326.999999999985",""," ","psychophysics","9","90178","0.0-9.0","13","20","key"," ","16.656518345042937","500","250","1","0","39","45"
"26765.000000000015",""," ","psychophysics","10","116954","0.0-10.0","13","20","key"," ","16.66189290161893","500","250","1","5","42","45"
"3656",""," ","psychophysics","11","120633","0.0-11.0","13","20","key"," ","16.58371040723982","500","250","1","0","59","20"
"18837",""," ","psychophysics","12","139485","0.0-12.0","13","20","key"," ","16.655172413793103","500","250","1","5","49","52"
"12959",""," ","psychophysics","13","152466","0.0-13.0","13","20","key"," ","16.645699614890887","500","250","1","0","30","35"
"8397",""," ","psychophysics","14","160878","0.0-14.0","13","20","key"," ","16.63960396039604","500","250","1","5","32","35"
"12550",""," ","psychophysics","15","173432","0.0-15.0","13","20","key"," ","16.653386454183266","500","250","1","0","27","33"
"27496",""," ","psychophysics","16","200942","0.0-16.0","13","20","key"," ","16.65899454875833","500","250","1","5","56","58"
"17845",""," ","psychophysics","17","218801","0.0-17.0","13","20","key"," ","16.66013071895425","500","250","1","0","51","55"
"45876",""," ","psychophysics","18","264698","0.0-18.0","13","20","key"," ","16.660493827160494","500","250","1","5","45","48"
"9246",""," ","psychophysics","19","273959","0.0-19.0","13","20","key"," ","16.64388489208633","500","250","1","0","43","51"
"5812",""," ","psychophysics","20","279786","0.0-20.0","13","20","key"," ","16.64756446991404","500","250","1","5","27","28"
"9269",""," ","psychophysics","21","289069","0.0-21.0","13","20","key"," ","16.63375224416517","500","250","1","0","26","33"
"6123",""," ","psychophysics","22","295206","0.0-22.0","13","20","key"," ","16.62059620596206","500","250","1","5","25","27"
"18128",""," ","psychophysics","23","313337","0.0-23.0","13","20","key"," ","16.661453541858325","500","250","1","0","57","67"
"8486.999999999942",""," ","psychophysics","24","321829","0.0-24.0","13","20","key"," ","16.62549019607843","500","250","1","5","35","36"
"6770",""," ","psychophysics","25","328607","0.0-25.0","13","20","key"," ","16.64127764127764","500","250","1","0","36","44"
"12584",""," ","psychophysics","26","341201","0.0-26.0","13","20","key"," ","16.659602649006622","500","250","1","5","52","55"
"31044.99999999994",""," ","psychophysics","27","372262","0.0-27.0","13","20","key"," ","16.657188841201716","500","250","1","0","33","40"
"11018",""," ","psychophysics","28","383301","0.0-28.0","13","20","key"," ","16.649546827794563","500","250","1","5","26","29"
"3585.000000000058",""," ","psychophysics","29","386918","0.0-29.0","13","20","key"," ","16.580645161290324","500","250","","","",""
"6112",""," ","psychophysics","30","393052","0.0-30.0","13","20","key"," ","16.61413043478261","500","250","","","",""
"1896.9999999999418",""," ","psychophysics","31","394965","0.0-31.0","13","20","key"," ","16.51304347826087","500","250","","","",""
"21457.00000000006",""," ","psychophysics","32","416426","0.0-32.0","13","20","key"," ","16.65527950310559","500","250","2","0","56","67"
"3664.999999999942",""," ","psychophysics","33","420096","0.0-33.0","13","20","key"," ","16.618181818181817","500","250","","","",""
"10765",""," ","psychophysics","34","430882","0.0-34.0","13","20","key"," ","16.64760432766615","500","250","2","0","36","41"
"1927.0000000000582",""," ","psychophysics","35","432830","0.0-35.0","13","20","key"," ","16.53846153846154","500","250","","","",""
"8821",""," ","psychophysics","36","441671","0.0-36.0","13","20","key"," ","16.64030131826742","500","250","2","0","43","45"
