"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"8608.5","Set You Browser to Full Screen Please.<br><br>","0","html-button-response","0","8610","0.0-0.0","6","17","","","","","","","","",""
"1711.5",""," ","psychophysics","1","10332","0.0-1.0","6","17","key"," ","16.66699999999999","500","250","","","",""
"2119.899999976158",""," ","psychophysics","2","12456","0.0-2.0","6","17","key"," ","16.666999999999994","500","250","","","",""
"2046.199999988079",""," ","psychophysics","3","14508","0.0-3.0","6","17","key"," ","16.666999999999998","500","250","","","",""
"3926.2000000476837",""," ","psychophysics","4","18439","0.0-4.0","6","17","key"," ","16.668451063829785","500","250","","","",""
"1284.199999988079",""," ","psychophysics","5","19727","0.0-5.0","6","17","key"," ","16.66699999999996","500","250","","","",""
"461.19999998807907",""," ","psychophysics","6","20191","0.0-6.0","6","17","key"," ","16.667000000000023","500","250","","","",""
"2093",""," ","psychophysics","7","22298","0.0-7.0","6","17","key"," ","16.66699999999998","500","250","","","",""
"538.0999999642372",""," ","psychophysics","8","22838","0.0-8.0","6","17","key"," ","16.66699999999999","500","250","","","",""
"7705.699999988079",""," ","psychophysics","9","30547","0.0-9.0","6","17","key"," ","16.66746753246753","500","250","1","0","36","40"
"5373.300000011921",""," ","psychophysics","10","35923","0.0-10.0","6","17","key"," ","16.66806230529594","500","250","1","5","31","35"
"7443.100000023842",""," ","psychophysics","11","43371","0.0-11.0","6","17","key"," ","16.66700000000001","500","250","1","0","35","49"
"9873",""," ","psychophysics","12","53246","0.0-12.0","6","17","key"," ","16.667576013513518","500","250","1","5","54","55"
"5075",""," ","psychophysics","13","58324","0.0-13.0","6","17","key"," ","16.667712871287137","500","250","1","0","32","45"
"4036.5",""," ","psychophysics","14","62365","0.0-14.0","6","17","key"," ","16.66700000000002","500","250","1","5","28","31"
"3982.099999964237",""," ","psychophysics","15","66350","0.0-15.0","6","17","key"," ","16.66843277310924","500","250","1","0","20","28"
"7535.099999964237",""," ","psychophysics","16","73897","0.0-16.0","6","17","key"," ","16.666999999999994","500","250","1","5","52","53"
"5171.300000011921",""," ","psychophysics","17","79071","0.0-17.0","6","17","key"," ","16.66810355987056","500","250","1","0","30","38"
"20328.799999952316",""," ","psychophysics","18","99402","0.0-18.0","6","17","key"," ","16.667456931911396","500","250","1","5","55","45"
"8575.5",""," ","psychophysics","19","107980","0.0-19.0","6","17","key"," ","16.66766342412452","500","250","1","0","60","72"
"7490.299999952316",""," ","psychophysics","20","115472","0.0-20.0","6","17","key"," ","16.66699999999998","500","250","1","5","25","28"
"8239.699999988079",""," ","psychophysics","21","123714","0.0-21.0","6","17","key"," ","16.667690283400823","500","250","1","0","57","67"
"6850.399999976158",""," ","psychophysics","22","130567","0.0-22.0","6","17","key"," ","16.66752682926826","500","250","1","5","53","53"
"7343.600000023842",""," ","psychophysics","23","137913","0.0-23.0","6","17","key"," ","16.667774999999992","500","250","1","0","39","59"
"5121.600000023842",""," ","psychophysics","24","143037","0.0-24.0","6","17","key"," ","16.667000000000044","500","250","1","5","49","53"
"6440.699999988079",""," ","psychophysics","25","149481","0.0-25.0","6","17","key"," ","16.667883419689158","500","250","1","0","39","49"
"5877.199999988079",""," ","psychophysics","26","155361","0.0-26.0","6","17","key"," ","16.66700000000004","500","250","1","5","44","43"
"5044.300000011921",""," ","psychophysics","27","160409","0.0-27.0","6","17","key"," ","16.667717607973447","500","250","1","0","30","39"
