"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"","psychophysics","52","242358","0.0-52.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3551",""," ","key"," ","16.683377358490514","500","250","br","-17","-45","239","1","-13","9"
"","psychophysics","53","243838","0.0-53.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1479",""," ","key"," ","16.68333333333313","500","250","br","-18","-8","240","1","24","4"
"","psychophysics","54","249071","0.0-54.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5232",""," ","key"," ","16.683335463258757","500","250","br","-13","-24","218","1","-30","-8"
"","psychophysics","55","251647","0.0-55.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2575",""," ","key"," ","16.68351633986934","500","250","br","-12","-6","206","1","-26","17"
"","psychophysics","56","255896","0.0-56.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4245",""," ","key"," ","16.683295275590552","500","250","br","-15","-22","294","1","20","20"
"","psychophysics","57","258064","0.0-57.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2167",""," ","key"," ","16.68175968992237","500","250","br","-20","-20","205","1","-2","-17"
"","psychophysics","58","259505","0.0-58.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1440",""," ","key"," ","16.68555294117644","500","250","inst","","","","","",""
"","psychophysics","59","265722","0.0-59.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","6215",""," ","key"," ","16.683370967741954","500","250","instPog0","340","370","340","2","0","0"
"","psychophysics","60","271370","0.0-60.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5648",""," ","key"," ","16.683621301775013","500","250","instPog1","342","370","340","2","0","0"
"","psychophysics","61","276747","0.0-61.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5376",""," ","key"," ","16.68280062305297","500","250","instPog2","326","340","340","2","0","0"
"","psychophysics","62","278388","0.0-62.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1640",""," ","key"," ","16.68656701030937","500","250","inst","","","","","",""
"","psychophysics","63","283716","0.0-63.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5327",""," ","key"," ","16.68280250783685","500","250","pog","300","370","324","2","0","0"
"","psychophysics","64","286277","0.0-64.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2560",""," ","key"," ","16.683815789473698","500","250","pog","356","360","374","2","0","0"
"","psychophysics","65","289670","0.0-65.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3392",""," ","key"," ","16.682334975369294","500","250","pog","326","362","353","2","0","0"
"","psychophysics","66","292742","0.0-66.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3070",""," ","key"," ","16.683464480874438","500","250","pog","330","312","359","2","0","0"
"","psychophysics","67","299983","0.0-67.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","7240",""," ","key"," ","16.683378752886817","500","250","pog","342","298","368","2","0","0"
"","psychophysics","68","303208","0.0-68.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3223",""," ","key"," ","16.68256770833341","500","250","pog","327","331","354","2","0","0"
"","psychophysics","69","309481","0.0-69.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","6272",""," ","key"," ","16.68337866666665","500","250","pog","322","388","347","2","0","0"
"","psychophysics","70","311305","0.0-70.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1823",""," ","key"," ","16.68140740740691","500","250","pog","298","296","317","2","0","0"
"","psychophysics","71","316801","0.0-71.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5496",""," ","key"," ","16.682696048632273","500","250","pog","287","371","303","2","0","0"
"","psychophysics","72","321442","0.0-72.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4640",""," ","key"," ","16.684411552346763","500","250","pog","354","302","370","2","0","0"
"","psychophysics","73","323643","0.0-73.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2199",""," ","key"," ","16.684007633587644","500","250","pog","308","296","328","2","0","0"
"","psychophysics","74","326571","0.0-74.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2928",""," ","key"," ","16.682005747126404","500","250","pog","325","371","346","2","0","0"
"","psychophysics","75","330068","0.0-75.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3488",""," ","key"," ","16.683650717703216","500","250","pog","292","316","317","2","0","0"
"","psychophysics","76","335861","0.0-76.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5791",""," ","key"," ","16.683739884393127","500","250","pog","295","371","321","2","0","0"
"","psychophysics","77","341206","0.0-77.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5344",""," ","key"," ","16.683562499999972","500","250","pog","340","286","359","2","0","0"
"","psychophysics","78","342407","0.0-78.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1199",""," ","key"," ","16.68107042253562","500","250","inst","","","","","",""
"","psychophysics","79","344638","0.0-79.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2230",""," ","key"," ","16.682159090908968","500","250","instEB0","40","40","40","","0","0"
"","psychophysics","80","350143","0.0-80.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5504",""," ","key"," ","16.683486322188532","500","250","instEB1","69","30","70","1","0","0"
"","psychophysics","81","359144","0.0-81.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","9000",""," ","key"," ","16.683311688311782","500","250","instEB2","42","60","40","1","0","0"
"","psychophysics","82","363361","0.0-82.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4215",""," ","key"," ","16.68311507936515","500","250","instEB3","69","45","65","1","0","0"
"","psychophysics","83","369842","0.0-83.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","6479",""," ","key"," ","16.683333333333362","500","250","instEB4","47","40","40","1","0","0"
"","psychophysics","84","371394","0.0-84.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1551",""," ","key"," ","16.683315217391204","500","250","inst","","","","","",""
"","psychophysics","85","374490","0.0-85.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3095",""," ","key"," ","16.68342162162141","500","250","eb","55","52","47","1","0","0"
"","psychophysics","86","378155","0.0-86.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3663",""," ","key"," ","16.68292660550444","500","250","eb","57","34","50","1","0","0"
"","psychophysics","87","383428","0.0-87.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5268",""," ","key"," ","16.68414285714269","500","250","eb","57","25","52","1","0","0"
"","psychophysics","88","389117","0.0-88.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5686",""," ","key"," ","16.68402352941168","500","250","eb","57","29","52","1","0","0"
"","psychophysics","89","391790","0.0-89.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2670",""," ","key"," ","16.68476875000015","500","250","eb","45","39","44","1","0","0"
"","psychophysics","90","396054","0.0-90.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4263",""," ","key"," ","16.684122047244067","500","250","eb","35","45","32","1","0","0"
"","psychophysics","91","400343","0.0-91.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4287",""," ","key"," ","16.683269531250062","500","250","eb","50","48","41","1","0","0"
"","psychophysics","92","402127","0.0-92.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1782",""," ","key"," ","16.681962264150947","500","250","eb","48","38","44","1","0","0"
"","psychophysics","93","405800","0.0-93.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3672",""," ","key"," ","16.684479452054852","500","250","eb","46","29","42","1","0","0"
"","psychophysics","94","408824","0.0-94.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3021",""," ","key"," ","16.684298342541478","500","250","eb","28","36","27","1","0","0"
"","psychophysics","95","411777","0.0-95.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2952",""," ","key"," ","16.68253977272715","500","250","eb","50","36","45","1","0","0"
"","psychophysics","96","417609","0.0-96.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5830",""," ","key"," ","16.682951149425165","500","250","eb","29","50","26","1","0","0"
"","psychophysics","97","420666","0.0-97.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3055",""," ","key"," ","16.68422527472517","500","250","eb","43","46","33","1","0","0"
"","psychophysics","98","423355","0.0-98.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2686",""," ","key"," ","16.68327950310542","500","250","eb","40","36","34","1","0","0"
"","psychophysics","99","426035","0.0-99.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2678",""," ","key"," ","16.68352201257857","500","250","eb","57","41","51","1","0","0"
"","psychophysics","100","426931","0.0-100.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","895",""," ","key"," ","16.68232075471699","500","250","inst","","","","","",""
"","psychophysics","101","428660","0.0-101.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1728",""," ","key"," ","16.68342718446584","500","250","instZol0","0","0","","","0","0"
"","psychophysics","102","437988","0.0-102.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","9327",""," ","key"," ","16.683293906810125","500","250","instZol1","2.7755575615628914e-17","-1.3","","","0","0"
"","psychophysics","103","455272","0.0-103.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","17281",""," ","key"," ","16.683603864734327","500","250","instZol2","1.600000000000001","2","","1","0","0"
"","psychophysics","104","456216","0.0-104.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","944",""," ","key"," ","16.679218181818513","500","250","inst","","","","","",""
"","psychophysics","105","464220","0.0-105.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","null","","null","key","null","16.68295615866388","500","250","zol","1.03","-0.33","","1","25","-9"
"","psychophysics","106","470170","0.0-106.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5949",""," ","key"," ","16.68386516853934","500","250","zol","0.6899999999999998","0.31","","1","10","-2"
"","psychophysics","107","472347","0.0-107.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2174",""," ","key"," ","16.681868217054344","500","250","zol","0.85","0.35","","1","7","-30"
"","psychophysics","108","474699","0.0-108.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2351",""," ","key"," ","16.684835714285978","500","250","zol","1.07","0.43","","1","-6","-6"
"","psychophysics","109","477188","0.0-109.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2487",""," ","key"," ","16.682222972972856","500","250","zol","1.3200000000000003","-0.02","","1","-24","24"
"","psychophysics","110","480132","0.0-110.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2942",""," ","key"," ","16.684534090909107","500","250","zol","1.3800000000000003","-0.68","","1","-23","18"
"","psychophysics","111","484740","0.0-111.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4607",""," ","key"," ","16.682632727272683","500","250","zol","0.7899999999999999","0.71","","1","10","-29"
"","psychophysics","112","489974","0.0-112.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5231",""," ","key"," ","16.683741214057502","500","250","zol","1.12","0.28","","1","7","-1"
"","psychophysics","113","491966","0.0-113.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1990",""," ","key"," ","16.680771186440726","500","250","zol","0.7999999999999999","0.5","","1","-28","20"
"","psychophysics","114","494006","0.0-114.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2038",""," ","key"," ","16.68331404958711","500","250","zol","0.7699999999999999","0.73","","1","-17","21"
"","psychophysics","115","499079","0.0-115.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5069",""," ","key"," ","16.683411184210662","500","250","zol","1.27","0.13","","1","2","3"
"","psychophysics","116","501679","0.0-116.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2597",""," ","key"," ","16.68331818181837","500","250","zol","1.2100000000000002","-0.51","","1","-15","-22"
"","psychophysics","117","505640","0.0-117.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3955",""," ","key"," ","16.68342616033759","500","250","zol","0.9499999999999998","0.75","","1","-8","-8"
"","psychophysics","118","512049","0.0-118.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","6406",""," ","key"," ","16.683297650130648","500","250","zol","0.7","-0.6","","1","-24","-14"
"","psychophysics","119","515417","0.0-119.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3366",""," ","key"," ","16.684099502487637","500","250","zol","0.8400000000000001","-0.34","","1","26","-23"
"","psychophysics","120","516402","0.0-120.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","983",""," ","key"," ","16.683775862069712","500","250","inst","","","","","",""
"","psychophysics","121","527700","0.0-121.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","11296",""," ","key"," ","16.683032544378758","500","250","instZol2","-1.3999999999999995","2","","2","0","0"
"","psychophysics","122","528844","0.0-122.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1143",""," ","key"," ","16.682999999998547","500","250","inst","","","","","",""
"","psychophysics","123","536213","0.0-123.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","7367",""," ","key"," ","16.683118181818017","500","250","zol","-0.8200000000000001","-0.48","","2","-22","29"
"","psychophysics","124","541294","0.0-124.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","5079",""," ","key"," ","16.684138157894747","500","250","zol","-0.9599999999999999","-0.24","","2","0","24"
"","psychophysics","125","544246","0.0-125.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2950",""," ","key"," ","16.682914772727102","500","250","zol","-0.91","-0.09","","2","-14","-16"
"","psychophysics","126","547607","0.0-126.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3358",""," ","key"," ","16.682044999999924","500","250","zol","-0.9299999999999999","-0.07","","2","1","-12"
"","psychophysics","127","552159","0.0-127.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","4551",""," ","key"," ","16.683257352941247","500","250","zol","-0.24999999999999997","0.35","","2","2","18"
"","psychophysics","128","554959","0.0-128.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2798",""," ","key"," ","16.68344910179605","500","250","zol","-0.8699999999999999","-0.33","","2","28","9"
"","psychophysics","129","556824","0.0-129.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1862",""," ","key"," ","16.684234234233816","500","250","zol","-1.6100000000000005","0.41","","2","-23","26"
"","psychophysics","130","558648","0.0-130.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","1822",""," ","key"," ","16.683555555555763","500","250","zol","-1.4700000000000002","0.07","","2","-11","15"
"","psychophysics","131","561104","0.0-131.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2455",""," ","key"," ","16.68325342465677","500","250","zol","-1.28","-0.32","","2","-20","-27"
"","psychophysics","132","563601","0.0-132.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2493",""," ","key"," ","16.684046979865446","500","250","zol","-1.8300000000000007","0.33","","2","-13","12"
"","psychophysics","133","566121","0.0-133.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","2518",""," ","key"," ","16.684480000000136","500","250","zol","-1.35","-0.15","","2","14","1"
"","psychophysics","134","569225","0.0-134.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3103",""," ","key"," ","16.682675675675274","500","250","zol","-1.4100000000000004","-0.59","","2","-4","22"
"","psychophysics","135","572426","0.0-135.0","60d5353d0248aca07f34435e","64cab0c5e7ad99f28c8f2b31","","","","","3198",""," ","key"," ","16.683293193717688","500","250","zol","-0.9799999999999999","0.58","","2","-24","-14"
