"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","start","jitterX","jitterY","parA"
"true","fullscreen","0","10127","0.0-0.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","","","","","","","","","","","","","","",""
"true","preload","1","10241","0.0-1.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","19563","0.0-2.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","9322","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","40878","0.0-3.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","21300",""," ","key"," ","16.66639796716185","840","250","","","","","","",""
"","psychophysics","4","84991","0.0-4.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","44111",""," ","key"," ","16.666385109599393","500","250","inst","","","","","",""
"","psychophysics","5","114595","0.0-5.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","29603",""," ","key"," ","16.666430422535214","500","250","sample0","","","","","",""
"","psychophysics","6","123316","0.0-6.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","8719",""," ","key"," ","16.66648850574714","500","250","sample1","","","","","",""
"","psychophysics","7","167758","0.0-7.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","44442",""," ","key"," ","16.66647749437359","500","250","sample2","100","","","","",""
"","psychophysics","8","198643","0.0-8.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","30883",""," ","key"," ","16.66641252699784","500","250","sample3","100","","","","",""
"","psychophysics","9","236327","0.0-9.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","37683",""," ","key"," ","16.66645044247788","500","250","sample4","100","","","","",""
"","psychophysics","10","257116","0.0-10.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","20788",""," ","key"," ","16.666409309791323","500","250","sample5","","","","","",""
"","psychophysics","11","292157","0.0-11.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","35040",""," ","key"," ","16.66636346336822","500","250","sample6","500","","","","",""
"","psychophysics","12","328893","0.0-12.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","36735",""," ","key"," ","16.66646209714027","500","250","inst","","","","","",""
"","psychophysics","13","361340","0.0-13.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","32446",""," ","key"," ","16.666392600205544","500","250","inst","","","","","",""
"","psychophysics","14","374291","0.0-14.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","12950",""," ","key"," ","16.66632860824742","500","250","inst","","","","","",""
"","psychophysics","15","388500","0.0-15.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","14209",""," ","key"," ","16.666597417840435","500","250","inst","","","","","",""
"","psychophysics","16","394065","0.0-16.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","5563",""," ","key"," ","16.666000000000068","500","250","inst","","","","","",""
"","psychophysics","17","410479","0.0-17.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","16413",""," ","key"," ","16.666517276422766","500","250","instPog0","340","2","370","0","0","340"
"","psychophysics","18","445137","0.0-18.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","34658",""," ","key"," ","16.66636748436747","500","250","instPog1","340","2","370","0","0","340"
"","psychophysics","19","465453","0.0-19.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","20314",""," ","key"," ","16.6664187192118","500","250","instPog2","328","2","340","0","0","340"
"","psychophysics","20","484247","0.0-20.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","18793",""," ","key"," ","16.666452042628762","500","250","inst","","","","","",""
"","psychophysics","21","492249","0.0-21.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531249999995","500","250","pog","322","2","388","0","0","341"
"","psychophysics","22","500257","0.0-22.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139871","500","250","pog","311","2","359","0","0","337"
"","psychophysics","23","508266","0.0-23.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908148","500","250","pog","340","2","372","0","0","357"
"","psychophysics","24","515336","0.0-24.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7068",""," ","key"," ","16.666000000000047","500","250","pog","325","2","305","0","0","338"
"","psychophysics","25","523345","0.0-25.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139871","500","250","pog","353","2","341","0","0","363"
"","psychophysics","26","531347","0.0-26.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","pog","330","2","378","0","0","343"
"","psychophysics","27","539353","0.0-27.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","pog","324","2","364","0","0","333"
"","psychophysics","28","545034","0.0-28.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","5680",""," ","key"," ","16.665999999999837","500","250","pog","328","2","328","0","0","337"
"","psychophysics","29","552074","0.0-29.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7039",""," ","key"," ","16.66660332541571","500","250","pog","370","2","338","0","0","372"
"","psychophysics","30","560080","0.0-30.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","pog","355","2","379","0","0","357"
"","psychophysics","31","568082","0.0-31.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","pog","357","2","395","0","0","359"
"","psychophysics","32","576090","0.0-32.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","pog","297","2","375","0","0","310"
"","psychophysics","33","584097","0.0-33.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","pog","304","2","366","0","0","306"
"","psychophysics","34","592104","0.0-34.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531249999874","500","250","pog","333","2","289","0","0","340"
"","psychophysics","35","600113","0.0-35.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pog","308","2","376","0","0","311"
"","psychophysics","36","608902","0.0-36.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","8783",""," ","key"," ","16.6664819734346","500","250","inst","","","","","",""
"","psychophysics","37","621583","0.0-37.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","12679",""," ","key"," ","16.666335526315837","500","250","instZol0","0","","0","0","0",""
"","psychophysics","38","654186","0.0-38.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","32602",""," ","key"," ","16.66639079283887","500","250","instZol1","2.7755575615628914e-17","","-1.3","0","0",""
"","psychophysics","39","722936","0.0-39.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","68749",""," ","key"," ","16.666432104752676","500","250","instZol2","0.5000000000000008","1","2","0","0",""
"","psychophysics","40","731421","0.0-40.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","8484",""," ","key"," ","16.666501968503905","500","250","inst","","","","","",""
"","psychophysics","41","739426","0.0-41.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","zol","0.43000000000000005","1","0.47","-27","1",""
"","psychophysics","42","747432","0.0-42.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666000000000107","500","250","zol","0.66","1","-0.66","11","25",""
"","psychophysics","43","755439","0.0-43.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139883","500","250","zol","0.58","1","-0.18","2","25",""
"","psychophysics","44","763443","0.0-44.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","zol","0.6","1","-0.4","21","-5",""
"","psychophysics","45","771447","0.0-45.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","zol","0.38","1","-0.58","24","10",""
"","psychophysics","46","779456","0.0-46.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139883","500","250","zol","0.33000000000000007","1","-0.03","4","-15",""
"","psychophysics","47","787020","0.0-47.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7558",""," ","key"," ","16.665999999999944","500","250","zol","0.66","1","-0.56","30","29",""
"","psychophysics","48","794234","0.0-48.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7212",""," ","key"," ","16.666590277777654","500","250","zol","0.4600000000000001","1","0.44","-25","-4",""
"","psychophysics","49","802239","0.0-49.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","zol","0.49","1","-0.69","-7","-6",""
"","psychophysics","50","810247","0.0-50.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666529166666685","500","250","zol","0.9099999999999999","1","0.09","15","16",""
"","psychophysics","51","818254","0.0-51.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","zol","0.7699999999999999","1","-0.37","5","-12",""
"","psychophysics","52","826259","0.0-52.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666000000000174","500","250","zol","0.44000000000000006","1","-0.64","26","-27",""
"","psychophysics","53","833290","0.0-53.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7026",""," ","key"," ","16.666601895734555","500","250","zol","0.62","1","-0.12","-17","21",""
"","psychophysics","54","841295","0.0-54.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","zol","0.11000000000000004","1","0.49","-11","-11",""
"","psychophysics","55","849302","0.0-55.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","zol","0.63","1","0.27","-14","27",""
"","psychophysics","56","865604","0.0-56.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","16301",""," ","key"," ","16.66625997952916","500","250","inst","","","","","",""
"","psychophysics","57","887862","0.0-57.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","22257",""," ","key"," ","16.666382022471907","500","250","instPz0","52","1","50","","","50"
"","psychophysics","58","924124","0.0-58.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","36261",""," ","key"," ","16.666468045977","500","250","instPz1","51","1","25","","","50"
"","psychophysics","59","940658","0.0-59.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","16532",""," ","key"," ","16.66651463168511","500","250","instPz2","26","1","15","","","25"
"","psychophysics","60","997332","0.0-60.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","56672",""," ","key"," ","16.66637452191824","500","250","instPz3","52","1","25","","","50"
"","psychophysics","61","1030797","0.0-61.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","33464",""," ","key"," ","16.66650722471347","500","250","instPz4","34","1","15","","","30"
"","psychophysics","62","1044729","0.0-62.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","13931",""," ","key"," ","16.666305389221545","500","250","inst","","","","","",""
"","psychophysics","63","1052733","0.0-63.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653235908136","500","250","pz","55","1","23","","","48"
"","psychophysics","64","1060735","0.0-64.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666530271399076","500","250","pz","31","1","39","","","22"
"","psychophysics","65","1068741","0.0-65.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.665999999999865","500","250","pz","38","1","36","","","32"
"","psychophysics","66","1076748","0.0-66.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pz","39","1","26","","","32"
"","psychophysics","67","1084753","0.0-67.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pz","40","1","23","","","30"
"","psychophysics","68","1092757","0.0-68.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666529166666443","500","250","pz","58","1","44","","","48"
"","psychophysics","69","1100769","0.0-69.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pz","42","1","29","","","33"
"","psychophysics","70","1108782","0.0-70.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","pz","52","1","53","","","36"
"","psychophysics","71","1116790","0.0-71.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","pz","40","1","35","","","29"
"","psychophysics","72","1124797","0.0-72.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666530271399076","500","250","pz","60","1","35","","","51"
"","psychophysics","73","1132808","0.0-73.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081117","500","250","pz","35","1","48","","","26"
"","psychophysics","74","1140812","0.0-74.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pz","71","1","23","","","59"
"","psychophysics","75","1148815","0.0-75.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.665999999999865","500","250","pz","79","1","28","","","60"
"","psychophysics","76","1156818","0.0-76.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","pz","67","1","39","","","49"
"","psychophysics","77","1164828","0.0-77.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","pz","71","1","40","","","58"
"","psychophysics","78","1180352","0.0-78.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","15518",""," ","key"," ","16.66654672395267","500","250","inst","","","","","",""
"","psychophysics","79","1186796","0.0-79.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","6443",""," ","key"," ","16.666000000000302","500","250","instEB0","40","","40","0","0","40"
"","psychophysics","80","1204808","0.0-80.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","18010",""," ","key"," ","16.6664717330861","500","250","instEB1","70","2","30","0","0","70"
"","psychophysics","81","1232366","0.0-81.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","27556",""," ","key"," ","16.66646218995766","500","250","instEB2","43","2","60","0","0","40"
"","psychophysics","82","1263665","0.0-82.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","31297",""," ","key"," ","16.666407032498615","500","250","instEB3","68","2","45","0","0","65"
"","psychophysics","83","1286409","0.0-83.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","22742",""," ","key"," ","16.666374174614763","500","250","instEB4","46","2","40","0","0","40"
"","psychophysics","84","1290714","0.0-84.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","4305",""," ","key"," ","16.666984496123785","500","250","inst","","","","","",""
"","psychophysics","85","1298724","0.0-85.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","eb","56","2","38","0","0","51"
"","psychophysics","86","1306729","0.0-86.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","eb","29","2","37","0","0","24"
"","psychophysics","87","1314732","0.0-87.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666529166666443","500","250","eb","51","2","29","0","0","46"
"","psychophysics","88","1322125","0.0-88.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7391",""," ","key"," ","16.66657692307661","500","250","eb","55","2","42","0","0","49"
"","psychophysics","89","1329583","0.0-89.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7457",""," ","key"," ","16.666000000000107","500","250","eb","43","2","51","0","0","35"
"","psychophysics","90","1337588","0.0-90.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","eb","53","2","34","0","0","48"
"","psychophysics","91","1345595","0.0-91.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","eb","61","2","28","0","0","54"
"","psychophysics","92","1353597","0.0-92.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","eb","40","2","26","0","0","33"
"","psychophysics","93","1361215","0.0-93.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7616",""," ","key"," ","16.66655921052657","500","250","eb","40","2","35","0","0","33"
"","psychophysics","94","1369220","0.0-94.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","eb","43","2","28","0","0","35"
"","psychophysics","95","1376496","0.0-95.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","7274",""," ","key"," ","16.666582568807616","500","250","eb","42","2","34","0","0","36"
"","psychophysics","96","1382000","0.0-96.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","5502",""," ","key"," ","16.666775075987683","500","250","eb","42","2","46","0","0","36"
"","psychophysics","97","1390003","0.0-97.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","eb","44","2","35","0","0","37"
"","psychophysics","98","1398011","0.0-98.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","eb","28","2","34","0","0","24"
"","psychophysics","99","1406015","0.0-99.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666529166666926","500","250","eb","51","2","47","0","0","45"
"","psychophysics","100","1415265","0.0-100.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","9249",""," ","key"," ","16.66646028880874","500","250","inst","","","","","",""
"","psychophysics","101","1440207","0.0-101.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","24940",""," ","key"," ","16.666511036789224","500","250","instBr0","NaN","","0","0","0","300"
"","psychophysics","102","1482759","0.0-102.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","42550",""," ","key"," ","16.66639890282137","500","250","instBr1","NaN","","-40","0","0","300"
"","psychophysics","103","1580322","0.0-103.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","97561",""," ","key"," ","16.666391594054314","500","250","instBr","-16","1","40","0","0","300"
"","psychophysics","104","1596501","0.0-104.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","16178",""," ","key"," ","16.666525773195666","500","250","inst","","","","","",""
"","psychophysics","105","1604507","0.0-105.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","br","-6","1","18","-10","16","215"
"","psychophysics","106","1612515","0.0-106.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","br","-9","1","0","24","-30","233"
"","psychophysics","107","1620524","0.0-107.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","br","-19","1","-43","18","30","239"
"","psychophysics","108","1628531","0.0-108.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","br","-14","1","-11","-15","-18","230"
"","psychophysics","109","1636539","0.0-109.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","br","-13","1","13","-9","8","264"
"","psychophysics","110","1644541","0.0-110.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.7013256784965","500","250","br","-8","1","41","-30","-27","218"
"","psychophysics","111","1652548","0.0-111.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666530271399076","500","250","br","-15","1","-7","0","30","281"
"","psychophysics","112","1660555","0.0-112.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66599999999993","500","250","br","-16","1","-37","-1","4","300"
"","psychophysics","113","1668559","0.0-113.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666531250000116","500","250","br","-18","1","-31","-23","18","227"
"","psychophysics","114","1676563","0.0-114.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","br","-15","1","38","28","3","210"
"","psychophysics","115","1684571","0.0-115.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.66653027139859","500","250","br","-11","1","-44","2","17","227"
"","psychophysics","116","1692573","0.0-116.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","br","-10","1","3","15","-5","218"
"","psychophysics","117","1700579","0.0-117.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.665999999999865","500","250","br","-14","1","39","-11","-6","271"
"","psychophysics","118","1708588","0.0-118.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081117","500","250","br","-9","1","48","30","-13","297"
"","psychophysics","119","1716590","0.0-119.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666530271399076","500","250","br","-10","1","17","22","22","276"
"","psychophysics","120","1734161","0.0-120.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","17565",""," ","key"," ","16.666483870967674","500","250","inst","","","","","",""
"","psychophysics","121","1767941","0.0-121.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","33779",""," ","key"," ","16.66637709772955","500","250","instBr","18","2","40","0","0","300"
"","psychophysics","122","1780576","0.0-122.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","12634",""," ","key"," ","16.666335535006564","500","250","inst","","","","","",""
"","psychophysics","123","1788579","0.0-123.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","br","14","2","-18","12","26","239"
"","psychophysics","124","1796588","0.0-124.0","63c1ee13dd800772500c9ea3","64cab311d78670edc76ee997","","","","","null","","null","key","null","16.666532359081604","500","250","br","19","2","18","-6","8","204"
