pid task resp start version parA rt time_elapsed
60d5353d0248aca07f34435e br 19 -9 2 233 3695 752870
60d5353d0248aca07f34435e eb 49 42 2 38 1631 767833
60d5353d0248aca07f34435e eb 61 49 2 49 2646 770482
60d5353d0248aca07f34435e eb 32 32 2 29 2221 772706
60d5353d0248aca07f34435e eb 47 38 2 42 1454 774162
60d5353d0248aca07f34435e eb 32 26 2 29 1327 775490
60d5353d0248aca07f34435e eb 47 24 2 41 4135 779627
60d5353d0248aca07f34435e eb 54 32 2 40 3974 783603
60d5353d0248aca07f34435e eb 52 50 2 43 1391 784996
60d5353d0248aca07f34435e eb 38 31 2 33 1566 786564
60d5353d0248aca07f34435e eb 64 50 2 54 5031 791598
60d5353d0248aca07f34435e eb 36 48 2 30 3423 795022
60d5353d0248aca07f34435e eb 48 53 2 38 2382 797406
60d5353d0248aca07f34435e eb 38 30 2 28 2039 799447
60d5353d0248aca07f34435e eb 43 39 2 34 1807 801255
60d5353d0248aca07f34435e eb 50 25 2 40 4111 805368
60f1fa8f73bf9815c88dc8cb br 24 29 2 223 null 359207
60f1fa8f73bf9815c88dc8cb br 2 -31 2 246 null 367208
60f1fa8f73bf9815c88dc8cb br 18 -37 2 230 null 375210
60f1fa8f73bf9815c88dc8cb br 18 -2 2 221 null 383211
60f1fa8f73bf9815c88dc8cb br 18 -45 2 211 null 391212
60f1fa8f73bf9815c88dc8cb br 17 -41 2 226 5717 396934
60f1fa8f73bf9815c88dc8cb br 18 -4 2 300 5983 402918
60f1fa8f73bf9815c88dc8cb br 22 -11 2 265 6726 409646
60f1fa8f73bf9815c88dc8cb br 21 -42 2 213 7415 417062
60f1fa8f73bf9815c88dc8cb br 16 -44 2 221 7423 424486
60f1fa8f73bf9815c88dc8cb br 23 -47 2 267 7120 431608
60f1fa8f73bf9815c88dc8cb br 22 26 2 295 7510 439119
60f1fa8f73bf9815c88dc8cb br 20 -24 2 248 7943 447063
60f1fa8f73bf9815c88dc8cb br 22 -23 2 233 5855 452920
60f1fa8f73bf9815c88dc8cb br 22 -9 2 226 5952 458873
60f1fa8f73bf9815c88dc8cb eb 46 30 1 40 null 530604
60f1fa8f73bf9815c88dc8cb eb 44 47 1 40 null 538606
60f1fa8f73bf9815c88dc8cb eb 49 39 1 45 null 546608
60f1fa8f73bf9815c88dc8cb eb 31 44 1 28 null 554611
60f1fa8f73bf9815c88dc8cb eb 57 43 1 52 null 562613
60f1fa8f73bf9815c88dc8cb eb 54 43 1 49 null 570614
60f1fa8f73bf9815c88dc8cb eb 35 34 1 30 null 578616
60f1fa8f73bf9815c88dc8cb eb 42 36 1 39 6168 584789
60f1fa8f73bf9815c88dc8cb eb 44 54 1 41 null 592790
60f1fa8f73bf9815c88dc8cb eb 34 46 1 31 null 600792
60f1fa8f73bf9815c88dc8cb eb 56 30 1 49 null 608794
60f1fa8f73bf9815c88dc8cb eb 39 48 1 34 4642 613438
60f1fa8f73bf9815c88dc8cb eb 37 24 1 35 6614 620054
60f1fa8f73bf9815c88dc8cb eb 50 45 1 44 4647 624702
60f1fa8f73bf9815c88dc8cb eb 27 29 1 25 4423 629127
60f1fa8f73bf9815c88dc8cb zol 1.82 -0.22 1 NA null 656025
60f1fa8f73bf9815c88dc8cb zol 1.36 -0.66 1 NA null 664027
60f1fa8f73bf9815c88dc8cb zol 2.41 -0.11 1 NA null 672031
60f1fa8f73bf9815c88dc8cb zol 2.31 -0.61 1 NA 7567 679600
60f1fa8f73bf9815c88dc8cb zol 2.06 -0.06 1 NA null 687602
60f1fa8f73bf9815c88dc8cb zol 2.05 0.75 1 NA null 695604
60f1fa8f73bf9815c88dc8cb zol 1.7 -0.3 1 NA 6692 702298
60f1fa8f73bf9815c88dc8cb zol 2.07 0.03 1 NA 6109 708410
60f1fa8f73bf9815c88dc8cb zol 1.66 0.74 1 NA null 716412
60f1fa8f73bf9815c88dc8cb zol 1.27 -0.57 1 NA null 724414
60f1fa8f73bf9815c88dc8cb zol 1.48 0.22 1 NA 7122 731538
60f1fa8f73bf9815c88dc8cb zol 1.48 0.32 1 NA null 739541
60f1fa8f73bf9815c88dc8cb zol 1.58 -0.18 1 NA null 747543
60f1fa8f73bf9815c88dc8cb zol 1.53 -0.13 1 NA null 755546
60f1fa8f73bf9815c88dc8cb zol 1.62 -0.22 1 NA 5727 761275
60f1fa8f73bf9815c88dc8cb pog 173 187 1 160 null 800551
60f1fa8f73bf9815c88dc8cb pog 219 125 1 200 7038 807590
60f1fa8f73bf9815c88dc8cb pog 154 150 1 144 4918 812509
60f1fa8f73bf9815c88dc8cb pog 145 177 1 128 null 820511
60f1fa8f73bf9815c88dc8cb pog 199 171 1 187 6198 826710
60f1fa8f73bf9815c88dc8cb pog 197 103 1 185 7518 834230
60f1fa8f73bf9815c88dc8cb pog 192 136 1 180 7383 841615
60f1fa8f73bf9815c88dc8cb pog 140 208 1 126 null 849616
60f1fa8f73bf9815c88dc8cb pog 139 139 1 120 3549 853167
60f1fa8f73bf9815c88dc8cb pog 189 153 1 172 5671 858839
60f1fa8f73bf9815c88dc8cb pog 173 147 1 159 4568 863408
60f1fa8f73bf9815c88dc8cb pog 157 163 1 141 4302 867711
60f1fa8f73bf9815c88dc8cb pog 173 191 1 159 6767 874479
60f1fa8f73bf9815c88dc8cb pog 183 181 1 166 null 882481
60f1fa8f73bf9815c88dc8cb pog 151 207 1 131 5997 888480
60f1fa8f73bf9815c88dc8cb pz 26 39 2 56 null 938899
60f1fa8f73bf9815c88dc8cb pz 43 29 2 58 null 946900
60f1fa8f73bf9815c88dc8cb pz 19 41 2 26 null 954902
60f1fa8f73bf9815c88dc8cb pz 22 52 2 32 null 962903
60f1fa8f73bf9815c88dc8cb pz 23 50 2 28 null 970904
60f1fa8f73bf9815c88dc8cb pz 14 57 2 20 null 978907
60f1fa8f73bf9815c88dc8cb pz 25 22 2 35 7316 986227
60f1fa8f73bf9815c88dc8cb pz 22 56 2 29 7183 993412
60f1fa8f73bf9815c88dc8cb pz 24 31 2 33 7086 1000500
60f1fa8f73bf9815c88dc8cb pz 36 52 2 48 null 1008501
60f1fa8f73bf9815c88dc8cb pz 22 52 2 28 null 1016503
60f1fa8f73bf9815c88dc8cb pz 33 52 2 45 null 1024504
60f1fa8f73bf9815c88dc8cb pz 23 56 2 32 null 1032505
60f1fa8f73bf9815c88dc8cb pz 19 39 2 25 6351 1038862
60f1fa8f73bf9815c88dc8cb pz 19 20 2 26 3526 1042390
60f1fa8f73bf9815c88dc8cb zol -2.21 0.11 2 NA null 1069705
60f1fa8f73bf9815c88dc8cb zol -1.36 -0.54 2 NA 6804 1076511
60f1fa8f73bf9815c88dc8cb zol -1.58 -0.12 2 NA 6054 1082567
60f1fa8f73bf9815c88dc8cb zol -1.32 -0.18 2 NA null 1090570
60f1fa8f73bf9815c88dc8cb zol -1.18 -0.42 2 NA null 1098572
60f1fa8f73bf9815c88dc8cb zol -0.79 -0.21 2 NA null 1106575
60f1fa8f73bf9815c88dc8cb zol -1.11 0.11 2 NA null 1114577
60f1fa8f73bf9815c88dc8cb zol -1.47 -0.23 2 NA 4225 1118808
60f1fa8f73bf9815c88dc8cb zol -1.13 0.03 2 NA null 1126810
60f1fa8f73bf9815c88dc8cb zol -1.2 0 2 NA null 1134812
60f1fa8f73bf9815c88dc8cb zol -0.78 -0.62 2 NA null 1142814
60f1fa8f73bf9815c88dc8cb zol -1.43 -0.37 2 NA null 1150816
60f1fa8f73bf9815c88dc8cb zol -1.37 0.57 2 NA null 1158818
60f1fa8f73bf9815c88dc8cb zol -0.94 -0.66 2 NA null 1166821
60f1fa8f73bf9815c88dc8cb zol -1.21 0.51 2 NA null 1174823
60f1fa8f73bf9815c88dc8cb eb 48 46 2 43 5079 1194628
60f1fa8f73bf9815c88dc8cb eb 31 28 2 29 3966 1198596
60f1fa8f73bf9815c88dc8cb eb 52 47 2 50 7206 1205803
60f1fa8f73bf9815c88dc8cb eb 38 40 2 35 5311 1211115
60f1fa8f73bf9815c88dc8cb eb 27 49 2 26 null 1219118
60f1fa8f73bf9815c88dc8cb eb 28 28 2 48 44 1219164
60f1fa8f73bf9815c88dc8cb eb 42 43 2 39 5031 1224196
60f1fa8f73bf9815c88dc8cb eb 44 36 2 42 6943 1231141
60f1fa8f73bf9815c88dc8cb eb 28 32 2 26 6558 1237700
60f1fa8f73bf9815c88dc8cb eb 53 31 2 49 null 1245702
60f1fa8f73bf9815c88dc8cb eb 27 42 2 25 6812 1252517
60f1fa8f73bf9815c88dc8cb eb 58 35 2 53 null 1260519
60f1fa8f73bf9815c88dc8cb eb 41 46 2 39 7549 1268070
60f1fa8f73bf9815c88dc8cb eb 57 28 2 52 7510 1275582
60f1fa8f73bf9815c88dc8cb eb 58 30 2 54 6959 1282542
60f1fa8f73bf9815c88dc8cb pog 330 320 2 349 5935 1297175
60f1fa8f73bf9815c88dc8cb pog 366 342 2 378 6183 1303360
60f1fa8f73bf9815c88dc8cb pog 327 323 2 338 5934 1309295
60f1fa8f73bf9815c88dc8cb pog 365 363 2 377 5847 1315144
60f1fa8f73bf9815c88dc8cb pog 292 358 2 304 null 1323146
60f1fa8f73bf9815c88dc8cb pog 320 394 2 331 7638 1330785
60f1fa8f73bf9815c88dc8cb pog 305 385 2 315 7189 1337977
60f1fa8f73bf9815c88dc8cb pog 373 363 2 379 7615 1345593
60f1fa8f73bf9815c88dc8cb pog 292 286 2 310 3654 1349249
60f1fa8f73bf9815c88dc8cb pog 306 394 2 321 7376 1356626
60f1fa8f73bf9815c88dc8cb pog 322 362 2 334 7566 1364194
60f1fa8f73bf9815c88dc8cb pog 333 307 2 343 6655 1370850
60f1fa8f73bf9815c88dc8cb pog 324 354 2 332 5779 1376635
60f1fa8f73bf9815c88dc8cb pog 367 389 2 376 null 1384636
60f1fa8f73bf9815c88dc8cb pog 319 285 2 334 3333 1387971
60f1fa8f73bf9815c88dc8cb pz 37 26 1 21 null 1405669
60f1fa8f73bf9815c88dc8cb pz 45 34 1 33 null 1413671
60f1fa8f73bf9815c88dc8cb pz 92 32 1 46 null 1421672
60f1fa8f73bf9815c88dc8cb pz 75 38 1 41 5594 1427268
60f1fa8f73bf9815c88dc8cb pz 89 47 1 46 null 1435269
60f1fa8f73bf9815c88dc8cb pz 71 44 1 37 5677 1440949
60f1fa8f73bf9815c88dc8cb pz 123 57 1 58 null 1448950
60f1fa8f73bf9815c88dc8cb pz 56 51 1 33 null 1456951
60f1fa8f73bf9815c88dc8cb pz 104 45 1 48 null 1464953
60f1fa8f73bf9815c88dc8cb pz 84 34 1 45 null 1472955
60f1fa8f73bf9815c88dc8cb pz 39 55 1 24 6542 1479502
60f1fa8f73bf9815c88dc8cb pz 40 49 1 30 null 1487504
60f1fa8f73bf9815c88dc8cb pz 83 53 1 43 4837 1492343
60f1fa8f73bf9815c88dc8cb pz 72 23 1 41 null 1500344
60f1fa8f73bf9815c88dc8cb pz 72 39 1 40 5357 1505703
60f1fa8f73bf9815c88dc8cb br -20 -34 1 258 null 1532953
60f1fa8f73bf9815c88dc8cb br -19 -49 1 216 6645 1539600
60f1fa8f73bf9815c88dc8cb br -18 48 1 222 null 1547601
60f1fa8f73bf9815c88dc8cb br -17 32 1 216 null 1555603
60f1fa8f73bf9815c88dc8cb br -15 -43 1 201 7548 1563153
60f1fa8f73bf9815c88dc8cb br -20 15 1 223 7302 1570458
60f1fa8f73bf9815c88dc8cb br -19 -39 1 300 6807 1577266
60f1fa8f73bf9815c88dc8cb br -21 47 1 255 6822 1584090
60f1fa8f73bf9815c88dc8cb br -20 49 1 300 7591 1591682
60f1fa8f73bf9815c88dc8cb br -18 27 1 244 4415 1596099
60f1fa8f73bf9815c88dc8cb br -12 -46 1 224 5502 1601602
60f1fa8f73bf9815c88dc8cb br -15 -29 1 202 6566 1608171
60f1fa8f73bf9815c88dc8cb br -16 23 1 233 null 1616173
60f1fa8f73bf9815c88dc8cb br -20 -23 1 285 6542 1622716
60f1fa8f73bf9815c88dc8cb br -20 -8 1 290 7583 1630301
61078342b757ebe17dfbb5ad pog 340 322 2 372 5934 137826
61078342b757ebe17dfbb5ad pog 303 311 2 328 6851 144680
61078342b757ebe17dfbb5ad pog 289 299 2 318 5943 150630
61078342b757ebe17dfbb5ad pog 315 373 2 341 5710 156346
61078342b757ebe17dfbb5ad pog 309 297 2 334 3871 160224
61078342b757ebe17dfbb5ad pog 328 346 2 339 null 168229
61078342b757ebe17dfbb5ad pog 357 393 2 372 5441 173672
61078342b757ebe17dfbb5ad pog 282 392 2 303 6495 180170
61078342b757ebe17dfbb5ad pog 349 393 2 362 5322 185496
61078342b757ebe17dfbb5ad pog 370 304 2 378 5388 190886
61078342b757ebe17dfbb5ad pog 337 351 2 343 4642 195538
61078342b757ebe17dfbb5ad pog 341 341 2 345 3556 199097
61078342b757ebe17dfbb5ad pog 347 313 2 354 5016 204115
61078342b757ebe17dfbb5ad pog 368 290 2 374 4922 209044
61078342b757ebe17dfbb5ad pog 331 347 2 340 4982 214029
61078342b757ebe17dfbb5ad zol 2.04 -0.74 1 NA 6828 268092
61078342b757ebe17dfbb5ad zol 1.92 -0.12 1 NA 5378 273476
61078342b757ebe17dfbb5ad zol 1.97 0.53 1 NA 6492 279971
61078342b757ebe17dfbb5ad zol 1.99 0.11 1 NA 7030 287010
61078342b757ebe17dfbb5ad zol 2 -0.5 1 NA 4842 291860
61078342b757ebe17dfbb5ad zol 1.76 -0.06 1 NA 6618 298482
61078342b757ebe17dfbb5ad zol 1.91 0.69 1 NA 5602 304089
61078342b757ebe17dfbb5ad zol 1.72 -0.12 1 NA 7858 311959
61078342b757ebe17dfbb5ad zol 1.91 -0.01 1 NA null 319965
61078342b757ebe17dfbb5ad zol 1.68 0.02 1 NA 3479 323450
61078342b757ebe17dfbb5ad zol 1.72 0.18 1 NA 5819 329274
61078342b757ebe17dfbb5ad zol 1.9 -0.3 1 NA 3518 332799
61078342b757ebe17dfbb5ad zol 1.64 -0.74 1 NA null 340805
61078342b757ebe17dfbb5ad zol 1.52 0.58 1 NA 3292 344102
61078342b757ebe17dfbb5ad zol 2 0.3 1 NA 4090 348197
61078342b757ebe17dfbb5ad eb 45 34 2 39 6207 463908
61078342b757ebe17dfbb5ad eb 35 32 2 31 2764 466685
61078342b757ebe17dfbb5ad eb 28 33 2 25 3131 469823
61078342b757ebe17dfbb5ad eb 29 43 2 24 4970 474796
61078342b757ebe17dfbb5ad eb 42 43 2 37 3530 478330
61078342b757ebe17dfbb5ad eb 54 49 2 47 3160 481493
61078342b757ebe17dfbb5ad eb 26 34 2 26 5160 486656
61078342b757ebe17dfbb5ad eb 40 52 2 32 4587 491246
61078342b757ebe17dfbb5ad eb 55 47 2 48 4099 495349
61078342b757ebe17dfbb5ad eb 31 49 2 29 5141 500499
61078342b757ebe17dfbb5ad eb 55 27 2 49 5886 506395
61078342b757ebe17dfbb5ad eb 48 27 2 38 4025 510424
61078342b757ebe17dfbb5ad eb 49 24 2 45 4039 514469
61078342b757ebe17dfbb5ad eb 27 51 2 26 4602 519077
61078342b757ebe17dfbb5ad eb 54 26 2 47 5394 524475
61078342b757ebe17dfbb5ad pz 60 32 2 60 6345 566325
61078342b757ebe17dfbb5ad pz 55 40 2 49 3425 569753
61078342b757ebe17dfbb5ad pz 41 22 2 40 4225 573985
61078342b757ebe17dfbb5ad pz 19 56 2 24 4668 578659
61078342b757ebe17dfbb5ad pz 37 39 2 42 2955 581620
61078342b757ebe17dfbb5ad pz 40 20 2 41 4268 585897
61078342b757ebe17dfbb5ad pz 19 25 2 20 3754 589655
61078342b757ebe17dfbb5ad pz 29 39 2 29 4632 594294
61078342b757ebe17dfbb5ad pz 48 50 2 54 4793 599090
61078342b757ebe17dfbb5ad pz 56 31 2 60 4133 603230
61078342b757ebe17dfbb5ad pz 52 44 2 57 2828 606064
61078342b757ebe17dfbb5ad pz 26 42 2 26 4664 610731
61078342b757ebe17dfbb5ad pz 43 50 2 54 4249 614984
61078342b757ebe17dfbb5ad pz 26 29 2 34 2900 617888
61078342b757ebe17dfbb5ad pz 33 53 2 31 5666 623557
61078342b757ebe17dfbb5ad br 20 -8 2 228 4949 691327
61078342b757ebe17dfbb5ad br 29 -36 2 274 7108 698440
61078342b757ebe17dfbb5ad br 28 -9 2 296 4617 703061
61078342b757ebe17dfbb5ad br 24 -38 2 224 null 711067
61078342b757ebe17dfbb5ad br 34 34 2 295 127 711199
61078342b757ebe17dfbb5ad br 24 -49 2 280 7686 718891
61078342b757ebe17dfbb5ad br 20 37 2 248 3116 722012
61078342b757ebe17dfbb5ad br 25 -23 2 200 5234 727254
61078342b757ebe17dfbb5ad br 26 35 2 289 2944 730201
61078342b757ebe17dfbb5ad br 24 5 2 202 null 738221
61078342b757ebe17dfbb5ad br 21 -16 2 235 6458 744690
61078342b757ebe17dfbb5ad br 24 9 2 284 3324 748017
61078342b757ebe17dfbb5ad br 21 19 2 225 4626 752648
61078342b757ebe17dfbb5ad br 18 4 2 213 3983 756638
61078342b757ebe17dfbb5ad br 24 45 2 217 5645 762295
61078342b757ebe17dfbb5ad pz -5 29 1 40 null 783087
61078342b757ebe17dfbb5ad pz 58 21 1 57 4238 787328
61078342b757ebe17dfbb5ad pz 50 50 1 58 879 788212
61078342b757ebe17dfbb5ad pz 64 43 1 55 3494 791727
61078342b757ebe17dfbb5ad pz 33 45 1 28 3191 794922
61078342b757ebe17dfbb5ad pz 57 42 1 45 4555 799480
61078342b757ebe17dfbb5ad pz 43 39 1 43 2780 802263
61078342b757ebe17dfbb5ad pz 23 38 1 23 3682 805948
61078342b757ebe17dfbb5ad pz 54 28 1 48 4831 810783
61078342b757ebe17dfbb5ad pz 26 59 1 25 6248 817037
61078342b757ebe17dfbb5ad pz 60 30 1 49 5795 822840
61078342b757ebe17dfbb5ad pz 66 30 1 49 4455 827299
61078342b757ebe17dfbb5ad pz 35 60 1 32 4701 832009
61078342b757ebe17dfbb5ad pz 56 38 1 40 3377 835390
61078342b757ebe17dfbb5ad pz 51 27 1 44 3648 839042
61078342b757ebe17dfbb5ad pog 164 182 1 133 3849 887288
61078342b757ebe17dfbb5ad pog 195 179 1 164 3663 890959
61078342b757ebe17dfbb5ad pog 170 122 1 146 4296 895259
61078342b757ebe17dfbb5ad pog 155 169 1 135 2539 897804
61078342b757ebe17dfbb5ad pog 215 139 1 184 4360 902166
61078342b757ebe17dfbb5ad pog 206 164 1 182 5052 907222
61078342b757ebe17dfbb5ad pog 228 194 1 198 3717 910948
61078342b757ebe17dfbb5ad pog 221 125 1 196 4896 915847
61078342b757ebe17dfbb5ad pog 149 189 1 121 5883 921733
61078342b757ebe17dfbb5ad pog 184 184 1 157 1181 922917
61078342b757ebe17dfbb5ad pog 216 166 1 195 3604 926524
61078342b757ebe17dfbb5ad pog 159 115 1 134 3218 929750
61078342b757ebe17dfbb5ad pog 183 143 1 155 3152 932904
61078342b757ebe17dfbb5ad pog 152 136 1 126 2396 935303
61078342b757ebe17dfbb5ad pog 189 219 1 171 2890 938197
61078342b757ebe17dfbb5ad br -11 2 1 274 2341 984168
61078342b757ebe17dfbb5ad br -11 -10 1 221 3703 987874
61078342b757ebe17dfbb5ad br 2 41 1 260 4567 992445
61078342b757ebe17dfbb5ad br -13 1 1 225 3603 996054
61078342b757ebe17dfbb5ad br -8 4 1 267 2406 998475
61078342b757ebe17dfbb5ad br -6 50 1 272 4750 1003227
61078342b757ebe17dfbb5ad br -13 -21 1 259 3588 1006818
61078342b757ebe17dfbb5ad br -13 -22 1 273 3031 1009852
61078342b757ebe17dfbb5ad br -5 22 1 232 3780 1013634
61078342b757ebe17dfbb5ad br -10 -13 1 279 2733 1016370
61078342b757ebe17dfbb5ad br -6 13 1 280 2833 1019206
61078342b757ebe17dfbb5ad br -4 17 1 248 4159 1023368
61078342b757ebe17dfbb5ad br -2 33 1 210 3210 1026596
61078342b757ebe17dfbb5ad br -12 -37 1 288 6568 1033170
61078342b757ebe17dfbb5ad br -10 -12 1 234 3275 1036448
61078342b757ebe17dfbb5ad eb 58 25 1 50 3942 1051746
61078342b757ebe17dfbb5ad eb 33 48 1 28 3764 1055514
61078342b757ebe17dfbb5ad eb 40 36 1 32 3244 1058771
61078342b757ebe17dfbb5ad eb 50 30 1 45 4086 1062861
61078342b757ebe17dfbb5ad eb 36 26 1 30 3884 1066748
61078342b757ebe17dfbb5ad eb 40 31 1 30 3392 1070148
61078342b757ebe17dfbb5ad eb 45 27 1 36 4143 1074299
61078342b757ebe17dfbb5ad eb 41 44 1 37 2649 1076956
61078342b757ebe17dfbb5ad eb 54 50 1 46 4091 1081053
61078342b757ebe17dfbb5ad eb 40 43 1 31 3811 1084873
61078342b757ebe17dfbb5ad eb 58 47 1 48 4008 1088901
61078342b757ebe17dfbb5ad eb 53 53 1 47 7120 1096030
61078342b757ebe17dfbb5ad eb 32 26 1 27 6808 1102841
61078342b757ebe17dfbb5ad eb 53 41 1 50 3358 1106202
61078342b757ebe17dfbb5ad eb 29 29 1 25 4650 1110860
61078342b757ebe17dfbb5ad zol -2.02 -0.68 2 NA 6826 1150989
61078342b757ebe17dfbb5ad zol -2.02 0.22 2 NA 7404 1158400
61078342b757ebe17dfbb5ad zol -2 0.3 2 NA 3604 1162009
61078342b757ebe17dfbb5ad zol -1.72 -0.18 2 NA 5074 1167087
61078342b757ebe17dfbb5ad zol -2.06 -0.54 2 NA 6681 1173789
61078342b757ebe17dfbb5ad zol -2.11 0.71 2 NA 3455 1177253
61078342b757ebe17dfbb5ad zol -1.63 0.23 2 NA 2742 1180005
61078342b757ebe17dfbb5ad zol 2.25 -0.55 2 NA null 1188012
61078342b757ebe17dfbb5ad zol -1.69 -0.21 2 NA 5164 1193182
61078342b757ebe17dfbb5ad zol -2.07 -0.23 2 NA 4295 1197481
61078342b757ebe17dfbb5ad zol -2.25 0.75 2 NA 3373 1200859
61078342b757ebe17dfbb5ad zol -1.5 -0.6 2 NA 3888 1204754
61078342b757ebe17dfbb5ad zol -1.78 0.18 2 NA 4136 1208898
61078342b757ebe17dfbb5ad zol -1.85 -0.45 2 NA 3810 1212713
61078342b757ebe17dfbb5ad zol -1.43 -0.07 2 NA 5183 1217913
614eb489b0a5f38772bab599 br -38 47 1 298 7492 137621
614eb489b0a5f38772bab599 br -31 -29 1 249 4614 142238
614eb489b0a5f38772bab599 br -23 14 1 208 null 150242
614eb489b0a5f38772bab599 br 38 38 1 250 171 150416
614eb489b0a5f38772bab599 br -22 46 1 294 4486 154911
614eb489b0a5f38772bab599 br -29 -4 1 218 3035 157949
614eb489b0a5f38772bab599 br -15 48 1 202 5425 163377
614eb489b0a5f38772bab599 br -24 25 1 217 2784 166164
614eb489b0a5f38772bab599 br -35 20 1 276 2947 169114
614eb489b0a5f38772bab599 br -35 -33 1 277 1777 170894
614eb489b0a5f38772bab599 br -19 41 1 227 3019 173916
614eb489b0a5f38772bab599 br -23 38 1 200 6110 180030
614eb489b0a5f38772bab599 br -19 22 1 202 5229 185263
614eb489b0a5f38772bab599 br -16 28 1 243 5503 190771
614eb489b0a5f38772bab599 br -15 27 1 234 3745 194518
614eb489b0a5f38772bab599 pz 25 51 2 29 5748 225678
614eb489b0a5f38772bab599 pz 37 37 2 42 4953 230634
614eb489b0a5f38772bab599 pz 46 29 2 59 3001 233636
614eb489b0a5f38772bab599 pz 48 29 2 57 2472 236111
614eb489b0a5f38772bab599 pz 37 28 2 52 3095 239209
614eb489b0a5f38772bab599 pz 18 44 2 27 3407 242621
614eb489b0a5f38772bab599 pz 19 43 2 29 4894 247518
614eb489b0a5f38772bab599 pz 22 33 2 39 3880 251401
614eb489b0a5f38772bab599 pz 12 54 2 21 4447 255850
614eb489b0a5f38772bab599 pz 27 54 2 44 3993 259846
614eb489b0a5f38772bab599 pz 27 31 2 45 3335 263183
614eb489b0a5f38772bab599 pz 17 47 2 22 4278 267464
614eb489b0a5f38772bab599 pz 25 45 2 33 4817 272283
614eb489b0a5f38772bab599 pz 23 44 2 31 3064 275352
614eb489b0a5f38772bab599 pz 28 22 2 41 2860 278215
614eb489b0a5f38772bab599 zol 1.08 -0.68 1 NA 3534 298296
614eb489b0a5f38772bab599 zol 0.56 0.04 1 NA 5045 303343
614eb489b0a5f38772bab599 zol 0.71 0.39 1 NA 5888 309235
614eb489b0a5f38772bab599 zol 0.84 -0.54 1 NA 2164 311405
614eb489b0a5f38772bab599 zol 0.7 -0.4 1 NA 2596 314005
614eb489b0a5f38772bab599 zol 1.21 -0.51 1 NA 3706 317717
614eb489b0a5f38772bab599 zol 0.34 0.16 1 NA 4468 322190
614eb489b0a5f38772bab599 zol 0.55 0.45 1 NA 3983 326177
614eb489b0a5f38772bab599 zol 0.17 0.63 1 NA null 334181
614eb489b0a5f38772bab599 zol 1.61 -0.61 1 NA 2324 336510
614eb489b0a5f38772bab599 zol 0.4 0 1 NA 3206 339722
614eb489b0a5f38772bab599 zol 0.45 0.75 1 NA 1950 341675
614eb489b0a5f38772bab599 zol 0.83 -0.53 1 NA 1367 343047
614eb489b0a5f38772bab599 zol 0.47 0.53 1 NA 3121 346172
614eb489b0a5f38772bab599 zol 0.85 -0.35 1 NA 2327 348501
614eb489b0a5f38772bab599 eb 56 51 1 49 2276 402952
614eb489b0a5f38772bab599 eb 28 53 1 26 4423 407383
614eb489b0a5f38772bab599 eb 64 39 1 52 3225 410611
614eb489b0a5f38772bab599 eb 42 54 1 37 2565 413179
614eb489b0a5f38772bab599 eb 38 45 1 34 3086 416267
614eb489b0a5f38772bab599 eb 46 49 1 36 1801 418071
614eb489b0a5f38772bab599 eb 55 28 1 50 4090 422166
614eb489b0a5f38772bab599 eb 45 38 1 41 2899 425067
614eb489b0a5f38772bab599 eb 52 25 1 47 3195 428265
614eb489b0a5f38772bab599 eb 26 36 1 24 3437 431704
614eb489b0a5f38772bab599 eb 34 39 1 31 3195 434902
614eb489b0a5f38772bab599 eb 39 34 1 36 3414 438320
614eb489b0a5f38772bab599 eb 45 31 1 41 2606 440929
614eb489b0a5f38772bab599 eb 57 33 1 54 3634 444566
614eb489b0a5f38772bab599 eb 48 43 1 40 2249 446820
614eb489b0a5f38772bab599 pog 320 334 2 342 3487 468884
614eb489b0a5f38772bab599 pog 344 370 2 355 3411 472298
614eb489b0a5f38772bab599 pog 340 360 2 356 2835 475131
614eb489b0a5f38772bab599 pog 337 323 2 379 1887 477020
614eb489b0a5f38772bab599 pog 282 354 2 305 4639 481661
614eb489b0a5f38772bab599 pog 313 291 2 337 4327 485989
614eb489b0a5f38772bab599 pog 295 371 2 310 3341 489333
614eb489b0a5f38772bab599 pog 346 324 2 380 2513 491847
614eb489b0a5f38772bab599 pog 298 300 2 303 3483 495332
614eb489b0a5f38772bab599 pog 333 289 2 373 4602 499936
614eb489b0a5f38772bab599 pog 344 346 2 358 1990 501928
614eb489b0a5f38772bab599 pog 332 288 2 376 5240 507170
614eb489b0a5f38772bab599 pog 305 391 2 333 5078 512250
614eb489b0a5f38772bab599 pog 348 340 2 377 2634 514886
614eb489b0a5f38772bab599 pog 331 307 2 377 3977 518865
614eb489b0a5f38772bab599 eb 51 26 2 43 3475 532408
614eb489b0a5f38772bab599 eb 32 53 2 28 4174 536589
614eb489b0a5f38772bab599 eb 46 36 2 39 2246 538837
614eb489b0a5f38772bab599 eb 26 37 2 24 3713 542553
614eb489b0a5f38772bab599 eb 43 52 2 39 3977 546536
614eb489b0a5f38772bab599 eb 28 32 2 25 2856 549397
614eb489b0a5f38772bab599 eb 35 31 2 31 2624 552026
614eb489b0a5f38772bab599 eb 61 45 2 53 3465 555494
614eb489b0a5f38772bab599 eb 37 31 2 33 4500 559998
614eb489b0a5f38772bab599 eb 60 27 2 53 2995 562996
614eb489b0a5f38772bab599 eb 31 31 2 27 3450 566450
