"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","version","jitterX","jitterY","parA"
"true","fullscreen","0","4135","0.0-0.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4319","0.0-1.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","7113","0.0-2.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","2794","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","33931","0.0-3.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","26813",""," ","key"," ","16.661988812927284","800","250","","","","","","",""
"","psychophysics","4","36330","0.0-4.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","2397",""," ","key"," ","16.66615384615386","500","250","inst","","","","","",""
"","psychophysics","5","39258","0.0-5.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","2925",""," ","key"," ","16.665828571428552","500","250","sample0","","","","","",""
"","psychophysics","6","42541","0.0-6.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","3281",""," ","key"," ","16.666530612244895","500","250","sample1","","","","","",""
"","psychophysics","7","60571","0.0-7.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","18028",""," ","key"," ","16.666037037037036","500","250","sample2","100","","","","",""
"","psychophysics","8","67014","0.0-8.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","6440",""," ","key"," ","16.666269430051834","500","250","sample3","100","","","","",""
"","psychophysics","9","75221","0.0-9.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","8205",""," ","key"," ","16.66606924643586","500","250","sample4","100","","","","",""
"","psychophysics","10","81040","0.0-10.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","5815",""," ","key"," ","16.66613180515758","500","250","sample5","","","","","",""
"","psychophysics","11","90284","0.0-11.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","9242",""," ","key"," ","16.665678119349025","500","250","sample6","500","","","","",""
"","psychophysics","12","93488","0.0-12.0","636149119f0c3ee5c09c95d6","64cab1343c2b3dd0ee8daf0d","","","","","3202",""," ","key"," ","16.666701570680686","500","250","inst","","","","","",""
