"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","version","jitterX","jitterY","parA"
"","psychophysics","105","562023","0.0-105.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","4082",""," ","key"," ","16.63673469387755","500","250","br","-20","31","1","-21","1","296"
"","psychophysics","106","565885","0.0-106.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","3852",""," ","key"," ","16.61904761904762","500","250","br","-20","-36","1","-30","-20","216"
"","psychophysics","107","570917","0.0-107.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","5019",""," ","key"," ","16.58609271523179","500","250","br","-14","40","1","-12","17","267"
"","psychophysics","108","573633","0.0-108.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","2705",""," ","key"," ","16.533742331288344","500","250","br","-25","-1","1","25","24","230"
"","psychophysics","109","577954","0.0-109.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","4311",""," ","key"," ","16.588461538461537","500","250","br","-17","15","1","21","-18","238"
"","psychophysics","110","580600","0.0-110.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","2631",""," ","key"," ","16.60126582278481","500","250","br","-27","-7","1","12","-14","232"
"","psychophysics","111","583570","0.0-111.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","2960",""," ","key"," ","16.547486033519554","500","250","br","-11","22","1","-2","10","236"
"","psychophysics","112","586416","0.0-112.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","2837",""," ","key"," ","16.629411764705882","500","250","br","-19","12","1","-9","10","295"
"","psychophysics","113","591163","0.0-113.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","4739",""," ","key"," ","16.59298245614035","500","250","br","-15","21","1","7","-27","273"
"","psychophysics","114","595874","0.0-114.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","4695",""," ","key"," ","16.604240282685513","500","250","br","-27","8","1","2","-21","267"
