"rt","response_type","key_press","response","avg_frame_time","center_x","center_y","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","back","targ","resp"
"1857","key"," "," ","19.021252525252525","500","250","psychophysics","0","1906","0.0-0.0","7","26","","",""
"2991","key"," "," ","16.66502222222222","500","250","psychophysics","1","4911","0.0-1.0","7","26","","",""
"null","key","null","null","16.665261682242992","500","250","psychophysics","2","6721","0.0-2.0","7","26","","",""
"8175","key"," "," ","16.665004073319754","500","250","psychophysics","3","14911","0.0-3.0","7","26","","",""
"5317","key"," "," ","16.66500628930818","500","250","psychophysics","4","20230","0.0-4.0","7","26","","",""
"2622","key"," "," ","16.665006369426745","500","250","psychophysics","5","22866","0.0-5.0","7","26","","",""
"5388","key"," "," ","16.664969040247676","500","250","psychophysics","6","28259","0.0-6.0","7","26","0","0.2","0.53"
"6164","key"," "," ","16.665024390243893","500","250","psychophysics","7","34426","0.0-7.0","7","26","","",""
"5085","key"," "," ","16.665013157894727","500","250","psychophysics","8","39513","0.0-8.0","7","26","","",""
"6544","key"," "," ","16.66502551020409","500","250","psychophysics","9","46063","0.0-9.0","7","26","0","0.8","0.8700000000000006"
"1175","key"," "," ","16.66510000000001","500","250","psychophysics","10","47239","0.0-10.0","7","26","","",""
"2735","key"," "," ","16.665705521472404","500","250","psychophysics","11","49981","0.0-11.0","7","26","0","0.48","0.5"
"3539","key"," "," ","16.665028301886778","500","250","psychophysics","12","53526","0.0-12.0","7","26","0","0.74","0.7400000000000002"
"3464","key"," "," ","16.66469082125604","500","250","psychophysics","13","56995","0.0-13.0","7","26","1","0.64","0.6500000000000001"
"3925","key"," "," ","16.66508510638297","500","250","psychophysics","14","60922","0.0-14.0","7","26","1","0.24","0.2599999999999998"
"3046","key"," "," ","16.665384615384607","500","250","psychophysics","15","63974","0.0-15.0","7","26","1","0.7","0.7100000000000002"
"3324","key"," "," ","16.66456783919596","500","250","psychophysics","16","67304","0.0-16.0","7","26","1","0.72","0.7400000000000002"
"3801","key"," "," ","16.665004405286368","500","250","psychophysics","17","71111","0.0-17.0","7","26","1","0.78","0.8600000000000003"
"4037","key"," "," ","16.66509128630704","500","250","psychophysics","18","75150","0.0-18.0","7","26","1","0.78","0.8000000000000003"
"3558","key"," "," ","16.665516431924836","500","250","psychophysics","19","78713","0.0-19.0","7","26","1","0.76","0.8900000000000003"
"3025","key"," "," ","16.665027624309445","500","250","psychophysics","20","81746","0.0-20.0","7","26","1","0.44","0.56"
"2665","key"," "," ","16.665006289308202","500","250","psychophysics","21","84414","0.0-21.0","7","26","0","0.44","0.5900000000000001"
"3570","key"," "," ","16.665467289719643","500","250","psychophysics","22","87994","0.0-22.0","7","26","1","0.7","0.7400000000000002"
"2634","key"," "," ","16.66504458598724","500","250","psychophysics","23","90633","0.0-23.0","7","26","1","0.56","0.56"
"2619","key"," "," ","16.665019108280227","500","250","psychophysics","24","93256","0.0-24.0","7","26","1","0.72","0.7100000000000002"
"4615","key"," "," ","16.66527898550724","500","250","psychophysics","25","97873","0.0-25.0","7","26","1","0.24","0.1399999999999998"
"4012","key"," "," ","16.664912499999993","500","250","psychophysics","26","101887","0.0-26.0","7","26","1","0.8","0.8300000000000003"
"3125","key"," "," ","16.664443850267322","500","250","psychophysics","27","105018","0.0-27.0","7","26","1","0.38","0.43999999999999995"
"2813","key"," "," ","16.66559523809528","500","250","psychophysics","28","107838","0.0-28.0","7","26","0","0.4","0.47"
"3874","key"," "," ","16.664556034482743","500","250","psychophysics","29","111717","0.0-29.0","7","26","0","0.22","0.1399999999999998"
"2814","key"," "," ","16.665410714285652","500","250","psychophysics","30","114533","0.0-30.0","7","26","0","0.76","0.8000000000000003"
"3503","key"," "," ","16.665023923445002","500","250","psychophysics","31","118041","0.0-31.0","7","26","0","0.54","0.6500000000000001"
"3723","key"," "," ","16.665013452914778","500","250","psychophysics","32","121766","0.0-32.0","7","26","1","0.72","0.8300000000000003"
"3220","key"," "," ","16.66492708333332","500","250","psychophysics","33","124988","0.0-33.0","7","26","1","0.76","0.8600000000000003"
"2863","key"," "," ","16.66449122807016","500","250","psychophysics","34","127856","0.0-34.0","7","26","1","0.26","0.10999999999999979"
"2820","key"," "," ","16.66498214285708","500","250","psychophysics","35","130679","0.0-35.0","7","26","1","0.44","0.53"
"2570","key"," "," ","16.66498051948056","500","250","psychophysics","36","133255","0.0-36.0","7","26","1","0.54","0.56"
"3079","key"," "," ","16.664961956521754","500","250","psychophysics","37","136341","0.0-37.0","7","26","0","0.66","0.7100000000000002"
"2599","key"," "," ","16.664961290322506","500","250","psychophysics","38","138949","0.0-38.0","7","26","1","0.46","0.5900000000000001"
"2561","key"," "," ","16.666103896104","500","250","psychophysics","39","141515","0.0-39.0","7","26","0","0.36","0.43999999999999995"
"2697","key"," "," ","16.66565838509318","500","250","psychophysics","40","144218","0.0-40.0","7","26","1","0.56","0.5900000000000001"
