"rt","response_type","key_press","response","avg_frame_time","center_x","center_y","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","back","targ","resp"
"2767","key"," "," ","16.666457831325303","500","250","psychophysics","0","2791","0.0-0.0","4","22","","",""
"3590","key"," "," ","16.66656279069767","500","250","psychophysics","1","6389","0.0-1.0","4","22","","",""
"null","key","null","null","16.666522935779824","500","250","psychophysics","2","8221","0.0-2.0","4","22","","",""
"3858","key"," "," ","16.666515151515146","500","250","psychophysics","3","12086","0.0-3.0","4","22","","",""
"2171","key"," "," ","16.666530769230764","500","250","psychophysics","4","14261","0.0-4.0","4","22","","",""
"4124","key"," "," ","16.66651219512195","500","250","psychophysics","5","18389","0.0-5.0","4","22","","",""
"4421","key"," "," ","16.66652452830189","500","250","psychophysics","6","22821","0.0-6.0","4","22","0","0.2","0.2299999999999998"
"1161","key"," "," ","16.66653623188403","500","250","psychophysics","7","23989","0.0-7.0","4","22","","",""
"2057","key"," "," ","16.666560975609766","500","250","psychophysics","8","26053","0.0-8.0","4","22","","",""
"4200","key"," "," ","16.66654365079364","500","250","psychophysics","9","30260","0.0-9.0","4","22","0","0.8","0.8300000000000003"
"1964","key"," "," ","16.666529914529917","500","250","psychophysics","10","32228","0.0-10.0","4","22","","",""
"4825","key"," "," ","16.66652249134947","500","250","psychophysics","11","37060","0.0-11.0","4","22","1","0.32","0.3799999999999999"
"3545","key"," "," ","16.666509433962243","500","250","psychophysics","12","40612","0.0-12.0","4","22","0","0.68","0.8000000000000003"
"4522","key"," "," ","16.666514814814796","500","250","psychophysics","13","45141","0.0-13.0","4","22","0","0.46","0.6500000000000001"
"4583","key"," "," ","16.666527272727265","500","250","psychophysics","14","49733","0.0-14.0","4","22","0","0.66","0.7400000000000002"
"5161","key"," "," ","16.66652750809062","500","250","psychophysics","15","54901","0.0-15.0","4","22","1","0.26","0.2899999999999998"
"3191","key"," "," ","16.66655497382198","500","250","psychophysics","16","58100","0.0-16.0","4","22","0","0.56","0.6500000000000001"
"3274","key"," "," ","16.666505102040826","500","250","psychophysics","17","61380","0.0-17.0","4","22","0","0.22","0.2899999999999998"
"4776","key"," "," ","16.66652097902098","500","250","psychophysics","18","66164","0.0-18.0","4","22","0","0.36","0.5"
"3916","key"," "," ","16.66652136752137","500","250","psychophysics","19","70086","0.0-19.0","4","22","1","0.78","0.8000000000000003"
"4179","key"," "," ","16.666537848605547","500","250","psychophysics","20","74276","0.0-20.0","4","22","1","0.7","0.7400000000000002"
"4394","key"," "," ","16.666509505703427","500","250","psychophysics","21","78676","0.0-21.0","4","22","1","0.3","0.43999999999999995"
"3000","key"," "," ","16.666530726256948","500","250","psychophysics","22","81684","0.0-22.0","4","22","1","0.68","0.8000000000000003"
"3945","key"," "," ","16.66650847457628","500","250","psychophysics","23","85636","0.0-23.0","4","22","1","0.68","0.7400000000000002"
"6104","key"," "," ","16.666551912568302","500","250","psychophysics","24","91748","0.0-24.0","4","22","0","0.26","0.43999999999999995"
"3227","key"," "," ","16.666481865285018","500","250","psychophysics","25","94980","0.0-25.0","4","22","1","0.58","0.6200000000000001"
"4729","key"," "," ","16.666565371024706","500","250","psychophysics","26","99715","0.0-26.0","4","22","0","0.78","0.8600000000000003"
"5850","key"," "," ","16.666482857142856","500","250","psychophysics","27","105572","0.0-27.0","4","22","1","0.68","0.7400000000000002"
"4297","key"," "," ","16.66656589147282","500","250","psychophysics","28","109876","0.0-28.0","4","22","1","0.46","0.5900000000000001"
"4826","key"," "," ","16.66651557093428","500","250","psychophysics","29","114708","0.0-29.0","4","22","0","0.3","0.3799999999999999"
"3145","key"," "," ","16.666547872340434","500","250","psychophysics","30","117859","0.0-30.0","4","22","1","0.68","0.6800000000000002"
"3194","key"," "," ","16.666434554973844","500","250","psychophysics","31","121059","0.0-31.0","4","22","0","0.76","0.8000000000000003"
"4074","key"," "," ","16.666539094650254","500","250","psychophysics","32","125140","0.0-32.0","4","22","0","0.42","0.6200000000000001"
"3143","key"," "," ","16.666560846560824","500","250","psychophysics","33","128291","0.0-33.0","4","22","1","0.3","0.43999999999999995"
"3738","key"," "," ","16.666470852017902","500","250","psychophysics","34","132035","0.0-34.0","4","22","1","0.38","0.43999999999999995"
"3384","key"," "," ","16.666536945812812","500","250","psychophysics","35","135428","0.0-35.0","4","22","1","0.54","0.6500000000000001"
"2922","key"," "," ","16.666505747126486","500","250","psychophysics","36","138356","0.0-36.0","4","22","1","0.34","0.31999999999999984"
"2824","key"," "," ","16.666573964496944","500","250","psychophysics","37","141187","0.0-37.0","4","22","1","0.64","0.6500000000000001"
"3003","key"," "," ","16.666516666666656","500","250","psychophysics","38","144195","0.0-38.0","4","22","0","0.48","0.56"
"3194","key"," "," ","16.666539267015597","500","250","psychophysics","39","147395","0.0-39.0","4","22","0","0.52","0.6800000000000002"
"3323","key"," "," ","16.666507537688343","500","250","psychophysics","40","150725","0.0-40.0","4","22","0","0.48","0.7100000000000002"
