"rt","response_type","key_press","response","avg_frame_time","center_x","center_y","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","back","targ","resp"
"3056","key"," "," ","16.715846994535518","500","250","psychophysics","0","3081","0.0-0.0","5","29","","",""
"5186","key"," "," ","16.668810289389068","500","250","psychophysics","1","8269","0.0-1.0","5","29","","",""
"null","key","null","null","16.66355140186916","500","250","psychophysics","2","10073","0.0-2.0","5","29","","",""
"7756","key"," "," ","16.663793103448278","500","250","psychophysics","3","17831","0.0-3.0","5","29","","",""
"10743","key"," "," ","16.667701863354036","500","250","psychophysics","4","28575","0.0-4.0","5","29","","",""
"8198","key"," "," ","16.668024439918533","500","250","psychophysics","5","36775","0.0-5.0","5","29","","",""
"9233","key"," "," ","16.665461121157325","500","250","psychophysics","6","46013","0.0-6.0","5","29","0","0.2","0.5900000000000001"
"7692","key"," "," ","16.665943600867678","500","250","psychophysics","7","53708","0.0-7.0","5","29","","",""
"2069","key"," "," ","16.666666666666668","500","250","psychophysics","8","55779","0.0-8.0","5","29","","",""
"8629","key"," "," ","16.669245647969053","500","250","psychophysics","9","64412","0.0-9.0","5","29","0","0.8","0.7400000000000002"
"1960","key"," "," ","16.675213675213676","500","250","psychophysics","10","66376","0.0-10.0","5","29","","",""
"7040","key"," "," ","16.66350710900474","500","250","psychophysics","11","73419","0.0-11.0","5","29","1","0.68","0.7100000000000002"
"5557","key"," "," ","16.66566265060241","500","250","psychophysics","12","78979","0.0-12.0","5","29","0","0.44","0.53"
"7241","key"," "," ","16.668202764976957","500","250","psychophysics","13","86224","0.0-13.0","5","29","1","0.64","0.6500000000000001"
"3402","key"," "," ","16.665024630541872","500","250","psychophysics","14","89630","0.0-14.0","5","29","1","0.44","0.53"
"3984","key"," "," ","16.948936170212765","500","250","psychophysics","15","93624","0.0-15.0","5","29","0","0.28","0.47"
"4750","key"," "," ","16.669014084507044","500","250","psychophysics","16","98379","0.0-16.0","5","29","1","0.6","0.6500000000000001"
"3584","key"," "," ","16.672897196261683","500","250","psychophysics","17","101966","0.0-17.0","5","29","1","0.36","0.43999999999999995"
"3246","key"," "," ","16.641025641025642","500","250","psychophysics","18","105216","0.0-18.0","5","29","1","0.52","0.53"
"3533","key"," "," ","16.66350710900474","500","250","psychophysics","19","108752","0.0-19.0","5","29","0","0.64","0.6200000000000001"
"3759","key"," "," ","16.669642857142858","500","250","psychophysics","20","112513","0.0-20.0","5","29","1","0.8","0.7400000000000002"
"3694","key"," "," ","16.665158371040725","500","250","psychophysics","21","116210","0.0-21.0","5","29","1","0.34","0.43999999999999995"
"3187","key"," "," ","16.66842105263158","500","250","psychophysics","22","119400","0.0-22.0","5","29","1","0.62","0.6200000000000001"
"2965","key"," "," ","16.646067415730336","500","250","psychophysics","23","122370","0.0-23.0","5","29","0","0.36","0.5"
"4348","key"," "," ","16.665384615384614","500","250","psychophysics","24","126721","0.0-24.0","5","29","1","0.54","0.6200000000000001"
"4138","key"," "," ","16.668016194331983","500","250","psychophysics","25","130861","0.0-25.0","5","29","1","0.26","0.2899999999999998"
"3339","key"," "," ","16.67","500","250","psychophysics","26","134204","0.0-26.0","5","29","1","0.66","0.6800000000000002"
"3582","key"," "," ","16.66355140186916","500","250","psychophysics","27","137791","0.0-27.0","5","29","1","0.52","0.56"
"3060","key"," "," ","16.672131147540984","500","250","psychophysics","28","140854","0.0-28.0","5","29","0","0.44","0.56"
"5167","key"," "," ","16.666666666666668","500","250","psychophysics","29","146023","0.0-29.0","5","29","1","0.32","0.34999999999999987"
"4612","key"," "," ","16.666666666666668","500","250","psychophysics","30","150639","0.0-30.0","5","29","0","0.64","0.6200000000000001"
"2471","key"," "," ","16.6734693877551","500","250","psychophysics","31","153112","0.0-31.0","5","29","0","0.4","0.5"
"4417","key"," "," ","16.664150943396226","500","250","psychophysics","32","157532","0.0-32.0","5","29","0","0.66","0.6200000000000001"
"3536","key"," "," ","16.66824644549763","500","250","psychophysics","33","161071","0.0-33.0","5","29","0","0.68","0.6200000000000001"
"2899","key"," "," ","16.670520231213874","500","250","psychophysics","34","163971","0.0-34.0","5","29","1","0.5","0.53"
"3336","key"," "," ","16.668341708542712","500","250","psychophysics","35","167311","0.0-35.0","5","29","1","0.76","0.6800000000000002"
"2786","key"," "," ","16.65868263473054","500","250","psychophysics","36","170102","0.0-36.0","5","29","0","0.46","0.5"
"3310","key"," "," ","16.666666666666668","500","250","psychophysics","37","173417","0.0-37.0","5","29","1","0.44","0.43999999999999995"
"3041","key"," "," ","16.668508287292816","500","250","psychophysics","38","176461","0.0-38.0","5","29","1","0.62","0.56"
"3429","key"," "," ","16.663414634146342","500","250","psychophysics","39","179895","0.0-39.0","5","29","1","0.32","0.3799999999999999"
"3097","key"," "," ","16.67027027027027","500","250","psychophysics","40","182997","0.0-40.0","5","29","1","0.32","0.3799999999999999"
