"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","version","block","start","jitterX","jitterY","parA"
"true","fullscreen","0","3304","0.0-0.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3386","0.0-1.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","html-button-response","2","5239","0.0-2.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","1853","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","","",""
"","psychophysics","3","12463","0.0-3.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","7221",""," ","key"," ","16.66916166281755","1280","250","","","","","","","",""
"","psychophysics","4","17312","0.0-4.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","4848",""," ","key"," ","16.669337931034484","500","250","inst","","","","","","",""
"","psychophysics","5","28920","0.0-5.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","11607",""," ","key"," ","16.66681752873563","500","250","sample0","","","","","","",""
"","psychophysics","6","37529","0.0-6.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","8609",""," ","key"," ","16.666093203883502","500","250","sample1","","","","","","",""
"","psychophysics","7","118248","0.0-7.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","80717",""," ","key"," ","16.67318285123967","500","250","sample2","98","","","","","",""
"","psychophysics","8","127488","0.0-8.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","9239",""," ","key"," ","16.727994565217397","500","250","sample3","98","","","","","",""
"","psychophysics","9","140697","0.0-9.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","13208",""," ","key"," ","16.664691529709238","500","250","sample4","100","","","","","",""
"","psychophysics","10","148696","0.0-10.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","7992",""," ","key"," ","16.667419624217157","500","250","sample5","","","","","","",""
"","psychophysics","11","158183","0.0-11.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","9487",""," ","key"," ","16.663848591549282","500","250","sample6","500","","","","","",""
"","psychophysics","12","164824","0.0-12.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6637",""," ","key"," ","16.666979848866493","500","250","inst","","","","","","",""
"","psychophysics","13","171183","0.0-13.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6359",""," ","key"," ","16.71270526315784","500","250","inst","","","","","","",""
"","psychophysics","14","179161","0.0-14.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","7977",""," ","key"," ","16.698039915966373","500","250","inst","","","","","","",""
"","psychophysics","15","182648","0.0-15.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","3480",""," ","key"," ","16.752057692307623","500","250","inst","","","","","","",""
"","psychophysics","16","186247","0.0-16.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","3599",""," ","key"," ","16.661762790697583","500","250","inst","","","","","","",""
"","psychophysics","17","194040","0.0-17.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","7778",""," ","key"," ","16.665785407725373","500","250","instEB0","42","2","","40","0","0","40"
"","psychophysics","18","205187","0.0-18.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","11146",""," ","key"," ","16.691641679160437","500","250","instEB1","40","2","","30","0","0","40"
"","psychophysics","19","216951","0.0-19.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","11763",""," ","key"," ","16.666246808510635","500","250","instEB2","34","2","","40","0","0","30"
"","psychophysics","20","225800","0.0-20.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","8847",""," ","key"," ","16.701640831758045","500","250","instEB3","38","2","","45","0","0","27"
"","psychophysics","21","235183","0.0-21.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","9381",""," ","key"," ","16.667425655976665","500","250","instEB4","20","2","","30","0","0","40"
"","psychophysics","22","238807","0.0-22.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","3623",""," ","key"," ","16.72089400921663","500","250","inst","","","","","","",""
"","psychophysics","23","246812","0.0-23.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","null","","null","key","null","16.664473903966588","500","250","eb","39","2","","28","0","0","30"
"","psychophysics","24","252807","0.0-24.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","5994",""," ","key"," ","16.666816155988823","500","250","eb","46","2","","26","0","0","39"
"","psychophysics","25","258439","0.0-25.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","5630",""," ","key"," ","16.665261127596438","500","250","eb","42","2","","53","0","0","32"
"","psychophysics","26","265111","0.0-26.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6671",""," ","key"," ","16.666704260651592","500","250","eb","42","2","","32","0","0","32"
"","psychophysics","27","271863","0.0-27.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6751",""," ","key"," ","16.666240099009954","500","250","eb","40","2","","50","0","0","31"
"","psychophysics","28","278159","0.0-28.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6295",""," ","key"," ","16.665055702917837","500","250","eb","29","2","","25","0","0","24"
"","psychophysics","29","286161","0.0-29.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","null","","null","key","null","16.73636058700211","500","250","eb","62","2","","50","0","0","50"
"","psychophysics","30","291143","0.0-30.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","4980",""," ","key"," ","16.669154362416094","500","250","eb","46","2","","44","0","0","36"
"","psychophysics","31","299014","0.0-31.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","7871",""," ","key"," ","16.663397027600894","500","250","eb","39","2","","51","0","0","30"
"","psychophysics","32","305910","0.0-32.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6894",""," ","key"," ","16.66321549636803","500","250","eb","47","2","","33","0","0","39"
"","psychophysics","33","312430","0.0-33.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6519",""," ","key"," ","16.7087532133675","500","250","eb","32","2","","24","0","0","24"
"","psychophysics","34","319222","0.0-34.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","6791",""," ","key"," ","16.665224137931048","500","250","eb","54","2","","47","0","0","45"
"","psychophysics","35","324630","0.0-35.0","56944c20e0c800000b59c13a","64de65bd32272b68914dd1d5","","","","","5407",""," ","key"," ","16.665685185185097","500","250","eb","45","2","","38","0","0","37"
