"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","block","jitterX","jitterY"
"true","fullscreen","0","3364","0.0-0.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3432","0.0-1.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","html-button-response","2","6063","0.0-2.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2630","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","","",""
"","psychophysics","3","11336","0.0-3.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5262",""," ","key"," ","16.669","720","250","","","","","","","",""
"","psychophysics","4","17183","0.0-4.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5845",""," ","key"," ","16.669637142857137","500","250","inst","","","","","","",""
"","psychophysics","5","21963","0.0-5.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4773",""," ","key"," ","16.668999999999997","500","250","sample0","","","","","","",""
"","psychophysics","6","24720","0.0-6.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2755",""," ","key"," ","16.669","500","250","sample1","","","","","","",""
"","psychophysics","7","38497","0.0-7.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","13777",""," ","key"," ","16.66953939393939","500","250","sample2","100","","","","","",""
"","psychophysics","8","43737","0.0-8.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5232",""," ","key"," ","16.668999999999997","500","250","sample3","102","","","","","",""
"","psychophysics","9","53710","0.0-9.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","9972",""," ","key"," ","16.669373534338362","500","250","sample4","100","","","","","",""
"","psychophysics","10","57709","0.0-10.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3997",""," ","key"," ","16.66993305439331","500","250","sample5","","","","","","",""
"","psychophysics","11","67692","0.0-11.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","9982",""," ","key"," ","16.66937290969899","500","250","sample6","504","","","","","",""
"","psychophysics","12","73305","0.0-12.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5612",""," ","key"," ","16.669","500","250","inst","","","","","","",""
"","psychophysics","13","77135","0.0-13.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3829",""," ","key"," ","16.66996943231439","500","250","inst","","","","","","",""
"","psychophysics","14","80740","0.0-14.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3603",""," ","key"," ","16.66899999999996","500","250","inst","","","","","","",""
"","psychophysics","15","82423","0.0-15.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","1683",""," ","key"," ","16.66899999999994","500","250","inst","","","","","","",""
"","psychophysics","16","84087","0.0-16.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","1662",""," ","key"," ","16.668999999999997","500","250","inst","","","","","","",""
"","psychophysics","17","88563","0.0-17.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4469",""," ","key"," ","16.669835205992527","500","250","instPzPre","50","50","50","0","","",""
"","psychophysics","18","100483","0.0-18.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","11919",""," ","key"," ","16.669312324929965","500","250","instPz0","55","50","50","2","","",""
"","psychophysics","19","113206","0.0-19.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","12721",""," ","key"," ","16.66929226736566","500","250","instPz1","53","25","50","2","","",""
"","psychophysics","20","119994","0.0-20.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","6786",""," ","key"," ","16.669546798029547","500","250","instPz2","37","20","35","2","","",""
"","psychophysics","21","136137","0.0-21.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","16137",""," ","key"," ","16.66923061013443","500","250","instPz3","31","30","100","2","","",""
"","psychophysics","22","148616","0.0-22.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","12478",""," ","key"," ","16.669596256684503","500","250","instPz4","89","30","100","2","","",""
"","psychophysics","23","151631","0.0-23.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3014",""," ","key"," ","16.66900000000007","500","250","inst","","","","","","",""
"","psychophysics","24","155796","0.0-24.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4162",""," ","key"," ","16.669000000000022","500","250","pz","38","36","39","2","0","",""
"","psychophysics","25","161255","0.0-25.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5458",""," ","key"," ","16.669680981595068","500","250","pz","19","33","21","2","0","",""
"","psychophysics","26","165298","0.0-26.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4042",""," ","key"," ","16.668999999999944","500","250","pz","46","38","53","2","0","",""
"","psychophysics","27","169406","0.0-27.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4106",""," ","key"," ","16.66991020408162","500","250","pz","45","49","47","2","0","",""
"","psychophysics","28","173116","0.0-28.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3708",""," ","key"," ","16.66900000000005","500","250","pz","55","46","57","2","0","",""
"","psychophysics","29","177067","0.0-29.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3949",""," ","key"," ","16.669944915254316","500","250","pz","33","41","33","2","0","",""
"","psychophysics","30","179239","0.0-30.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2166",""," ","key"," ","16.669000000000054","500","250","pz","40","40","43","2","0","",""
"","psychophysics","31","181433","0.0-31.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2193",""," ","key"," ","16.668999999999965","500","250","pz","37","39","42","2","0","",""
"","psychophysics","32","188072","0.0-32.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","6638",""," ","key"," ","16.669561712846328","500","250","pz","18","44","21","2","0","",""
"","psychophysics","33","193070","0.0-33.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4997",""," ","key"," ","16.66899999999996","500","250","pz","49","26","55","2","0","",""
"","psychophysics","34","200418","0.0-34.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","7347",""," ","key"," ","16.669504545454533","500","250","pz","20","58","21","2","0","",""
"","psychophysics","35","206389","0.0-35.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5970",""," ","key"," ","16.668999999999954","500","250","pz","17","53","20","2","0","",""
"","psychophysics","36","209390","0.0-36.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2995",""," ","key"," ","16.67024581005596","500","250","pz","27","36","30","2","0","",""
"","psychophysics","37","214934","0.0-37.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5542",""," ","key"," ","16.669000000000022","500","250","pz","22","59","25","2","0","",""
"","psychophysics","38","219756","0.0-38.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4821",""," ","key"," ","16.66977430555552","500","250","pz","41","22","48","2","0","",""
"","psychophysics","39","221644","0.0-39.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","1887",""," ","key"," ","16.66900000000013","500","250","inst","","","","","","",""
"","psychophysics","40","224276","0.0-40.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2630",""," ","key"," ","16.668999999999972","500","250","instEB0","40","40","40","2","","0","0"
"","psychophysics","41","232040","0.0-41.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","7762",""," ","key"," ","16.777722943722985","500","250","instEB1","40","30","40","2","","0","0"
"","psychophysics","42","236909","0.0-42.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4867",""," ","key"," ","16.669762886597983","500","250","instEB2","35","40","30","2","","0","0"
"","psychophysics","43","244811","0.0-43.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","7901",""," ","key"," ","16.66900000000001","500","250","instEB3","32","45","27","2","","0","0"
"","psychophysics","44","252894","0.0-44.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","8081",""," ","key"," ","16.669460743801654","500","250","instEB4","47","30","40","2","","0","0"
"","psychophysics","45","255093","0.0-45.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2198",""," ","key"," ","16.668999999999965","500","250","inst","","","","","","",""
"","psychophysics","46","259763","0.0-46.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4669",""," ","key"," ","16.66979928315416","500","250","eb","36","25","28","2","","0","0"
"","psychophysics","47","265146","0.0-47.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5382",""," ","key"," ","16.669000000000015","500","250","eb","60","49","51","2","","0","0"
"","psychophysics","48","272129","0.0-48.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","6981",""," ","key"," ","16.669533492822943","500","250","eb","27","48","24","2","","0","0"
"","psychophysics","49","277644","0.0-49.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5513",""," ","key"," ","16.66967272727281","500","250","eb","41","53","34","2","","0","0"
"","psychophysics","50","285653","0.0-50.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","null","","null","key","null","16.669","500","250","eb","54","25","44","2","","0","0"
"","psychophysics","51","286028","0.0-51.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","374",""," ","key"," ","16.668999999999702","500","250","eb","52","52","48","2","","0","0"
"","psychophysics","52","289960","0.0-52.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3931",""," ","key"," ","16.669948936170314","500","250","eb","62","50","52","2","","0","0"
"","psychophysics","53","295629","0.0-53.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","5667",""," ","key"," ","16.668999999999908","500","250","eb","31","45","26","2","","0","0"
"","psychophysics","54","299442","0.0-54.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3811",""," ","key"," ","16.669982378854414","500","250","eb","48","30","40","2","","0","0"
"","psychophysics","55","303049","0.0-55.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3602",""," ","key"," ","16.66900000000007","500","250","eb","38","25","31","2","","0","0"
"","psychophysics","56","306935","0.0-56.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3885",""," ","key"," ","16.66900000000018","500","250","eb","36","49","30","2","","0","0"
"","psychophysics","57","310233","0.0-57.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3296",""," ","key"," ","16.670126903553076","500","250","eb","28","37","24","2","","0","0"
"","psychophysics","58","315119","0.0-58.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4884",""," ","key"," ","16.668999999999993","500","250","eb","60","28","54","2","","0","0"
"","psychophysics","59","319800","0.0-59.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","4680",""," ","key"," ","16.66979642857145","500","250","eb","54","50","48","2","","0","0"
"","psychophysics","60","323438","0.0-60.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3636",""," ","key"," ","16.669000000000047","500","250","eb","44","40","35","2","","0","0"
"","psychophysics","61","324519","0.0-61.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","1080",""," ","key"," ","16.66899999999987","500","250","inst","","","","","","",""
"","psychophysics","62","327406","0.0-62.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","2886",""," ","key"," ","16.670296511627722","500","250","instZol0","0","0","","","","0","0"
"","psychophysics","63","336698","0.0-63.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","9291",""," ","key"," ","16.669000000000054","500","250","instZol1","0.09999999999999981","-1.3","","","","0","0"
"","psychophysics","64","344574","0.0-64.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","7870",""," ","key"," ","16.66947346072184","500","250","instZol2","-1.4999999999999996","2","","2","","0","0"
"","psychophysics","65","345737","0.0-65.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","1162",""," ","key"," ","16.669000000000317","500","250","inst","","","","","","",""
"","psychophysics","66","351785","0.0-66.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","6046",""," ","key"," ","16.669613259668573","500","250","zol","-1.15","-0.55","","2","0","-17","9"
"","psychophysics","67","355463","0.0-67.0","5e482100418f612c4d9775b3","64de8072be024a9829c9f1f2","","","","","3676",""," ","key"," ","16.668999999999993","500","250","zol","-1.0999999999999999","0.4","","2","0","5","-5"
