"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","block","jitterX","jitterY"
"true","fullscreen","0","2665","0.0-0.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2746","0.0-1.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","html-button-response","2","4197","0.0-2.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","1450","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","","",""
"","psychophysics","3","8293","0.0-3.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","4093",""," ","key"," ","16.683216326530616","960","250","","","","","","","",""
"","psychophysics","4","11308","0.0-4.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","3014",""," ","key"," ","16.68246927374301","500","250","inst","","","","","","",""
"","psychophysics","5","17814","0.0-5.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","6504",""," ","key"," ","16.68322879177378","500","250","sample0","","","","","","",""
"","psychophysics","6","21766","0.0-6.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","3949",""," ","key"," ","16.683199152542375","500","250","sample1","","","","","","",""
"","psychophysics","7","32814","0.0-7.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","11044",""," ","key"," ","16.683281391830555","500","250","sample2","102","","","","","",""
"","psychophysics","8","37078","0.0-8.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","4256",""," ","key"," ","16.68393725490194","500","250","sample3","100","","","","","",""
"","psychophysics","9","52623","0.0-9.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","15541",""," ","key"," ","16.68356605800215","500","250","sample4","100","","","","","",""
"","psychophysics","10","62862","0.0-10.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","10235",""," ","key"," ","16.683287581699343","500","250","sample5","","","","","","",""
"","psychophysics","11","99349","0.0-11.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","36482",""," ","key"," ","16.683317017383345","500","250","sample6","500","","","","","",""
"","psychophysics","12","111574","0.0-12.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","12218",""," ","key"," ","16.68366666666667","500","250","inst","","","","","","",""
"","psychophysics","13","116757","0.0-13.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","5179",""," ","key"," ","16.68402903225806","500","250","inst","","","","","","",""
"","psychophysics","14","126013","0.0-14.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","9253",""," ","key"," ","16.68326534296028","500","250","inst","","","","","","",""
"","psychophysics","15","133309","0.0-15.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","7293",""," ","key"," ","16.68346788990822","500","250","inst","","","","","","",""
"","psychophysics","16","135718","0.0-16.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","2406",""," ","key"," ","16.683902097902166","500","250","inst","","","","","","",""
"","psychophysics","17","138710","0.0-17.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","2981",""," ","key"," ","16.684251396648044","500","250","instPzPre","50","50","50","0","","",""
"","psychophysics","18","141469","0.0-18.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","2755",""," ","key"," ","16.68354878048771","500","250","instPz0","50","50","50","2","","",""
"","psychophysics","19","155109","0.0-19.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","13636",""," ","key"," ","16.68333292533663","500","250","instPz1","44","25","50","2","","",""
"","psychophysics","20","161285","0.0-20.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","6172",""," ","key"," ","16.683523035230355","500","250","instPz2","33","20","35","2","","",""
"","psychophysics","21","167453","0.0-21.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","6161",""," ","key"," ","16.68390785907865","500","250","instPz3","30","30","100","2","","",""
"","psychophysics","22","181117","0.0-22.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","13659",""," ","key"," ","16.68326039119805","500","250","instPz4","88","30","100","2","","",""
"","psychophysics","23","183070","0.0-23.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","1948",""," ","key"," ","16.68662931034487","500","250","inst","","","","","","",""
"","psychophysics","24","189486","0.0-24.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","6407",""," ","key"," ","16.68386945169718","500","250","pz","48","60","51","2","0","",""
"","psychophysics","25","197489","0.0-25.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","null","","null","key","null","16.68311899791227","500","250","pz","16","37","20","2","0","",""
"","psychophysics","26","201261","0.0-26.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","3770",""," ","key"," ","16.683946666666564","500","250","pz","33","38","42","2","0","",""
"","psychophysics","27","208645","0.0-27.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","7380",""," ","key"," ","16.68392081447965","500","250","pz","38","22","54","2","0","",""
"","psychophysics","28","212413","0.0-28.0","55c43918fdf99b080551e044","64dd6ef84a750f146bf0d440","","","","","3764",""," ","key"," ","16.6829642857144","500","250","pz","43","50","54","2","0","",""
