"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","block","jitterX","jitterY"
"true","fullscreen","0","2975","0.0-0.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3081","0.0-1.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","html-button-response","2","14218","0.0-2.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","11135","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","","",""
"","psychophysics","3","18224","0.0-3.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4001",""," ","key"," ","16.667133333333336","960","250","","","","","","","",""
"","psychophysics","4","21545","0.0-4.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3319",""," ","key"," ","16.66647738693466","500","250","inst","","","","","","",""
"","psychophysics","5","24872","0.0-5.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3324",""," ","key"," ","16.666909090909087","500","250","sample0","","","","","","",""
"","psychophysics","6","26839","0.0-6.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","1966",""," ","key"," ","16.670829059829067","500","250","sample1","","","","","","",""
"","psychophysics","7","35487","0.0-7.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","8647",""," ","key"," ","16.665528957528956","500","250","sample2","102","","","","","",""
"","psychophysics","8","39015","0.0-8.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3527",""," ","key"," ","16.663298578199043","500","250","sample3","100","","","","","",""
"","psychophysics","9","43610","0.0-9.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4591",""," ","key"," ","16.728212454212468","500","250","sample4","102","","","","","",""
"","psychophysics","10","46848","0.0-10.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3234",""," ","key"," ","16.751404145077686","500","250","sample5","","","","","","",""
"","psychophysics","11","53039","0.0-11.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","6190",""," ","key"," ","16.667613513513512","500","250","sample6","498","","","","","",""
"","psychophysics","12","57807","0.0-12.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4767",""," ","key"," ","16.66440701754386","500","250","inst","","","","","","",""
"","psychophysics","13","61497","0.0-13.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3689",""," ","key"," ","16.745972727272733","500","250","inst","","","","","","",""
"","psychophysics","14","65535","0.0-14.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4037",""," ","key"," ","16.73753333333331","500","250","inst","","","","","","",""
"","psychophysics","15","70920","0.0-15.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","5384",""," ","key"," ","16.71672274143302","500","250","inst","","","","","","",""
"","psychophysics","16","72208","0.0-16.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","1287",""," ","key"," ","16.667250000000134","500","250","inst","","","","","","",""
"","psychophysics","17","77239","0.0-17.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","5030",""," ","key"," ","16.665524916943486","500","250","instPzPre","50","50","50","0","","",""
"","psychophysics","18","80232","0.0-18.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","2992",""," ","key"," ","16.669877094972044","500","250","instPz0","50","50","50","1","","",""
"","psychophysics","19","87287","0.0-19.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","7054",""," ","key"," ","16.746064285714272","500","250","instPz1","56","25","50","1","","",""
"","psychophysics","20","92384","0.0-20.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","5096",""," ","key"," ","16.721039473684197","500","250","instPz2","22","35","20","1","","",""
"","psychophysics","21","98855","0.0-21.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","6470",""," ","key"," ","16.709989637305693","500","250","instPz3","39","100","30","1","","",""
"","psychophysics","22","105960","0.0-22.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","7104",""," ","key"," ","16.70732783018866","500","250","instPz4","42","100","30","1","","",""
"","psychophysics","23","108608","0.0-23.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","2645",""," ","key"," ","16.66842405063294","500","250","inst","","","","","","",""
"","psychophysics","24","113049","0.0-24.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4439",""," ","key"," ","16.666729323308292","500","250","pz","81","54","58","1","0","",""
"","psychophysics","25","116983","0.0-25.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3933",""," ","key"," ","16.73755555555557","500","250","pz","36","46","27","1","0","",""
"","psychophysics","26","122751","0.0-26.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","5766",""," ","key"," ","16.666631884057963","500","250","pz","66","27","48","1","0","",""
"","psychophysics","27","128631","0.0-27.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","5879",""," ","key"," ","16.809676217765055","500","250","pz","70","35","54","1","0","",""
"","psychophysics","28","132482","0.0-28.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3849",""," ","key"," ","16.74184279475975","500","250","pz","37","44","27","1","0","",""
"","psychophysics","29","135729","0.0-29.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3246",""," ","key"," ","16.75186528497402","500","250","pz","53","37","40","1","0","",""
"","psychophysics","30","139319","0.0-30.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","3588",""," ","key"," ","16.66675233644859","500","250","pz","66","35","51","1","0","",""
"","psychophysics","31","143575","0.0-31.0","5d6494874e9aae0019598b14","64de826425f42136dcbc62ec","","","","","4255",""," ","key"," ","16.6645000000001","500","250","pz","53","49","42","1","0","",""
