pid sid task resp start version parA rt time_elapsed block
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 53 46 2 46 7163 461919 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 47 29 2 43 4596 466518 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 38 49 2 32 4884 471406 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 46 51 2 39 6900 478311 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 48 30 2 44 4892 483207 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 39 24 2 33 6844 490055 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 17 28 2 210 4668 537663 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 17 -17 2 226 7485 545151 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 18 1 2 251 4588 549743 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 15 27 2 230 4740 554487 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 16 -14 2 259 5516 560007 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 17 -1 2 240 5138 565150 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 18 27 2 261 4613 569767 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 16 1 2 215 5442 575214 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 19 -25 2 264 5628 580847 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 20 21 2 277 3876 584726 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 18 -13 2 238 5396 590126 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 16 -5 2 232 4415 594542 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 19 28 2 284 4709 599255 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 18 -29 2 288 5123 604381 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br 13 11 2 267 3672 608055 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 312 300 2 330 5316 647511 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 322 358 2 335 4121 651638 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 318 390 2 320 6823 658463 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 344 392 2 340 5397 663863 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 358 282 2 372 null 671866 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 380 380 2 365 52 671919 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 350 286 2 374 6220 678143 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 308 322 2 317 6253 684399 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 356 340 2 359 7412 691814 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 362 314 2 372 6621 698438 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 335 313 2 353 4869 703311 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 361 351 2 369 4972 708287 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 335 373 2 348 6203 714495 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 321 287 2 347 6538 721038 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 291 333 2 312 6221 727262 0
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -13 5 1 220 4737 743693 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -18 -24 1 211 3567 747263 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -13 3 1 218 4467 751734 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -18 -22 1 246 3556 755294 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -14 19 1 240 4109 759406 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -17 30 1 275 4475 763887 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -15 22 1 236 4836 768727 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -19 -6 1 204 4404 773134 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -17 26 1 284 5195 778334 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -18 -1 1 296 5316 783654 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -16 17 1 284 4989 788646 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -14 23 1 272 6900 795550 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -17 14 1 244 4892 800446 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -15 -22 1 200 5619 806071 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 br -17 -9 1 228 3883 809958 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.09 -0.71 2 NA 5472 845166 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.04 -0.56 2 NA 5386 850557 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.1 -0.7 2 NA 6928 857487 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.27 -0.73 2 NA 4994 862487 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.26 0.06 2 NA 5504 868000 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.11 -0.39 2 NA 4857 872863 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.56 0.56 2 NA 4268 877136 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.45 0.25 2 NA 3522 880663 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -0.92 -0.48 2 NA 5386 886054 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.22 -0.58 2 NA 4755 890815 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -0.99 -0.61 2 NA 4610 895430 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.24 -0.16 2 NA 4859 900294 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.59 0.29 2 NA 3320 903622 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.49 0.59 2 NA 4819 908446 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 zol -1.24 0.04 2 NA 3483 911935 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 21 49 1 25 5313 939998 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 42 50 1 46 5475 945478 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 28 32 1 32 4971 950453 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 21 25 1 25 5735 956189 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 42 28 1 48 null 964194 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 34 26 1 37 6425 970621 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 45 42 1 53 7781 978406 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 41 29 1 47 null 986409 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 45 47 1 51 3610 990022 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 36 38 1 41 4059 994085 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 29 41 1 31 3461 997549 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 34 25 1 39 3723 1001278 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 41 43 1 44 3454 1004734 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 24 49 1 26 6257 1010996 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 eb 32 52 1 37 4367 1015366 NA
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 180 162 1 175 3405 1031575 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 151 117 1 145 4022 1035607 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 159 157 1 148 2564 1038175 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 158 178 1 142 3406 1041583 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 214 200 1 195 3044 1044629 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 169 119 1 155 null 1052631 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 159 185 1 144 3823 1056455 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 148 186 1 133 5941 1062399 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 207 145 1 200 4581 1066983 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 215 173 1 194 null 1074986 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 148 216 1 127 6032 1081022 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 166 122 1 145 3620 1084645 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 219 191 1 199 4999 1089646 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 157 167 1 137 3621 1093270 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pog 215 153 1 198 null 1101273 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 42 59 1 38 null 1136642 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 63 27 1 55 5024 1141670 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 55 44 1 44 3067 1144743 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 56 26 1 49 5787 1150534 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 66 30 1 59 5718 1156255 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 25 27 1 21 3971 1160230 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 29 59 1 25 6556 1166790 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 67 27 1 60 5332 1172126 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 60 57 1 53 4188 1176318 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 55 44 1 43 4508 1180830 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 42 47 1 36 null 1188833 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 39 20 1 35 7515 1196350 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 43 54 1 39 5892 1202246 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 37 29 1 32 5771 1208023 1
5d1ff8e33384f20001149615 64de8157373fbae35a6e89d3 pz 46 22 1 41 5356 1213382 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 169 199 1 138 null 272918 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 219 185 1 194 6074 278993 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 180 174 1 163 6823 285826 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 163 199 1 140 7929 293762 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 196 164 1 179 6218 299983 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 198 168 1 181 7139 307123 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 155 213 1 129 7931 315057 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 195 201 1 177 null 323078 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 214 122 1 197 null 331092 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 173 147 1 156 7374 338469 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 158 130 1 145 null 347235 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 218 102 1 190 null 355244 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 153 101 1 139 6380 361626 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 204 138 1 192 null 369629 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 161 149 1 147 7540 377169 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 58 52 2 48 null 460384 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 33 46 2 25 null 468471 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 38 36 2 30 6619 475094 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 39 53 2 30 7803 482905 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 50 51 2 43 7320 490229 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 52 38 2 44 7356 497591 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 48 27 2 41 null 505604 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 27 27 2 41 97 505705 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 57 34 2 48 null 513915 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 55 40 2 48 7501 521419 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 32 47 2 27 6848 528276 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 45 33 2 39 null 536290 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 34 34 2 26 28 536321 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 38 54 2 30 null 544609 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 33 31 2 29 7875 552488 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 22 25 2 269 6234 622473 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 13 2 284 7164 629640 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 17 -18 2 204 null 637662 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 -18 2 219 null 645678 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 22 21 2 211 null 653924 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 17 -23 2 237 null 662518 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 23 10 2 221 null 670596 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 20 20 2 225 6694 677302 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 17 -10 2 266 null 685338 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 -23 2 277 null 693782 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 17 2 296 null 701868 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 -1 2 279 null 709872 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 19 -15 2 210 7138 717027 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 22 8 2 207 6340 723370 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br 20 0 2 257 null 731396 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.73 -0.07 2 NA null 817744 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.99 -0.71 2 NA null 825763 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.53 -0.27 2 NA null 833775 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -2.09 0.39 2 NA null 841817 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.91 -0.49 2 NA null 850267 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.81 -0.09 2 NA null 858317 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 0.68 0.72 2 NA null 866370 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.93 -0.57 2 NA null 874384 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -1.34 0.44 2 NA null 882493 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -1.39 -0.61 2 NA null 890508 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -1.48 0.48 2 NA null 898519 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -1.07 -0.13 2 NA null 906526 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -0.64 0.34 2 NA null 914552 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -2.26 0.16 2 NA null 922853 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol -1.03 -0.07 2 NA null 930861 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 28 59 2 35 null 1031944 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 30 34 2 38 6268 1038214 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 30 33 2 31 null 1046230 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 46 39 2 56 null 1054235 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 27 20 2 30 7438 1061681 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 35 40 2 42 6273 1067956 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 26 20 2 28 6530 1074490 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 35 34 2 42 null 1082497 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 39 54 2 47 null 1090941 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 22 57 2 24 null 1098963 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 32 46 2 41 6980 1105946 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 40 53 2 50 7490 1113445 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 36 22 2 45 null 1121468 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 30 45 2 37 null 1129787 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 45 25 2 55 null 1137863 0
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 308 350 2 329 null 1209968 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 334 286 2 358 null 1218076 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 329 303 2 353 null 1226094 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 335 301 2 352 null 1234384 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 346 310 2 372 null 1242408 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 334 394 2 360 6890 1249313 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 311 393 2 328 null 1257339 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 311 365 2 330 null 1266208 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 350 380 2 371 null 1274280 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 295 349 2 309 null 1282343 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 289 329 2 317 null 1290408 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 335 315 2 355 null 1298487 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 297 351 2 329 7690 1306193 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 357 377 2 379 null 1314207 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pog 337 303 2 355 6947 1321157 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 33 36 1 33 null 1375186 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 55 39 1 48 null 1383251 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 56 25 1 57 null 1391285 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 39 58 1 32 null 1399402 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 60 27 1 54 null 1407463 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 60 54 1 52 null 1415525 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 54 52 1 46 null 1423536 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 60 42 1 54 null 1431551 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 74 51 1 60 null 1439558 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 68 46 1 56 null 1447564 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 26 22 1 22 null 1455570 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 66 25 1 58 null 1463587 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 70 35 1 55 null 1471659 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 31 54 1 24 null 1479674 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 pz 50 53 1 36 null 1487772 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 35 50 1 44 null 1556092 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 25 45 1 31 7286 1563382 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 40 54 1 47 null 1571394 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 45 33 1 51 null 1579511 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 30 27 1 36 null 1587690 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 33 53 1 39 null 1595694 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 29 41 1 36 null 1603945 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 42 38 1 50 null 1611974 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 43 41 1 50 null 1620250 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 23 42 1 26 null 1628268 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 41 30 1 47 null 1636456 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 44 24 1 47 null 1644485 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 23 48 1 26 null 1652728 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 27 37 1 32 null 1660734 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 eb 37 46 1 45 null 1668737 NA
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -12 -13 1 229 null 1699573 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -7 20 1 300 null 1707630 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -10 20 1 288 null 1715741 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -9 11 1 261 null 1723869 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -8 -22 1 270 null 1731885 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -9 29 1 300 null 1739892 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -10 5 1 283 null 1748021 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -11 6 1 256 null 1756031 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -9 -27 1 219 null 1764259 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -10 16 1 300 null 1772280 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -8 23 1 207 null 1780283 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -8 -5 1 212 null 1788515 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -7 20 1 240 null 1796520 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -7 -8 1 299 null 1804668 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 br -7 19 1 273 null 1812754 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.82 0.58 1 NA null 1863234 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.73 -0.63 1 NA 6014 1869260 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.87 0.63 1 NA 7461 1876723 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.69 0.71 1 NA null 1884737 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.27 -0.27 1 NA null 1892769 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 2.13 0.07 1 NA null 1900776 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.49 0.61 1 NA 6060 1906842 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.55 0.45 1 NA 6633 1913480 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.8 -0.7 1 NA null 1921506 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 2.29 -0.49 1 NA null 1929831 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.39 -0.69 1 NA null 1937838 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.45 -0.05 1 NA null 1945870 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.62 -0.12 1 NA null 1953895 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.47 0.23 1 NA null 1961926 1
5d230365b7ca9a00017d8919 64de7f42d0b886d12f609480 zol 1.73 -0.73 1 NA null 1970217 1
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -21 0 1 251 4530 523536 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -17 -7 1 277 3407 526945 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -22 10 1 257 5566 532515 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -26 -27 1 266 3711 536231 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -19 26 1 209 3839 540076 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -28 29 1 300 7220 547300 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -15 22 1 252 4652 551955 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -18 28 1 224 null 559958 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -14 10 1 276 3325 563285 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -14 -1 1 213 5328 568616 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -25 -9 1 289 3167 571786 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -11 -26 1 219 3752 575541 0
5d38f983242a6f000156bbc1 64e50bb40e1045717e5ed59c br -21 5 1 261 4315 579859 0
