partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Lauren,1,1,0,237,false,true,-13,27,false,45,-66,10
Lauren,1,1,1,205,true,false,-17,19,false,54,-100,10
Lauren,1,1,2,242,true,false,-27,19,false,37,-56,9
Lauren,1,1,3,162,true,false,16,16,false,26,-51,12
Lauren,1,1,4,183,true,true,2,9,false,34,-22,7
Lauren,1,1,5,178,false,false,14,8,false,-65,92,9
Lauren,1,1,6,217,false,false,0,11,false,-92,93,7
Lauren,1,1,7,229,false,false,-16,11,false,49,-22,9
Lauren,1,1,8,188,true,true,13,11,false,33,21,7
Lauren,1,1,9,248,false,true,24,22,false,70,25,7
Lauren,1,1,10,151,false,false,23,6,false,-56,20,11
Lauren,1,1,11,213,true,true,18,10,false,19,-47,10
Lauren,1,1,12,212,false,true,-4,19,false,88,-56,10
Lauren,1,1,13,163,false,false,-25,9,false,-24,19,9
Lauren,1,1,14,214,false,false,-21,14,false,-60,-8,9
Lauren,1,1,15,227,true,true,34,10,false,52,62,4
Lauren,1,1,16,234,true,false,-25,22,false,-17,-83,9
Lauren,1,1,17,232,false,true,-3,26,false,-41,-20,9
Lauren,1,1,18,242,true,false,-30,19,false,-45,-40,7
Lauren,1,1,19,171,false,true,-25,21,false,-27,-74,8
Lauren,1,1,20,212,false,true,-18,21,false,-89,75,11
Lauren,1,1,21,212,true,false,-32,23,false,81,12,7
Lauren,1,1,22,241,false,true,-23,24,false,2,24,12
Lauren,1,1,23,185,true,true,-15,13,false,66,60,12
Lauren,1,1,24,189,false,false,17,14,false,-85,-38,9
Lauren,1,1,25,181,false,false,-23,15,false,63,-97,7
Lauren,1,1,26,203,true,true,-17,15,false,14,32,11
Lauren,1,1,27,170,true,false,-22,13,false,52,7,9
Lauren,1,1,28,202,true,false,33,20,false,13,-98,10
Lauren,1,1,29,209,true,true,-14,13,false,-29,8,11
Lauren,1,1,30,247,false,true,-5,25,false,-39,7,10
Lauren,1,1,31,169,true,true,-1,11,false,60,94,11
Lauren,1,NaN,0,238,true,false,18,32,true,62,3,NaN
Lauren,1,NaN,1,201,true,false,22,8,true,-37,25,NaN
