partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
123,1,1,0,206,true,false,-17,4,false,65,-90,8
123,1,1,1,247,false,true,36,-17,false,64,31,8
123,1,1,2,192,false,true,19,-19,false,62,79,10
123,1,1,3,215,true,true,-24,24,false,41,-8,10
123,1,1,4,214,false,true,11,-11,false,14,26,10
123,1,1,5,159,true,true,-8,8,false,-11,91,10
123,1,1,6,183,false,false,-9,-9,false,49,-48,10
123,1,1,7,177,true,false,27,27,false,35,-44,10
123,1,1,8,160,false,false,-14,-14,false,87,-92,10
123,1,1,9,221,false,false,31,31,false,-12,-3,10
123,1,1,10,165,false,false,16,16,false,21,-41,10
123,1,1,11,237,true,false,-37,-37,false,71,-53,10
123,1,1,12,179,false,false,9,9,false,51,95,10
123,1,1,13,201,false,false,-11,-11,false,42,94,10
123,1,1,14,207,false,true,-8,8,false,-43,85,10
123,1,1,15,161,true,true,24,-24,false,-46,-54,10
123,1,1,16,245,false,false,-1,-1,false,-78,82,10
123,1,1,17,161,false,true,6,-6,false,59,-84,10
123,1,1,18,228,true,false,-17,-17,false,-95,-1,10
123,1,1,19,205,true,false,-13,-13,false,-88,-19,10
123,1,1,20,151,true,true,-15,15,false,52,-65,10
123,1,1,21,244,true,true,6,-6,false,-74,-81,10
123,1,1,22,204,true,true,-4,4,false,24,77,10
123,1,1,23,227,true,false,-24,-24,false,76,-77,10
123,1,1,24,240,true,true,16,-16,false,18,-29,10
123,1,1,25,235,false,true,-15,15,false,65,41,10
123,1,1,26,168,true,true,-1,1,false,32,-82,10
123,1,1,27,192,false,false,-8,-8,false,32,-64,10
123,1,1,28,213,true,true,20,-20,false,-60,25,10
123,1,1,29,224,true,false,-15,-15,false,-36,-32,10
123,1,1,30,178,true,false,29,29,false,-20,29,10
123,1,1,31,167,false,true,19,-19,false,65,-45,10
123,1,1,32,199,false,true,0,0,false,-82,-19,10
123,1,1,33,227,false,true,31,-31,false,81,32,10
123,1,1,34,188,true,false,-7,-7,false,-46,-17,10
123,1,1,35,200,false,false,21,21,false,-89,96,10
