partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Hrithik,1,1,0,240,false,true,2,12,false,27,6,8
Hrithik,1,1,1,241,false,true,39,6,false,72,1,3
Hrithik,1,1,2,172,true,true,-23,16,false,-10,6,10
Hrithik,1,1,3,205,true,false,3,18,false,89,72,11
Hrithik,1,1,4,151,true,true,-4,14,false,-42,-14,10
Hrithik,1,1,5,197,true,false,-6,14,false,-55,-40,1
Hrithik,1,1,6,243,true,false,-8,13,false,-36,-90,9
Hrithik,1,1,7,172,true,true,26,12,false,-98,51,7
Hrithik,1,1,8,166,false,false,-8,10,false,17,-60,-1
Hrithik,1,1,9,177,true,false,29,25,false,-75,76,-1
Hrithik,1,1,10,222,true,false,-10,9,false,-55,5,-1
Hrithik,1,1,11,153,false,true,15,10,false,-65,-91,-1
Hrithik,1,1,12,151,true,false,-7,12,false,41,-28,7
Hrithik,1,1,13,180,false,true,-24,12,false,-3,24,5
Hrithik,1,1,14,243,false,false,-30,11,false,36,-40,5
Hrithik,1,1,15,192,false,true,7,15,false,45,19,6
Hrithik,1,1,16,150,true,true,23,3,false,-65,48,12
Hrithik,1,1,17,178,true,true,4,5,false,49,-53,9
Hrithik,1,1,18,218,false,true,36,10,false,35,-12,3
Hrithik,1,1,19,215,false,false,-31,12,false,48,-73,3
Hrithik,1,1,20,205,true,true,-12,13,false,-30,74,13
Hrithik,1,1,21,193,false,false,-18,12,false,9,-36,9
Hrithik,1,1,22,215,true,true,-7,15,false,83,-97,-1
Hrithik,1,1,23,159,false,false,20,12,false,70,21,8
Hrithik,1,1,24,215,true,false,-6,15,false,56,-8,5
Hrithik,1,1,25,188,false,true,23,13,false,40,-88,7
Hrithik,1,1,26,190,false,false,21,20,false,-43,-13,12
Hrithik,1,1,27,228,true,true,37,12,false,-69,54,10
Hrithik,1,1,28,232,false,true,-7,15,false,-47,90,10
Hrithik,1,1,29,161,true,false,6,15,false,55,78,4
