partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Hrithik,1,1,30,183,false,false,26,14,false,-28,-51,9
Hrithik,1,1,31,249,false,false,-15,21,false,-30,-95,4
Hrithik,1,NaN,0,204,true,false,4,5,true,13,30,NaN
Hrithik,1,NaN,1,176,true,false,27,7,true,-93,10,NaN
Hrithik,1,NaN,2,237,true,false,36,11,true,-10,94,NaN
Hrithik,1,NaN,3,156,true,false,-7,-3,true,-82,77,NaN
Hrithik,1,NaN,4,197,true,false,7,4,true,-56,95,NaN
Hrithik,1,NaN,5,250,true,false,27,7,true,-96,-33,NaN
Hrithik,1,NaN,6,206,true,false,4,0,true,-40,62,NaN
Hrithik,1,NaN,7,185,true,false,29,5,true,-60,-86,NaN
Hrithik,1,NaN,8,159,true,false,0,-1,true,58,99,NaN
Hrithik,1,NaN,9,229,true,false,3,3,true,-42,100,NaN
Hrithik,1,NaN,10,153,true,false,18,6,true,62,-64,NaN
Hrithik,1,NaN,11,228,true,false,-9,-9,true,14,-54,NaN
Hrithik,1,NaN,12,179,true,false,15,3,true,-67,61,NaN
Hrithik,1,NaN,13,188,true,false,-8,-3,true,-31,65,NaN
Hrithik,1,NaN,14,236,true,false,32,10,true,-55,-63,NaN
Hrithik,1,NaN,15,185,true,false,0,2,true,-23,-67,NaN
Hrithik,1,2,0,236,false,true,-30,7,false,56,30,7
Hrithik,1,2,1,187,false,true,20,-1,false,-77,-79,8
Hrithik,1,2,2,206,false,false,-15,0,false,-5,53,5
Hrithik,1,2,3,201,false,false,-3,2,false,-17,-23,7
Hrithik,1,2,4,195,false,false,12,6,false,33,-2,8
Hrithik,1,2,5,240,true,true,19,2,false,-100,-88,-1
Hrithik,1,2,6,166,false,true,8,4,false,-70,6,2
Hrithik,1,2,7,165,false,true,-11,5,false,68,86,-1
Hrithik,1,2,8,168,true,false,8,-3,false,98,-64,8
Hrithik,1,2,9,247,true,false,-17,-17,false,49,79,14
Hrithik,1,2,10,224,true,true,-18,7,false,-35,59,8
Hrithik,1,2,11,235,false,true,19,1,false,49,-90,6
Hrithik,1,2,12,205,true,true,-23,9,false,45,-87,7
Hrithik,1,2,13,182,false,true,-19,8,false,-82,15,3
Hrithik,1,2,14,244,true,true,-10,2,false,-93,10,10
Hrithik,1,2,15,220,false,false,-18,1,false,-48,64,3
Hrithik,1,2,16,239,false,false,-15,1,false,-14,-100,5
Hrithik,1,2,17,207,false,false,14,6,false,-45,-78,9
Hrithik,1,2,18,222,false,true,21,17,false,19,-81,-1
Hrithik,1,2,19,157,true,true,20,7,false,-92,87,6
Hrithik,1,2,20,248,true,true,-25,15,false,-88,-65,6
Hrithik,1,2,21,249,true,false,-2,7,false,-45,100,8
Hrithik,1,2,22,203,false,false,-7,6,false,90,96,9
Hrithik,1,2,23,235,false,false,3,5,false,3,61,13
Hrithik,1,2,24,158,true,false,19,11,false,40,3,12
Hrithik,1,2,25,238,true,false,6,10,false,50,-78,9
Hrithik,1,2,26,202,true,false,0,11,false,28,-2,6
Hrithik,1,2,27,161,true,true,-7,12,false,79,46,13
Hrithik,1,2,28,249,true,true,-14,9,false,45,-67,10
Hrithik,1,2,29,221,true,false,8,11,false,76,20,13
Hrithik,1,2,30,245,false,true,-33,16,false,-75,44,11
Hrithik,1,2,31,196,true,false,12,3,false,49,-4,12
Hrithik,2,1,0,227,false,false,-3,34,false,83,-71,11
Hrithik,2,1,1,214,true,true,-31,46,false,49,-22,9
Hrithik,2,1,2,241,false,false,18,43,false,95,-71,11
Hrithik,2,1,3,169,true,false,4,40,false,-89,42,9
Hrithik,2,1,4,236,false,true,-35,49,false,-57,40,10
Hrithik,2,1,5,231,true,true,-9,38,false,-95,-38,12
Hrithik,2,1,6,219,false,false,35,55,false,-50,8,13
Hrithik,2,1,7,236,false,false,1,41,false,-78,36,12
Hrithik,2,1,8,231,false,false,16,50,false,-37,100,10
Hrithik,2,1,9,184,false,true,1,34,false,-81,87,8
Hrithik,2,1,10,163,true,true,-25,25,false,50,66,12
Hrithik,2,1,11,180,true,false,16,26,false,80,-41,5
Hrithik,2,1,12,237,false,false,-16,30,false,-37,-3,12
Hrithik,2,1,13,182,false,false,14,19,false,-36,16,13
Hrithik,2,1,14,198,true,true,19,15,false,44,-75,9
Hrithik,2,1,15,240,false,true,-24,61,false,95,97,13
Hrithik,2,1,16,226,false,true,-19,35,false,-52,-62,11
Hrithik,2,1,17,175,true,false,3,34,false,-87,-25,3
Hrithik,2,1,18,178,false,false,-11,36,false,98,-11,11
Hrithik,2,1,19,214,false,true,-8,58,false,43,-52,10
Hrithik,2,1,20,185,true,false,7,28,false,-26,-50,12
Hrithik,2,1,21,177,false,true,4,33,false,75,-57,1
Hrithik,2,1,22,208,true,false,-27,40,false,-36,-72,9
Hrithik,2,1,23,180,true,true,2,28,false,-49,-34,4
Hrithik,2,1,24,221,true,true,17,21,false,-42,-31,10
Hrithik,2,1,25,159,false,true,8,50,false,-68,37,8
Hrithik,2,1,26,247,true,false,31,72,false,-83,89,12
Hrithik,2,1,27,180,true,true,7,18,false,-23,-53,13
Hrithik,2,1,28,239,true,false,-22,29,false,13,39,12
Hrithik,2,1,29,163,false,true,16,30,false,-9,89,12
Hrithik,2,1,30,226,true,true,-31,45,false,24,25,13
Hrithik,2,1,31,206,true,false,18,24,false,-32,31,14
Hrithik,2,NaN,0,123,true,false,20,2,true,-5,4,15
Hrithik,2,NaN,1,177,true,false,26,19,true,-42,-84,15
Hrithik,2,NaN,2,182,true,false,-29,7,true,23,-31,15
Hrithik,2,NaN,3,169,true,false,-15,-1,true,-15,9,15
Hrithik,2,NaN,4,173,true,false,-16,-4,true,5,-27,15
Hrithik,2,NaN,5,151,true,false,6,5,true,88,-85,15
Hrithik,2,NaN,6,118,true,false,12,1,true,-61,-7,15
Hrithik,2,NaN,7,151,true,false,6,6,true,15,-48,15
Hrithik,2,NaN,8,120,true,false,-18,-15,true,99,89,15
Hrithik,2,NaN,9,193,true,false,-23,10,true,78,68,15
Hrithik,2,NaN,10,181,true,false,27,34,true,50,35,15
Hrithik,2,NaN,11,166,true,false,-13,0,true,20,46,15
Hrithik,2,NaN,12,110,true,false,-16,-16,true,-97,-74,15
Hrithik,2,NaN,13,128,true,false,-5,-3,true,-59,-40,15
Hrithik,2,NaN,14,161,true,false,-24,3,true,54,-14,15
Hrithik,2,NaN,15,200,true,false,9,29,true,27,17,15
Hrithik,2,2,0,128,true,true,-5,2,false,-6,-40,13
Hrithik,2,2,1,128,false,false,-4,0,false,-81,9,13
Hrithik,2,2,2,116,true,false,-1,2,false,47,-8,14
Hrithik,2,2,3,142,true,true,1,5,false,75,62,14
Hrithik,2,2,4,141,false,false,-20,-10,false,70,23,13
Hrithik,2,2,5,149,true,true,-21,29,false,-44,-48,13
Hrithik,2,2,6,139,false,true,-7,16,false,-22,3,13
Hrithik,2,2,7,189,false,true,-14,22,false,-38,-16,13
Hrithik,2,2,8,135,false,false,-7,13,false,68,47,2
Hrithik,2,2,9,189,true,false,-14,17,false,-61,62,6
Hrithik,2,2,10,148,false,false,15,24,false,-45,44,14
Hrithik,2,2,11,103,true,false,-6,0,false,-10,39,14
Hrithik,2,2,12,175,true,true,0,3,false,6,66,14
Hrithik,2,2,13,182,true,true,29,1,false,-11,-85,13
Hrithik,2,2,14,164,false,true,26,8,false,-33,28,13
Hrithik,2,2,15,122,false,true,-9,28,false,-76,50,14
Hrithik,2,2,16,193,false,false,9,19,false,-59,-93,13
Hrithik,2,2,17,119,false,true,-15,20,false,35,-60,13
Hrithik,2,2,18,198,true,false,15,40,false,33,-25,9
Hrithik,2,2,19,145,true,false,-6,7,false,75,-15,13
Hrithik,2,2,20,134,true,true,19,15,false,-15,18,10
Hrithik,2,2,21,192,false,false,30,47,false,-98,9,13
Hrithik,2,2,22,121,false,true,7,14,false,-15,18,13
Hrithik,2,2,23,168,true,false,14,34,false,89,56,13
Hrithik,2,2,24,144,true,true,-18,33,false,2,84,14
Hrithik,2,2,25,109,false,false,-8,11,false,-72,68,12
Hrithik,2,2,26,161,true,false,21,16,false,-77,90,11
Hrithik,2,2,27,111,true,false,-10,-1,false,72,-60,14
Hrithik,2,2,28,120,true,true,-5,20,false,91,-71,14
Hrithik,2,2,29,153,false,true,-12,25,false,-31,17,11
Hrithik,2,2,30,115,false,true,0,15,false,-41,84,11
Hrithik,2,2,31,183,false,false,21,34,false,-1,-8,11
