partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Mahbod,1,2,15,182,false,true,-4,4,false,-69,-69,15
Mahbod,2,1,0,204,true,false,-4,78,false,4,64,6
Mahbod,2,1,1,165,false,false,7,46,false,61,33,10
Mahbod,2,1,2,208,false,true,-29,57,false,-81,-19,12
Mahbod,2,1,3,175,true,true,16,58,false,82,4,7
Mahbod,2,1,4,231,true,false,-12,52,false,-41,54,-1
Mahbod,2,1,5,179,false,false,-26,-26,false,19,68,14
Mahbod,2,1,6,158,false,true,-4,4,false,66,36,15
Mahbod,2,1,7,205,false,false,-6,-6,false,58,11,15
Mahbod,2,1,8,189,true,true,20,-20,false,-21,-64,15
Mahbod,2,1,9,235,true,true,-39,39,false,40,-57,15
Mahbod,2,1,10,178,true,true,14,-14,false,8,30,15
Mahbod,2,1,11,198,false,true,-1,1,false,-78,-31,15
Mahbod,2,1,12,197,false,false,-8,-8,false,-85,42,15
Mahbod,2,1,13,185,false,true,0,0,false,-98,14,15
Mahbod,2,1,14,231,true,false,24,24,false,72,54,15
Mahbod,2,1,15,215,true,false,-20,-20,false,-41,67,15
Mahbod,2,NaN,0,222,true,false,-27,-27,true,57,-75,15
Mahbod,2,NaN,1,176,true,false,-17,-17,true,-94,-31,15
Mahbod,2,NaN,2,210,true,false,-4,-4,true,-8,47,15
Mahbod,2,NaN,3,165,true,false,-19,-19,true,46,19,15
Mahbod,2,NaN,4,213,true,false,-31,-31,true,-16,88,15
Mahbod,2,NaN,5,194,true,false,-14,-14,true,-5,-89,15
Mahbod,2,NaN,6,235,true,false,12,12,true,-73,15,15
Mahbod,2,NaN,7,245,true,false,3,3,true,-30,-53,15
Mahbod,2,NaN,8,163,true,false,1,1,true,73,-70,15
Mahbod,2,NaN,9,164,true,false,-19,-19,true,-26,-91,15
Mahbod,2,NaN,10,227,true,false,9,9,true,-46,-1,15
Mahbod,2,NaN,11,219,true,false,-13,-13,true,88,-28,15
Mahbod,2,NaN,12,194,true,false,0,0,true,-41,-76,15
Mahbod,2,NaN,13,171,true,false,-25,-25,true,7,47,15
Mahbod,2,NaN,14,192,true,false,29,29,true,-80,-16,15
Mahbod,2,NaN,15,180,true,false,9,9,true,-100,44,15
Mahbod,2,2,0,168,true,true,23,-23,false,-15,-84,15
Mahbod,2,2,1,228,true,false,-32,-32,false,33,-33,15
Mahbod,2,2,2,235,true,true,-24,24,false,-5,49,15
Mahbod,2,2,3,163,false,false,18,18,false,18,-83,15
Mahbod,2,2,4,181,false,false,-2,-2,false,-45,1,15
Mahbod,2,2,5,156,true,false,15,15,false,26,53,15
Mahbod,2,2,6,178,false,true,27,-27,false,-97,-42,15
Mahbod,2,2,7,245,false,true,25,-25,false,-66,-84,15
Mahbod,2,2,8,198,true,false,-19,-19,false,-43,88,15
Mahbod,2,2,9,198,false,true,-20,20,false,-23,-62,15
Mahbod,2,2,10,246,false,false,-38,-38,false,57,63,15
Mahbod,2,2,11,169,true,true,16,-16,false,-4,-74,15
Mahbod,2,2,12,187,true,true,12,-12,false,-62,53,15
Mahbod,2,2,13,225,true,false,-21,-21,false,36,45,15
Mahbod,2,2,14,151,false,false,-2,-2,false,87,99,15
Mahbod,2,2,15,176,false,true,8,-8,false,100,89,15
