partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Mahbod,1,1,0,230,true,true,-11,25,false,-21,57,13
Mahbod,1,1,1,230,true,true,-25,12,false,0,-8,13
Mahbod,1,1,2,210,true,true,6,-7,false,82,-11,14
Mahbod,1,1,3,202,false,true,25,-11,false,23,24,13
Mahbod,1,1,4,212,true,false,0,20,false,-32,64,13
Mahbod,1,1,5,241,false,true,-4,3,false,-96,81,14
Mahbod,1,1,6,244,true,true,24,10,false,-15,91,12
Mahbod,1,1,7,160,true,false,-8,18,false,46,21,13
Mahbod,1,1,8,183,false,true,2,6,false,74,27,14
Mahbod,1,1,9,169,true,false,-15,4,false,16,51,13
Mahbod,1,1,10,197,true,false,-5,17,false,-40,40,13
Mahbod,1,1,11,247,false,false,22,-2,false,-93,94,13
Mahbod,1,1,12,222,false,false,37,16,false,-26,-60,13
Mahbod,1,1,13,182,false,true,-26,15,false,39,73,13
Mahbod,1,1,14,218,false,false,15,6,false,45,23,14
Mahbod,1,1,15,227,false,false,15,4,false,43,-56,14
Mahbod,1,NaN,0,230,true,false,0,1,true,26,75,NaN
Mahbod,1,NaN,1,232,true,false,33,-11,true,40,70,NaN
Mahbod,1,NaN,2,201,true,false,-9,-9,true,-18,21,NaN
Mahbod,1,NaN,3,239,true,false,1,1,true,98,-54,NaN
Mahbod,1,NaN,4,171,true,false,25,25,true,-54,-43,NaN
Mahbod,1,NaN,5,239,true,false,40,40,true,41,88,NaN
Mahbod,1,NaN,6,243,true,false,0,0,true,28,35,NaN
Mahbod,1,NaN,7,246,true,false,-23,-23,true,20,-2,NaN
Mahbod,1,NaN,8,199,true,false,-26,-26,true,-35,-52,NaN
Mahbod,1,NaN,9,236,true,false,-16,-16,true,-44,-1,NaN
Mahbod,1,NaN,10,182,true,false,-24,-24,true,-65,-1,NaN
Mahbod,1,NaN,11,242,true,false,0,0,true,-93,-56,NaN
Mahbod,1,NaN,12,183,true,false,27,27,true,42,-96,NaN
Mahbod,1,NaN,13,177,true,false,15,15,true,70,96,NaN
Mahbod,1,NaN,14,204,true,false,-25,-25,true,32,64,NaN
Mahbod,1,NaN,15,197,true,false,-5,-5,true,23,-80,NaN
Mahbod,1,2,0,156,false,false,6,-2,false,82,-8,14
Mahbod,1,2,1,197,true,false,-25,-25,false,32,14,15
Mahbod,1,2,2,249,true,false,29,29,false,93,58,15
Mahbod,1,2,3,242,false,false,10,10,false,-85,12,15
Mahbod,1,2,4,215,false,true,-11,11,false,-89,38,15
Mahbod,1,2,5,178,false,true,8,-8,false,-49,13,15
Mahbod,1,2,6,241,false,false,-29,-29,false,82,8,15
Mahbod,1,2,7,197,false,true,-33,33,false,-2,-21,15
Mahbod,1,2,8,226,false,false,-17,-17,false,-82,44,15
Mahbod,1,2,9,188,true,true,25,-25,false,76,11,15
Mahbod,1,2,10,218,true,false,0,0,false,-95,21,15
Mahbod,1,2,11,169,true,true,23,-23,false,-33,11,15
Mahbod,1,2,12,177,true,true,-14,14,false,5,81,15
Mahbod,1,2,13,213,true,true,21,-21,false,33,-73,15
Mahbod,1,2,14,175,true,false,-5,-5,false,96,-9,15
