partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
achavezd,1,1,0,188,true,true,0,21,false,-37,40,11
achavezd,1,1,1,123,false,false,8,19,false,77,-65,11
achavezd,1,1,2,165,true,true,3,16,false,42,52,12
achavezd,1,1,3,107,false,true,-4,13,false,-93,42,12
achavezd,1,1,4,181,false,false,11,16,false,-1,-81,13
achavezd,1,1,5,138,true,true,7,8,false,-12,6,11
achavezd,1,1,6,183,true,false,24,20,false,-93,13,11
achavezd,1,1,7,200,false,true,20,16,false,-43,72,10
achavezd,1,1,8,105,false,false,15,8,false,-50,71,11
achavezd,1,1,9,136,true,false,-21,11,false,-35,-11,11
achavezd,1,1,10,133,true,true,-3,13,false,93,-70,13
achavezd,1,1,11,170,false,true,-9,20,false,-72,-14,12
achavezd,1,1,12,133,false,true,0,17,false,-89,-68,12
achavezd,1,1,13,197,true,false,10,17,false,2,-41,13
achavezd,1,1,14,150,true,false,2,13,false,-45,83,13
achavezd,1,1,15,137,false,false,-17,14,false,2,-35,11
achavezd,1,NaN,0,121,true,false,-7,13,true,66,52,NaN
achavezd,1,NaN,1,194,true,false,-6,12,true,82,-54,NaN
achavezd,1,NaN,2,121,true,false,-11,5,true,-84,-30,NaN
achavezd,1,NaN,3,191,true,false,-16,-2,true,-28,-58,NaN
achavezd,1,NaN,4,115,true,false,9,14,true,-65,57,NaN
achavezd,1,NaN,5,148,true,false,17,13,true,-99,71,NaN
achavezd,1,NaN,6,110,true,false,-11,2,true,86,41,NaN
achavezd,1,NaN,7,153,true,false,6,13,true,-81,-4,NaN
achavezd,1,NaN,8,157,true,false,6,5,true,74,-24,NaN
achavezd,1,NaN,9,132,true,false,-2,6,true,42,-60,NaN
achavezd,1,NaN,10,120,true,false,9,9,true,8,15,NaN
achavezd,1,NaN,11,181,true,false,-16,4,true,-88,62,NaN
achavezd,1,NaN,12,123,true,false,18,4,true,-51,-25,NaN
achavezd,1,NaN,13,116,true,false,-5,4,true,30,-64,NaN
achavezd,1,NaN,14,184,true,false,25,6,true,72,-9,NaN
achavezd,1,NaN,15,189,true,false,30,6,true,15,60,NaN
achavezd,1,2,0,120,true,true,-4,5,false,-19,83,10
achavezd,1,2,1,130,false,false,14,-2,false,14,13,9
achavezd,1,2,2,166,false,true,27,2,false,-76,-56,7
achavezd,1,2,3,168,true,true,-12,9,false,72,62,9
achavezd,1,2,4,169,true,true,-3,10,false,-61,-26,10
achavezd,1,2,5,156,false,true,-17,4,false,85,-56,10
achavezd,1,2,6,190,false,false,-7,1,false,-4,-53,11
achavezd,1,2,7,128,false,true,9,2,false,-1,28,10
achavezd,1,2,8,133,true,false,-5,2,false,73,-79,10
achavezd,1,2,9,108,false,false,4,5,false,52,-16,10
achavezd,1,2,10,120,false,false,-4,3,false,-14,-94,11
achavezd,1,2,11,200,true,false,11,-4,false,96,-25,10
achavezd,1,2,12,150,true,false,20,-2,false,-12,89,11
achavezd,1,2,13,193,true,false,19,-2,false,91,-82,11
achavezd,1,2,14,191,true,true,-27,6,false,-9,49,7
achavezd,1,2,15,127,false,true,20,3,false,-87,-91,10
achavezd,2,1,0,102,true,true,15,17,false,78,30,9
achavezd,2,1,1,185,false,false,25,19,false,-50,-34,9
achavezd,2,1,2,189,true,true,0,28,false,-90,57,12
achavezd,2,1,3,144,false,true,-3,16,false,59,-93,9
achavezd,2,1,4,154,true,false,18,6,false,14,92,11
achavezd,2,1,5,188,true,false,30,25,false,-87,48,13
achavezd,2,1,6,149,false,false,-10,11,false,29,73,13
achavezd,2,1,7,107,false,false,7,22,false,85,36,11
achavezd,2,1,8,126,false,true,4,8,false,-17,-17,13
achavezd,2,1,9,156,true,false,15,20,false,72,57,14
achavezd,2,1,10,105,false,true,10,-16,false,-42,-41,14
achavezd,2,1,11,125,false,true,-3,12,false,-51,18,14
achavezd,2,1,12,109,false,false,-5,5,false,39,33,14
achavezd,2,1,13,198,true,true,-30,42,false,-36,-68,13
achavezd,2,1,14,127,true,false,-20,-8,false,39,-92,14
achavezd,2,1,15,104,true,true,9,0,false,-42,-86,14
achavezd,2,NaN,0,125,true,false,-3,-10,true,-22,-50,15
achavezd,2,NaN,1,159,true,false,-22,-14,true,0,-51,15
achavezd,2,NaN,2,114,true,false,-9,1,true,76,28,15
achavezd,2,NaN,3,128,true,false,6,1,true,67,54,15
achavezd,2,NaN,4,103,true,false,-3,-16,true,-31,89,15
achavezd,2,NaN,5,117,true,false,10,5,true,61,89,15
achavezd,2,NaN,6,175,true,false,10,5,true,79,95,15
achavezd,2,NaN,7,178,true,false,-9,-19,true,-100,62,15
achavezd,2,NaN,8,181,true,false,-25,-15,true,-96,-37,15
achavezd,2,NaN,9,121,true,false,-9,-17,true,99,0,15
achavezd,2,NaN,10,175,true,false,-12,-5,true,-90,67,15
achavezd,2,NaN,11,117,true,false,17,7,true,-5,31,15
achavezd,2,NaN,12,132,true,false,-13,-19,true,-7,-34,15
achavezd,2,NaN,13,123,true,false,19,7,true,-31,78,15
achavezd,2,NaN,14,172,true,false,-10,13,true,-60,-73,15
achavezd,2,NaN,15,170,true,false,-25,-15,true,52,44,15
achavezd,2,2,0,174,true,true,21,1,false,22,5,13
achavezd,2,2,1,141,false,false,13,24,false,-42,-97,14
achavezd,2,2,2,179,true,true,29,-5,false,6,87,12
achavezd,2,2,3,199,true,false,-20,-6,false,79,23,14
achavezd,2,2,4,181,false,false,16,29,false,59,-53,14
achavezd,2,2,5,162,false,true,2,9,false,-97,22,14
achavezd,2,2,6,111,true,true,-7,17,false,-36,-53,14
achavezd,2,2,7,111,false,false,-11,2,false,-69,-48,14
achavezd,2,2,8,143,true,false,4,28,false,-25,59,13
achavezd,2,2,9,165,true,true,-5,16,false,-73,97,14
achavezd,2,2,10,102,false,true,-14,24,false,-31,-78,14
achavezd,2,2,11,124,false,false,-18,-12,false,-24,-17,14
achavezd,2,2,12,107,false,true,-15,-19,false,-43,-65,13
achavezd,2,2,13,152,true,false,0,9,false,48,29,14
achavezd,2,2,14,191,false,true,-3,23,false,85,-26,13
achavezd,2,2,15,147,true,false,13,4,false,-51,62,13
