partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Katelyn,1,1,0,173,false,true,4,10,false,62,62,6
Katelyn,1,1,1,216,false,true,-3,15,false,84,62,4
Katelyn,1,1,2,235,true,true,-13,13,false,15,-48,6
Katelyn,1,1,3,183,false,false,15,16,false,25,-38,3
Katelyn,1,1,4,190,false,true,28,10,false,-1,-14,4
Katelyn,1,1,5,226,true,false,27,20,false,-68,20,-1
Katelyn,1,1,6,247,false,false,6,20,false,-10,-88,7
Katelyn,1,1,7,199,true,false,0,18,false,17,99,7
Katelyn,1,1,8,192,false,false,-23,13,false,-83,-64,6
Katelyn,1,1,9,240,false,true,25,11,false,-47,23,5
Katelyn,1,1,10,213,true,true,21,6,false,-32,75,6
Katelyn,1,1,11,210,false,true,11,9,false,14,-98,4
Katelyn,1,1,12,233,false,false,0,11,false,-29,-47,7
Katelyn,1,1,13,175,true,false,17,18,false,-21,-10,5
Katelyn,1,1,14,162,true,true,-13,7,false,71,57,7
Katelyn,1,1,15,225,false,false,13,14,false,-67,96,7
Katelyn,1,1,16,161,true,false,17,11,false,-76,-64,7
Katelyn,1,1,17,189,true,true,11,9,false,16,-17,7
Katelyn,1,1,18,190,false,true,13,8,false,20,-74,7
Katelyn,1,1,19,153,true,true,-6,10,false,-29,-28,9
Katelyn,1,1,20,232,true,true,4,5,false,45,2,8
Katelyn,1,1,21,211,false,false,-27,10,false,-59,18,6
Katelyn,1,1,22,180,true,false,-10,12,false,-13,-74,6
Katelyn,1,1,23,159,true,false,5,15,false,-88,30,8
Katelyn,1,1,24,213,true,true,-5,11,false,88,22,6
Katelyn,1,1,25,208,true,true,2,12,false,-26,51,6
Katelyn,1,1,26,155,false,false,7,13,false,76,-32,7
Katelyn,1,1,27,166,true,false,14,16,false,-10,-80,7
Katelyn,1,1,28,177,true,false,4,14,false,70,-84,8
Katelyn,1,1,29,169,false,false,-13,2,false,89,-13,8
Katelyn,1,1,30,195,false,true,-6,13,false,-3,-72,8
Katelyn,1,1,31,162,false,true,-25,18,false,-35,49,3
Katelyn,1,1,32,185,true,false,-12,17,false,-98,30,5
Katelyn,1,1,33,180,false,false,-19,8,false,39,49,6
Katelyn,1,1,34,171,false,true,8,13,false,-39,-76,6
Katelyn,1,1,35,203,true,true,0,7,false,97,-23,8
Katelyn,1,NaN,0,203,true,false,-28,18,true,86,-76,NaN
Katelyn,1,NaN,1,188,true,false,24,12,true,9,-30,NaN
Katelyn,1,NaN,2,202,true,false,16,9,true,71,96,NaN
Katelyn,1,NaN,3,180,true,false,-21,-9,true,4,77,NaN
Katelyn,1,NaN,4,241,true,false,31,6,true,-89,-74,NaN
Katelyn,1,NaN,5,227,true,false,0,1,true,-67,69,NaN
Katelyn,1,NaN,6,203,true,false,12,11,true,84,-61,NaN
Katelyn,1,NaN,7,165,true,false,-4,2,true,8,97,NaN
Katelyn,1,NaN,8,173,true,false,14,8,true,40,-46,NaN
Katelyn,1,2,0,156,true,true,14,7,false,40,-10,7
Katelyn,1,2,1,214,false,false,-35,3,false,49,36,4
Katelyn,1,2,2,199,false,true,-23,18,false,-11,-35,5
