partip,task,round,trial,width,hor,flip,start,bias,train,jit_x,jit_y,time
Katelyn,1,2,3,205,false,true,8,14,false,-22,27,5
Katelyn,1,2,4,233,true,false,-38,21,false,-30,-66,-1
Katelyn,1,2,5,180,true,true,30,10,false,57,-22,4
Katelyn,1,2,6,230,true,false,-25,18,false,-31,64,5
Katelyn,1,2,7,157,false,false,-15,5,false,84,-51,7
Katelyn,1,2,8,184,true,false,22,14,false,-39,-92,7
Katelyn,1,2,9,212,true,true,-24,26,false,-86,53,7
Katelyn,1,2,10,240,false,true,16,11,false,-51,-55,6
Katelyn,1,2,11,200,false,false,-23,10,false,-70,-7,3
Katelyn,1,2,12,167,true,true,20,5,false,20,48,6
Katelyn,1,2,13,157,false,true,-25,20,false,-87,79,9
Katelyn,1,2,14,174,false,true,-24,22,false,-32,-94,5
Katelyn,1,2,15,158,true,false,-23,12,false,93,-37,6
Katelyn,1,2,16,176,true,false,22,17,false,-26,-21,8
Katelyn,1,2,17,194,true,true,17,1,false,54,-15,8
Katelyn,1,2,18,171,false,true,27,6,false,-75,2,5
Katelyn,1,2,19,187,true,true,16,5,false,-48,4,7
Katelyn,1,2,20,196,false,false,9,14,false,55,-98,8
Katelyn,1,2,21,199,true,false,6,16,false,-80,35,6
Katelyn,1,2,22,208,false,true,-4,13,false,2,57,6
Katelyn,1,2,23,221,true,false,-18,9,false,71,-8,5
Katelyn,1,2,24,217,false,false,22,19,false,-42,-27,8
Katelyn,1,2,25,181,true,true,-27,15,false,-43,59,7
Katelyn,1,2,26,225,true,true,-22,18,false,83,50,8
Katelyn,1,2,27,216,true,false,8,13,false,-72,16,8
Katelyn,1,2,28,157,false,false,24,18,false,-64,71,8
Katelyn,1,2,29,240,false,true,-12,21,false,-7,18,7
Katelyn,1,2,30,212,false,true,-35,14,false,45,-7,6
Katelyn,1,2,31,221,true,true,-30,34,false,72,48,6
Katelyn,1,2,32,234,false,false,-28,0,false,-82,78,5
Katelyn,1,2,33,247,false,false,-13,-13,false,-48,45,9
Katelyn,1,2,34,204,true,false,27,13,false,76,25,4
Katelyn,1,2,35,222,false,false,-29,-5,false,-18,71,7
Katelyn,2,1,0,205,false,false,-26,-15,false,-6,-65,3
Katelyn,2,1,1,234,false,false,-18,-18,false,11,-43,10
Katelyn,2,1,2,185,true,true,-4,31,false,-47,-32,5
Katelyn,2,1,3,166,false,true,-7,19,false,-41,17,7
Katelyn,2,1,4,151,false,false,15,19,false,-77,81,7
Katelyn,2,1,5,197,false,true,8,1,false,-13,96,8
Katelyn,2,1,6,163,true,false,10,19,false,-31,-46,6
Katelyn,2,1,7,160,false,false,6,11,false,-89,-2,5
Katelyn,2,1,8,203,true,true,8,16,false,-27,68,5
Katelyn,2,1,9,184,false,false,-29,-19,false,89,-32,5
Katelyn,2,1,10,209,false,false,27,27,false,90,-65,10
Katelyn,2,1,11,221,true,true,-18,34,false,-43,23,5
Katelyn,2,1,12,222,false,false,-16,-9,false,-74,7,6
Katelyn,2,1,13,242,true,true,11,6,false,-77,20,6
Katelyn,2,1,14,187,true,false,-12,0,false,32,-23,7
Katelyn,2,1,15,176,true,false,16,10,false,-54,21,6
Katelyn,2,1,16,200,true,true,16,-12,false,30,55,7
Katelyn,2,1,17,239,true,false,-22,-16,false,59,-10,6
Katelyn,2,1,18,209,false,false,-8,-6,false,57,12,7
Katelyn,2,1,19,222,false,true,1,0,false,-34,44,5
Katelyn,2,1,20,222,false,true,3,-7,false,70,37,6
Katelyn,2,1,21,178,false,true,-9,5,false,-27,35,7
Katelyn,2,1,22,205,false,true,23,-17,false,6,11,7
Katelyn,2,1,23,163,true,true,-2,7,false,89,22,6
Katelyn,2,1,24,235,false,true,15,-15,false,-10,-12,7
Katelyn,2,1,25,163,true,false,-5,1,false,-75,81,7
Katelyn,2,1,26,198,true,true,10,-7,false,92,57,8
Katelyn,2,1,27,169,true,false,-2,1,false,-85,43,7
Katelyn,2,1,28,163,true,true,2,1,false,35,-94,8
Katelyn,2,1,29,184,true,true,-17,21,false,-74,-84,8
Katelyn,2,1,30,170,false,false,0,3,false,-66,50,8
Katelyn,2,1,31,237,true,false,-23,-10,false,-31,-55,8
Katelyn,2,1,32,152,true,false,-22,-20,false,51,-18,8
Katelyn,2,1,33,192,false,true,-11,12,false,80,-72,7
Katelyn,2,1,34,175,true,false,23,23,false,-39,98,7
Katelyn,2,1,35,237,false,true,13,-9,false,91,-92,8
Katelyn,2,NaN,0,373,true,false,16,37,true,-93,6,10
Katelyn,2,NaN,1,311,true,false,33,31,true,38,-22,10
Katelyn,2,NaN,2,323,true,false,12,14,true,-72,-9,10
Katelyn,2,NaN,3,354,true,false,19,29,true,-75,-58,10
Katelyn,2,NaN,4,394,true,false,26,21,true,95,87,10
Katelyn,2,NaN,5,391,true,false,-58,-54,true,-23,32,10
Katelyn,2,NaN,6,386,true,false,52,43,true,-75,-38,10
Katelyn,2,NaN,7,307,true,false,-7,-11,true,-9,-60,10
Katelyn,2,NaN,8,317,true,false,-12,-20,true,82,9,10
Katelyn,2,2,0,348,false,false,38,43,false,17,86,6
Katelyn,2,2,1,383,true,true,-33,40,false,-15,-68,8
Katelyn,2,2,2,343,false,true,-50,46,false,-67,67,7
Katelyn,2,2,3,355,false,false,-33,-25,false,98,60,8
Katelyn,2,2,4,390,true,true,-60,59,false,7,-92,8
Katelyn,2,2,5,315,false,false,24,24,false,32,-61,8
Katelyn,2,2,6,376,false,false,52,48,false,-51,68,8
Katelyn,2,2,7,359,true,false,-28,-11,false,-95,90,7
Katelyn,2,2,8,314,false,false,14,9,false,-48,95,7
Katelyn,2,2,9,394,true,false,27,31,false,53,-10,9
Katelyn,2,2,10,308,true,false,27,25,false,-65,78,7
Katelyn,2,2,11,352,false,true,-15,15,false,-7,18,8
Katelyn,2,2,12,393,false,false,32,24,false,43,23,7
Katelyn,2,2,13,338,false,true,22,-11,false,-10,94,5
Katelyn,2,2,14,357,true,false,-14,-5,false,-88,-11,9
Katelyn,2,2,15,341,false,false,-42,-39,false,-87,42,8
Katelyn,2,2,16,304,false,true,-12,13,false,-13,-76,7
Katelyn,2,2,17,301,true,false,33,38,false,94,-5,9
Katelyn,2,2,18,344,false,false,34,35,false,-36,43,8
Katelyn,2,2,19,322,false,true,44,-41,false,-64,93,9
Katelyn,2,2,20,338,true,false,10,27,false,-18,38,8
Katelyn,2,2,21,303,true,true,46,-17,false,74,67,6
Katelyn,2,2,22,377,true,false,23,39,false,-41,-38,8
Katelyn,2,2,23,341,true,true,-8,22,false,70,-51,6
Katelyn,2,2,24,375,false,false,19,24,false,24,3,7
Katelyn,2,2,25,319,true,false,37,36,false,95,48,9
Katelyn,2,2,26,367,true,false,17,16,false,-88,15,7
Katelyn,2,2,27,321,true,true,43,-39,false,-57,-6,8
Katelyn,2,2,28,361,true,true,9,1,false,51,-17,9
Katelyn,2,2,29,399,false,true,-53,50,false,90,-75,8
Katelyn,2,2,30,381,true,true,-60,62,false,-88,49,8
Katelyn,2,2,31,321,false,true,19,-17,false,11,-40,8
Katelyn,2,2,32,353,true,true,53,-33,false,-32,-72,4
Katelyn,2,2,33,312,false,true,35,-23,false,50,55,7
Katelyn,2,2,34,332,false,true,23,-18,false,-12,-42,9
Katelyn,2,2,35,335,true,true,5,12,false,9,-73,8
