93,30,30,31,91
91,31,30,30,91
91,30,30,30,91
91,30,30,30,91
91,30,30,31,91
91,30,30,31,90
91,30,31,30,93
91,31,30,31,91
91,30,30,30,91
91,30,30,31,91
91,30,31,30,91
91,30,31,30,91
91,30,30,31,91
91,30,30,31,91
91,30,30,31,91
91,31,30,30,91
92,30,31,30,91
91,31,30,30,92
91,30,30,30,91
92,30,31,30,91
91,30,30,30,91
91,30,30,30,91
91,31,31,30,91
91,31,30,30,91
91,30,31,30,91
91,30,30,30,91
91,31,31,30,91
91,30,30,30,91
91,30,30,30,91
91,30,30,31,91
91,30,30,31,91
91,31,30,30,91
91,31,31,30,91
91,31,30,30,91
91,30,30,30,91
91,31,30,31,91
91,26,29,31,90
91,31,30,31,91
92,30,30,30,91
91,31,30,31,91
91,31,31,30,91
91,30,30,31,90
91,30,31,30,91
91,30,30,30,91
91,30,30,30,91
92,30,30,31,91
92,30,30,30,91
91,31,30,31,91
91,30,31,30,91
91,30,30,30,91
91,30,30,31,91
91,30,31,31,90
91,31,30,31,91
91,30,30,31,90
91,30,30,30,91
91,30,30,30,91
91,30,31,31,90
91,30,31,30,91
91,30,31,30,91
91,30,30,31,91
91,31,30,30,91
91,30,30,31,91
91,31,30,30,91
91,30,31,30,91
91,30,30,30,91
91,31,30,30,91
91,31,30,30,91
91,30,30,30,91
91,30,30,31,91
91,30,31,30,91
91,30,31,30,91
91,30,30,30,91
91,31,30,31,91
91,31,30,30,91
91,30,31,30,91
91,31,30,31,91
91,31,30,30,91
91,30,30,30,91
91,31,30,30,91
91,30,30,30,91
91,30,30,30,91
91,30,30,31,91
91,30,31,30,91
91,30,30,31,91
91,31,30,30,91
91,30,30,30,91
91,31,30,31,91
91,30,31,30,91
91,31,30,31,91
91,30,30,31,90
91,30,30,30,91
240,26,31,30,91
91,30,30,30,91
91,30,30,31,91
91,126,143,29,91
91,30,30,31,91
91,30,30,30,91
91,31,31,29,91
91,31,30,31,91
91,31,30,25,96
