200,34,33,33,33,100
199,34,33,33,34,100
200,34,33,33,34,100
200,34,33,33,34,100
200,33,33,33,34,100
199,34,33,33,34,100
200,33,33,33,34,100
199,34,33,33,34,100
200,34,33,33,34,100
199,34,33,33,34,100
199,34,33,33,34,100
199,34,33,33,34,100
199,34,33,33,46,104
200,33,34,33,33,100
200,33,34,33,32,100
200,34,33,33,33,100
200,33,34,32,34,100
200,33,34,33,33,100
200,33,33,33,33,100
200,33,34,33,33,100
200,33,34,33,33,99
200,33,33,33,33,99
200,34,33,33,33,100
200,34,32,34,34,99
200,33,34,33,33,100
200,33,33,33,33,100
200,33,33,33,33,99
200,33,34,33,33,100
200,33,34,33,33,100
200,33,34,33,33,100
200,33,34,33,33,99
200,33,34,33,33,100
200,33,34,33,33,100
200,33,33,33,34,99
200,33,34,33,33,100
200,33,33,33,33,99
200,33,34,33,33,100
200,33,34,33,33,100
200,33,33,33,33,100
200,33,33,33,34,100
200,33,34,33,33,100
200,33,34,33,33,100
200,33,33,33,33,100
200,33,34,33,33,100
200,33,34,33,33,100
200,33,34,33,33,99
200,33,33,33,33,100
200,33,34,33,33,100
200,33,34,33,33,99
200,33,33,33,33,100
200,33,33,33,33,99
200,33,33,33,34,99
200,33,33,33,34,99
200,33,34,33,34,100
200,33,33,33,33,99
200,34,33,33,33,99
200,34,33,33,33,99
200,33,33,33,34,99
200,33,33,33,33,99
199,33,33,33,34,99
200,34,33,33,33,100
200,33,33,33,34,99
200,33,33,33,34,99
200,33,33,33,33,99
200,33,33,33,34,100
199,34,33,33,33,99
200,33,33,33,34,99
200,33,33,33,34,100
200,34,33,33,34,99
200,33,33,33,34,99
200,34,33,33,34,99
199,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,33,100
200,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,34,100
200,34,33,33,34,99
200,34,33,33,34,99
200,34,33,33,34,99
199,34,33,33,34,99
200,33,34,33,34,99
200,34,33,33,34,100
200,34,33,33,34,100
199,35,33,33,34,100
200,33,34,33,34,100
200,34,33,33,34,100
199,34,33,33,34,100
200,34,33,33,33,100
200,34,33,33,34,100
200,34,33,33,34,100
200,34,33,33,34,99
200,34,33,33,33,101
199,34,33,33,34,100
200,34,33,33,34,100
199,34,33,33,34,99
200,34,33,33,34,100
